sent_id	sent_correct	sent_wrong	swap_head	feature_vals
w01035081	Tereny rolne mogą realnie ucierpieć na zniszczeniu otaczającego je krajobrazu.	Tereny rolne może realnie ucierpieć na zniszczeniu otaczającego je krajobrazu.	może	PL -> SG
w01105057	Odniósł taki sukces, że wojsko nadal korzystało z niego przez wiele lat po wojnie, a w niektórych krajach był wciąż w użyciu w latach 80.	Odniósł taki sukces, że wojsko nadal korzystały z niego przez wiele lat po wojnie, a w niektórych krajach był wciąż w użyciu w latach 80.	korzystały	SG -> PL
w01084102	Ten kontakt z Zachodem w XVI w. doprowadził do okresu intensywnego rozwoju gospodarczego po otwarciu dochodowych szlaków handlowych.	Ten kontakt z Zachodem w XVI w. doprowadziły do okresu intensywnego rozwoju gospodarczego po otwarciu dochodowych szlaków handlowych.	doprowadziły	SG -> PL
w01092032	Rewolucja przemysłowa stworzyła popyt na metalowe części używane w maszynach.	Rewolucja przemysłowa stworzyło popyt na metalowe części używane w maszynach.	stworzyło	FEM -> NEUT
w01010044	Liczne plemiona germańskie i słowiańskie przeszły przez Morawy podczas wielkiej wędrówki ludów zanim Słowianie osiedlili się tam w VI w. n.e.	Liczne plemiona germańskie i słowiańskie przeszło przez Morawy podczas wielkiej wędrówki ludów zanim Słowianie osiedlili się tam w VI w. n.e.	przeszło	PL -> SG
n01084008	Teoretycznie para może założyć w Tesco cztery konta i uzyskać od 12000 funtów odsetki w wysokości 3%, czyli 360 funtów.	Teoretycznie para mogą założyć w Tesco cztery konta i uzyskać od 12000 funtów odsetki w wysokości 3%, czyli 360 funtów.	mogą	SG -> PL
n01105013	Ale teraz wszystko jest w rozsypce, a on wydaje się wciąż szukać odpowiedzi.	Ale teraz wszystko są w rozsypce, a on wydaje się wciąż szukać odpowiedzi.	są	SG -> PL
n01051004	Standardowe badanie USG skomplikowało się, kiedy ciężarna Margaert Boemer z miejscowości Plano w Teksasie dowiedziała się, że jej nienarodzone dziecko cierpi na rzadką chorobę i aby utrzymać je przy życiu, konieczna jest operacja.	Standardowe badanie USG skomplikowało się, kiedy ciężarna Margaert Boemer z miejscowości Plano w Teksasie dowiedziała się, że jej nienarodzone dziecko cierpią na rzadką chorobę i aby utrzymać je przy życiu, konieczna jest operacja.	cierpią	SG -> PL
n01080042	Chciała m obejrzeć go z nimi, ale oni w końcu postanowili obejrzeć go beze mnie.	Chciała m obejrzeć go z nimi, ale oni w końcu postanowił obejrzeć go beze mnie.	postanowił	PL -> SG
n03004003	W czwartek 3 listopada burmistrz Saint-Gaudens (w regionie Haute-Garonne) postanowił zawiesić porozumienie w sprawie rozwoju miasta zawarte z rządem w 2014 r.	W czwartek 3 listopada burmistrz Saint-Gaudens (w regionie Haute-Garonne) postanowili zawiesić porozumienie w sprawie rozwoju miasta zawarte z rządem w 2014 r.	postanowili	SG -> PL
n01082014	„Coraz więcej osób sięga po kredyt… Podczas gdy takie zapożyczenie może chwilowo być do opanowania, nagła zmiana sytuacji może doprowadzić do problemów w postaci długów.”	„Coraz więcej osób sięga po kredyt… Podczas gdy takie zapożyczenie może chwilowo być do opanowania, nagła zmiana sytuacji mogą doprowadzić do problemów w postaci długów.”	mogą	SG -> PL
n01069006	Liberalni demokraci, reprezentujący do 2010 r. mieszkańców zamożnych przedmieść, mają nadzieję odzyskać ich poparcie dzięki swojej kandydatce Sarah Olney.	Liberalni demokraci, reprezentujący do 2010 r. mieszkańców zamożnych przedmieść, ma nadzieję odzyskać ich poparcie dzięki swojej kandydatce Sarah Olney.	ma	PL -> SG
w01001049	Statut pozwolił na założenie kierowanej przez miejscowych mieszczan gildii kupieckiej, ściągającej podatki od przejeżdżających przez dzielnicę.	Statut pozwoliły na założenie kierowanej przez miejscowych mieszczan gildii kupieckiej, ściągającej podatki od przejeżdżających przez dzielnicę.	pozwoliły	SG -> PL
w05006058	Z drugiej strony w zagranicznej historii istnieją odniesienia do historii użytkowników języka hiszpańskiego, ich historycznych losów i społecznego użycia języka.	Z drugiej strony w zagranicznej historii istnieje odniesienia do historii użytkowników języka hiszpańskiego, ich historycznych losów i społecznego użycia języka.	istnieje	PL -> SG
w05010026	Jednak kiedy senat definitywnie mu odmówił, zabraniając mu kandydowania na konsula i dając mu do wyboru wycofanie wojsk lub stanie się wrogiem publicznym, zrozumiał, że którąkolwiek możliwość wybierze, odda się bezbronny w ręce swoich politycznych wrogów.	Jednak kiedy senat definitywnie mu odmówili, zabraniając mu kandydowania na konsula i dając mu do wyboru wycofanie wojsk lub stanie się wrogiem publicznym, zrozumiał, że którąkolwiek możliwość wybierze, odda się bezbronny w ręce swoich politycznych wrogów.	odmówili	SG -> PL
w01144063	Republikanie opanowali Senat po raz pierwszy od 1952 r. i zdobyli 34 miejsca, ale demokraci utrzymali większość.	Republikanie opanowali Senat po raz pierwszy od 1952 r. i zdobyli 34 miejsca, ale demokraci utrzymał większość.	utrzymał	PL -> SG
w03010098	Wiosną 1948 r., w nadziei na kinową adaptację Tintina, belgijski artysta napisał list do Walta Disneya, bezskutecznie prosząc go o wsparcie.	Wiosną 1948 r., w nadziei na kinową adaptację Tintina, belgijski artysta napisali list do Walta Disneya, bezskutecznie prosząc go o wsparcie.	napisali	SG -> PL
n01090004	W miarę jak przyglądała m się motocrossowi, wciąż powracała twarz jednej kobiety na zdjęciach, które wyglądały na zrobione w latach 70.	W miarę jak przyglądała m się motocrossowi, wciąż powracał twarz jednej kobiety na zdjęciach, które wyglądały na zrobione w latach 70.	powracał	FEM -> MASC
w01045002	Nazwa „Karaiby” pochodzi od Karaibów, jednej z głównych grup Indian zamieszkujących region w czasach kontaktu z europejczykami pod koniec XV w.	Nazwa „Karaiby” pochodzą od Karaibów, jednej z głównych grup Indian zamieszkujących region w czasach kontaktu z europejczykami pod koniec XV w.	pochodzą	SG -> PL
n01022010	— Zmierzamy we właściwym kierunku: porozumienie paryskie spowolni zmiany klimatyczne, podobnie jak niedawna poprawka z Kigali dotycząca redukcji poziomu HFC — powiedział dyrektor Programu Środowiskowego ONZ Erik Solheim.	— Zmierzamy we właściwym kierunku: porozumienie paryskie spowolni zmiany klimatyczne, podobnie jak niedawna poprawka z Kigali dotycząca redukcji poziomu HFC — powiedzieli dyrektor Programu Środowiskowego ONZ Erik Solheim.	powiedzieli	SG -> PL
w04009042	Mężczyzna powiedział mu, że nadchodzi wojna pomiędzy dwoma światami, jak przewidzieli on i Walter; to z tego powodu Olivia, razem z innymi, była szkolona jako dziecko.	Mężczyzna powiedział mu, że nadchodzą wojna pomiędzy dwoma światami, jak przewidzieli on i Walter; to z tego powodu Olivia, razem z innymi, była szkolona jako dziecko.	nadchodzą	SG -> PL
w01132042	Schematy widoczne w danych z regionu Petén i z Uaxactun pozwoliły na umiejscowienie tych stanowisk w procesie rozwoju kulturowego majańskich nizin.	Schematy widoczne w danych z regionu Petén i z Uaxactun pozwolił na umiejscowienie tych stanowisk w procesie rozwoju kulturowego majańskich nizin.	pozwolił	PL -> SG
n01049022	— Ta odmiana łagodzi bóle pleców, pomaga na mdłości, ten produkt pozwala spać w nocy — mówi Dietrich z siedziby spółki w Denver w stanie Colorado, gdzie handel marihuaną jest legalny.	— Ta odmiana łagodzi bóle pleców, pomaga na mdłości, ten produkt pozwalają spać w nocy — mówi Dietrich z siedziby spółki w Denver w stanie Colorado, gdzie handel marihuaną jest legalny.	pozwalają	SG -> PL
n01053041	– Jej głos dosłownie okrążył świat – powiedziała Leive.	– Jej głos dosłownie okrążyła świat – powiedziała Leive.	okrążyła	MASC -> FEM
n01133022	Przedstawicielka Harleya-Davidsona stwierdziła, że pojawiające się w mediach daty 2017 lub 2020 nie są precyzyjne.	Przedstawicielka Harleya-Davidsona stwierdziły, że pojawiające się w mediach daty 2017 lub 2020 nie są precyzyjne.	stwierdziły	SG -> PL
w02013033	Kryzys sueski pokazał ograniczenia starych potęg kolonialnych, takich jak Wielka Brytania i Francja, w zmieniającym się świecie.	Kryzys sueski pokazały ograniczenia starych potęg kolonialnych, takich jak Wielka Brytania i Francja, w zmieniającym się świecie.	pokazały	SG -> PL
w03005014	Od IX w. p.n.e. zaczęły pojawiać się pierwsze greckie teksty.	Od IX w. p.n.e. zaczął pojawiać się pierwsze greckie teksty.	zaczął	PL -> SG
n01107006	Volkswagen stoi również przed perspektywą wniosków o ogromne odszkodowania, działań prawnych oraz stracił ponad 16 mln euro rezerw finansowych.	Volkswagen stoją również przed perspektywą wniosków o ogromne odszkodowania, działań prawnych oraz stracił ponad 16 mln euro rezerw finansowych.	stoją	SG -> PL
w01125034	Wilkes został ponownie wybrany i wydalony jeszcze dwa razy, zanim Izba Gmin uznała, że jego kandydatura była nieważna i ogłosiła zwycięzcą kandydata, który zajął drugie miejsce.	Wilkes został ponownie wybrany i wydalony jeszcze dwa razy, zanim Izba Gmin uznały, że jego kandydatura była nieważna i ogłosiła zwycięzcą kandydata, który zajął drugie miejsce.	uznały	SG -> PL
n01085011	Jakkolwiek zaskakujące może się to wydawać, nawet przez chmury z kwaśnym deszczem może przeświecać słońce.	Jakkolwiek zaskakujące może się to wydawać, nawet przez chmury z kwaśnym deszczem mogą przeświecać słońce.	mogą	SG -> PL
w01053062	Ta druga data mogła wypaść w piątek tylko jeśli w tym roku wprowadzono wyjątkowo miesiąc przestępny, ale ku temu skłaniał się Newton.	Ta druga data mogły wypaść w piątek tylko jeśli w tym roku wprowadzono wyjątkowo miesiąc przestępny, ale ku temu skłaniał się Newton.	mogły	SG -> PL
w01025084	Odwrót zaskoczył armię austriacko-pruską i niemal całej armii duńskiej udało się ewakuować.	Odwrót zaskoczyli armię austriacko-pruską i niemal całej armii duńskiej udało się ewakuować.	zaskoczyli	SG -> PL
n02031071	Jeśli odchodzi turecki pracownik, wkraczają tureckie rady pracowników.	Jeśli odchodzą turecki pracownik, wkraczają tureckie rady pracowników.	odchodzą	SG -> PL
n01073004	Kto zatrzyma drużynę Australii?	Kto zatrzymają drużynę Australii?	zatrzymają	SG -> PL
n01006011	Świadek powiedział policji, że ofiara zaatakowała podejrzanego w kwietniu.	Świadek powiedzieli policji, że ofiara zaatakowała podejrzanego w kwietniu.	powiedzieli	SG -> PL
n01112014	Obszerny raport ze stycznia zawierał stwierdzenie, że jeśli świat nie podejmie radykalnych środków w celu powstrzymania zaśmiecania mórz, do 2050 r. w oceanach będzie więcej plastiku, niż ryb.	Obszerny raport ze stycznia zawierał stwierdzenie, że jeśli świat nie podejmie radykalnych środków w celu powstrzymania zaśmiecania mórz, do 2050 r. w oceanach będą więcej plastiku, niż ryb.	będą	SG -> PL
n01035013	Policja w Kolumbii Brytyjskiej oświadczyła wcześniej, że wygląda na to, iż Klein nie miał do tej pory zatargów z prawem, oraz ujawniła ogólne informacje o jego obecnym miejscu przebywania.	Policja w Kolumbii Brytyjskiej oświadczył wcześniej, że wygląda na to, iż Klein nie miał do tej pory zatargów z prawem, oraz ujawniła ogólne informacje o jego obecnym miejscu przebywania.	oświadczył	FEM -> MASC
n01108005	Handel detaliczny i hurtowy wzrósł dzięki utrzymującemu się optymizmowi klientów, rozwinął się również rynek usług konsumenckich.	Handel detaliczny i hurtowy wzrosły dzięki utrzymującemu się optymizmowi klientów, rozwinął się również rynek usług konsumenckich.	wzrosły	SG -> PL
w01072079	W III wieku cesarz Karakalla dokonał nowego podziału, który utrzymał się tylko przez krótki czas.	W III wieku cesarz Karakalla dokonali nowego podziału, który utrzymał się tylko przez krótki czas.	dokonali	SG -> PL
w01007087	Obecne plany pozyskiwania gruntu obejmują powiększenie dzielnicy Fontvieille.	Obecne plany pozyskiwania gruntu obejmuje powiększenie dzielnicy Fontvieille.	obejmuje	PL -> SG
n01043014	Jej roczny budżet przekracza 1,4 miliarda dolarów i zatrudnia ona ponad 6000 osób.	Jej roczny budżet przekraczają 1,4 miliarda dolarów i zatrudnia ona ponad 6000 osób.	przekraczają	SG -> PL
w01056103	Ustanowił podstawy integracji, w której państwowe mechanizmy gospodarcze i sądowe mogły być stosowane w całym rejonie śródziemnomorskim, podobnie, jak wcześniej mechanizmy z Lacjum w całej Italii.	Ustanowił podstawy integracji, w której państwowe mechanizmy gospodarcze i sądowe mógł być stosowane w całym rejonie śródziemnomorskim, podobnie, jak wcześniej mechanizmy z Lacjum w całej Italii.	mógł	PL -> SG
n01035025	— Nie sądzimy, żeby podejrzany miał powiązania ze szkołą, dwiema dziewczynkami, ani okolicą Abbotsford — powiedziała.	— Nie sądzimy, żeby podejrzany mieli powiązania ze szkołą, dwiema dziewczynkami, ani okolicą Abbotsford — powiedziała.	mieli	SG -> PL
w01099012	Wyjaśnienie pochodzenia muzyki zależy od tego, jak ją definiujemy.	Wyjaśnienie pochodzenia muzyki zależą od tego, jak ją definiujemy.	zależą	SG -> PL
n01074030	Musisz się temu sprzeciwić, a ja wolę, kiedy ktoś się ze mną konfrontuje, niż kiedy mnie unika.	Musisz się temu sprzeciwić, a ja wolimy, kiedy ktoś się ze mną konfrontuje, niż kiedy mnie unika.	wolimy	SG -> PL
n01002017	Ale odchodząc od swojej dawnej retoryki o ograniczaniu imigracji, kandydat Republikanów ogłosił, że jako prezydent dopuści „ogromną liczbę” legalnych imigrantów w oparciu o „system zasług”.	Ale odchodząc od swojej dawnej retoryki o ograniczaniu imigracji, kandydat Republikanów ogłosili, że jako prezydent dopuści „ogromną liczbę” legalnych imigrantów w oparciu o „system zasług”.	ogłosili	SG -> PL
w01150044	Mocarstwa nie spełniły próśb o uznanie Albanii.	Mocarstwa nie spełniło próśb o uznanie Albanii.	spełniło	PL -> SG
n01027041	Zapytał em ją później, czy rozumie, dlaczego ludzie mogą zagłosować na Trumpa.	Zapytał em ją później, czy rozumie, dlaczego ludzie może zagłosować na Trumpa.	może	PL -> SG
n03007003	Klauzula włączała do naliczanych godzin pracy czas poświęcony na dotarcie do domu klienta.	Klauzula włączały do naliczanych godzin pracy czas poświęcony na dotarcie do domu klienta.	włączały	SG -> PL
n04007015	Jak powiedziano, decyzja jest przywilejem EBC i wyglądało by to niewłaściwie, gdyby bank mówił we własnym imieniu, wykluczając możliwość szukania alternatyw.	Jak powiedziano, decyzja jest przywilejem EBC i wyglądało by to niewłaściwie, gdyby bank mówili we własnym imieniu, wykluczając możliwość szukania alternatyw.	mówili	SG -> PL
n02011018	Rzecznik nie wykluczył możliwości, że śledztwem zostaną objęte również inne osoby.	Rzecznik nie wykluczyło możliwości, że śledztwem zostaną objęte również inne osoby.	wykluczyło	MASC -> NEUT
n05002004	Po raz pierwszy w ciągu ostatnich sześciu lat stopa bezrobocia spadła poniżej 20% i jest już 600000 więcej zatrudnionych osób, niż rok temu.	Po raz pierwszy w ciągu ostatnich sześciu lat stopa bezrobocia spadły poniżej 20% i jest już 600000 więcej zatrudnionych osób, niż rok temu.	spadły	SG -> PL
w01079049	W 1538 r. inkwizycja hiszpańska ostrzegła swoich członków, żeby nie wierzyli wszystkiemu, co jest napisane w „Malleus”.	W 1538 r. inkwizycja hiszpańska ostrzegł swoich członków, żeby nie wierzyli wszystkiemu, co jest napisane w „Malleus”.	ostrzegł	FEM -> MASC
w01125037	Grzegorza oburzało to, co postrzegał jako ich słabą moralność.	Grzegorza oburzał to, co postrzegał jako ich słabą moralność.	oburzał	NEUT -> MASC
n01061041	Gdy narasta histeria wokół wyborów prezydenckich 2016, Karel martwi coś poważniejszego, niż bzdury.	Gdy narasta histeria wokół wyborów prezydenckich 2016, Karel martwią coś poważniejszego, niż bzdury.	martwią	SG -> PL
n01002032	— Nie chciał by m wywierać na was presji, ale los republiki spoczywa na waszych barkach — powiedział tłumom zgromadzonym na boisku Uniwersytetu Północnej Karoliny.	— Nie chciał by m wywierać na was presji, ale los republiki spoczywają na waszych barkach — powiedział tłumom zgromadzonym na boisku Uniwersytetu Północnej Karoliny.	spoczywają	SG -> PL
n01022016	Inwestycje w tym obszarze wzrosły w 2015 r. o 6%, do 221 mld dolarów.	Inwestycje w tym obszarze wzrosła w 2015 r. o 6%, do 221 mld dolarów.	wzrosła	PL -> SG
w01150045	Na początku konferencji londyńskiej w grudniu 1912 ambasadorzy wszystkich sześciu mocarstw odrzucili plan ustanowienia niepodległej Albanii.	Na początku konferencji londyńskiej w grudniu 1912 ambasadorzy wszystkich sześciu mocarstw odrzucił plan ustanowienia niepodległej Albanii.	odrzucił	PL -> SG
n04006014	Najnowsze liczby odnoszą się do 24 października ubiegłego roku i mówią, że nasz olej napędowy kosztuje 1.335 euro za litr w porównaniu ze średnią 1.165 w strefie euro.	Najnowsze liczby odnoszą się do 24 października ubiegłego roku i mówią, że nasz olej napędowy kosztują 1.335 euro za litr w porównaniu ze średnią 1.165 w strefie euro.	kosztują	SG -> PL
n01053008	– Niektórzy mężczyźni to rozumieją i Bono jest jednym z nich – powiedziała w niedawnym wywiadzie Leive.	– Niektórzy mężczyźni to rozumie i Bono jest jednym z nich – powiedziała w niedawnym wywiadzie Leive.	rozumie	PL -> SG
w01009017	Podczas gdy identyfikacja mas powietrza była pierwotnie wykorzystywana w prognozowaniu pogody w latach 50., w 1973 r. klimatolodzy zaczęli ustalać klimatologie synoptyczne w oparciu o tę ideę.	Podczas gdy identyfikacja mas powietrza była pierwotnie wykorzystywana w prognozowaniu pogody w latach 50., w 1973 r. klimatolodzy zaczął ustalać klimatologie synoptyczne w oparciu o tę ideę.	zaczął	PL -> SG
n05008018	Głosowanie przedterminowe sugeruje, że tym razem zagłosuje duża liczba latynoamerykanów, ale nie ma pewności, czy ten wzrost będzie miał znaczący wpływ.	Głosowanie przedterminowe sugeruje, że tym razem zagłosuje duża liczba latynoamerykanów, ale nie ma pewności, czy ten wzrost będą miał znaczący wpływ.	będą	SG -> PL
w01142013	Kiedy ich córka Cecylia wyszła za Ryszarda Plantageneta, trzeciego księcia Yorku, i doczekała się licznego potomstwa, w tym Edwarda IV i Ryszarda III, Joanna została babką dwóch królów Anglii z dynastii Yorków.	Kiedy ich córka Cecylia wyszły za Ryszarda Plantageneta, trzeciego księcia Yorku, i doczekała się licznego potomstwa, w tym Edwarda IV i Ryszarda III, Joanna została babką dwóch królów Anglii z dynastii Yorków.	wyszły	SG -> PL
n01106008	Coroczne badania ujawniły również, że gwałtownie wzrósł poziom niepokoju związanego z podejmowaniem nowych zobowiązań finansowych.	Coroczne badania ujawniły również, że gwałtownie wzrosły poziom niepokoju związanego z podejmowaniem nowych zobowiązań finansowych.	wzrosły	SG -> PL
n01109008	Koszt będzie się zmieniał co miesiąc i oczekuje się, że cena będzie rosła zimą wraz ze zwiększonym zużyciem.	Koszt będzie się zmieniał co miesiąc i oczekuje się, że cena będą rosła zimą wraz ze zwiększonym zużyciem.	będą	SG -> PL
n01024013	Wyniki tego eksperymentu stanowią kolejny dowód, że nasiona rukoli mogą być transportowane i przechowywane na Międzynarodowej Stacji Kosmicznej przez 6 miesięcy bez wyraźnego wpływu na możliwość kiełkowania i wzrostu na Ziemi.	Wyniki tego eksperymentu stanowią kolejny dowód, że nasiona rukoli może być transportowane i przechowywane na Międzynarodowej Stacji Kosmicznej przez 6 miesięcy bez wyraźnego wpływu na możliwość kiełkowania i wzrostu na Ziemi.	może	PL -> SG
w01032139	Globalne ocieplenie spowodowało zmianę w cyklu pór deszczowych.	Globalne ocieplenie spowodowały zmianę w cyklu pór deszczowych.	spowodowały	SG -> PL
n01021012	Analizy wykazały, że do wywołania zakłóceń użyto niespotykanych dotąd ilości danych.	Analizy wykazała, że do wywołania zakłóceń użyto niespotykanych dotąd ilości danych.	wykazała	PL -> SG
n01101012	Rząd Hongkongu, któremu przewodzą zwolennicy Pekinu, uznał, że ta dwójka nie powinna objąć urzędów.	Rząd Hongkongu, któremu przewodzą zwolennicy Pekinu, uznał, że ta dwójka nie powinny objąć urzędów.	powinny	SG -> PL
w01100049	W 1856 r. wybuchła II wojna opiumowa; chińczycy zostali ponownie pokonani i zmuszeni do przyjęcia warunków traktatu z Tiencin z 1858 r. oraz konwencji pekińskiej z 1860 r.	W 1856 r. wybuchło II wojna opiumowa; chińczycy zostali ponownie pokonani i zmuszeni do przyjęcia warunków traktatu z Tiencin z 1858 r. oraz konwencji pekińskiej z 1860 r.	wybuchło	FEM -> NEUT
w01091045	Oprócz służenia za bezpośrednie źródło pożywienia, niektóre zwierzęta mogły zapewnić skóry, wełnę, futra i nawóz.	Oprócz służenia za bezpośrednie źródło pożywienia, niektóre zwierzęta mogło zapewnić skóry, wełnę, futra i nawóz.	mogło	PL -> SG
w02009025	Wiadomość o zdarzeniu dotarła do Paryża i spowodowała dalsze pogorszenie nastrojów, i tak już złych z powodu stale wysokiej ceny chleba i braku zaopatrzenia.	Wiadomość o zdarzeniu dotarły do Paryża i spowodowała dalsze pogorszenie nastrojów, i tak już złych z powodu stale wysokiej ceny chleba i braku zaopatrzenia.	dotarły	SG -> PL
w01086037	Do 1563 r. populacja Wenecji spadła do około 168000 osób.	Do 1563 r. populacja Wenecji spadły do około 168000 osób.	spadły	SG -> PL
w01051080	Pierwsze naukowe opracowanie na temat bitwy z 1903 r. autorstwa Jamesa Henry’ego Breasteda chwaliło źródła, które umożliwiły jej wiarygodną rekonstrukcję.	Pierwsze naukowe opracowanie na temat bitwy z 1903 r. autorstwa Jamesa Henry’ego Breasteda chwaliły źródła, które umożliwiły jej wiarygodną rekonstrukcję.	chwaliły	SG -> PL
n02082017	Zanieczyszczenia atakują nie tylko nie w pełni rozwinięte płuca najmłodszych; mogą również doprowadzić do długotrwałego upośledzenia rozwoju nastoletniego mózgu.	Zanieczyszczenia atakuje nie tylko nie w pełni rozwinięte płuca najmłodszych; mogą również doprowadzić do długotrwałego upośledzenia rozwoju nastoletniego mózgu.	atakuje	PL -> SG
n01057014	Pozostałości utworzyły pierścień wokół równika Ziemi i zostały w końcu ściągnięte razem przez grawitację, tworząc księżyc.	Pozostałości utworzyła pierścień wokół równika Ziemi i zostały w końcu ściągnięte razem przez grawitację, tworząc księżyc.	utworzyła	PL -> SG
w01080131	Armia macedońska dotarła aż do przesmyku Termopile, który dzieli Grecję na dwie części, ale nie próbowała go zdobyć, ponieważ był silnie strzeżony przez połączone siły Ateńczyków, Spartan i Achajów.	Armia macedońska dotarły aż do przesmyku Termopile, który dzieli Grecję na dwie części, ale nie próbowała go zdobyć, ponieważ był silnie strzeżony przez połączone siły Ateńczyków, Spartan i Achajów.	dotarły	SG -> PL
