sent_correct	sent_wrong
1995 - وزير الخارجية السعودي الامير سعود الفيصل يعلن تطبيع العلاقات الدبلوماسية بين السعودية و الأردن بعد قطيعة دامت خمس سنوات.	1995 - وزير الخارجية السعودي الامير سعود الفيصل يعلنون تطبيع العلاقات الدبلوماسية بين السعودية و الأردن بعد قطيعة دامت خمس سنوات.
"و على صعيد العلاقة الأمنية مع القوات الأمريكية، أشارت مصادر في مجلس الحكم إلى أن بعض أعضاء ه طالب ب أن يكون دور هذه القوات ثانوياً و يقتصر على تأمين الإمدادات اللوجستية ل عمليات واسعة س تشن ها قوات وزارة الداخلية على الجماعات التي ""تمارس الإرهاب""، في حين شدّد الأمريكيون على رغبة هم ب الإشراف على خطط الداخلية."	"و على صعيد العلاقة الأمنية مع القوات الأمريكية، أشارت مصادر في مجلس الحكم إلى أن بعض أعضاء ه طالبوا ب أن يكون دور هذه القوات ثانوياً و يقتصر على تأمين الإمدادات اللوجستية ل عمليات واسعة س تشن ها قوات وزارة الداخلية على الجماعات التي ""تمارس الإرهاب""، في حين شدّد الأمريكيون على رغبة هم ب الإشراف على خطط الداخلية."
اللورد هاليفاكس, الرئيس الملكي للمجلس, زار ألمانيا سراً في تشرين الثاني والتقى بهتلر وغيره من المسؤولين الألمان.	اللورد هاليفاكس, الرئيس الملكي للمجلس, زاروا ألمانيا سراً في تشرين الثاني والتقى بهتلر وغيره من المسؤولين الألمان.
المأزق في العراق لا يحتاج إلى دليل.	المأزق في العراق لا يحتاجون إلى دليل.
الا ان اتحاد الصناعة الهندى قال ان قيمة العقود الباطن التى س تحصل علي ها الهند س تكون أقل ب كثير من ما يقدر ه اتحاد الصناعة و التجارة الهندى.	الا ان اتحاد الصناعة الهندى قالوا ان قيمة العقود الباطن التى س تحصل علي ها الهند س تكون أقل ب كثير من ما يقدر ه اتحاد الصناعة و التجارة الهندى.
احد قادة المعارضة يؤكد السعى ل إنشاء حكومة موقتة بالعراق بالعراق	احد قادة المعارضة يؤكدون السعى ل إنشاء حكومة موقتة بالعراق بالعراق
حيث قالت إن تقريراً ل المخابرات التركية يشير إلى قيام إسرائيليين ب شراء أراض غنية ب النفط من الأكراد، في منطقة الموصل.	حيث قالت إن تقريراً ل المخابرات التركية يشيرون إلى قيام إسرائيليين ب شراء أراض غنية ب النفط من الأكراد، في منطقة الموصل.
بينما أعلن الجهاز المركزي ل التعبئة العامة و الإحصاء أن قيمة ما تنفق ه الأسر سنوياً على التعليم و الدروس الخصوصية يصل إلى 6.4 مليارات جنيه تمثل إجمالي الإنفاق على التعليم من ملابس و مواصلات و دروس خصوصية.	بينما أعلن الجهاز المركزي ل التعبئة العامة و الإحصاء أن قيمة ما تنفق ه الأسر سنوياً على التعليم و الدروس الخصوصية يصلون إلى 6.4 مليارات جنيه تمثل إجمالي الإنفاق على التعليم من ملابس و مواصلات و دروس خصوصية.
و تابع أن وعد الحكومة ب تعطيل القرار 506 الخاص ب توريد 75% من حصيلة المصدرين ب النقد الأجنبي ل البنوك حال استقرار سعر الصرف س يضع نظام الصرف الحالي في اختبار جديد ل إثبات قدرة ه على الصمود.	و تابع أن وعد الحكومة ب تعطيل القرار 506 الخاص ب توريد 75% من حصيلة المصدرين ب النقد الأجنبي ل البنوك حالوا استقرار سعر الصرف س يضع نظام الصرف الحالي في اختبار جديد ل إثبات قدرة ه على الصمود.
بيان ل عشائر بني تميم يرفض مبايعة حازم السهيل	بيان ل عشائر بني تميم يرفضون مبايعة حازم السهيل
و قال الخبراء الاقتصاديون ان السعر المحدد من قبل الاوبك و البالغ 25 دولارا ل البرميل الواحد يخدم المنتجين و المستهلكين على السواء .	و قال الخبراء الاقتصاديون ان السعر المحدد من قبل الاوبك و البالغ 25 دولارا ل البرميل الواحد يخدمون المنتجين و المستهلكين على السواء .
"و قال خبراء في النفط ""ان الزعيم الليبي معمر القذافي الذي تتركز ثروات بلاد ه في النفط و الغاز يرى أن ل الدولار الأميركي جإذبية أكبر من الجنيه الاسترليني""."	"و قال خبراء في النفط ""ان الزعيم الليبي معمر القذافي الذي تتركز ثروات بلاد ه في النفط و الغاز يرون أن ل الدولار الأميركي جإذبية أكبر من الجنيه الاسترليني""."
كشف تقرير حديث في مصر أخيراً أن عدد مخالفات السيارات و المركبات و الحافلات على الطرق في مصر بلغ عام 2003 مليون و539 ألف مخالفة.	كشف تقرير حديث في مصر أخيراً أن عدد مخالفات السيارات و المركبات و الحافلات على الطرق في مصر بلغوا عام 2003 مليون و539 ألف مخالفة.
و أضاف الشرقاوي أن مصر تسعى ل زيادة حجم التعامل مع دول الاتحاد الأوروبي عن طريق فتح الأسواق الأوروبية أمام المنتجات المصرية و أيضا زيادة الاستثمارات الأوروبية في مصر خاصة أن حجم الاستثمارات ل الدول الثلاث بلغ حتى نهاية العام الماضي حوالي مليار يورو فقط.	و أضاف الشرقاوي أن مصر تسعى ل زيادة حجم التعامل مع دول الاتحاد الأوروبي عن طريق فتح الأسواق الأوروبية أمام المنتجات المصرية و أيضا زيادة الاستثمارات الأوروبية في مصر خاصة أن حجم الاستثمارات ل الدول الثلاث بلغوا حتى نهاية العام الماضي حوالي مليار يورو فقط.
و حول ما إذا كانت فايزر العالمية س تتدخل ل دعم فيزر مصر كما فعلت في سنوات ماضية قال الحكيم إن الشركة العالمية قدمت خلال عام 2002 حوالي 60 مليون جنيه لفايزر مصر ل تدعيم المركز المالي، و استمر ذلك الدعم خلال الفترة الماضية، غير أن الوضع الحالي ل الشركة زاد سوءاً ف لم تعد الشركة تحقق أية أرباح.	و حول ما إذا كانت فايزر العالمية س تتدخل ل دعم فيزر مصر كما فعلت في سنوات ماضية قال الحكيم إن الشركة العالمية قدمت خلال عام 2002 حوالي 60 مليون جنيه لفايزر مصر ل تدعيم المركز المالي، و استمر ذلك الدعم خلال الفترة الماضية، غير أن الوضع الحالي ل الشركة زادوا سوءاً ف لم تعد الشركة تحقق أية أرباح.
و أشارت إحصائيات برلمانية حول موازنة البرلمان إلى أن البند الصحي و العلاجي ل نواب البرلمان يحمّل موازنة البرلمان الخاصة نصف مليون جنيه مصري كل دورة برلمانية ب خلاف بند الأدوية و مصاريف العيادة الطبية في البرلمان و التي تضم جميع التخصصات.	و أشارت إحصائيات برلمانية حول موازنة البرلمان إلى أن البند الصحي و العلاجي ل نواب البرلمان يحمّلون موازنة البرلمان الخاصة نصف مليون جنيه مصري كل دورة برلمانية ب خلاف بند الأدوية و مصاريف العيادة الطبية في البرلمان و التي تضم جميع التخصصات.
"و قال في اجتماع حضر ه أعضاء مجلس إدارة الاتحاد و رؤساء النقابات العامة يوم 27/10 الحالي إن بنك الاستثمار القومي (الذي تملك ه الحكومة) استولى على أموال التأمينات، دون اتفاق أو وجود قرار جمهوري ب ذٰلك ، و إنما ب تعليمات شفوية""!!"	"و قال في اجتماع حضر ه أعضاء مجلس إدارة الاتحاد و رؤساء النقابات العامة يوم 27/10 الحالي إن بنك الاستثمار القومي (الذي تملك ه الحكومة) استولوا على أموال التأمينات، دون اتفاق أو وجود قرار جمهوري ب ذٰلك ، و إنما ب تعليمات شفوية""!!"
و أوضح أن الحوار مع الإسلاميين إذا حدث يؤكد ديموقراطية نظام الحكم و في حالة استبعاد هم من الحوار يعني استمرار النظرة الاستبدادية من النظام تجاه الإسلاميين.	و أوضح أن الحوار مع الإسلاميين إذا حدث يؤكدون ديموقراطية نظام الحكم و في حالة استبعاد هم من الحوار يعني استمرار النظرة الاستبدادية من النظام تجاه الإسلاميين.
أظهرت إحصاءات صدرت عن صندوق الأمم المتحدة ل السكان أن إجمالي سكان الدول العربية بات يمثل خمسة في المائة من إجمالي سكان العالم.	أظهرت إحصاءات صدرت عن صندوق الأمم المتحدة ل السكان أن إجمالي سكان الدول العربية باتوا يمثل خمسة في المائة من إجمالي سكان العالم.
و علمنا ان طاقم الخافرة ادخل المشاركين في هذه الرحلة البحرية غير الشرعية الى ميناء الصيد البحري بقليبية قبل ان يسلموا لاحقا الى فرقة الأبحاث العدلية ل الحرس الوطني ب نابل ل مواصلة التحريات و اتخاذ الاجراءات المتبعة في هذا الشأن ضد هم .	و علمنا ان طاقم الخافرة أدخلوا المشاركين في هذه الرحلة البحرية غير الشرعية الى ميناء الصيد البحري بقليبية قبل ان يسلموا لاحقا الى فرقة الأبحاث العدلية ل الحرس الوطني ب نابل ل مواصلة التحريات و اتخاذ الاجراءات المتبعة في هذا الشأن ضد هم .
و رغم المحاولات المتكررة من جانب مجلس الأعمال المصري الكوري و اتحاد الصناعات و الغرفة الصناعية ل تسويق القرض إلا أن الإقبال علي ه من خلال رجال الصناعة ما زال ضعيفاً جداً.	و رغم المحاولات المتكررة من جانب مجلس الأعمال المصري الكوري و اتحاد الصناعات و الغرفة الصناعية ل تسويق القرض إلا أن الإقبال علي ه من خلال رجال الصناعة ما زالوا ضعيفاً جداً.
يقع الجزء الأكبر من دلتا الدانوب في رومانيا (مقاطعة تولتشيا), في حين أن الجزء الشمالي عند الضفة اليسرى من فرع كيليا فيقع في أوكرانيا (أوديسا أوبلاست).	يقع الجزء الأكبر من دلتا الدانوب في رومانيا (مقاطعة تولتشيا), في حين أن الجزء الشمالي عند الضفة اليسرى من فرع كيليا فيقعون في أوكرانيا (أوديسا أوبلاست).
"و قالت المصادر إن الجامعة الجديدة لا تطلب أي شهادات دراسية و هي على غرار ""الجامعة المفتوحة"" التي تمنح شهادات ها عبر الدراسة عن بعد."	"و قالت المصادر إن الجامعة الجديدة لا يطلبن أي شهادات دراسية و هي على غرار ""الجامعة المفتوحة"" التي تمنح شهادات ها عبر الدراسة عن بعد."
و أشار أيضاً إلى ان تنفيذ مرحلة جديدة في اتفاقية منطقة التجارة العربية الكبرى بدأ منذ ايام قليلة ماضية، متيحاً ب ذٰلك تخفيض الرسوم الجمركية ب نسبة عشرة في المئة سنوياً عن التجارة البينية العربية، و نوه الى أن ه تم قطع نصف الطريق نحو تحقيق منطقة التجارة العربية الكبرى.	و أشار أيضاً إلى ان تنفيذ مرحلة جديدة في اتفاقية منطقة التجارة العربية الكبرى بدأوا منذ ايام قليلة ماضية، متيحاً ب ذٰلك تخفيض الرسوم الجمركية ب نسبة عشرة في المئة سنوياً عن التجارة البينية العربية، و نوه الى أن ه تم قطع نصف الطريق نحو تحقيق منطقة التجارة العربية الكبرى.
"و أشار المصدر نفس ه الى ان احد الجنود الاسرائيليين ترك بندقية ه اثناء العراك و تم تسليم ها في ما بعد عبر لجنة الارتباط الفلسطينية الاسرائيلية المشتركة ل الجانب الاسرائيلي، و أوضح ان ""لجنة الارتباط المشتركة تحقق في الحادث حاليا بعد ان هدأت الامور""."	"و أشار المصدر نفس ه الى ان احد الجنود الاسرائيليين تركوا بندقية ه اثناء العراك و تم تسليم ها في ما بعد عبر لجنة الارتباط الفلسطينية الاسرائيلية المشتركة ل الجانب الاسرائيلي، و أوضح ان ""لجنة الارتباط المشتركة تحقق في الحادث حاليا بعد ان هدأت الامور""."
"و قال أردوغان إن زعيم القبارصة الأتراك رؤوف دنكتاش "" قام ب خطوات نؤيد ها "" ، مضيفا قول ه "" إن نا نرى نتائج إيماءة ه الأخيرة ، و علي نا جميعا أن نرحب ب ها ""."	"و قال أردوغان إن زعيم القبارصة الأتراك رؤوف دنكتاش "" قاموا ب خطوات نؤيد ها "" ، مضيفا قول ه "" إن نا نرى نتائج إيماءة ه الأخيرة ، و علي نا جميعا أن نرحب ب ها ""."
و أوضح أن الكيان القانوني الوحيد الممثل ل الصيارفة يعاني التجمد بعد رفض وزير التموين استمرار الشركات في العمل نتيجة تراجع أعضاء ها من 120 إلى 59 شركة.	و أوضح أن الكيان القانوني الوحيد الممثل ل الصيارفة يعانون التجمد بعد رفض وزير التموين استمرار الشركات في العمل نتيجة تراجع أعضاء ها من 120 إلى 59 شركة.
"الا ان صحيفة ""سيغودنيا"" ذكرت ب أن ""طاقم الغواصة كي-429 التابع ل أسطول المحيط الهادئ عجز عن الصعود من عمق ستين مترا في العام 1983""."	"الا ان صحيفة ""سيغودنيا"" ذكرت ب أن ""طاقم الغواصة كي-429 التابع ل أسطول المحيط الهادئ عجزوا عن الصعود من عمق ستين مترا في العام 1983""."
خبير من منظمة الصحة العالمية يزور قرية الحجر الصحى الصينية	خبير من منظمة الصحة العالمية يزورون قرية الحجر الصحى الصينية
"السفير الإسرائيلي في القاهرة أكد مؤخرا صحة هذه المباحثات و أن إسرائيل س تقدم التقنية المطلوبة ل هٰذه المشروعات و تشارك مصر ب الاستثمار و العمالة الرخيصة و أن المحادثات مستمرة بين رجال الأعمال في البلدين منذ شهرين ب ضوء أخضر من السلطات المصرية ""على حد تعبير"" السفير الإسرائيلي."	"السفير الإسرائيلي في القاهرة أكدوا مؤخرا صحة هذه المباحثات و أن إسرائيل س تقدم التقنية المطلوبة ل هٰذه المشروعات و تشارك مصر ب الاستثمار و العمالة الرخيصة و أن المحادثات مستمرة بين رجال الأعمال في البلدين منذ شهرين ب ضوء أخضر من السلطات المصرية ""على حد تعبير"" السفير الإسرائيلي."
و على رغم أن الدستور المصري يحدد آليات انتقال السلطة في حال وفاة الرئيس أو عجز ه عن أداء مهمات ه ، ف إن عدم وجود نائب طوال فترة حكم مبارك ظل يثير تساؤلات و بعض القلق أيضاً.	و على رغم أن الدستور المصري يحدد آليات انتقال السلطة في حال وفاة الرئيس أو عجز ه عن أداء مهمات ه ، ف إن عدم وجود نائب طوال فترة حكم مبارك ظلوا يثير تساؤلات و بعض القلق أيضاً.
"التيار ""الإصلاحي"" في الحزب الحاكم يحقق تقدماً"	"التيار ""الإصلاحي"" في الحزب الحاكم يحققون تقدماً"
و ذكر تقرير أصدر ه الجهاز المركزي ل التعبئة العامة و الإحصاء أن نصيب المواطن المصري من إنتاج الحبوب يصل إلى 280 كجم سنويا و من النشويات 20 كجم و من البقوليات 7 كجم و من الخضر 134 كجم و من الفاكهة 101 كجم.	و ذكر تقرير أصدر ه الجهاز المركزي ل التعبئة العامة و الإحصاء أن نصيب المواطن المصري من إنتاج الحبوب يصلون إلى 280 كجم سنويا و من النشويات 20 كجم و من البقوليات 7 كجم و من الخضر 134 كجم و من الفاكهة 101 كجم.
و أكد أن القانون الجديد ألغى التصنيفات الفرعية ل البنوك و حصر ها في تصنيفين فقط هما البنوك العامة و الخاصة بدلاً من وجود تصنيفات متعددة ب دون هدف و لا فرق بين ها إلا في نظام الملكية حيث كانت هناك بنوك عامة و خاصة و استثمارية و مشتركة .	و أكد أن القانون الجديد الغوا التصنيفات الفرعية ل البنوك و حصر ها في تصنيفين فقط هما البنوك العامة و الخاصة بدلاً من وجود تصنيفات متعددة ب دون هدف و لا فرق بين ها إلا في نظام الملكية حيث كانت هناك بنوك عامة و خاصة و استثمارية و مشتركة .
ما بدأ كتصوير روتيني بالموجات الفوق صوتية انتهى بأمرٍ شديد التعقيد عندما أبلغت الأم الحامل مارغريت بويمر من بلانو, تكساس أن جنينها الذي لم يولد بعد يعاني من حالة نادرة ويحتاج إلى عملية جراحية ليعيش.	ما بدأ كتصوير روتيني بالموجات الفوق صوتية انتهى بأمرٍ شديد التعقيد عندما أبلغت الأم الحامل مارغريت بويمر من بلانو, تكساس أن جنينها الذي لم يولد بعد يعانون من حالة نادرة ويحتاج إلى عملية جراحية ليعيش.
أعلن مسؤولون في دبي يوم 20/9 الحالي أن إنشاء بورصة ل الماس و الذهب و السلع في الإمارة يبدأ عمل ها في النصف الأول من العام المقبل.	أعلن مسؤولون في دبي يوم 20/9 الحالي أن إنشاء بورصة ل الماس و الذهب و السلع في الإمارة يبدأون عمل ها في النصف الأول من العام المقبل.
فريق كندى ل فترة ما بعد الحرب يتوجه الى العراق الأسبوع القادم	فريق كندى ل فترة ما بعد الحرب يتوجهون الى العراق الأسبوع القادم
"و أشارت الوثيقة الثانية التي ارسلت ب واسطة البعثة السلوفينية الى الامم المتحدة الى ان بعض المؤسسات اليوغوسلافية لا سيما الجيش و الشرطة ""لا تتردد في افتعال نزاعات داخلية و حتى حرب اهلية""."	"و أشارت الوثيقة الثانية التي ارسلت ب واسطة البعثة السلوفينية الى الامم المتحدة الى ان بعض المؤسسات اليوغوسلافية لا سيما الجيش و الشرطة ""لا يترددن في افتعال نزاعات داخلية و حتى حرب اهلية""."
"و أوضح ان رئيس الوزراء ""لم يكن يملك الحق في التخلي عن القدس التي ورث ها الشعب اليهودي"" مضيفا ""ف هو لا يتمتع ب ائتلاف حكومي و لا ب غالبية في البرلمان و لا حتى دعم السكان""."	"و أوضح ان رئيس الوزراء ""لم يكونوا يملك الحق في التخلي عن القدس التي ورث ها الشعب اليهودي"" مضيفا ""ف هو لا يتمتع ب ائتلاف حكومي و لا ب غالبية في البرلمان و لا حتى دعم السكان""."
و قال الدكتور غالي إن مصر سبق ل ها أن أجرت مشاورات مماثلة مع دول أخرى في الصيف الماضي ب شأن نفس الموضوع و ذٰلك من خلال منظمة التجارة العالمية أيضا.	و قال الدكتور غالي إن مصر سبقوا ل ها أن أجرت مشاورات مماثلة مع دول أخرى في الصيف الماضي ب شأن نفس الموضوع و ذٰلك من خلال منظمة التجارة العالمية أيضا.
من جهة اخرى ذكر التلفزيون الايراني الرسمي امس ان وفدا مهما من الوكالة الدولية ل الطاقة الذرية وصل الى ايران في اطار التحضير ل التقرير الذي س يرفع ه المدير العام ل الوكالة محمد البرادعي في 25 نوفمبر الى مجلس الحكام في الوكالة.	من جهة اخرى ذكر التلفزيون الايراني الرسمي امس ان وفدا مهما من الوكالة الدولية ل الطاقة الذرية وصلوا الى ايران في اطار التحضير ل التقرير الذي س يرفع ه المدير العام ل الوكالة محمد البرادعي في 25 نوفمبر الى مجلس الحكام في الوكالة.
"كتبت كوري شولمان, المساعدة الخاصة لأوباما في تدوينة نشرتها يوم الإثنين: ""فيما الكثير من عمليات الانتقال الرقمي غير مسبوقة في الولايات المتحدة, فإن الانتقال السلمي للسلطة سبق له أن حدث""."	"كتبت كوري شولمان, المساعدة الخاصة لأوباما في تدوينة نشرتها يوم الإثنين: ""فيما الكثير من عمليات الانتقال الرقمي غير مسبوقة في الولايات المتحدة, فإن الانتقال السلمي للسلطة سبقوا له أن حدث""."
أكد مسؤول كبير فى حركة فتح اليوم السبت أن الهجوم الذى شن ه الجيش الإسرائيلى على حى الشجاعية و راح ضحية ه 13 فلسطينيا من الأطفال و المقاومين يمثل ردا إسرائيليا واضحا على كافة الجهود المبذولة ل وقف دوامة العنف فى المنطقة.	أكد مسؤول كبير فى حركة فتح اليوم السبت أن الهجوم الذى شن ه الجيش الإسرائيلى على حى الشجاعية و راح ضحية ه 13 فلسطينيا من الأطفال و المقاومين يمثلون ردا إسرائيليا واضحا على كافة الجهود المبذولة ل وقف دوامة العنف فى المنطقة.
و حول التكهنات الكثيرة ب شأن خلافة جمال مبارك المحتملة ل والد ه أكد المصدر الرفيع المستوى أن لا نية لدى نجل الرئيس ب تسلم مقاليد الحكم في مصر بعد والد ه و شدد على أن الرئيس مبارك ب صحة جيدة و لا يعتزم التنحي عن منصب ه ، و لفت إلى أن الدستور المصري لا ينص على ضرورة تعيين نائب ل الرئيس .	و حول التكهنات الكثيرة ب شأن خلافة جمال مبارك المحتملة ل والد ه أكد المصدر الرفيع المستوى أن لا نية لدى نجل الرئيس ب تسلم مقاليد الحكم في مصر بعد والد ه و شدد على أن الرئيس مبارك ب صحة جيدة و لا يعتزمون التنحي عن منصب ه ، و لفت إلى أن الدستور المصري لا ينص على ضرورة تعيين نائب ل الرئيس .
"تقرير استخباري إسرائيلي يحذر: غياب عرفات س يفتح الباب أمام ""حماس"""	"تقرير استخباري إسرائيلي يحذرون: غياب عرفات س يفتح الباب أمام ""حماس"""
و في وقت سابق ذكر شمخي فرج احد المسؤولين في تسويق النفط العراقي ان معدل ضخ النفط عبر أنبوب كركوك يصل إلى معدل يتراوح بين 250 ألفا و300 ألف برميل يوميا.	و في وقت سابق ذكر شمخي فرج احد المسؤولين في تسويق النفط العراقي ان معدل ضخ النفط عبر أنبوب كركوك يصلون إلى معدل يتراوح بين 250 ألفا و300 ألف برميل يوميا.
بنك التنمية الوطنى الصينى يدعم بناء سكك الحديد	بنك التنمية الوطنى الصينى يدعمون بناء سكك الحديد
و بدت فرص فوز المرشح الحكومي ل مقعد النقيب السيد رجائي عطية الأكبر بعدما أعلنت جماعة »الإخوان المسلمين« أمس أن تحالف ها مع عطية »ما زال قائماً على رغم الحملة التي تستهدف ضرب التحالف«.	و بدت فرص فوز المرشح الحكومي ل مقعد النقيب السيد رجائي عطية الأكبر بعدما أعلنت جماعة »الإخوان المسلمين« أمس أن تحالف ها مع عطية »ما زالوا قائماً على رغم الحملة التي تستهدف ضرب التحالف«.
و أشارت الى اصلاح الخط الممتد من اقليم خوزستان الى مصفاة ل التكرير قرب مدينة اصفهان (وسط)، موضحة ان الانفجار وقع الجمعة الماضية، ب سبب اهمال العاملين في بناء سد في منطقة قريبة. و امتنعت وزارة النفط عن التعليق على هذه المعلومات.	و أشارت الى اصلاح الخط الممتد من اقليم خوزستان الى مصفاة ل التكرير قرب مدينة اصفهان (وسط)، موضحة ان الانفجار وقعوا الجمعة الماضية، ب سبب اهمال العاملين في بناء سد في منطقة قريبة. و امتنعت وزارة النفط عن التعليق على هذه المعلومات.
"و أوضح أحدث التقارير الصادرة عن مؤسسة ""فيزا"" العالمية أن إجمالي عدد بطاقات الائتمان التي تم إصدار ها حتى مارس الماضي وصل إلى 346.407 ألف بطاقة، و إن إجمالي عدد البطاقات المتوقع إصدار ها في مصر حتى نهاية سنة 2005 س يصل إلى 6.780 مليون بطاقة."	"و أوضح أحدث التقارير الصادرة عن مؤسسة ""فيزا"" العالمية أن إجمالي عدد بطاقات الائتمان التي تم إصدار ها حتى مارس الماضي وصلوا إلى 346.407 ألف بطاقة، و إن إجمالي عدد البطاقات المتوقع إصدار ها في مصر حتى نهاية سنة 2005 س يصل إلى 6.780 مليون بطاقة."
"ف القيادي في الجماعة الدكتور عصام العريان رأى أن إطلاق زهدي ""بادرة إيجابية""، لٰكن ه اعتبر أن الإصلاح السياسي الذي يحتاج إلي ه المجتمع ""مسألة أخرى"" و لم يجد خطوات الإصلاح ""كاملة"" و تساءل : ""لماذا لا يلغى قانون الطوارئ من أساس ه ""."	"ف القيادي في الجماعة الدكتور عصام العريان رأوا أن إطلاق زهدي ""بادرة إيجابية""، لٰكن ه اعتبر أن الإصلاح السياسي الذي يحتاج إلي ه المجتمع ""مسألة أخرى"" و لم يجد خطوات الإصلاح ""كاملة"" و تساءل : ""لماذا لا يلغى قانون الطوارئ من أساس ه ""."
الا ان الاقتصادي الشاب نبويسا مدويفيتش يعتبر ان الاستقرار السياسي (الذي يتامن حسب رأي ه مع الاستقلال) س يجذب الرساميل الاجنبية.	الا ان الاقتصادي الشاب نبويسا مدويفيتش يعتبرون ان الاستقرار السياسي (الذي يتامن حسب رأي ه مع الاستقلال) س يجذب الرساميل الاجنبية.
"و قال "" إن نا نتوجه ل المشاركة فى مؤتمر ثان . و أعتقد أن ه س يكون فى 8 او 9 مايو ."" و أضاف ان ضابطا برتغاليا بارزا شارك فى المؤتمر الاول الذى عقد الاربعاء الماضى."	"و قال "" إن نا نتوجه ل المشاركة فى مؤتمر ثان . و أعتقد أن ه س يكون فى 8 او 9 مايو ."" و أضاف ان ضابطا برتغاليا بارزا شاركوا فى المؤتمر الاول الذى عقد الاربعاء الماضى."
علما ب أن القرار الذي صدر في 2 سبتمبر يطالب ب نزع اسلحة الميليشيات اللبنانية اي حزب الله على أن ه الميليشيا اللبنانية الوحيدة التي احتفظت ب سلاح ها بعد الحرب اللبنانية (1975-1990) ل قتال الاحتلال الاسرائيلي في جنوب لبنان.	علما ب أن القرار الذي صدر في 2 سبتمبر يطالبون ب نزع اسلحة الميليشيات اللبنانية اي حزب الله على أن ه الميليشيا اللبنانية الوحيدة التي احتفظت ب سلاح ها بعد الحرب اللبنانية (1975-1990) ل قتال الاحتلال الاسرائيلي في جنوب لبنان.
البرلمان المصري يناقش وفاة 34 من نواب ه خلال 3 سنوات	البرلمان المصري يناقشون وفاة 34 من نواب ه خلال 3 سنوات
كشفت مصادر مطلعة في العاصمة العراقية بغداد يوم 22/9 الحالي أن جيش الاحتلال الأمريكي في العراق بدأ في نشر قوات ه على الحدود السورية في تصعيد خطير ينذر ب حدوث مزيد من التدهور في المنطقة.	كشفت مصادر مطلعة في العاصمة العراقية بغداد يوم 22/9 الحالي أن جيش الاحتلال الأمريكي في العراق بدأوا في نشر قوات ه على الحدود السورية في تصعيد خطير ينذر ب حدوث مزيد من التدهور في المنطقة.
