sent_id	sent_correct	sent_wrong	swap_head	feature_vals
n02011003	Avec l’aide de les données de cartes de débit, la police à Essen enquête sur quatre personnes qui auraient assisté, sans réagir, à la mort d’un retraité dans une banque.	Avec l’aide de les données de cartes de débit, la police à Essen enquête sur quatre personnes qui aurait assisté, sans réagir, à la mort d’un retraité dans une banque.	aurait	PL -> SG
n01133014	Les étudiants néerlandais doivent encore décider s’ils commercialiseront leur moto électrique.	Les étudiants néerlandais doivent encore décider s’ils commercialisera leur moto électrique.	commercialisera	PL -> SG
n01016014	La compagnie sud-coréenne a d'abord pensé que le défaut venait d'une batterie, et avait remplacé son propre matériel par la batterie d'un sous-traitant.	La compagnie sud-coréenne a d'abord pensé que le défaut venaient d'une batterie, et avait remplacé son propre matériel par la batterie d'un sous-traitant.	venaient	SG -> PL
n05003010	Les sources consultées ont indiqué que c’est « 100% Cospedal ».	Les sources consultées a indiqué que c’est « 100% Cospedal ».	a	PL -> SG
n01002058	Ce qu'elle dit et ce qu'elle fait, réellement, c'est incroyable.	Ce qu'elle dit et ce qu'elle font, réellement, c'est incroyable.	font	SG -> PL
n01120010	L’histoire de Doss est quelque peu improbable, ce qui lui confère un aspect d’autant plus irrésistible.	L’histoire de Doss est quelque peu improbable, ce qui lui confèrent un aspect d’autant plus irrésistible.	confèrent	SG -> PL
w01026024	La quantité de marchandises transportées via le Danube a augmenté de près de 100 millions de tonnes en 1987.	La quantité de marchandises transportées via le Danube ont augmenté de près de 100 millions de tonnes en 1987.	ont	SG -> PL
w04002055	En 1976, l'hippodrome n'était plus utilisé ; en 1990, un incendie a détruit ce qui restait de les tribunes en bois, qui ont été démolies plus tard avec les écuries.	En 1976, l'hippodrome n'était plus utilisé ; en 1990, un incendie a détruit ce qui restaient de les tribunes en bois, qui ont été démolies plus tard avec les écuries.	restaient	SG -> PL
n01123024	Il se peut que cela n’ait pas d’importance.	Il se peut que cela n’aient pas d’importance.	aient	SG -> PL
n01150051	L’architecture ne peut pas aider les morts, mais il aide à perpétuer les souvenirs d’eux chez les vivants, affirme-t-il.	L’architecture ne peut pas aider les morts, mais il aide à perpétuer les souvenirs d’eux chez les vivants, affirment-t-il.	affirment	SG -> PL
w01026037	La plus grande partie de le delta de le Danube se trouve en Roumanie (județ de Tulcea), tandis que la partie nord, à le niveau de la rive gauche de le Chilia, se situe en Ukraine (oblast d'Odessa).	La plus grande partie de le delta de le Danube se trouve en Roumanie (județ de Tulcea), tandis que la partie nord, à le niveau de la rive gauche de le Chilia, se situent en Ukraine (oblast d'Odessa).	situent	SG -> PL
w01035081	Les terrains agricoles peuvent en réalité souffrir de la destruction de les zones environnantes.	Les terrains agricoles peut en réalité souffrir de la destruction de les zones environnantes.	peut	PL -> SG
w01105057	Il a connu un tel succès que l'armée a continué de l’utiliser pendant de nombreuses années après la guerre et il fut encore utilisé dans certains pays dans les années 1980.	Il a connu un tel succès que l'armée ont continué de l’utiliser pendant de nombreuses années après la guerre et il fut encore utilisé dans certains pays dans les années 1980.	ont	SG -> PL
w01084102	À le cours de le 16ème siècle, ce contact avec l'Occident a entrainé une période de croissance économique dynamique dès que les itinéraires commerciaux lucratifs ont été établis.	À le cours de le 16ème siècle, ce contact avec l'Occident ont entrainé une période de croissance économique dynamique dès que les itinéraires commerciaux lucratifs ont été établis.	ont	SG -> PL
w01092032	La révolution industrielle a créé une demande pour les pièces métalliques utilisées dans les machines.	La révolution industrielle ont créé une demande pour les pièces métalliques utilisées dans les machines.	ont	SG -> PL
w01010044	Différentes tribus germaniques et d'importantes tribus slaves ont traversé la Moravie pendant la période de migration, avant que les Slaves ne s'y installent définitivement à le sixième siècle.	Différentes tribus germaniques et d'importantes tribus slaves ont traversé la Moravie pendant la période de migration, avant que les Slaves ne s'y installe définitivement à le sixième siècle.	installe	PL -> SG
n01084008	Théoriquement, un couple pourrait ouvrir quatre comptes auprès de Tesco à un taux annuel de 3% pour un investissement de £12 000 à £360.	Théoriquement, un couple pourraient ouvrir quatre comptes auprès de Tesco à un taux annuel de 3% pour un investissement de £12 000 à £360.	pourraient	SG -> PL
n01105013	Mais, à l’heure actuelle, tout est en décalage, et il semble qu’il cherche toujours des réponses.	Mais, à l’heure actuelle, tout est en décalage, et il semble qu’il cherchent toujours des réponses.	cherchent	SG -> PL
n01051004	Ce qui avait commencé comme une écographie de routine s'est compliqué quand la future mère, Margaret Boemer, de Plano à le Texas, a appris que le fœtus avait une maladie rare qui allait nécessiter une intervention.	Ce qui avait commencé comme une écographie de routine s'est compliqué quand la future mère, Margaret Boemer, de Plano à le Texas, a appris que le fœtus avait une maladie rare qui allaient nécessiter une intervention.	allaient	SG -> PL
n01080042	Je voulais le regarder avec eux mais, pour finir, ils ont préféré le regarder sans moi.	Je voulais le regarder avec eux mais, pour finir, ils a préféré le regarder sans moi.	a	PL -> SG
n03004003	Le maire de Saint-Gaudens (Haute-Garonne) a décidé, jeudi 3 novembre, de maintenir la suspension de le contrat de ville passé avec l'état en 2014.	Le maire de Saint-Gaudens (Haute-Garonne) ont décidé, jeudi 3 novembre, de maintenir la suspension de le contrat de ville passé avec l'état en 2014.	ont	SG -> PL
n01082014	« De plus en plus de personnes font le choix de le crédit... Bien que cette solution soit gérable pour l'instant, un changement de circonstances soudain peux mener à des problèmes de dette ».	« De plus en plus de personnes fait le choix de le crédit... Bien que cette solution soit gérable pour l'instant, un changement de circonstances soudain peux mener à des problèmes de dette ».	fait	PL -> SG
n01069006	Les démocrates libéraux, qui représentaient le quartier opulent jusqu'en 2010, espèrent le récupérer avec leur candidate Sarah Olney.	Les démocrates libéraux, qui représentait le quartier opulent jusqu'en 2010, espèrent le récupérer avec leur candidate Sarah Olney.	représentait	PL -> SG
w01001049	La charte permit la création d'une guilde de marchands, dirigée par la bourgeoisie de la ville, qui faisait payer un impôt à les personnes traversant le quartier.	La charte permirent la création d'une guilde de marchands, dirigée par la bourgeoisie de la ville, qui faisait payer un impôt à les personnes traversant le quartier.	permirent	SG -> PL
w05006058	D'autre part, l'histoire externe contient des références à l'histoire de les hispanophones, à leurs vicissitudes historiques et à l'utilisation sociale de la langue.	D'autre part, l'histoire externe contiennent des références à l'histoire de les hispanophones, à leurs vicissitudes historiques et à l'utilisation sociale de la langue.	contiennent	SG -> PL
w05010026	Cependant, quand le Sénat lui répondit définitivement en l'empêchant de participer à la consolation et de lui donner la possibilité de retirer ses troupes ou de devenir un ennemi public, il comprit que, quelle que soit l'alternative qu'il choisirait, il se livrerait sans armes à les mains de ses ennemis politiques.	Cependant, quand le Sénat lui répondit définitivement en l'empêchant de participer à la consolation et de lui donner la possibilité de retirer ses troupes ou de devenir un ennemi public, il comprit que, quelle que soit l'alternative qu'il choisirait, il se livreraient sans armes à les mains de ses ennemis politiques.	livreraient	SG -> PL
w01144063	Pour la première fois depuis 1952, les républicains ont conquis le Sénat ; ils ont gagné 34 sièges à la Chambre mais les démocrates ont conservé leur majorité à le Sénat.	Pour la première fois depuis 1952, les républicains ont conquis le Sénat ; ils ont gagné 34 sièges à la Chambre mais les démocrates a conservé leur majorité à le Sénat.	a	PL -> SG
w03010098	À le printemps 1948, l'artiste belge qui rêve d'adapter Tintin à le cinéma envoie une lettre à Walt Disney pour lui demander son appui, en vain.	À le printemps 1948, l'artiste belge qui rêvent d'adapter Tintin à le cinéma envoie une lettre à Walt Disney pour lui demander son appui, en vain.	rêvent	SG -> PL
n01090004	J’ai regardé le motocross, et plus je le regardais, plus le visage d'une femme apparaissait, sur des photos qui semblaient prises dans les années 1970.	J’avons regardé le motocross, et plus je le regardais, plus le visage d'une femme apparaissait, sur des photos qui semblaient prises dans les années 1970.	avons	SG -> PL
w01045002	Le nom « Caraïbes » vient de les Caribes, un groupe amérindien de la région, dominant à l'époque de les explorations européennes de le quinzième siècle.	Le nom « Caraïbes » viennent de les Caribes, un groupe amérindien de la région, dominant à l'époque de les explorations européennes de le quinzième siècle.	viennent	SG -> PL
n01022010	Nous allons dans la bonne direction : l'Accord de Paris va ralentir le changement climatique, l'Amendement récent de Kigali va également réduire les HFC, a déclaré Erik Solheim, le responsable de l'Environnement à l'ONU.	Nous allons dans la bonne direction : l'Accord de Paris va ralentir le changement climatique, l'Amendement récent de Kigali vont également réduire les HFC, a déclaré Erik Solheim, le responsable de l'Environnement à l'ONU.	vont	SG -> PL
w04009042	L'homme lui expliqua qu’une guerre entre les deux univers est à venir, comme il l’avait prédit avec Walter ; c’est pour cette raison qu’Olivia, entre autres, a été formée comme un enfant.	L'homme lui expliqua qu’une guerre entre les deux univers est à venir, comme il l’avaient prédit avec Walter ; c’est pour cette raison qu’Olivia, entre autres, a été formée comme un enfant.	avaient	SG -> PL
w01132042	Les tendances présentées par les données de la région de Petén et d'Uaxactun ont permis à ces sites de s'intégrer à le développement culturel de les basses terres mayas.	Les tendances présentées par les données de la région de Petén et d'Uaxactun a permis à ces sites de s'intégrer à le développement culturel de les basses terres mayas.	a	PL -> SG
n01049022	Cette souche apaise les douleurs dorsales, elle combat les nausées, ce produit aide à dormir la nuit, a déclaré Dietrich depuis le quartier général de la société à Denver, à le Colorado, où la marijuana est vendue légalement.	Cette souche apaise les douleurs dorsales, elle combat les nausées, ce produit aident à dormir la nuit, a déclaré Dietrich depuis le quartier général de la société à Denver, à le Colorado, où la marijuana est vendue légalement.	aident	SG -> PL
n01053041	Sa voix a littéralement fait le tour de le monde, dit Leive.	Sa voix ai littéralement fait le tour de le monde, dit Leive.	ai	3 -> 1
n01133022	Une porte-parole de Harley-Davidson a précisé que les délais diffusés par les médias (2017 ou 2020) ne sont toujours pas confirmés.	Une porte-parole de Harley-Davidson ont précisé que les délais diffusés par les médias (2017 ou 2020) ne sont toujours pas confirmés.	ont	SG -> PL
w02013033	La crise de Suez montra, dans un monde en mutation, les limites de le pouvoir de les vieilles puissances coloniales, dont la Grande-Bretagne et la France.	La crise de Suez montrèrent, dans un monde en mutation, les limites de le pouvoir de les vieilles puissances coloniales, dont la Grande-Bretagne et la France.	montrèrent	SG -> PL
w03005014	À le IXe siècle av. J.-C., les premiers textes proprement grecs apparaissent.	À le IXe siècle av. J.-C., les premiers textes proprement grecs apparaît.	apparaît	PL -> SG
n01107006	Par conséquence, VW est maintenant vulnérable à les demandes en réparation très élevées, à les menaces d’une action en justice, et on témoigne d’une perte de provisions d’un montant de plus de 16 milliards d’euros.	Par conséquence, VW est maintenant vulnérable à les demandes en réparation très élevées, à les menaces d’une action en justice, et on témoignent d’une perte de provisions d’un montant de plus de 16 milliards d’euros.	témoignent	SG -> PL
w01125034	Wilkes avait été réélu et expulsé deux autres fois, avant que la Chambre de les communes décide que sa candidature était invalide et finisse par déclarer que la victoire irait à le candidat arrivé en deuxième place.	Wilkes avait été réélu et expulsé deux autres fois, avant que la Chambre de les communes décide que sa candidature était invalide et finisse par déclarer que la victoire iraient à le candidat arrivé en deuxième place.	iraient	SG -> PL
n01085011	Aussi surprenant que cela puisse paraître, même les nuages de pluies acides pourraient conduire à des possibilités prometteuses.	Aussi surprenant que cela puisse paraître, même les nuages de pluies acides pourrait conduire à des possibilités prometteuses.	pourrait	PL -> SG
w01053062	Cette dernière date ne pouvait tomber un vendredi que si un mois supplémentaire avait été introduit à le calendrier de l'année, mais cette dernière théorie était défendue par Newton.	Cette dernière date ne pouvaient tomber un vendredi que si un mois supplémentaire avait été introduit à le calendrier de l'année, mais cette dernière théorie était défendue par Newton.	pouvaient	SG -> PL
w01025084	Cette retraite fut une surprise pour l'armée austro-prussienne, et la plus grande partie de l'armée danoise réussit à évacuer la zone.	Cette retraite fut une surprise pour l'armée austro-prussienne, et la plus grande partie de l'armée danoise réussissent à évacuer la zone.	réussissent	SG -> PL
n02031071	Dès qu’un employé turque démissionne, arrivent les comités d’entreprises turques.	Dès qu’un employé turque démissionne, arrive les comités d’entreprises turques.	arrive	PL -> SG
n01073004	Qui peut arrêter l'équipe d'Australie ?	Qui peuvent arrêter l'équipe d'Australie ?	peuvent	SG -> PL
n01006011	Un témoin a dit à la police que la victime avait attaqué le suspect en avril.	Un témoin a dit à la police que la victime avaient attaqué le suspect en avril.	avaient	SG -> PL
n01112014	En janvier, un rapport important a constaté qu’il y aurait, d’ici à 2050, plus de matières plastiques que de poissons dans les océans, à moins qu’une action radicale ne soit prise à le niveau mondial dans le but d’empêcher l’accumulation de les déchets dans les mers.	En janvier, un rapport important ont constaté qu’il y aurait, d’ici à 2050, plus de matières plastiques que de poissons dans les océans, à moins qu’une action radicale ne soit prise à le niveau mondial dans le but d’empêcher l’accumulation de les déchets dans les mers.	ont	SG -> PL
n01035013	La police de la C.B. a déclaré précédemment que Klein ne semblait pas avoir de casier judiciaire, et a révélé des détails vagues quant à sa situation récente.	La police de la C.B. ont déclaré précédemment que Klein ne semblait pas avoir de casier judiciaire, et a révélé des détails vagues quant à sa situation récente.	ont	SG -> PL
n01108005	Les secteurs de la vente à le détail et de la vente en gros se développaient tandis que les consommateurs restaient confiants ; les entreprises de services à les consommateurs connaissaient également une progression.	Les secteurs de la vente à le détail et de la vente en gros se développaient tandis que les consommateurs restaient confiants ; les entreprises de services à les consommateurs connaissait également une progression.	connaissait	PL -> SG
w01072079	À le troisième siècle, l'empereur Caracalla entreprit une nouvelle division qui ne dura pas.	À le troisième siècle, l'empereur Caracalla entreprit une nouvelle division qui ne durèrent pas.	durèrent	SG -> PL
w01007087	Les projets actuels de réhabilitation de le territoire incluent l'agrandissement de le quartier de Fontvieille.	Les projets actuels de réhabilitation de le territoire inclut l'agrandissement de le quartier de Fontvieille.	inclut	PL -> SG
n01043014	Son budget annuel dépasse les 1,4 milliards de dollars et elle emploie plus de 6000 personnes.	Son budget annuel dépasse les 1,4 milliards de dollars et elle emploient plus de 6000 personnes.	emploient	SG -> PL
w01056103	Il établit les bases de l'intégration, où les structures économiques et judiciaires de l'état pouvaient s'appliquer à toute la Méditerranée, comme cela avait été dans le cas, dans le passé, de le Latium à l'Italie entière.	Il établit les bases de l'intégration, où les structures économiques et judiciaires de l'état pouvaient s'appliquer à toute la Méditerranée, comme cela avaient été dans le cas, dans le passé, de le Latium à l'Italie entière.	avaient	SG -> PL
n01035025	Nous ne pensons pas que le suspect ait de lien avec cette école, avec les deux filles, ou avec la région d'Abbotsford en particulier, dit-elle.	Nous ne pensons pas que le suspect ait de lien avec cette école, avec les deux filles, ou avec la région d'Abbotsford en particulier, disent-elle.	disent	SG -> PL
w01099012	Les spéculations sur l’origine de la musique varient selon sa définition.	Les spéculations sur l’origine de la musique varie selon sa définition.	varie	PL -> SG
n01074030	Vous devez vous opposer à cela et je préfère être affronté de face plutôt que d'être évité.	Vous devez vous opposer à cela et je préférons être affronté de face plutôt que d'être évité.	préférons	SG -> PL
n01002017	Mais, en rupture avec sa rhétorique précédente concernant la réduction de l'immigration, le candidat de le parti républicain a annonçé qu'en tant que président, il autoriserait un « nombre considérable » d'immigrants légaux fondé sur un « principe de le mérite ».	Mais, en rupture avec sa rhétorique précédente concernant la réduction de l'immigration, le candidat de le parti républicain a annonçé qu'en tant que président, il autoriseraient un « nombre considérable » d'immigrants légaux fondé sur un « principe de le mérite ».	autoriseraient	SG -> PL
w01150044	Les grandes puissances n'ont pas répondu à les demandes de reconnaissance de l'Albanie.	Les grandes puissances n'a pas répondu à les demandes de reconnaissance de l'Albanie.	a	PL -> SG
n01027041	Je lui ai demandé, après coup, si elle comprenait pourquoi les gens pourraient voter pour Trump.	Je lui ai demandé, après coup, si elle comprenait pourquoi les gens pourrait voter pour Trump.	pourrait	PL -> SG
n03007003	Cette clause incluait dans le temps de prestation à le domicile de le client le temps passé à venir à ce domicile.	Cette clause incluaient dans le temps de prestation à le domicile de le client le temps passé à venir à ce domicile.	incluaient	SG -> PL
n04007015	Comme il a été indiqué, la décision est une prérogative de la BCE et il ne semble pas indiqué que la banque parle en son nom, en excluant la possibilité d'envisager d'autres solutions.	Comme il a été indiqué, la décision est une prérogative de la BCE et il ne semble pas indiqué que la banque parlent en son nom, en excluant la possibilité d'envisager d'autres solutions.	parlent	SG -> PL
n02011018	Le porte-parole n’a pas écarté la possibilité que d’autres personnes pourraient faire l'objet d'une enquête.	Le porte-parole n’a pas écarté la possibilité que d’autres personnes pourrait faire l'objet d'une enquête.	pourrait	PL -> SG
n05002004	Pour la première fois à le cours de les six dernières années, le taux de chômage a chuté en dessous de 20%, et il y a plus de 600 000 personnes employées par rapport à il y a un an.	Pour la première fois à le cours de les six dernières années, le taux de chômage ai chuté en dessous de 20%, et il y a plus de 600 000 personnes employées par rapport à il y a un an.	ai	3 -> 1
w01079049	En 1538, l’Inquisition espagnole a prévenu ses membres de ne pas croire tout ce que Malleus a dit.	En 1538, l’Inquisition espagnole ont prévenu ses membres de ne pas croire tout ce que Malleus a dit.	ont	SG -> PL
w01125037	George III était consterné par ce qu'il voyait comme leur manque de moralité.	George III était consterné par ce qu'il voyaient comme leur manque de moralité.	voyaient	SG -> PL
n01061041	A mesure que l'hystérie de la campagne présidentielle de 2016 s'intensifie, une menace bien plus importante que ce baratin inquiète Karel.	A mesure que l'hystérie de la campagne présidentielle de 2016 s'intensifie, une menace bien plus importante que ce baratin inquiètent Karel.	inquiètent	SG -> PL
n01002032	« Alors, je suis désolé de vous mettre la pression, mais l'avenir de la république repose sur vos épaules, » dit-il à la foule rassemblée sur un terrain de sport de l'Université de la Caroline de le Nord.	« Alors, je suis désolé de vous mettre la pression, mais l'avenir de la république repose sur vos épaules, » disent-il à la foule rassemblée sur un terrain de sport de l'Université de la Caroline de le Nord.	disent	SG -> PL
n01022016	Les investissements dans ce secteur avaient progressé de 6% en 2015 à 221 milliards de dollars.	Les investissements dans ce secteur avait progressé de 6% en 2015 à 221 milliards de dollars.	avait	PL -> SG
w01150045	À le début de la conférence de Londres, en décembre 1912, les ambassadeurs de les six grandes puissances rejetèrent le plan d’établissement d'une Albanie indépendante.	À le début de la conférence de Londres, en décembre 1912, les ambassadeurs de les six grandes puissances rejeta le plan d’établissement d'une Albanie indépendante.	rejeta	PL -> SG
n04006014	Les derniers chiffres se rapportent à le 24 octobre de l'année dernière et nous disent que notre gazole coûte 1,335 euros par litre, comparé à la moyenne de la zone euro de 1,165 euros.	Les derniers chiffres se rapportent à le 24 octobre de l'année dernière et nous disent que notre gazole coûtent 1,335 euros par litre, comparé à la moyenne de la zone euro de 1,165 euros.	coûtent	SG -> PL
n01053008	Dans un entretien récent, Leive a dit que « certains hommes pigent ça, et Bono est l'un d'entre eux ».	Dans un entretien récent, Leive a dit que « certains hommes pige ça, et Bono est l'un d'entre eux ».	pige	PL -> SG
w01009017	Alors que l'identification de la masse d'air était à l'origine utilisée pour les prévisions météorologiques dans les années 1950, les climatologues ont commencé à établir de les climatologies synoptiques d'après cette idée en 1973.	Alors que l'identification de la masse d'air était à l'origine utilisée pour les prévisions météorologiques dans les années 1950, les climatologues a commencé à établir de les climatologies synoptiques d'après cette idée en 1973.	a	PL -> SG
n05008018	Le vote anticipé suggère que cette fois les Latino-Américains vont voter en grand nombre, mais il est difficile de savoir si l'augmentation aura un impact.	Le vote anticipé suggère que cette fois les Latino-Américains vont voter en grand nombre, mais il est difficile de savoir si l'augmentation auront un impact.	auront	SG -> PL
w01142013	Lorsque leur fille Cécile Neville épousa Richard Plantagenet, le troisième duc d'York, ils eurent plusieurs enfants, dont Edward IV et Richard III, Joan Beaufort est devenue la grand-mère de deux rois d'York.	Lorsque leur fille Cécile Neville épousa Richard Plantagenet, le troisième duc d'York, ils eut plusieurs enfants, dont Edward IV et Richard III, Joan Beaufort est devenue la grand-mère de deux rois d'York.	eut	PL -> SG
n01106008	L’enquête annuelle a également révélé qu’une flambée d’inquiétudes a été provoquée par la prise de les décisions relatives à des nouvelles charges financières.	L’enquête annuelle ont également révélé qu’une flambée d’inquiétudes a été provoquée par la prise de les décisions relatives à des nouvelles charges financières.	ont	SG -> PL
n01109008	Les frais mensuels varieront et le prix devrait augmenter en hiver, à le fur et à mesure que l’usage augmentera.	Les frais mensuels varieront et le prix devrait augmenter en hiver, à le fur et à mesure que l’usage augmenteront.	augmenteront	SG -> PL
n01024013	Les résultats de cette expérience étayent le fait que des graines de roquettes peuvent être envoyées et conservées pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à germer et pousser sur Terre.	Les résultats de cette expérience étayent le fait que des graines de roquettes peut être envoyées et conservées pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à germer et pousser sur Terre.	peut	PL -> SG
w01032139	Le réchauffement climatique a engendré un changement dans le cycle de les saisons pluvieuses.	Le réchauffement climatique ont engendré un changement dans le cycle de les saisons pluvieuses.	ont	SG -> PL
n01021012	L'analyse a révélé qu'une quantité historique de données a été employée pour causer le bouleversement.	L'analyse ont révélé qu'une quantité historique de données a été employée pour causer le bouleversement.	ont	SG -> PL
n01101012	Le gouvernement de Hong Kong, qui est mené par des partisans de Péking, a déclaré que les deux ne devraient pas assumer leurs postes.	Le gouvernement de Hong Kong, qui est mené par des partisans de Péking, ont déclaré que les deux ne devraient pas assumer leurs postes.	ont	SG -> PL
w01100049	En 1856 éclate la seconde guerre de l'Opium ; les chinois furent de nouveau vaincus et contraints de respecter les termes de le Traité de Tientsin de 1858 et de la Convention de Pékin de 1860.	En 1856 éclatent la seconde guerre de l'Opium ; les chinois furent de nouveau vaincus et contraints de respecter les termes de le Traité de Tientsin de 1858 et de la Convention de Pékin de 1860.	éclatent	SG -> PL
w01091045	Certains animaux pourraient fournir du cuir, de la laine, des peaux et des engrais, en étant en plus une source directe de nourriture.	Certains animaux pourrait fournir du cuir, de la laine, des peaux et des engrais, en étant en plus une source directe de nourriture.	pourrait	PL -> SG
w02009025	A Paris, on savait déjà ce qui s’était passé ; le prix de le pain, qui restait élevé, et l’absence de provisions contribuaient davantage à une atmosphère déjà tendue.	A Paris, on savait déjà ce qui s’était passé ; le prix de le pain, qui restaient élevé, et l’absence de provisions contribuaient davantage à une atmosphère déjà tendue.	restaient	SG -> PL
w01086037	En 1563, la population de Venise a chuté de 168 000 habitants.	En 1563, la population de Venise ont chuté de 168 000 habitants.	ont	SG -> PL
w01051080	En effet, la première étude académique de la bataille, écrite en 1903 par James Henry Breasted, faisait l'éloge de les sources qui avaient permis de reconstituer la bataille avec certitude.	En effet, la première étude académique de la bataille, écrite en 1903 par James Henry Breasted, faisait l'éloge de les sources qui avait permis de reconstituer la bataille avec certitude.	avait	PL -> SG
n02082017	Les contaminants s’attaquent non seulement à les poumons insuffisamment développés de les plus jeunes, mais ils peuvent provoquer des déficiences à long terme de le développement de le cerveau de les adolescents.	Les contaminants s’attaquent non seulement à les poumons insuffisamment développés de les plus jeunes, mais ils peut provoquer des déficiences à long terme de le développement de le cerveau de les adolescents.	peut	PL -> SG
n01057014	Les débris ont formé un anneau autour de l'équateur et ont fini par s'agglomérer sous la force de la gravité pour former la lune.	Les débris avez formé un anneau autour de l'équateur et ont fini par s'agglomérer sous la force de la gravité pour former la lune.	avez	3 -> 2
w01080131	L'armée macédonienne s'avança jusqu'à le col de les Thermopyles, qui divise la Grèce en deux parties, mais elle ne voulut pas prendre le risque de le prendre car il était bien gardé par les Athéniens, les Spartiates et les Achéens.	L'armée macédonienne s'avança jusqu'à le col de les Thermopyles, qui divise la Grèce en deux parties, mais elle ne voulurent pas prendre le risque de le prendre car il était bien gardé par les Athéniens, les Spartiates et les Achéens.	voulurent	SG -> PL
w01048027	Dans les années 1350, le roi Kongmin put enfin reformer le gouvernement de Koryo, alors que la dynastie de les Yuan commençait à s'effondrer.	Dans les années 1350, le roi Kongmin purent enfin reformer le gouvernement de Koryo, alors que la dynastie de les Yuan commençait à s'effondrer.	purent	SG -> PL
w01125035	Le gouvernement sous le règne de le duc Grafton s'est désintégré en 1770, permettant à les Tories dirigés par Lord North, le deuxième comte de Guilford, de revenir à le pouvoir.	Le gouvernement sous le règne de le duc Grafton s'sont désintégré en 1770, permettant à les Tories dirigés par Lord North, le deuxième comte de Guilford, de revenir à le pouvoir.	sont	SG -> PL
n01045035	Le juge en charge de le procès de Duffy pour fraude et abus de confiance a déclaré qu'il avait respecté les règles de le Sénat quand il a levé les charges qui pesaient contre Duffy.	Le juge en charge de le procès de Duffy pour fraude et abus de confiance a déclaré qu'il avait respecté les règles de le Sénat quand il a levé les charges qui pesait contre Duffy.	pesait	PL -> SG
n01150031	En Inde, quand on meurt de vieillesse, c'est supposé être une fête.	En Inde, quand on meurent de vieillesse, c'est supposé être une fête.	meurent	SG -> PL
n01134005	Les contrats à terme d’actions américains bondissent de plus de 1%, en parallèle avec les marchés européens.	Les contrats à terme d’actions américains bondit de plus de 1%, en parallèle avec les marchés européens.	bondit	PL -> SG
w01038044	De nombreux peuples indigènes ont peuplé l'Alaska pendant des milliers d'années avant l'arrivée de les Européens.	De nombreux peuples indigènes a peuplé l'Alaska pendant des milliers d'années avant l'arrivée de les Européens.	a	PL -> SG
