sent_id	sent_correct	sent_wrong	swap_head	feature_vals
w01084102	Tämä 1500-luvun sopimus lännen kanssa johti syvän talouskasvun aikakauteen, kun tuottoisia kauppareittejä perustettiin.	Tämä 1500-luvun sopimus lännen kanssa johtivat syvän talouskasvun aikakauteen, kun tuottoisia kauppareittejä perustettiin.	johtivat	SG -> PL
w01092032	Teollinen vallankumous loi kysynnän koneissa käytettäville metalliosille.	Teollinen vallankumous loivat kysynnän koneissa käytettäville metalliosille.	loivat	SG -> PL
w01010044	Monet erilaiset germaaniset ja suuret slaavilaiset heimot kulkivat Määrin halki kansainvaellusaikana, ennen kuin slaavit vakiintuivat alueelle 500-luvulla jKr.	Monet erilaiset germaaniset ja suuret slaavilaiset heimot kulki Määrin halki kansainvaellusaikana, ennen kuin slaavit vakiintuivat alueelle 500-luvulla jKr.	kulki	PL -> SG
n01084008	Teoreettisesti pariskunta voisi avata neljä Tescon tiliä ja tienata 3 % 12 000 punnasta - 360 puntaa.	Teoreettisesti pariskunta voisivat avata neljä Tescon tiliä ja tienata 3 % 12 000 punnasta - 360 puntaa.	voisivat	SG -> PL
n01105013	Mutta juuri tällä hetkellä kaikki on sekaisin ja hän tuntuu etsivän vastauksia koko ajan.	Mutta juuri tällä hetkellä kaikki on sekaisin ja hän tuntuvat etsivän vastauksia koko ajan.	tuntuvat	SG -> PL
n01051004	Rutiininomaisesta ultraäänitutkimuksesta tuli monimutkainen, kun odottava äiti Margaret Boemer Planosta, Teksasista, kuuli, että hänen syntymättömällä lapsellaan oli harvinainen sairaus ja että lapsi tarvitsi leikkauksen selviytyäkseen.	Rutiininomaisesta ultraäänitutkimuksesta tuli monimutkainen, kun odottava äiti Margaret Boemer Planosta, Teksasista, kuuli, että hänen syntymättömällä lapsellaan oli harvinainen sairaus ja että lapsi tarvitsivat leikkauksen selviytyäkseen.	tarvitsivat	SG -> PL
n01080042	Halusin katsoa sen heidän kanssaan, mutta lopulta he päättivät, että halusivat ennemmin katsoa sen ilman minua.	Halusin katsoa sen heidän kanssaan, mutta lopulta he päätitte, että halusivat ennemmin katsoa sen ilman minua.	päätitte	3 -> 2
n03004003	Torstaina 3. marraskuuta Haute-Garonnen alueella sijaitsevan Saint-Gaudensin pormestari päätti hyllyttää vuonna 2014 hallituksen kanssa solmitun sopimuksen kaupunkikehityksestä.	Torstaina 3. marraskuuta Haute-Garonnen alueella sijaitsevan Saint-Gaudensin pormestari päättivät hyllyttää vuonna 2014 hallituksen kanssa solmitun sopimuksen kaupunkikehityksestä.	päättivät	SG -> PL
n01082014	”Yhä enemmän ihmisiä turvautuu luottoon... Vaikka tällainen lainaaminen voi ollakin hallittavissa nyt, äkillinen muutos olosuhteissa voi johtaa velkaongelmiin.”	”Yhä enemmän ihmisiä turvautuu luottoon... Vaikka tällainen lainaaminen voi ollakin hallittavissa nyt, äkillinen muutos olosuhteissa voivat johtaa velkaongelmiin.”	voivat	SG -> PL
n01069006	Vuoteen 2010 asti vaurasta esikaupunkia edustaneet liberaalidemokraatit toivovat kaappaavansa alueen takaisin ehdokkaansa Sarah Olneyn avulla.	Vuoteen 2010 asti vaurasta esikaupunkia edustaneet liberaalidemokraatit toivoo kaappaavansa alueen takaisin ehdokkaansa Sarah Olneyn avulla.	toivoo	PL -> SG
w01001049	Peruskirjassa sallittiin kaupungin porvareiden johtaman kauppiaiden killan luominen, jonka tarkoituksena oli verottaa ihmisiä, jotka kulkivat kauppalan läpi.	Peruskirjassa sallittiin kaupungin porvareiden johtaman kauppiaiden killan luominen, jonka tarkoituksena oli verottaa ihmisiä, jotka kulki kauppalan läpi.	kulki	PL -> SG
w05006058	Toisaalta ulkopuolinen historia pitää sisällään viittauksia espanjanpuhujien historiaan, heidän historiallisiin vastoinkäymisiinsä sekä kielen sosiaaliseen käyttöön.	Toisaalta ulkopuolinen historia pitävät sisällään viittauksia espanjanpuhujien historiaan, heidän historiallisiin vastoinkäymisiinsä sekä kielen sosiaaliseen käyttöön.	pitävät	SG -> PL
w05010026	Kun senaatti vastasi hänelle lopullisesti kieltäen häntä kilpailemasta konsulaatissa ja antaen hänelle vaihtoehdoiksi joko vetää joukkonsa pois tai tulla yhteiskunnan viholliseksi, hän ymmärsi, että riippumatta valitusta vaihtoehdosta, hän antautuisi aseitta poliittisten vihollistensa käsiin.	Kun senaatti vastasi hänelle lopullisesti kieltäen häntä kilpailemasta konsulaatissa ja antaen hänelle vaihtoehdoiksi joko vetää joukkonsa pois tai tulla yhteiskunnan viholliseksi, hän ymmärsi, että riippumatta valitusta vaihtoehdosta, hän antautuisivat aseitta poliittisten vihollistensa käsiin.	antautuisivat	SG -> PL
w01144063	Republikaanit valtasivat senaatin ensimmäistä kertaa vuoden 1952 jälkeen ja saivat 34 paikkaa edustajainhuoneessa, mutta valtaosa paikoista pysyi demokraateilla.	Republikaanit valtasivat senaatin ensimmäistä kertaa vuoden 1952 jälkeen ja saivat 34 paikkaa edustajainhuoneessa, mutta valtaosa paikoista pysyivät demokraateilla.	pysyivät	SG -> PL
w03010098	Keväällä 1948 belgialainen taiteilija kirjoitti kirjeen Walt Disneylle toivoen turhaan hänen tukeaan Tintin sovittamiseen elokuvaksi.	Keväällä 1948 belgialainen taiteilija kirjoittivat kirjeen Walt Disneylle toivoen turhaan hänen tukeaan Tintin sovittamiseen elokuvaksi.	kirjoittivat	SG -> PL
n01090004	Katselin motocrossia, ja mitä enemmän katsoin, tämän erään naisen kasvot nousivat esiin valokuvissa, jotka näyttivät siltä kuin olisivat 1970-luvulta.	Katselin motocrossia, ja mitä enemmän katsoin, tämän erään naisen kasvot nousivat esiin valokuvissa, jotka näytti siltä kuin olisivat 1970-luvulta.	näytti	PL -> SG
w01045002	Nimi ”Karibia” tulee caribeista, jotka olivat alueen vallitseva intiaaniryhmä myöhään 1400-luvulla, kun kontakti eurooppalaisten kanssa alkoi.	Nimi ”Karibia” tulee caribeista, jotka olivat alueen vallitseva intiaaniryhmä myöhään 1400-luvulla, kun kontakti eurooppalaisten kanssa alkoivat.	alkoivat	SG -> PL
n01022010	”Olemme menossa oikeaan suuntaan: Pariisin sopimus tulee hidastamaan ilmastonmuutosta, samoin kuten Kigalissa sovittu lisäys tulee vähentämään HFC-kasvihuonekaasuja”, YK:n ympäristöohjelman pääjohtaja Erik Solheim sanoi.	”Olemme menossa oikeaan suuntaan: Pariisin sopimus tulee hidastamaan ilmastonmuutosta, samoin kuten Kigalissa sovittu lisäys tulevat vähentämään HFC-kasvihuonekaasuja”, YK:n ympäristöohjelman pääjohtaja Erik Solheim sanoi.	tulevat	SG -> PL
w04009042	Mies kertoi hänelle, että sota kahden universumin välillä oli tulossa, aivan kuin hän ja Walter olivat ennustaneet. Tästä syystä Olivia, muiden lisäksi, koulutettiin lapsena.	Mies kertoi hänelle, että sota kahden universumin välillä olivat tulossa, aivan kuin hän ja Walter olivat ennustaneet. Tästä syystä Olivia, muiden lisäksi, koulutettiin lapsena.	olivat	SG -> PL
w01132042	Petén-alueelta ja Uaxactunista saatujen tietojen esittämien mallien pohjalta nämä paikat saatiin sovitettua mayaintiaanien alamaiden kulttuuriseen kehitykseen.	Petén-alueelta ja Uaxactunista saatujen tietojen esittämänsä mallien pohjalta nämä paikat saatiin sovitettua mayaintiaanien alamaiden kulttuuriseen kehitykseen.	esittämänsä	PL -> SG
n01049022	”Tämä lajike auttaa selkäkipuun, tämä lajike auttaa pahoinvointiin, tämä tuote auttaa sinua nukkumaan öisin”, sanoo Dietrich yhtiön pääkonttorista Denveristä, Coloradosta, jossa kannabista saa myydä laillisesti.	”Tämä lajike auttaa selkäkipuun, tämä lajike auttaa pahoinvointiin, tämä tuote auttavat sinua nukkumaan öisin”, sanoo Dietrich yhtiön pääkonttorista Denveristä, Coloradosta, jossa kannabista saa myydä laillisesti.	auttavat	SG -> PL
n01053041	”Hänen äänensä kuului kirjaimellisesti ympäri maailmaa”, Leive sanoi.	”Hänen äänensä kuuluivat kirjaimellisesti ympäri maailmaa”, Leive sanoi.	kuuluivat	SG -> PL
n01133022	Harley-Davidsonin edustaja sanoi, että eivät julkisuudessa esillä olleet aikataulut - 2017 tai 2020 - pidä paikkaansa.	Harley-Davidsonin edustaja sanoi, että ei julkisuudessa esillä olleet aikataulut - 2017 tai 2020 - pidä paikkaansa.	ei	PL -> SG
w02013033	Suezin kriisi osoitti vanhojen, Ison-Britannian ja Ranskan kaltaisten siirtomaavaltojen rajoitukset.	Suezin kriisi osoittivat vanhojen, Ison-Britannian ja Ranskan kaltaisten siirtomaavaltojen rajoitukset.	osoittivat	SG -> PL
w03005014	Ensimmäiset kreikkalaiset tekstit alkoivat ilmestyä 800-luvulla eKr.	Ensimmäiset kreikkalaiset tekstit alkoi ilmestyä 800-luvulla eKr.	alkoi	PL -> SG
n01107006	Se on myös mahdollistanut VW:lle esitetyt valtavat korvausvaateet ja oikeustoimenpiteet sekä saanut yhtiön varautumaan kuluihin yli 16 miljardilla eurolla.	Se ovat myös mahdollistanut VW:lle esitetyt valtavat korvausvaateet ja oikeustoimenpiteet sekä saanut yhtiön varautumaan kuluihin yli 16 miljardilla eurolla.	ovat	SG -> PL
w01125034	Wilkes valittiin uudelleen ja erotettiin vielä kahdesti, ennen kuin alahuone päätti, että hänen ehdokkuutensa oli mitätön ja julisti toiseksi tulleen ehdokkaan voittajaksi.	Wilkes valittiin uudelleen ja erotettiin vielä kahdesti, ennen kuin alahuone päättivät, että hänen ehdokkuutensa oli mitätön ja julisti toiseksi tulleen ehdokkaan voittajaksi.	päättivät	SG -> PL
n01085011	Niin yllättävältä kuin se voikin vaikuttaa, jopa happosadepilvillä on hopeareunus.	Niin yllättävältä kuin se voivat vaikuttaa, jopa happosadepilvillä on hopeareunus.	voivat	SG -> PL
w01053062	Jälkimmäinen päivämäärä olisi osunut perjantaille ainoastaan, jos sinä vuonna olisi ollut poikkeuksellinen karkauskuukausi, mutta Newton suosi tätä.	Jälkimmäinen päivämäärä olisivat osunut perjantaille ainoastaan, jos sinä vuonna olisi ollut poikkeuksellinen karkauskuukausi, mutta Newton suosi tätä.	olisivat	SG -> PL
w01025084	Tämä perääntyminen tuli yllätyksenä Itävallan ja Preussin armeijalle, ja lähes koko Tanskan armeija onnistui evakuoitumaan.	Tämä perääntyminen tuli yllätyksenä Itävallan ja Preussin armeijalle, ja lähes koko Tanskan armeija onnistuivat evakuoitumaan.	onnistuivat	SG -> PL
n02031071	Jos turkkilainen työntekijä lopettaa, Turkin työneuvostot tulevat.	Jos turkkilainen työntekijä lopettaa, Turkin työneuvostot tulee.	tulee	PL -> SG
n01073004	Kuka Australian puolella voi pysäyttää tämän?	Kuka Australian puolella voivat pysäyttää tämän?	voivat	SG -> PL
n01006011	Silminnäkijä kertoi poliisille, että uhri oli hyökännyt epäillyn kimppuun huhtikuussa.	Silminnäkijä kertoi poliisille, että uhri olivat hyökännyt epäillyn kimppuun huhtikuussa.	olivat	SG -> PL
n01112014	Tammikuullisessa tärkeässä selvityksessä todettiin, että vuoteen 2050 mennessä valtamerissä on enemmän muovia kuin kaloja, jos ei maailma toimi radikaalisti ja lopeta jätteen päästämistä meriin.	Tammikuullisessa tärkeässä selvityksessä todettiin, että vuoteen 2050 mennessä valtamerissä on enemmän muovia kuin kaloja, jos eivät maailma toimi radikaalisti ja lopeta jätteen päästämistä meriin.	eivät	SG -> PL
n01035013	Brittiläisen Kolumbian poliisi sanoi aiemmin, että Kleinilla ei vaikuttanut olevan rikostaustaa, ja julkaisi epämääräisiä tietoja hänen viimeaikaisesta sijainnistaan.	Brittiläisen Kolumbian poliisi sanoivat aiemmin, että Kleinilla ei vaikuttanut olevan rikostaustaa, ja julkaisi epämääräisiä tietoja hänen viimeaikaisesta sijainnistaan.	sanoivat	SG -> PL
n01108005	Jälleenmyynti ja tukkumyynti laajenivat asiakkaiden pysyessä optimistisina, ja myös kuluttajapalveluyhtiöt kasvoivat.	Jälleenmyynti ja tukkumyynti laajenivat asiakkaiden pysyessä optimistisina, ja myös kuluttajapalveluyhtiöt kasvoi.	kasvoi	PL -> SG
w01072079	Kolmanteen vuosisataan mennessä hallitsija Caracalla teki uuden jaon, joka kesti vain vähän aikaa.	Kolmanteen vuosisataan mennessä hallitsija Caracalla teki uuden jaon, joka kestivät vain vähän aikaa.	kestivät	SG -> PL
w01007087	Tämänhetkisiin maan hyötykäyttöön ottamisen projekteihin kuuluu Fontvieillen alueen laajentaminen.	Tämänhetkisiin maan hyötykäyttöön ottamisen projekteihin kuuluvat Fontvieillen alueen laajentaminen.	kuuluvat	SG -> PL
n01043014	Sen vuosibudjetti on yli 1,4 miljardia dollaria ja se työllistää yli 6000 henkeä.	Sen vuosibudjetti on yli 1,4 miljardia dollaria ja se työllistävät yli 6000 henkeä.	työllistävät	SG -> PL
w01056103	Se asetti perustan integraatiolle, jossa valtion taloudellisia ja oikeudellisia mekanismeja voitiin soveltaa kautta Välimeren alueen, kuten aiemmin oli tehty Latiumista käsin koko Italiaan.	Se asettivat perustan integraatiolle, jossa valtion taloudellisia ja oikeudellisia mekanismeja voitiin soveltaa kautta Välimeren alueen, kuten aiemmin oli tehty Latiumista käsin koko Italiaan.	asettivat	SG -> PL
n01035025	”Emme usko, että epäillyllä on siteitä tähän kouluun, kahteen tyttöön tai erityisesti Abbotsfordin alueeseen”, hän sanoi.	”Emme usko, että epäillyllä on siteitä tähän kouluun, kahteen tyttöön tai erityisesti Abbotsfordin alueeseen”, hän sanoivat.	sanoivat	SG -> PL
w01099012	Selitykset musiikin alkuperästä riippuvat musiikin määritelmästä.	Selitykset musiikin alkuperästä riippuu musiikin määritelmästä.	riippuu	PL -> SG
n01074030	Sitä vastaan täytyy pitää puolensa, ja haluaisin ennemmin, että joku hyökkäisi minua kohti kuin että joku juoksisi ympärilläni.	Sitä vastaan täytyy pitää puolensa, ja haluaisin ennemmin, että joku hyökkäisi minua kohti kuin että joku juoksisivat ympärilläni.	juoksisivat	SG -> PL
n01002017	Poiketen aiemmasta retoriikastaan liittyen maahanmuuton rajoittamiseen republikaanipuolueen ehdokas julisti, että presidenttinä hän sallisi ”valtavan määrän” laillisia maahanmuuttajia ”ansiojärjestelmään” perustuen.	Poiketen aiemmasta retoriikastaan liittyen maahanmuuton rajoittamiseen republikaanipuolueen ehdokas julistivat, että presidenttinä hän sallisi ”valtavan määrän” laillisia maahanmuuttajia ”ansiojärjestelmään” perustuen.	julistivat	SG -> PL
w01150044	Suurvallat eivät toteuttaneet vaatimuksia Albanian tunnustamisesta.	Suurvallat ei toteuttaneet vaatimuksia Albanian tunnustamisesta.	ei	PL -> SG
n01027041	Kysyin häneltä jälkikäteen ymmärsikö hän miksi ihmiset voisivat äänestää Trumpia.	Kysyin häneltä jälkikäteen ymmärsivät hän miksi ihmiset voisivat äänestää Trumpia.	ymmärsivät	SG -> PL
n03007003	Tässä lausekkeessa työtunteihin sisältyi aika, joka kuluu matkustettaessa asiakkaiden koteihin.	Tässä lausekkeessa työtunteihin sisältyi aika, joka kuluvat matkustettaessa asiakkaiden koteihin.	kuluvat	SG -> PL
n04007015	Kuten todettiin, tämä päätös on EKP:n etuoikeus, ja vaikuttaisi epäasialliselta, mikäli pankki puhuisi sen puolesta sulkemalla muut mahdolliset vaihtoehdot pois.	Kuten todettiin, tämä päätös on EKP:n etuoikeus, ja vaikuttaisi epäasialliselta, mikäli pankki puhuisivat sen puolesta sulkemalla muut mahdolliset vaihtoehdot pois.	puhuisivat	SG -> PL
n02011018	Puhemies ei sulkenut pois mahdollisuutta, että myös muita tutkittaisiin.	Puhemies eivät sulkenut pois mahdollisuutta, että myös muita tutkittaisiin.	eivät	SG -> PL
n05002004	Ensimmäistä kertaa viimeiseen kuuteen vuoteen työttömyystaso on pudonnut alle 20 prosentin, ja nyt työssä on jo 600 000 ihmistä enemmän kuin viime vuonna.	Ensimmäistä kertaa viimeiseen kuuteen vuoteen työttömyystaso ovat pudonnut alle 20 prosentin, ja nyt työssä on jo 600 000 ihmistä enemmän kuin viime vuonna.	ovat	SG -> PL
w01079049	Vuonna 1538 Espanjan inkvisitio varoitti jäseniään uskomasta kaikkea, mitä Malleus sanoi.	Vuonna 1538 Espanjan inkvisitio varoittivat jäseniään uskomasta kaikkea, mitä Malleus sanoi.	varoittivat	SG -> PL
w01125037	George oli järkyttynyt siitä, mitä hän piti heidän löyhämoraalisuutenaan.	George oli järkyttynyt siitä, mitä hän pitivät heidän löyhämoraalisuutenaan.	pitivät	SG -> PL
n01061041	Kun vuoden 2016 presidentinvaalien hysteria kiihtyy, Karelia askarruttavat huolestuttavammat uhat kuin roskapuheet.	Kun vuoden 2016 presidentinvaalien hysteria kiihtyvät, Karelia askarruttavat huolestuttavammat uhat kuin roskapuheet.	kiihtyvät	SG -> PL
n01002032	”En haluaisi painostaa teitä, mutta tasavallan kohtalo lepää teidän hartioillanne”, hän kertoi North Carolina University -yliopiston urheilukentälle kerääntyneelle yleisölle.	”En haluaisi painostaa teitä, mutta tasavallan kohtalo lepää teidän hartioillanne”, hän kertoivat North Carolina University -yliopiston urheilukentälle kerääntyneelle yleisölle.	kertoivat	SG -> PL
n01022016	Investoinnit tällä alueella nousivat vuoden 2015 aikana 6 %:lla 221 mrd. dollariin.	Investoinnit tällä alueella nousi vuoden 2015 aikana 6 %:lla 221 mrd. dollariin.	nousi	PL -> SG
w01150045	Kun Lontoon konferenssi alkoi joulukuussa 1912, kaikkien kuuden suurvallan lähettiläät hylkäsivät suunnitelman itsenäisen Albanian perustamisesta.	Kun Lontoon konferenssi alkoi joulukuussa 1912, kaikkien kuuden suurvallan lähettiläät hylkäsi suunnitelman itsenäisen Albanian perustamisesta.	hylkäsi	PL -> SG
n04006014	Viimeisimmät luvut koskevat viime vuoden lokakuun 24. päivää, ja ne kertovat, että dieselimme maksaa 1,335 euroa litralta verrattuna euroalueen keskiarvoon, 1,165 euroon.	Viimeisimmät luvut koskevat viime vuoden lokakuun 24. päivää, ja ne kertovat, että dieselimme maksavat 1,335 euroa litralta verrattuna euroalueen keskiarvoon, 1,165 euroon.	maksavat	SG -> PL
n01053008	”Jotkut miehet tajuavat sen, ja Bono on yksi niistä tyypeistä”, Leive sanoi äskettäin haastattelussa.	”Jotkut miehet tajuaa sen, ja Bono on yksi niistä tyypeistä”, Leive sanoi äskettäin haastattelussa.	tajuaa	PL -> SG
w01009017	Ilmamassojen tunnistamista käytettiin alun perin sään ennustamisessa 1950-luvulla, mutta klimatologit alkoivat luoda sille idealle perustuvia synoptisia ilmasto-oppeja vuonna 1973.	Ilmamassojen tunnistamista käytettiin alun perin sään ennustamisessa 1950-luvulla, mutta klimatologit alkoi luoda sille idealle perustuvia synoptisia ilmasto-oppeja vuonna 1973.	alkoi	PL -> SG
n05008018	Aikaisen äänestyksen tulokset antavat ymmärtää, että tällä kertaa latinalaisamerikkalaiset tulevat äänestämään suuremmissa määrin, mutta on epäselvää, onko tällä lisäyksellä vaikutusta.	Aikaisen äänestyksen tulokset antavat ymmärtää, että tällä kertaa latinalaisamerikkalaiset tulee äänestämään suuremmissa määrin, mutta on epäselvää, onko tällä lisäyksellä vaikutusta.	tulee	PL -> SG
w01142013	Joanista tuli kahden yorkilaisen Englannin kuninkaan isoäiti, kun heidän tyttärensä Cecily meni naimisiin 3. Yorkin herttuan Richard Plantagenetin kanssa ja sai monta lasta, mukaan lukien Edvard IV ja Rikhard III.	Joanista tulivat kahden yorkilaisen Englannin kuninkaan isoäiti, kun heidän tyttärensä Cecily meni naimisiin 3. Yorkin herttuan Richard Plantagenetin kanssa ja sai monta lasta, mukaan lukien Edvard IV ja Rikhard III.	tulivat	SG -> PL
n01106008	Vuosittainen tutkimus paljasti myös, että huoli uusien taloudellisten taakkojen ottamisesta on noussut jyrkästi.	Vuosittainen tutkimus paljasti myös, että huoli uusien taloudellisten taakkojen ottamisesta ovat noussut jyrkästi.	ovat	SG -> PL
n01109008	Maksu vaihtelee kuukausittain ja hinnan odotetaan nousevan talvella, kun käyttö lisääntyy.	Maksu vaihtelee kuukausittain ja hinnan odotetaan nousevan talvella, kun käyttö lisääntyvät.	lisääntyvät	SG -> PL
n01024013	Tämän kokeen tulokset tuovat lisätukea sille, että rukolan siemeniä voidaan viedä kansainväliselle avaruusasemalle ja varastoida siellä kuuden kuukauden ajan ilman, että tällä on vaikutusta siemenien itävyyteen ja kasvamiseen Maassa.	Tämän kokeen tulokset tuomme lisätukea sille, että rukolan siemeniä voidaan viedä kansainväliselle avaruusasemalle ja varastoida siellä kuuden kuukauden ajan ilman, että tällä on vaikutusta siemenien itävyyteen ja kasvamiseen Maassa.	tuomme	3 -> 1
w01032139	Ilmaston lämpeneminen on saanut aikaan muutoksen sadekausien kaavoissa.	Ilmaston lämpeneminen ovat saanut aikaan muutoksen sadekausien kaavoissa.	ovat	SG -> PL
