sent_id	sent_correct	sent_wrong	swap_head	feature_vals
w01056103	국가의 경제 및 사법 메커니즘은 라티움에서 이탈리아 전역으로 퍼진 것과 마찬가지로 지중해 지역 전역으로 적용할수 있는 기반을 마련하였다.	NA	NA	NA
n01035025	그녀는 용의자가 이 학교나 그 소녀 또는 특별히 애버츠포드 지역과 관련이 있는 것 같지 않다고 말했다.	NA	NA	NA
w01099012	음악의 근원에 대한 설명은 음악을 어떻게 정의했느냐에 따른다.	NA	NA	NA
n01074030	그것을 당해 낼 재간이 있어야 하는데 누군가 주변을 빙빙 돌지만 말고 직접 덤벼들었으면 좋겠어요.	NA	NA	NA
n01002017	그러나 이민자 수를 줄여야 한다던 과거의 발언과는 다르게 미국 공화당 대통령 후보 지명자는 자신이 대통령이 되면 “실적주의(merit system)”에 기반해"엄청난수"의 합법적인 이민자를 허용하겠다고 선포했다.	NA	NA	NA
w01150044	강대국들은 알바니아를 인정하라는요청을 충족하지못했다.	NA	NA	NA
n01027041	나는 사람들이 트럼프에게 투표하는이유를 이해했는지나중에 그녀에게 물어 보았다.	NA	NA	NA
n03007003	이 조항은 근무시간에 고객의 집까지 이동 시 걸리는 시간을 포함하였다.	NA	NA	NA
n04007015	기술한바와 같이, 이러한 결정은 유럽중앙은행의 특혜였으며 중앙은행이 다른 대안을 찾을 가능성을 배제함으로써 이렇게 주장하는것은 부적절한 것으로 보인다.	NA	NA	NA
n02011018	대변인은 다른 사람들도 조사 대상이 될 수 있는 가능성을 배제하지않았다.	NA	NA	NA
n05002004	지난 6년간 처음으로 실업률이 20% 이하로 떨어졌으며 이미 1년 전과 비교할때 고용인구가 60만 명이 증가하였다.	NA	NA	NA
w01079049	1538년 스페인 종교재판소는 그 회원들에게 말레우스가 말한모든 것을 믿지는 말라고 경고했다.	NA	NA	NA
w01125037	조지는 이들의 도덕적해이를 보고 놀랐다.	NA	NA	NA
n01061041	2016년 대통령 선거의 열기가 극도로 고조되면서, 허튼소리보다는 골치 아픈 위협이 카렐의 뇌리를 떠나지 않았다.	NA	NA	NA
n01002032	그는 노스캐롤라이나 대학의 운동 경기장에 모인 군중에게 “부담 주기 싫지만 국가의 운명이 여러분의 어깨에 달려 있습니다”라고 말했다.	NA	NA	NA
n01022016	2015년 이 지역의 투자금은 6% 상승한2천2백1십억 달러를 기록했다.	NA	NA	NA
w01150045	1912년 12월 런던 회의 시작 당시 6개의 강대국 대사 전원은 알바니아 독립에 대한 계획 승인을 거부하였다.	NA	NA	NA
n04006014	가장 최근의 수치는 작년 10월 24일과 관련이 있으며 리터당 디젤 가격이 1,335 유로이며 유로존의 평균은 1,165 유로였음을 알 수 있다.	NA	NA	NA
n01053008	최근 인터뷰에서 레이비는 일부 남자들이 그런 부류에 속하며 보노도 그 중 한 사람이라고 말했다.	NA	NA	NA
w01009017	원래 기단은 1950년대에 일기예보를 위해 사용되었지만기상학자들은 1973년 이 아이디어를 기반으로 종관 기후학이란 분야를 만들기 시작했다.	NA	NA	NA
n05008018	초기 표결 결과 이번에 더 많은 라틴아메리카인들이 표결에 참여할것이라고 시사했지만그 수의 증가가 영향을 미칠 수 있을지는 불분명하다.	NA	NA	NA
w01142013	이들의 딸인 세실리가 요크공 3세인 리차드 플랜태저넷과 결혼하고에드워드 IV세 및 리처드 III세 등 여러 명의 아이를 낳았을 때 조안은 두 명의 잉글랜드 요크공의 할머니가 되었다.	NA	NA	NA
n01106008	연간 설문조사에서 신규 금융 부담에 대한 우려가 급증한것으로 드러났다.	NA	NA	NA
n01109008	비용은 매달 변동될것이고 겨울에는 사용량 증가로 가격이 인상될것으로 예상된다.	NA	NA	NA
n01024013	이 실험의 결과는 로켓 씨앗을 국제 우주 정거장에 보내서 6개월 동안 보관해도지구에서 싹트고 성장할수 있는 능력이 크게 저하되지않는다는 사실을 더 확실히 뒷받침해준다.	NA	NA	NA
w01032139	지구 온난화로 인해우기 패턴이 바뀌게 되었다.	NA	NA	NA
n01021012	분석에 따르면 그 웹사이트 서비스 중단 사태는 역사에 남을 만한기록적인 양의 데이터가 사용되어일어난 것으로 밝혀졌다.	NA	NA	NA
n01101012	친중국 입법자들이 이끄는 홍콩 정부는 그 두 사람이 취임해서는 안 된다고 주장했다.	NA	NA	NA
w01100049	1856년 2차 아편전쟁이 발발했고, 중국은 다시 패했으며1856년 톈진 조약, 1860년 베이징 조약을 체결할수 밖에 없었다.	NA	NA	NA
w01091045	특정 동물은 음식의 직접적인 공급원이 되는 것은 물론 가죽, 털, 대피 및 비료를 제공할수 있었다.	NA	NA	NA
w02009025	그 일이 파리에서 알려지면서 지속적으로 비싼 빵 가격과 생활 물자 부족으로 이미 팽배해있던 사회적동요가 더욱 가중되었다.	NA	NA	NA
w01086037	1563년까지 베니스의 인구는 168,000명 정도로 하락했다.	NA	NA	NA
w01051080	사실, 이 전투에 대한 제임스 헨리 브레스테드의 1903년 첫 학술 보고서 덕분에 확신을 갖고 이 전투를 재구성할수 있는 근거가 생겼다.	NA	NA	NA
n02082017	그 오염물질은 아직 충분히 발달되지않은 어린이의 폐를 손상시킬수 있을 뿐 아니라 청소년 뇌 발달에도 장기적인 손상을 가져올 수 있다.	NA	NA	NA
n01057014	지구 적도 둘레에 고리 모양을 형성한파편들이 중력에 끌어당겨져 만들어진 것이 달이다.	NA	NA	NA
w01080131	마케도니아군은 그리스를 양분하고있는 테르모필레를 지나 진군했지만테르모필레를 점령하지않으려 했는데 그 이유는 아테네, 스파르타 및 아카이아 연합군이 철통같이 방어를 하고 있었기 때문이었다.	NA	NA	NA
w01048027	1350년대에 중국의 원 왕조가 무너지기 시작하면서공민왕은 마침내 자유롭게고려 정부를 개편할수 있었다.	NA	NA	NA
w01125035	그래프턴 정부는 1770년 붕괴되었으며이를 통해 노스 경이 이끄는 보수당이 집권했다.	NA	NA	NA
n01045035	더피의 사기 및 배임 재판을 맡은 판사는 그의 행위가 상원의원 관련 규정에 어긋나지 않으므로 더피의 모든 혐의에 대해 무죄라는 최종 판결을 내렸다.	NA	NA	NA
n01150031	인도에서는 늙어서 죽는 것을 축복이라고 생각한다.	NA	NA	NA
n01134005	미국 주식 선물 가격이 유럽 시장과 나란히 1% 넘게 급등하고있다.	NA	NA	NA
w01038044	유럽인들이 알래스카에 도달하기전 수천 년간 다양한원주민들이 알래스카에 거주하였다.	NA	NA	NA
w01043065	반면, 나일강을 추가적으로 통제한결과 게지라 섬과 도시 수변 지역 내 발전이 크게 일어났다.	NA	NA	NA
n02024008	한 스웨덴 연구를 통해서 2개월의 교미 기간 후 육지에 내려앉는 새는 거의 없는 것으로 밝혀졌다.	NA	NA	NA
n05007014	아마 그것이 시간의 음절이 그의 작물을 발굴하고그의 수수께끼를 억류수에 내어주는 동안 눈물의 솟구침이 그의 눈을 덮는 까닭일 것이다.	NA	NA	NA
w01061050	특히 이슬람의 약품이 살레르노에 있는 학교에 영향을 미쳤던 남부 이탈리아에서는 약품 또한 연구가 이루어졌다.	NA	NA	NA
w01075037	특히, 남자 중등학교 진학률이 평균보다 10% 상승하는경우 분쟁 가능성이 3% 감소한반면 진학률이 1% 증가하게되면 내전 발발 가능성은 약 1% 낮아지게 된다.	NA	NA	NA
w02001041	만인을 위한 유희로 1925년 생 미셀 성당 앞 대계단에 설립된야외 극장에는 지금도 다양한관객이 몰려든다.	NA	NA	NA
w01150047	오스만 제국이 마케도니아의 통치권을 잃고 알바니아와의 영토 관계가 단절된후 강대국들은 자신들의 결정을 번복해야한다고 깨달았다.	NA	NA	NA
n01075028	마치 그가 뒤집어 놓은 컵 세 잔 밑으로 공을 앞뒤로 휙휙 치고 있는 것 같았다.	NA	NA	NA
w01028069	캔자스 사건에 대한 국가의 반응을 볼 때 나라가 얼마나 깊게 나뉘어졌는가를 알 수 있다.	NA	NA	NA
w01041046	그러나 태국의 경우 도시화는 비만과 같은 문제가 급격히 늘어나는 결과를 초래하기도 했다.	NA	NA	NA
n01069014	여당 원내 총무의 아내는 남편과 별거 후 바로 그 원내 총무가 되기 위한 선거 운동을 시작했다.	NA	NA	NA
n01093007	제안된허용치를 지키지 않는다면 “켈트해 대구가 멸종할수 있다”고 EU의 한 관료가 말했다.	NA	NA	NA
n02042026	스마트폰 세대에 걸맞은 앱이 나왔고 그 앱이 정말 좋은 점은 아무리 바보 같은 일을 올려도 수백만 명이 시청한다는것이다.	NA	NA	NA
w04007021	갈증의 해결자는 아니었지만 마렝고 전투에서 프랑스가 거둔 승리를 통해 오스트리아는 두 번째로 이탈리아를 포기할수밖에 없었다.	NA	NA	NA
n01131013	GOP가 선두에 서게 된 것은 부재자 투표에서 지지표가 많이 나왔기 때문이고, 이번 주 초 16,500명 정도 앞섰다.	NA	NA	NA
n01033005	연구자들은 종양 DNA 분석이 다른 암들의 근본 원인을 파악하는데 도움이 될 수 있다고 말했다.	NA	NA	NA
n03008011	프랑스 대표단은 ETA는 구식이 될 것이라고 밝혔다.	NA	NA	NA
w01119059	재스민과 유사한딜레마를 겪지 않기 위해 영화제작자는 결국 공주에 관한 애니메이션을 한 스튜디오에서 모두 제작하기로 결정했다.	NA	NA	NA
n01150007	그러나 건축은 산 자와 죽은 자를 잇는 다리를 지을 수 있고 그 경계를 어느 정도 모호하게 만들 수 있다.	NA	NA	NA
w01027015	주요 지형학적특성이 해안지역과는 상이하다는 점을 볼 때 서부 지역과는 상당히 다른 모습을 보인다.	NA	NA	NA
n01026016	선전 교통 경찰은 전에 색다른 교통 위반 처벌 방법을 채택했다.	NA	NA	NA
w04007037	비르누브 선단을 방어한결과 영국 제도로의 침략 계획을 포기하게되었는데 대륙에서 새로운 발전이 일어나고 있었던 것도 계획을 포기한이유였다.	NA	NA	NA
w01075038	이 연구는 이러한 세 가지 요소를 반란을 통해 예측한수익과 유사한요소로 해석하였으며그렇기 때문에 예상 소득이 낮아지게 되면 반란의 가능성이 높아진다고 해석했다.	NA	NA	NA
n01014003	마이클 팰런은 철강재 절단 행사일을 시작으로 2035년까지 수백만 개의 숙련직 일자리가 보호되고신규 투자가 확보될수 있을 거라고 말했다.	NA	NA	NA
w01002013	북서쪽 끝 외부로 가게 되면 타이가가 자주 나타나는데 타이가는 시베리아 전역 중 상당 부분을 덮고 있다.	NA	NA	NA
w02013015	다른 나라보다 영국에서 먼저 산업 혁명이 일어났다.	NA	NA	NA
n03009006	그는 또한 "이러한 문서의 존재가 받아들일 수 없을 정도의 결과를 초래할수 있다"고 지적했다.	NA	NA	NA
n01141020	그러한 행보는 사용자가 자사 제품을 단순히 생산성 도구가 아니라 그 이상의 것으로 생각해주기를 바라는 회사의 욕구를 부각시켰다.	NA	NA	NA
w01148068	이번엔 그에게 접근했지만그는 그녀가 더 이상 그와 결혼하고 싶지 않다는 사실을 믿으려 하지 않았다.	NA	NA	NA
n02027021	그 법은 조건이 충족이 되면 계약의 효력을 다시 발생시킬수 있는 그런 수많은 조건들을 서술하고있는데, 미국은 2000년 이후에 나토(NATO)에 가입한국가에 주둔해있는 군대를 전부 철수하고러시아에 대한 제재를 전부 철회하고그 제재로 인해발생한비용을 변상해주어야 합니다.	NA	NA	NA
n01096032	회사들이 감지 체계와 외국 열강들 사이에 방화벽을 설치하려는노력을 할 수 있지만, 그 노력이 항상 효과적인 것은 아니다.	NA	NA	NA
n02068015	그 바로소스의 교환이 큰 동요를 불러일으켰다.	NA	NA	NA
n01111018	이것으로도 투자자들이 펀드 투자에 몰려드는 것을 막지 못했다.	NA	NA	NA
w01035083	인간 또한 서식지가 파괴되면서자연적서식지를 직접 사용하지못하게 됐다.	NA	NA	NA
w01137087	5월, 체코 국경 수비대는 수비대의 정지 명령에도 아랑곳하지않고 체코슬로바키아 국경을 넘으려던 두 명의 주데텐 독일 농부를 총으로 쐈다.	NA	NA	NA
w01083007	로마노프 왕조의 이러한 이상적인 비전은 그가 자기 나라의 실제 모습을 보지 못하게 만들었다.	NA	NA	NA
n01063051	그들의 리바이벌 곡은 예술적이든 아니든 불편함, 성장, 의미 있는 연결 등 좋은 도전의 매력을 강조한다.	NA	NA	NA
n01033031	그러나 정밀 검사에서 퓨의 오른쪽 폐에 종양이 자라고 있는 것이 발견되어그녀는 임상 시험을 그만두어야 했다.	NA	NA	NA
w01132081	돛은 선사 시대의 중앙 아메리카인의 도해법이나 텍스트에는 나타나지 않으며 대신 고대 마야에서는 카누가 수상 운송의 기본 방식으로 사용되었다는이론이 세워졌다.	NA	NA	NA
w01129019	차는 화염에 덮였으며 켄세스는 걸어 나왔다.	NA	NA	NA
n02066011	오스트레일리아 전문가들은 동아프리카 탄자니아 해역에서 추락한보잉기의 착륙용보조 날개를 조사한후 새로운 결론에 도달했다.	NA	NA	NA
n01066093	그의 아내 앨리스는 “그는 자신의 건강을 전혀 돌보지 않았어요”라고 말했다.	NA	NA	NA
n01079065	예술가들이 사람들의 심금을 울리는 순간만이 우리가 서로의 차이점을 제쳐 두고 한 자리에 모여 있는 순간이다.	NA	NA	NA
w01076054	1916년 발생한아랍 반란은 오스만 제국이 전쟁 초기 2년 동안 우위를 점한 것처럼 보였던 중동 전선에서 오스만 제국에 불리하게형세를 바꾸어 놓았다.	NA	NA	NA
w04007049	나폴레옹은 아우스테를리츠 전투에서 분명 승리를 거뒀기 때문에 포괄적인 평화조약을 체결할수 있을 것으로 확신했지만이런 희망은 곧 물거품이 되었고, 신임 영국 총리인 그렌빌 경이 협약 체결을 거절했으며이는 알렉산더 황제도 마찬가지였다.	NA	NA	NA
n05001005	마드리드 자치지역 원수인 크리스티나 시푸엔테스는 가장 보수적인 색채를 가진 반면 부장관인 자비에르 마로토와 같은 정당의 지도자들은 가장 진보적인 색채를 가졌다.	NA	NA	NA
n01037020	그러나 늘어나고 있는 중국의 중산층은 날마다 폐를 조여오는 스모그를 보면서 베이징 같은 도시의 유해 공기에 대해 큰 목소리로 항의하고있다.	NA	NA	NA
w01040102	바람이 꾸준히 불기 시작하면서지표에 노출된미세입자가 진동하기시작한다.	NA	NA	NA
n01048008	그 추정치는 임대 시장에 진입한새로운 콘도미니엄의 퍼센트와 일치하는데이는 GTA 주택 시장에서 (국내) 투자자들이 중요한역할을 하고 있음을 말해준다.	NA	NA	NA
