sen,verb,verb_idx,cop,cop_idx,child,child_idx,child_features,child_upos,head,head_idx,head_features,head_upos,distance,attractors,metadata,swap_head,feature_vals,prefix,wrong_sen,congruent_attractors,incongruent_attractors,num_attractors,num_congruent_attractors,num_incongruent_attractors,has_attractors,only_has_congruent_attractors,only_has_incongruent_attractors,sample_weight,phenomenon,lang,grammatical_feature,ungrammatical_feature,wo,inflect_item,agreement_certainty
و يزور وفد آخر من رجال الاعمال بغداد حالياً، فيما س يتوجه وفد آخر الى هناك اليوم.,يزور,1,,,وفد,2,"{'Case': 'Nom', 'Definite': 'Ind', 'Number': 'Sing', 'lemma': 'وَفد'}",NOUN,يزور,1,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'زَار'}",VERB,-1,[],"{'newpar id': 'alhayat.20010225.0097:p9', 'sent_id': 'alhayat.20010225.0097:p9u1', 'text': 'ويزور وفد آخر من رجال الاعمال بغداد حالياً، فيما سيتوجه وفد آخر الى هناك اليوم.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-test.conllu'}",تزور,3 -> 2,و,و تزور وفد آخر من رجال الاعمال بغداد حالياً، فيما س يتوجه وفد آخر الى هناك اليوم.,[],[],0,0,0,False,False,False,4.7874683896883057e-05,SV-P,arb,3,2,VS,verb,?
و أوضح أن ه تم بناء مليون وحدة في مصر خلال 20 عاماً و أن هناك زيادة في الطلب على الوحدات ب نسبة تتراوح ما بين 6 ـ 8% سنوياً و سوف يعمل القانون على تشجيع المستثمرين على بناء الوحدات التي يحتاج ها السوق خاصة الإسكان الاقتصادي و المتوسط و مواجهة ظاهرة العشوائيات.,يحتاج,42,,,السوق,44,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'سُوق'}",NOUN,يحتاج,42,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'اِحتَاج'}",VERB,-2,[],"{'newpar id': 'ummah.20040715.0025:p7', 'sent_id': 'ummah.20040715.0025:p7u1', 'text': 'وأوضح أنه تم بناء مليون وحدة في مصر خلال 20 عاماً وأن هناك زيادة في الطلب على الوحدات بنسبة تتراوح ما بين 6 ـ 8% سنوياً وسوف يعمل القانون على تشجيع المستثمرين على بناء الوحدات التي يحتاجها السوق خاصة الإسكان الاقتصادي والمتوسط ومواجهة ظاهرة العشوائيات.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تحتاج,3 -> 2,و أوضح أن ه تم بناء مليون وحدة في مصر خلال 20 عاماً و أن هناك زيادة في الطلب على الوحدات ب نسبة تتراوح ما بين 6 ـ 8% سنوياً و سوف يعمل القانون على تشجيع المستثمرين على بناء الوحدات التي,و أوضح أن ه تم بناء مليون وحدة في مصر خلال 20 عاماً و أن هناك زيادة في الطلب على الوحدات ب نسبة تتراوح ما بين 6 ـ 8% سنوياً و سوف يعمل القانون على تشجيع المستثمرين على بناء الوحدات التي تحتاج ها السوق خاصة الإسكان الاقتصادي و المتوسط و مواجهة ظاهرة العشوائيات.,[],[],0,0,0,False,False,False,4.4572981559166994e-05,SV-P,arb,3,2,VS,verb,?
"و تزداد التجارب منذ الربيع، ما يعني ان الكتاب ""الرقمي"" الذي بقي فترة طويلة مصنفا في خانة العلوم الخيالية، هو في طريق ه الى الانطلاق ب أقصى سرعة.",يعني,7,,,الكتاب,9,"{'Case': 'Acc', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'كِتَاب'}",NOUN,يعني,7,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'عَنَى'}",VERB,-2,[],"{'newpar id': 'afp.20000815.0045:p5', 'sent_id': 'afp.20000815.0045:p5u1', 'text': 'وتزداد التجارب منذ الربيع، ما يعني ان الكتاب ""الرقمي"" الذي بقي فترة طويلة مصنفا في خانة العلوم الخيالية، هو في طريقه الى الانطلاق بأقصى سرعة.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تعني,3 -> 2,و تزداد التجارب منذ الربيع، ما,"و تزداد التجارب منذ الربيع، ما تعني ان الكتاب ""الرقمي"" الذي بقي فترة طويلة مصنفا في خانة العلوم الخيالية، هو في طريق ه الى الانطلاق ب أقصى سرعة.",[],[],0,0,0,False,False,False,5.943064207888934e-05,SV-P,arb,3,2,VS,verb,?
يواجه هذا القسم تحدياتٍ جديدةً الآن.,يواجه,0,,,القسم,2,"{'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'قِسم'}",NOUN,يواجه,0,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'Voice': 'Act', 'lemma': 'وَاجَه'}",VERB,-2,[],"{'newdoc id': 'n05002', 'sent_id': 'n05002020', 'text': 'يواجه هذا القسم تحدياتٍ جديدةً الآن.', 'original_text': 'يواجه هذا القسم تحديات جديدة الآن.', 'text_en': 'This department now faces new challenges.', 'treebank': 'UD_Arabic-PUD/ar_pud-ud-test.conllu'}",تواجه,3 -> 2,,تواجه هذا القسم تحدياتٍ جديدةً الآن.,[],[],0,0,0,False,False,False,8.914596311833399e-05,SV-P,arb,3,2,VS,verb,?
عندما يتعرض رب الأسرة ل أي أزمة طارئة..,يتعرض,1,,,رب,2,"{'Case': 'Nom', 'Definite': 'Cons', 'Number': 'Sing', 'lemma': 'رَبّ'}",NOUN,يتعرض,1,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'تَعَرَّض'}",VERB,-1,[],"{'sent_id': 'ummah.20040715.0004:p6u2', 'text': 'عندما يتعرض رب الأسرة لأي أزمة طارئة..', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تتعرض,3 -> 2,عندما,عندما تتعرض رب الأسرة ل أي أزمة طارئة..,[],[],0,0,0,False,False,False,4.7874683896883057e-05,SV-P,arb,3,2,VS,verb,?
و لما كان القمح مادة استراتيجية حيوية ف ما الذي يضمن ل نا ـ في زمن الأزمات الدولية ـ أن يصل هذا القمح الروماني إلى مصر..,يصل,20,,,القمح,22,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'قَمح'}",NOUN,يصل,20,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Sub', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'وَصَل'}",VERB,-2,[],"{'sent_id': 'ummah.20040809.0077:p5u4', 'text': 'ولما كان القمح مادة استراتيجية حيوية فما الذي يضمن لنا ـ في زمن الأزمات الدولية ـ أن يصل هذا القمح الروماني إلى مصر..', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-dev.conllu'}",تصل,3 -> 2,و لما كان القمح مادة استراتيجية حيوية ف ما الذي يضمن ل نا ـ في زمن الأزمات الدولية ـ أن,و لما كان القمح مادة استراتيجية حيوية ف ما الذي يضمن ل نا ـ في زمن الأزمات الدولية ـ أن تصل هذا القمح الروماني إلى مصر..,[],[],0,0,0,False,False,False,1.371476355666677e-05,SV-P,arb,3,2,VS,verb,?
الحديد عنصرٌ أساسي يحتاجه الجسم لإنتاج خضاب الدم وهو البروتين الموجود في كريات الدم الحمراء والمسؤول عن نقل الأكسجين إلى أنسجة الجسم.,يحتاج,3,,,الجسم,5,"{'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'جِسم'}",NOUN,يحتاج,3,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'Voice': 'Act', 'lemma': 'اِحتَاج'}",VERB,-2,[],"{'newdoc id': 'n01050', 'sent_id': 'n01050006', 'text': 'الحديد عنصرٌ أساسي يحتاجه الجسم لإنتاج خضاب الدم وهو البروتين الموجود في كريات الدم الحمراء والمسؤول عن نقل الأكسجين إلى أنسجة الجسم.', 'original_text': 'الحديد عنصر أساسي يحتاجه الجسم لإنتاج خضاب الدم وهو البروتين الموجود في كريات الدم الحمراء والمسؤول عن نقل الأكسجين إلى أنسجة الجسم.', 'text_en': ""Iron is an essential element the body requires to produce hemoglobin, the protein found in red blood cells that's responsible for transporting oxygen to tissues in the body."", 'treebank': 'UD_Arabic-PUD/ar_pud-ud-test.conllu'}",تحتاج,3 -> 2,الحديد عنصرٌ أساسي,الحديد عنصرٌ أساسي تحتاجه الجسم لإنتاج خضاب الدم وهو البروتين الموجود في كريات الدم الحمراء والمسؤول عن نقل الأكسجين إلى أنسجة الجسم.,[],[],0,0,0,False,False,False,4.4572981559166994e-05,SV-P,arb,3,2,VS,verb,?
و يبدو أن الأمر قد يستغرق بعض الوقت حتى يجد المشروع بعض الرواج.,يجد,9,,,المشروع,10,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'مَشرُوع'}",NOUN,يجد,9,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'وَجَد'}",VERB,-1,[],"{'sent_id': 'ummah.20040628.0054:p17u3', 'text': 'ويبدو أن الأمر قد يستغرق بعض الوقت حتى يجد المشروع بعض الرواج.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تجد,3 -> 2,و يبدو أن الأمر قد يستغرق بعض الوقت حتى,و يبدو أن الأمر قد يستغرق بعض الوقت حتى تجد المشروع بعض الرواج.,[],[],0,0,0,False,False,False,4.7874683896883057e-05,SV-P,arb,3,2,VS,verb,?
و يلتقي اليوم عضو اللجنة المركزية ل حركة »فتح« عباس زكي مع زعيم »الجهاد الإسلامي« رمضان عبدالله شلح، بعدما التقى نائب الرئيس عبدالحليم خدام و بحث مع ه في الوضع الفلسطيني.,يلتقي,1,,,عضو,3,"{'Case': 'Nom', 'Definite': 'Cons', 'Number': 'Sing', 'lemma': 'عُضو'}",NOUN,يلتقي,1,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'اِلتَقَى'}",VERB,-2,[],"{'newpar id': 'alhayat.20020116.0063:p6', 'sent_id': 'alhayat.20020116.0063:p6u1', 'text': 'ويلتقي اليوم عضو اللجنة المركزية لحركة »فتح« عباس زكي مع زعيم »الجهاد الإسلامي« رمضان عبدالله شلح، بعدما التقى نائب الرئيس عبدالحليم خدام وبحث معه في الوضع الفلسطيني.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-test.conllu'}",تلتقي,3 -> 2,و,و تلتقي اليوم عضو اللجنة المركزية ل حركة »فتح« عباس زكي مع زعيم »الجهاد الإسلامي« رمضان عبدالله شلح، بعدما التقى نائب الرئيس عبدالحليم خدام و بحث مع ه في الوضع الفلسطيني.,[],[],0,0,0,False,False,False,8.914596311833399e-05,SV-P,arb,3,2,VS,verb,?
قال خبراء ماليون في بغداد يوم 12/11 الحالي إن من أبرز التحديات التي يواجه ها الاقتصاد العراقي، التحولات في اتجاه التخصيص و الانفتاح على الاستثمارات الخارجية.,يواجه,15,,,الاقتصاد,17,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'اِقتِصَاد'}",NOUN,يواجه,15,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'وَاجَه'}",VERB,-2,[],"{'newpar id': 'ummah.20040705.0016:p2', 'sent_id': 'ummah.20040705.0016:p2u1', 'text': 'قال خبراء ماليون في بغداد يوم 12/11 الحالي إن من أبرز التحديات التي يواجهها الاقتصاد العراقي، التحولات في اتجاه التخصيص والانفتاح على الاستثمارات الخارجية.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تواجه,3 -> 2,قال خبراء ماليون في بغداد يوم 12/11 الحالي إن من أبرز التحديات التي,قال خبراء ماليون في بغداد يوم 12/11 الحالي إن من أبرز التحديات التي تواجه ها الاقتصاد العراقي، التحولات في اتجاه التخصيص و الانفتاح على الاستثمارات الخارجية.,[],[],0,0,0,False,False,False,8.914596311833399e-05,SV-P,arb,3,2,VS,verb,?
و يفترض أن يصل اليوم إلى قطاع غزة اللواء مصطفى البحيري نائب سليمان، ل تقديم الدعوات ل الفصائل الفلسطينية ل حضور اجتماع في القاهرة ل بحث قضية وقف إطلاق النار.,يصل,3,,,اللواء,8,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'لِوَاء'}",NOUN,يصل,3,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Sub', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'وَصَل'}",VERB,-5,[],"{'newpar id': 'ummah.20040705.0020:p5', 'sent_id': 'ummah.20040705.0020:p5u1', 'text': 'ويفترض أن يصل اليوم إلى قطاع غزة اللواء مصطفى البحيري نائب سليمان، لتقديم الدعوات للفصائل الفلسطينية لحضور اجتماع في القاهرة لبحث قضية وقف إطلاق النار.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تصل,3 -> 2,و يفترض أن,و يفترض أن تصل اليوم إلى قطاع غزة اللواء مصطفى البحيري نائب سليمان، ل تقديم الدعوات ل الفصائل الفلسطينية ل حضور اجتماع في القاهرة ل بحث قضية وقف إطلاق النار.,[],[],0,0,0,False,False,False,0.0001988640715716,SV-P,arb,3,2,VS,verb,?
"بالرغم من ذلك, لو تم القبول بالقانون الإنجليزي, لكان لبنات لويس الخامس وفيليب الخامس وكارلوس الرابع حقٌ بالمطالبة بالعرش أكثر من عمتهم إيزابيلا فرنسا.",كان,13,,,حقٌ,24,"{'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'حَقّ'}",NOUN,كان,13,"{'Aspect': 'Perf', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Act', 'lemma': 'كَان'}",VERB,-11,[],"{'newdoc id': 'w05007', 'sent_id': 'w05007004', 'text': 'بالرغم من ذلك, لو تم القبول بالقانون الإنجليزي, لكان لبنات لويس الخامس وفيليب الخامس وكارلوس الرابع حقٌ بالمطالبة بالعرش أكثر من عمتهم إيزابيلا فرنسا.', 'original_text': 'بالرغم من ذلك, لو تم القبول بالقانون الإنجليزي, لكان لبنات لويس الخامس وفيليب الخامس وكارلوس الرابع حق بالمطالبة بالعرش أكثر من عمتهم إيزابيلا فرنسا.', 'text_en': 'Nonetheless, if the English law had been accepted, the daughters of Luis X, Felipe V and Carlos IV would have had more of a claim to the throne, above their aunt Isabella of France.', 'treebank': 'UD_Arabic-PUD/ar_pud-ud-test.conllu'}",كنت,3 -> 1|2,"بالرغم من ذلك, لو تم القبول بالقانون الإنجليزي, ل","بالرغم من ذلك, لو تم القبول بالقانون الإنجليزي, لكنت لبنات لويس الخامس وفيليب الخامس وكارلوس الرابع حقٌ بالمطالبة بالعرش أكثر من عمتهم إيزابيلا فرنسا.",[],[],0,0,0,False,False,False,4.971601789291704e-05,SV-P,arb,3,2,VS,verb,?
"يوحي التصويت المبكر أن الأمريكيين اللاتينيين سيخرجون للتصويت بأعدادٍ كبيرة, لكن من غير الواضح إذا ما سيكون لهذه الزيادة تأثيرٌ.",يكون,21,,,تأثيرٌ,25,"{'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'تَأثِير'}",NOUN,يكون,21,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'Voice': 'Act', 'lemma': 'كَان'}",VERB,-4,[],"{'newdoc id': 'n05008', 'sent_id': 'n05008018', 'text': 'يوحي التصويت المبكر أن الأمريكيين اللاتينيين سيخرجون للتصويت بأعدادٍ كبيرة, لكن من غير الواضح إذا ما سيكون لهذه الزيادة تأثيرٌ.', 'original_text': 'يوحي التصويت المبكر أن الأمريكيين اللاتينيين سيخرجون للتصويت بأعداد كبيرة, لكن من غير الواضح إذا ما سيكون لهذه الزيادة تأثير.', 'text_en': 'The early voting suggests that this time the Latin Americans will come out to vote in greater numbers, but it is unclear whether the increase will have an impact.', 'treebank': 'UD_Arabic-PUD/ar_pud-ud-test.conllu'}",تكون,3 -> 2,"يوحي التصويت المبكر أن الأمريكيين اللاتينيين سيخرجون للتصويت بأعدادٍ كبيرة, لكن من غير الواضح إذا ما س","يوحي التصويت المبكر أن الأمريكيين اللاتينيين سيخرجون للتصويت بأعدادٍ كبيرة, لكن من غير الواضح إذا ما ستكون لهذه الزيادة تأثيرٌ.",[],[],0,0,0,False,False,False,0.0001914987355875,SV-P,arb,3,2,VS,verb,?
أما الفلسطينيون الذين يتحاورون في القاهرة ف لا يملكون من الأمر شيئا، ف جيش الاحتلال لا يتوقف عن جرائم الاغتيال ضد قادة المقاومة سواء أعلنوا الهدنة و أوقفوا إطلاق النار أم واصلوا العمليات الفدائية حتى النهاية، و عرفات لا يريد أن يرى الفلسطينيون إلا ما يرى ه هو، أو يمضون في طريق إلا ب اختيار ه .,يرى,47,,,هو,49,"{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'هُوَ'}",PRON,يرى,47,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'رَأَى'}",VERB,-2,[],"{'newpar id': 'ummah.20040809.0086:p4', 'sent_id': 'ummah.20040809.0086:p4u1', 'text': 'أما الفلسطينيون الذين يتحاورون في القاهرة فلا يملكون من الأمر شيئا، فجيش الاحتلال لا يتوقف عن جرائم الاغتيال ضد قادة المقاومة سواء أعلنوا الهدنة وأوقفوا إطلاق النار أم واصلوا العمليات الفدائية حتى النهاية، وعرفات لا يريد أن يرى الفلسطينيون إلا ما يراه هو، أو يمضون في طريق إلا باختياره.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",ترى,3 -> 2,أما الفلسطينيون الذين يتحاورون في القاهرة ف لا يملكون من الأمر شيئا، ف جيش الاحتلال لا يتوقف عن جرائم الاغتيال ضد قادة المقاومة سواء أعلنوا الهدنة و أوقفوا إطلاق النار أم واصلوا العمليات الفدائية حتى النهاية، و عرفات لا يريد أن يرى الفلسطينيون إلا ما,أما الفلسطينيون الذين يتحاورون في القاهرة ف لا يملكون من الأمر شيئا، ف جيش الاحتلال لا يتوقف عن جرائم الاغتيال ضد قادة المقاومة سواء أعلنوا الهدنة و أوقفوا إطلاق النار أم واصلوا العمليات الفدائية حتى النهاية، و عرفات لا يريد أن يرى الفلسطينيون إلا ما ترى ه هو، أو يمضون في طريق إلا ب اختيار ه .,[],[],0,0,0,False,False,False,1.1143245389791748e-05,SV-P,arb,3,2,VS,verb,?
"يتطلب الأمر غالبيةً مع حزب آخر, تحديداً أصوات 367 نائباً (من بين 550), في حين المطلوب 330 صوتاً لإجراء استفتاء.",يتطلب,0,,,الأمر,1,"{'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'أَمر'}",NOUN,يتطلب,0,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'Voice': 'Act', 'lemma': 'تَطَلَّب'}",VERB,-1,[],"{'newdoc id': 'n03003', 'sent_id': 'n03003036', 'text': 'يتطلب الأمر غالبيةً مع حزب آخر, تحديداً أصوات 367 نائباً (من بين 550), في حين المطلوب 330 صوتاً لإجراء استفتاء.', 'original_text': 'يتطلب الأمر غالبية مع حزب آخر, تحديدا أصوات 367 نائبا (من بين 550), في حين المطلوب 330 صوتا لإجراء استفتاء.', 'text_en': 'A third-party majority is needed, specifically the votes of 367 MPs (out of 550), whereas 330 votes are required in order to trigger a referendum.', 'treebank': 'UD_Arabic-PUD/ar_pud-ud-test.conllu'}",تتطلب,3 -> 2,,"تتطلب الأمر غالبيةً مع حزب آخر, تحديداً أصوات 367 نائباً (من بين 550), في حين المطلوب 330 صوتاً لإجراء استفتاء.",[],[],0,0,0,False,False,False,9.574936779376616e-06,SV-P,arb,3,2,VS,verb,?
و ذكر المعهد الوطني ل العدالة ان قرابة 1،5% من النساء و 0،9 % من الرجال الذين شملت هم الدراسة، اي ما يساوي 1،5 مليون امرأة و 834732 رجلا من مجمل السكان، تعرضوا ل هٰذا النوع من العنف خلال الاشهر 12 التي سبقت التحقيق.,ذكر,1,,,المعهد,2,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'مَعهَد'}",NOUN,ذكر,1,"{'Aspect': 'Perf', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'Voice': 'Act', 'lemma': 'ذَكَر'}",VERB,-1,[],"{'newpar id': 'afp.20000715.0084:p4', 'sent_id': 'afp.20000715.0084:p4u1', 'text': 'وذكر المعهد الوطني للعدالة ان قرابة 1،5% من النساء و 0،9 % من الرجال الذين شملتهم الدراسة، اي ما يساوي 1،5 مليون امرأة و 834732 رجلا من مجمل السكان، تعرضوا لهذا النوع من العنف خلال الاشهر 12 التي سبقت التحقيق.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",ذكرت,3 -> 1|2,و,و ذكرت المعهد الوطني ل العدالة ان قرابة 1،5% من النساء و 0،9 % من الرجال الذين شملت هم الدراسة، اي ما يساوي 1،5 مليون امرأة و 834732 رجلا من مجمل السكان، تعرضوا ل هٰذا النوع من العنف خلال الاشهر 12 التي سبقت التحقيق.,[],[],0,0,0,False,False,False,2.081507995516655e-06,SV-P,arb,3,2,VS,verb,?
و قال خالد أبو المكارم عضو مجلس إدارة الغرفة إن تفاصيل هذه المباحثات لم تعرض على الغرفة مؤكدا أن ها ب الفعل تحدث و يقود ها أحد أقطاب الصناعة و الملابس الجاهزة و أن موقف الغرفة واضح من التعامل مع الإسرائيليين و هو مقاطعة المنتجات الإسرائيلية سواء الخام أو المنتج النهائي.,يقود,24,,,أحد,26,"{'Case': 'Nom', 'Definite': 'Cons', 'Number': 'Sing', 'lemma': 'أَحَد'}",NOUN,يقود,24,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'قَاد'}",VERB,-2,[],"{'newpar id': 'ummah.20040407.0023:p10', 'sent_id': 'ummah.20040407.0023:p10u1', 'text': 'وقال خالد أبو المكارم عضو مجلس إدارة الغرفة إن تفاصيل هذه المباحثات لم تعرض على الغرفة مؤكدا أنها بالفعل تحدث ويقودها أحد أقطاب الصناعة والملابس الجاهزة وأن موقف الغرفة واضح من التعامل مع الإسرائيليين وهو مقاطعة المنتجات الإسرائيلية سواء الخام أو المنتج النهائي.', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تقود,3 -> 2,و قال خالد أبو المكارم عضو مجلس إدارة الغرفة إن تفاصيل هذه المباحثات لم تعرض على الغرفة مؤكدا أن ها ب الفعل تحدث و,و قال خالد أبو المكارم عضو مجلس إدارة الغرفة إن تفاصيل هذه المباحثات لم تعرض على الغرفة مؤكدا أن ها ب الفعل تحدث و تقود ها أحد أقطاب الصناعة و الملابس الجاهزة و أن موقف الغرفة واضح من التعامل مع الإسرائيليين و هو مقاطعة المنتجات الإسرائيلية سواء الخام أو المنتج النهائي.,[],[],0,0,0,False,False,False,4.4572981559166994e-05,SV-P,arb,3,2,VS,verb,?
"ف القيادي في الجماعة الدكتور عصام العريان رأى أن إطلاق زهدي ""بادرة إيجابية""، لٰكن ه اعتبر أن الإصلاح السياسي الذي يحتاج إلي ه المجتمع ""مسألة أخرى"" و لم يجد خطوات الإصلاح ""كاملة"" و تساءل : ""لماذا لا يلغى قانون الطوارئ من أساس ه "".",يحتاج,23,,,المجتمع,26,"{'Case': 'Nom', 'Definite': 'Def', 'Number': 'Sing', 'lemma': 'مُجتَمَع'}",NOUN,يحتاج,23,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'اِحتَاج'}",VERB,-3,[],"{'sent_id': 'ummah.20040407.0012:p4u4', 'text': 'فالقيادي في الجماعة الدكتور عصام العريان رأى أن إطلاق زهدي ""بادرة إيجابية""، لكنه اعتبر أن الإصلاح السياسي الذي يحتاج إليه المجتمع ""مسألة أخرى"" ولم يجد خطوات الإصلاح ""كاملة"" وتساءل: ""لماذا لا يلغى قانون الطوارئ من أساسه"".', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-train.conllu'}",تحتاج,3 -> 2,"ف القيادي في الجماعة الدكتور عصام العريان رأى أن إطلاق زهدي ""بادرة إيجابية""، لٰكن ه اعتبر أن الإصلاح السياسي الذي","ف القيادي في الجماعة الدكتور عصام العريان رأى أن إطلاق زهدي ""بادرة إيجابية""، لٰكن ه اعتبر أن الإصلاح السياسي الذي تحتاج إلي ه المجتمع ""مسألة أخرى"" و لم يجد خطوات الإصلاح ""كاملة"" و تساءل : ""لماذا لا يلغى قانون الطوارئ من أساس ه "".",[],[],0,0,0,False,False,False,9.943203578583407e-05,SV-P,arb,3,2,VS,verb,?
من ناحية اخرى تم السماح لـ 608 اشخاص ب الخروج من العزل بعد الملاحظة الوبائية ، ل يصل عدد الذين رفع عن هم الحجر الصحى الى 4219 .,يصل,17,,,عدد,18,"{'Case': 'Nom', 'Definite': 'Cons', 'Number': 'Sing', 'lemma': 'عَدَد'}",NOUN,يصل,17,"{'Aspect': 'Imp', 'Gender': 'Masc', 'Mood': 'Sub', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'وَصَل'}",VERB,-1,[],"{'newpar id': 'xinhua.20030503.0166:p5', 'sent_id': 'xinhua.20030503.0166:p5u1', 'text': 'من ناحية اخرى تم السماح لـ 608 اشخاص بالخروج من العزل بعد الملاحظة الوبائية ، ليصل عدد الذين رفع عنهم الحجر الصحى الى 4219 .', 'treebank': 'UD_Arabic-PADT/ar_padt-ud-test.conllu'}",تصل,3 -> 2,من ناحية اخرى تم السماح لـ 608 اشخاص ب الخروج من العزل بعد الملاحظة الوبائية ، ل,من ناحية اخرى تم السماح لـ 608 اشخاص ب الخروج من العزل بعد الملاحظة الوبائية ، ل تصل عدد الذين رفع عن هم الحجر الصحى الى 4219 .,[],[],0,0,0,False,False,False,6.13777998677988e-07,SV-P,arb,3,2,VS,verb,?
