sent_correct	sent_wrong
Nach dem Scheitern der Verhandlungen zu der Wiederherstellung der Ratsautorität wollte der Herzog gewaltsam gegen Hamburg vorgehen und Jastram wandte sich an den König von Dänemark, der darauf jedoch Hamburg bedrängte.	Nach dem Scheitern der Verhandlungen zu der Wiederherstellung der Ratsautorität wollten der Herzog gewaltsam gegen Hamburg vorgehen und Jastram wandte sich an den König von Dänemark, der darauf jedoch Hamburg bedrängte.
Nach Ansicht der Polizei könnte die Tat in dem Zusammenhang mit dem Konzert der in Libanon sehr populären Sängerin stehen.	Nach Ansicht der Polizei könnten die Tat in dem Zusammenhang mit dem Konzert der in Libanon sehr populären Sängerin stehen.
In dem November 1994 bis April 1995 war die Zahl der deutschen Gäste um 7,4 Prozent zurückgegangen.	In dem November 1994 bis April 1995 waren die Zahl der deutschen Gäste um 7,4 Prozent zurückgegangen.
Bis 1563 war die Einwohnerzahl von Venedig auf 168.000 Menschen gesunken.	Bis 1563 waren die Einwohnerzahl von Venedig auf 168.000 Menschen gesunken.
Trotz Termin musste ich 60 Minuten warten.	Trotz Termin mussten ich 60 Minuten warten.
Theoretisch könnte ein Paar vier Konten bei Tesco eröffnen und 3 % auf 12.000 Pfund verdienen – 360 Pfund.	Theoretisch könnten ein Paar vier Konten bei Tesco eröffnen und 3 % auf 12.000 Pfund verdienen – 360 Pfund.
Ursprünglich sollte sich der Name 340R auf den Wert PS / t beziehen.	Ursprünglich sollten sich der Name 340R auf den Wert PS / t beziehen.
In den Häusern hatte man eine provisorische Versorgungsbasis eingerichtet und lagerte hier Kostüme und Requisiten.	In den Häusern hatten man eine provisorische Versorgungsbasis eingerichtet und lagerte hier Kostüme und Requisiten.
Von Amerika brach Leutnant Shufeldt auf, von England sollte eine Expedition unter Leutnant Swaine ausgehen, von Deutschland wollte man eine Vorhut unter Hermann von Wissmann absenden, während die Leitung der Hauptexpedition der deutsche Forscher und Kolonialpolitiker Carl Peters übernehmen sollte.	Von Amerika brach Leutnant Shufeldt auf, von England sollten eine Expedition unter Leutnant Swaine ausgehen, von Deutschland wollte man eine Vorhut unter Hermann von Wissmann absenden, während die Leitung der Hauptexpedition der deutsche Forscher und Kolonialpolitiker Carl Peters übernehmen sollte.
Als Jazzsängerin kannst du kein Geld verdienen, und mit einer kleinen Tochter, die ernährt und großgezogen werden muss, war ich gezwungen, kommerziell zu werden.	Als Jazzsängerin könnt du kein Geld verdienen, und mit einer kleinen Tochter, die ernährt und großgezogen werden muss, war ich gezwungen, kommerziell zu werden.
Währenddessen ist seine Tochter Annette, die Dr. Martel geheiratet hat, schwanger geworden und steht kurz vor der Niederkunft.	Währenddessen sind seine Tochter Annette, die Dr. Martel geheiratet hat, schwanger geworden und steht kurz vor der Niederkunft.
Mit einer konsequenten Klimaschutzstrategie könnte die Kirche Vorreiter für ein neues Wohlstandsmodell werden.	Mit einer konsequenten Klimaschutzstrategie könnten die Kirche Vorreiter für ein neues Wohlstandsmodell werden.
Ausgenommen davon war das Recht zu der Auflösung oder Vertagung der Landesversammlung.	Ausgenommen davon waren das Recht zu der Auflösung oder Vertagung der Landesversammlung.
In dem Mai 2012 hatte sich der Komet bereits auf 13,5 mag aufgehellt, und kann mit großen Amateur - Teleskopen bereits beobachtet werden.	In dem Mai 2012 hatten sich der Komet bereits auf 13,5 mag aufgehellt, und kann mit großen Amateur - Teleskopen bereits beobachtet werden.
Nach dem Krieg begannen die umfangreichen Aufbauten, doch sollte die Genossenschaft, wie alle anderen auch, nie wieder zu ihrem alten Glanz zurückkehren und die Zahl der Schwestern bis 1966 auf 556 allein in Deutschland fallen, so dass man mit dem anhaltenden Nachwuchsmangel auch zahlreiche Konvente aufheben musste.	Nach dem Krieg begannen die umfangreichen Aufbauten, doch sollten die Genossenschaft, wie alle anderen auch, nie wieder zu ihrem alten Glanz zurückkehren und die Zahl der Schwestern bis 1966 auf 556 allein in Deutschland fallen, so dass man mit dem anhaltenden Nachwuchsmangel auch zahlreiche Konvente aufheben musste.
Ähnlich ist es in der Zwischenzeit dem ganzen Land gegangen.	Ähnlich sind es in der Zwischenzeit dem ganzen Land gegangen.
Daher ist die Neurowissenschaft von der Vorstellung eines festen Schwellenpotentials abgekommen.	Daher sind die Neurowissenschaft von der Vorstellung eines festen Schwellenpotentials abgekommen.
Gott wird mich fragen: -- Nun, was hast du gemacht?	Gott wird mich fragen: -- Nun, was habt du gemacht?
Bis heute ist der Ort der Kunst verbunden geblieben.	Bis heute sind der Ort der Kunst verbunden geblieben.
Gegen diese Entscheidung hatte die Partei Einspruch eingelegt.	Gegen diese Entscheidung hatten die Partei Einspruch eingelegt.
Wo soviel Rückblick ist, sollte auch Innovation ihren Platz finden.	Wo soviel Rückblick ist, sollten auch Innovation ihren Platz finden.
Aufgrund des dreieckigen Zuschnitts der Terrassenzunge konnte sich die Siedlung nur nach Westen ausdehnen und reichte mit einer Fläche von maximal 25 ha etwa an die spätere salische Stadtgrenze mit der Stadtmauer heran.	Aufgrund des dreieckigen Zuschnitts der Terrassenzunge konnten sich die Siedlung nur nach Westen ausdehnen und reichte mit einer Fläche von maximal 25 ha etwa an die spätere salische Stadtgrenze mit der Stadtmauer heran.
Aus dem Laden könnte man soviel machen.	Aus dem Laden könnten man soviel machen.
Zuvor hatte 1897 ein Zyklon zerstört, was nach dem abgeebbten Goldrausch in den 1870er Jahren übrig geblieben war.	Zuvor hatten 1897 ein Zyklon zerstört, was nach dem abgeebbten Goldrausch in den 1870er Jahren übrig geblieben war.
Denn wenn einer Du Bao nachahme, der nicht so heldenhaft wie er sei, würde der als ruchloser Gauner enden.	Denn wenn einer Du Bao nachahme, der nicht so heldenhaft wie er sei, würden der als ruchloser Gauner enden.
An dem Mittwoch abend konnte die Polizei, die das Gefängnis umstellt hatte, einen weiteren Ausbruchsversuch verhindern.	An dem Mittwoch abend konnten die Polizei, die das Gefängnis umstellt hatte, einen weiteren Ausbruchsversuch verhindern.
In vielen Ländern der Welt, wo jedoch Mangel - und Fehlernährung herrscht, könnte der Kartoffelanbau einen Teil der Ernährungsproblematik lösen helfen.	In vielen Ländern der Welt, wo jedoch Mangel - und Fehlernährung herrscht, könnten der Kartoffelanbau einen Teil der Ernährungsproblematik lösen helfen.
Titel konnte der Verein bislang nicht erringen.	Titel konnten der Verein bislang nicht erringen.
In dem Jahr zuvor hatte das Fondsvermögen 409 Milliarden ausgemacht.	In dem Jahr zuvor hatten das Fondsvermögen 409 Milliarden ausgemacht.
Darin sollte das Schloss ein "verfallenes römisches Landhaus" vorstellen.	Darin sollten das Schloss ein "verfallenes römisches Landhaus" vorstellen.
In dem besten Fall ist es naiv und in dem schlimmsten Fall würde die Jagdlobby schon wieder davonkommen.	In dem besten Fall ist es naiv und in dem schlimmsten Fall würden die Jagdlobby schon wieder davonkommen.
Also nachdem hier jetzt schon andere Bewertungen stehen, wollte ich mich auch mal zu dem Service in dem Kosmetikinstitut äußern.	Also nachdem hier jetzt schon andere Bewertungen stehen, wollten ich mich auch mal zu dem Service in dem Kosmetikinstitut äußern.
Den Unterzeichnern auf Seiten KHD war es offenkundig um ungewöhnlich hohe vereinbarte Anzahlungen der arabischen Kunden gegangen, die Löcher in der ständig notleidenden Motoren - Branche stopfen helfen sollten.	Den Unterzeichnern auf Seiten KHD waren es offenkundig um ungewöhnlich hohe vereinbarte Anzahlungen der arabischen Kunden gegangen, die Löcher in der ständig notleidenden Motoren - Branche stopfen helfen sollten.
Hätte es das Hundezentrum bereits vor sechs Jahren gegeben, hätte es uns viel Zeit, Ärger, Stress und Geld gespart.	Hätte es das Hundezentrum bereits vor sechs Jahren gegeben, hätten es uns viel Zeit, Ärger, Stress und Geld gespart.
Dennoch konnte die Mannschaft aufgrund ihrer Ausgeglichenheit gerade auf den mittleren und hinteren Positionen einige Erfolge feiern.	Dennoch konnten die Mannschaft aufgrund ihrer Ausgeglichenheit gerade auf den mittleren und hinteren Positionen einige Erfolge feiern.
Durch Blockadeaktionen unterbrochen war der Verkehr an dem Montag vor allem auf den großen Nord-Süd-Verbindungen zwischen Paris, Marseille und Toulouse.	Durch Blockadeaktionen unterbrochen waren der Verkehr an dem Montag vor allem auf den großen Nord-Süd-Verbindungen zwischen Paris, Marseille und Toulouse.
Insgesamt ist das Klima eher maritim als kontinental geprägt und es zeigen sich typische klimatische Merkmale besonders dicht besiedelter Räume.	Insgesamt sind das Klima eher maritim als kontinental geprägt und es zeigen sich typische klimatische Merkmale besonders dicht besiedelter Räume.
Während Evidenz auf idealtypischem Verstehen ohne ausreichendem Tatsachenmaterial basieren kann, ist die Realität eines verständlichen Zusammenhangs nur in dem Maße zu behaupten, als ausreichende objektive Daten gegeben sind.	Während Evidenz auf idealtypischem Verstehen ohne ausreichendem Tatsachenmaterial basieren kann, sind die Realität eines verständlichen Zusammenhangs nur in dem Maße zu behaupten, als ausreichende objektive Daten gegeben sind.
Nach dem Ende des Ersten Weltkrieges musste die Familie Straßburg verlassen.	Nach dem Ende des Ersten Weltkrieges mussten die Familie Straßburg verlassen.
Diesen hätte ich auch einfach zu Hause zu mir nehmen können, da ich einen Termin hatte und dennoch warten musste.	Diesen hätten ich auch einfach zu Hause zu mir nehmen können, da ich einen Termin hatte und dennoch warten musste.
In dem vergangenen Jahr war der Fehlbetrag von zuvor 29,7 Millionen auf 67,3 Millionen Mark angeschwollen.	In dem vergangenen Jahr waren der Fehlbetrag von zuvor 29,7 Millionen auf 67,3 Millionen Mark angeschwollen.
Dort konnte das Team unter Trainer Josef Capla und dem Beinamen "River Rats" den Klassenverbleib erst durch einen dritten Platz in der Qualifikationsrunde sichern.	Dort konnten das Team unter Trainer Josef Capla und dem Beinamen "River Rats" den Klassenverbleib erst durch einen dritten Platz in der Qualifikationsrunde sichern.
Es werden immer wieder Konzepte vorgeschlagen, auf die wäre man selbst gar nicht gekommen.	Es werden immer wieder Konzepte vorgeschlagen, auf die wären man selbst gar nicht gekommen.
Für ausländische Touristen ist der Ort in den letzten Jahren attraktiv geworden durch die entspannte Atmosphäre, die Strände und die Surfmöglichkeiten an dem Strand.	Für ausländische Touristen sind der Ort in den letzten Jahren attraktiv geworden durch die entspannte Atmosphäre, die Strände und die Surfmöglichkeiten an dem Strand.
Ende Februar 2009 hatte der Kunde Nederlandse Spoorwegen die ersten beiden Züge des Konsortiums aus Siemens und Bombardier abgenommen.	Ende Februar 2009 hatten der Kunde Nederlandse Spoorwegen die ersten beiden Züge des Konsortiums aus Siemens und Bombardier abgenommen.
Nachfolgend ein kurzer Bericht meiner überaus negativen Erfahrungen: Auf den Werkstatttermin musste ich eine Woche warten.	Nachfolgend ein kurzer Bericht meiner überaus negativen Erfahrungen: Auf den Werkstatttermin mussten ich eine Woche warten.
Nur drei Jahre später hatte der Fußballsport auch in dem noch landwirtschaftlich geprägten Groß - Floridsdorfer Stadtteil Jedlesee in dem Nordosten von Wien Einzug gehalten.	Nur drei Jahre später hatten der Fußballsport auch in dem noch landwirtschaftlich geprägten Groß - Floridsdorfer Stadtteil Jedlesee in dem Nordosten von Wien Einzug gehalten.
An dem späten Donnerstag abend hatte sich die Lage in dem Gefängnis durch das Eingreifen von Bereitschaftspolizisten erneut zugespitzt.	An dem späten Donnerstag abend hatten sich die Lage in dem Gefängnis durch das Eingreifen von Bereitschaftspolizisten erneut zugespitzt.
Nach über einer Stunde musste ich noch einmal anrufen, da man mich nicht zurück gerufen hatte.	Nach über einer Stunde mussten ich noch einmal anrufen, da man mich nicht zurück gerufen hatte.
Gleichzeitig sollte es aber gewährleisten, dass der jeweils höhere Stand in seine Entscheidungen automatisch die der unteren Stände mit einfließen ließ.	Gleichzeitig sollten es aber gewährleisten, dass der jeweils höhere Stand in seine Entscheidungen automatisch die der unteren Stände mit einfließen ließ.
Bereits in dem Dezember 1991 konnte die Arbeit mit der Montage von CKD - Bausätzen des Volkswagen Jettas als FAW - VW Jetta beginnen.	Bereits in dem Dezember 1991 konnten die Arbeit mit der Montage von CKD - Bausätzen des Volkswagen Jettas als FAW - VW Jetta beginnen.
Falls die Anwälte weiter so taktieren wie bisher, könnte das länger dauern.	Falls die Anwälte weiter so taktieren wie bisher, könnten das länger dauern.
Durch dieses Schreiben möchte ich gerne erfahren wie er das gemeint hat.	Durch dieses Schreiben möchten ich gerne erfahren wie er das gemeint hat.
Von dort war Kraftstoff in das Erdreich gesickert.	Von dort waren Kraftstoff in das Erdreich gesickert.
Die Grafschaft, die sich zwischen Rabnitzbach und Raab erstreckte, dürfte bereits um 844 bestanden haben.	Die Grafschaft, die sich zwischen Rabnitzbach und Raab erstreckte, dürften bereits um 844 bestanden haben.
Wer in einer angenehmen Atmosphäre und bei Sonne segeln oder segeln lernen möchte, der ist hier genau richtig.	Wer in einer angenehmen Atmosphäre und bei Sonne segeln oder segeln lernen möchten, der ist hier genau richtig.
Er hinterließ einen so hohen Schuldenberg, dass die Duchess das Erbe ihres verstorbenen Mannes ausschlagen musste.	Er hinterließ einen so hohen Schuldenberg, dass die Duchess das Erbe ihres verstorbenen Mannes ausschlagen mussten.
Seine Nachfolgerin Xandra Schutte, erste Chefredakteurin einer niederländischen politischen Wochenzeitschrift, nahm 2004 ihren Hut, nachdem eine E - Mail an ihren Verleger Jan Hendrik Schoo durchgesickert war, in der sie zehn Redakteure namentlich schlecht beurteilt hatte.	Seine Nachfolgerin Xandra Schutte, erste Chefredakteurin einer niederländischen politischen Wochenzeitschrift, nahm 2004 ihren Hut, nachdem eine E - Mail an ihren Verleger Jan Hendrik Schoo durchgesickert waren, in der sie zehn Redakteure namentlich schlecht beurteilt hatte.
Der japanische Premier Kiichi Miyazawa wiederum, der nach dem regierenden Italiener bei Kohl auftauchte, dürfte den Unwillen seines Gastgebers erregt haben, weil sein Land in entgegengesetzter Richtung aus dem Rahmen der Mittelmäßigkeit fällt.	Der japanische Premier Kiichi Miyazawa wiederum, der nach dem regierenden Italiener bei Kohl auftauchte, dürften den Unwillen seines Gastgebers erregt haben, weil sein Land in entgegengesetzter Richtung aus dem Rahmen der Mittelmäßigkeit fällt.
Bedingung des Vermächtnisses war, dass der Staat Michigan das Gelände als Landschaftsschutzgebiet ausweisen musste, kein Stück davon verkauft werde und Camping für die nächsten 25 Jahre verboten wurde.	Bedingung des Vermächtnisses war, dass der Staat Michigan das Gelände als Landschaftsschutzgebiet ausweisen mussten, kein Stück davon verkauft werde und Camping für die nächsten 25 Jahre verboten wurde.
Er kommt zu dem Schluss, dass das "Kunstwerk der Zukunft" nur durch eine Vereinigung von Tonkunst, Tanzkunst und Drama, in dem Zusammenspiel mit den bildenden Künsten (Bau -, Mal - und Bildhauerkunst) sich zu einer neuen Blüte entfalten könne, und dass die Impulse dazu aus dem Volke kommen müssten.	Er kommt zu dem Schluss, dass das "Kunstwerk der Zukunft" nur durch eine Vereinigung von Tonkunst, Tanzkunst und Drama, in dem Zusammenspiel mit den bildenden Künsten (Bau -, Mal - und Bildhauerkunst) sich zu einer neuen Blüte entfalten können, und dass die Impulse dazu aus dem Volke kommen müssten.
Bereits 1926 schrieb Meyer an Irène Joliot-Curie und schlug ihr vor, dass Rona mit ihr arbeiten könne, um zu lernen, wie sein Labor seine eigenen Polonium-Proben herstellen könnte.	Bereits 1926 schrieb Meyer an Irène Joliot-Curie und schlug ihr vor, dass Rona mit ihr arbeiten könne, um zu lernen, wie sein Labor seine eigenen Polonium-Proben herstellen könnten.
