sent_correct	sent_wrong
„No powiedz, to był jednak niesłychanie przystojny mężczyzna!"	„No powiedz, to byli jednak niesłychanie przystojny mężczyzna!"
chociaż to jest błędna polityka.	chociaż to są błędna polityka.
Proszę Cię aby ś ty zapomniała o tym.	Proszę Cię aby ście ty zapomniała o tym.
- To był koszmar ze szczęśliwym zakończeniem.	- To były koszmar ze szczęśliwym zakończeniem.
Nie było to lekkie zadraśnięcie.	Nie były to lekkie zadraśnięcie.
Oczywiście, to było konstruktywne myślenie.	Oczywiście, to były konstruktywne myślenie.
Obowiązywać będzie następujący cennik WKC.	Obowiązywać będą następujący cennik WKC.
Tworzymy silny zespół i to jest nasz największy atut.	Tworzymy silny zespół i to są nasz największy atut.
Zostałem tutaj i ja.	Zostałbędziemy tutaj i ja.
I to była prawda.	I to były prawda.
Nie byłaby to zresztą duża pomyłka.	Nie byłyby to zresztą duża pomyłka.
Zostałem tutaj i ja.	Zostałjesteśmy tutaj i ja.
We wrześniu, październiku i listopadzie 1999 roku będzie obowiązywać nowy wymiar składek na ubezpieczenie społeczne dla tych grup ubezpieczonych, dla których podstawę wymiaru składek stanowi dochód deklarowany.	We wrześniu, październiku i listopadzie 1999 roku będą obowiązywać nowy wymiar składek na ubezpieczenie społeczne dla tych grup ubezpieczonych, dla których podstawę wymiaru składek stanowi dochód deklarowany.
Jutro o 13.00 przed klubem będzie stał samochód.	Jutro o 13.00 przed klubem będą stał samochód.
To był naprawdę rockowy boom.	To były naprawdę rockowy boom.
Przecież autostradą to jest godzinka.	Przecież autostradą to są godzinka.
Ale była to już zupełnie inna opowieść.	Ale były to już zupełnie inna opowieść.
To było zabawne wrażenie.	To były zabawne wrażenie.
To jest to.	To są to.
Czy byłby to rodzaj protekcjonizmu?	Czy byłyby to rodzaj protekcjonizmu?
To nie było to.	To nie były to.
to jest zupełnie inna sprawa.	to są zupełnie inna sprawa.
Wiatrowski zapytany, czy nie jest mu głupio, że dał się tak oszukać, odpowiada wymijająco: - Gdyby m to ja ukradł te pieniądze, to by m się czerwienił, ale to mnie je ukradziono.	Wiatrowski zapytany, czy nie jest mu głupio, że dał się tak oszukać, odpowiada wymijająco: - Gdyby śmy to ja ukradł te pieniądze, to by m się czerwienił, ale to mnie je ukradziono.
To dopiero będzie uczta.	To dopiero będą uczta.
- A to jest, niestety, śmiertelna choroba.	- A to są, niestety, śmiertelna choroba.
To będzie skromna świątynia.	To będą skromna świątynia.
Od początku swojego istnienia był to związek odpowiedzialny.	Od początku swojego istnienia były to związek odpowiedzialny.
– bo to jest sympatyczna impreza..	– bo to są sympatyczna impreza..
Ale to z pewnością nie był śmiech żadnego z aresztowanych.	Ale to z pewnością nie były śmiech żadnego z aresztowanych.
- Bo to była suknia Dejaniry!	- Bo to były suknia Dejaniry!
Nikt nie wie, jak będzie wyglądać jego życie po życiu.	Nikt nie wie, jak będą wyglądać jego życie po życiu.
- Przecież to jest skandal!	- Przecież to są skandal!
To była decyzja Sownarkomu.	To były decyzja Sownarkomu.
Wtedy sądziłam, że będzie to poważna przygoda w moim życiu.	Wtedy sądziłam, że będą to poważna przygoda w moim życiu.
To było prawdziwie bajkowe uczucie.	To były prawdziwie bajkowe uczucie.
To nie jest coś, co było moim celem.	To nie są coś, co było moim celem.
- Wszystko wskazuje na to, że jest to amfetamina.	- Wszystko wskazuje na to, że są to amfetamina.
To był wielki dzień w życiu Genowefy Wiśniowskiej.	To były wielki dzień w życiu Genowefy Wiśniowskiej.
I to jest dopiero coś...	I to są dopiero coś...
Padł strzał, ale to było pudło.	Padł strzał, ale to były pudło.
Podtopiony dom, to była łódź z ludźmi zakotwiczona na środku Sanu.	Podtopiony dom, to były łódź z ludźmi zakotwiczona na środku Sanu.
Za każdym razem była to oczywiście propozycja nie do odrzucenia.	Za każdym razem były to oczywiście propozycja nie do odrzucenia.
Napadłaś na Kucyka, a to jest ich człowiek w terenie i nie dadzą go ruszyć.	Napadłaś na Kucyka, a to są ich człowiek w terenie i nie dadzą go ruszyć.
– czyli to jest minus ?	– czyli to są minus ?
To był prawdziwy szok.	To były prawdziwy szok.
To nie jest jeszcze dno!	To nie są jeszcze dno!
W niedzielę, 23 stycznia, uroczystej mszy św., która o godz. 18 rozpocznie się w archikatedrze pw. Wniebowzięcia NMP, będzie przewodniczył metropolita białostocki - abp Stanisław Szymecki.	W niedzielę, 23 stycznia, uroczystej mszy św., która o godz. 18 rozpocznie się w archikatedrze pw. Wniebowzięcia NMP, będą przewodniczył metropolita białostocki - abp Stanisław Szymecki.
Poseł Grzegorz Skwierczyński z Samoobrony przekonuje, że jest to spełnienie oczekiwań wyborców.	Poseł Grzegorz Skwierczyński z Samoobrony przekonuje, że są to spełnienie oczekiwań wyborców.
To była elektryczna maszynka do golenia.	To były elektryczna maszynka do golenia.
Nie było to jego mieszkanie.	Nie były to jego mieszkanie.
– jest to faktycznie cegła.	– są to faktycznie cegła.
Trener pewnie ma rację, ale przecież to był incydent.	Trener pewnie ma rację, ale przecież to były incydent.
- Domyślam się, że to był dowcip?	- Domyślam się, że to były dowcip?
To jest przykre stwierdzenie.	To są przykre stwierdzenie.
To był uśmiech jej ojca...	To były uśmiech jej ojca...
To jest druga tendencja.	To są druga tendencja.
Może to był błąd?	Może to były błąd?
- W Janowie to była dziecinada.	- W Janowie to były dziecinada.
18 czerwca br. w Pałacu Prezydenckim w Warszawie spotkają się najlepsze drużyny ze wszystkich województw podczas finału ogólnopolskiego, w którym uczestniczyć będzie prezydent Aleksander Kwaśniewski.	18 czerwca br. w Pałacu Prezydenckim w Warszawie spotkają się najlepsze drużyny ze wszystkich województw podczas finału ogólnopolskiego, w którym uczestniczyć będą prezydent Aleksander Kwaśniewski.
Działać będzie gastronomia.	Działać będą gastronomia.
- Czy to byłby dobry interes dla Polski?	- Czy to byłyby dobry interes dla Polski?
Jutro nad ministerialną propozycją będzie obradował rząd.	Jutro nad ministerialną propozycją będą obradował rząd.
To na tyle mało, że będzie Pan mógł startować jeszcze w innych konkursach.	To na tyle mało, że będą Pan mógł startować jeszcze w innych konkursach.
to był tylko żart.	to były tylko żart.
To była stara tradycja.	To były stara tradycja.
Dla trzeźwego jest to tylko bełkot.	Dla trzeźwego są to tylko bełkot.
Myślę, że to także była niefortunna wypowiedź.	Myślę, że to także były niefortunna wypowiedź.
- To był nieobliczalny piłkarz.	- To byli nieobliczalny piłkarz.
Czyś ty nie brał kluczy?..."	Czyście ty nie brał kluczy?..."
To jest jakaś organizacja.	To są jakaś organizacja.
Pytanie: Co jako doradca będzie pani proponowała premierowi?	Pytanie: Co jako doradca będą pani proponowała premierowi?
Również teraz stwierdzono, że jest to umyślne działanie osób trzecich.	Również teraz stwierdzono, że są to umyślne działanie osób trzecich.
To nie był rozsądny pomysł.	To nie były rozsądny pomysł.
- Między tą datą a grudniem 2008 obowiązywał będzie okres przejściowy - tłumaczy Dariusz Nowicki z warszawskiej firmy farmaceutycznej Polfarmed.	- Między tą datą a grudniem 2008 obowiązywał będą okres przejściowy - tłumaczy Dariusz Nowicki z warszawskiej firmy farmaceutycznej Polfarmed.
Ale czy to była prawda?	Ale czy to były prawda?
O drugim mówi, że to była poprawka.	O drugim mówi, że to były poprawka.
to jest borówka amerykańska tylko większa.	to są borówka amerykańska tylko większa.
– to jest zero.	– to są zero.
Ale przynajmniej będzie to jakiś gest.	Ale przynajmniej będą to jakiś gest.
- To była szopka jak za dawnych lat.	- To były szopka jak za dawnych lat.
to jest jagoda.	to są jagoda.
A to pewnie był akurat chwyt zamierzony przez autora i głęboko uzasadniony.	A to pewnie były akurat chwyt zamierzony przez autora i głęboko uzasadniony.
Może to jest za wielkie słowo, ale ja tak naprawdę czuję.	Może to są za wielkie słowo, ale ja tak naprawdę czuję.
- To jest willa bliźniacza, prawda?	- To są willa bliźniacza, prawda?
Na pewno stąd wyjdziemy i jeszcze dzisiaj będzie pan miał swoją setkę.	Na pewno stąd wyjdziemy i jeszcze dzisiaj będą pan miał swoją setkę.
- To jest ten temat, to jest ten temat.	- To jest ten temat, to są ten temat.
Ja ci już nie odpowiadam.	Ja ci już nie odpowiada.
My katolicy chodzimy w niedzielę do kościołów.	My katolicy chodzą w niedzielę do kościołów.
Bo my, uważasz, Europę kładziemy brzuchem do góry, a potem stroną odwrotną, oglądamy, macamy ladacznicę i wiemy, jaka ona, co z czym, po co i do czego.	Bo my, uważasz, Europę kładą brzuchem do góry, a potem stroną odwrotną, oglądamy, macamy ladacznicę i wiemy, jaka ona, co z czym, po co i do czego.
Rozmaite padliny wieszano na Sienkiewiczu, ale ja w jego obronie zawsze staję.	Rozmaite padliny wieszano na Sienkiewiczu, ale ja w jego obronie zawsze staje.
- Ja go naprawdę nie kocham - zapewniła m .	- Ja go naprawdę nie kocha - zapewniła m .
Rozmaite padliny wieszano na Sienkiewiczu, ale ja w jego obronie zawsze staję.	Rozmaite padliny wieszano na Sienkiewiczu, ale ja w jego obronie zawsze staje.
– Ja ci tutaj mówię coś, co może ci się w życiu twem przydać, a ty żarty sobie stroisz.	– Ja ci tutaj mówi coś, co może ci się w życiu twem przydać, a ty żarty sobie stroisz.
Ale czy to znaczy, że my jako ustawodawcy mamy zrezygnować z tego, że młody człowiek przygotowujący się do zawodu, do egzaminu zawodowego, musi poznać zapach sekretariatu i zapach sali sądowej, musi wiedzieć, na czym to polega.	Ale czy to znaczy, że my jako ustawodawcy mają zrezygnować z tego, że młody człowiek przygotowujący się do zawodu, do egzaminu zawodowego, musi poznać zapach sekretariatu i zapach sali sądowej, musi wiedzieć, na czym to polega.
Znam kilku, co i dziś by chcieli, ale ja - by odejść od formy bezosobowej - nikogo nie pragnę.	Znam kilku, co i dziś by chcieli, ale ja - by odejść od formy bezosobowej - nikogo nie pragnie.
My musimy bronić Wałęsy przed pojebami.	My muszą bronić Wałęsy przed pojebami.
Jak to zrobisz, to ja już nigdy nie dostanę napiwku.	Jak to zrobisz, to ja już nigdy nie dostanie napiwku.
- Czekaj - rzekł Poseł - już my im pokażemy, i do drugiego mnie ciągnie.	- Czekaj - rzekł Poseł - już my im pokażą, i do drugiego mnie ciągnie.
My też nie możemy narzekać.	My też nie mogą narzekać.
- Ja odpowiem tak - odwarknął indagowany.	- Ja odpowie tak - odwarknął indagowany.
Może to jest za wielkie słowo, ale ja tak naprawdę czuję.	Może to jest za wielkie słowo, ale ja tak naprawdę czuje.
Naukowcy twierdzą, że następne pokolenia będą miały sprawniejsze kciuki, bo to one są najważniejsze w esemesowaniu, wiadomościach oraz lajkowaniu, a ja takich kciuków nie posiadam.	Naukowcy twierdzą, że następne pokolenia będą miały sprawniejsze kciuki, bo to one są najważniejsze w esemesowaniu, wiadomościach oraz lajkowaniu, a ja takich kciuków nie posiada.
- Ja im pokażę.	- Ja im pokaże.
Ja wszystko zanotuję, a żona podpisze.	Ja wszystko zanotuje, a żona podpisze.
My też nie znamy prawdy.	My też nie znają prawdy.
Ja np. raz na ok 10 dni gotuję rosołek i robię z niego ok. 10 obiadków (3 x rosołek z kluseczkami, 3 x pomidorowa z mięsem, 3 x sos koperkowy z miesem, do którego potem babcia dogotowuje ziemniaki).	Ja np. raz na ok 10 dni got rosołek i robię z niego ok. 10 obiadków (3 x rosołek z kluseczkami, 3 x pomidorowa z mięsem, 3 x sos koperkowy z miesem, do którego potem babcia dogotowuje ziemniaki).
– Czy ja wiem?	– Czy ja wie?
Ja stracę je już za kilkanaście dni.	Ja straci je już za kilkanaście dni.
WIDMO - Ja mam dowody.	WIDMO - Ja ma dowody.
Ja wszelako nie piszę w imieniu przegranych polityków.	Ja wszelako nie pisze w imieniu przegranych polityków.
Postawicie nam ćwiartkę, a my już damy facetowi radę.	Postawicie nam ćwiartkę, a my już dadzą facetowi radę.
My takiej nie prowadzimy, nie wykonujemy zadań publicznych dla zysku, ale dla dobra mieszkańców.	My takiej nie prowadzą, nie wykonujemy zadań publicznych dla zysku, ale dla dobra mieszkańców.
Wspólne ranne przyjście do biura to jak komunikat: "A my ze sobą śpimy".	Wspólne ranne przyjście do biura to jak komunikat: "A my ze sobą śpią".
My płacimy za oklaski i entuzjazm.	My płacą za oklaski i entuzjazm.
- My, Chilijczycy, tworzymy jeden naród, jesteśmy jednym narodem, świadczy o tym to, że zarówno na dalekiej północy, w Arice, nad granicą Peru, jak i ponad cztery tysiące kilometrów na południe, blisko koła podbiegunowego, mówimy tym samym językiem, bez żadnego dialektu.	- My, Chilijczycy, tworzą jeden naród, jesteśmy jednym narodem, świadczy o tym to, że zarówno na dalekiej północy, w Arice, nad granicą Peru, jak i ponad cztery tysiące kilometrów na południe, blisko koła podbiegunowego, mówimy tym samym językiem, bez żadnego dialektu.
– ja też nie wiem.	– ja też nie wie.
– Ja w każdym razie wybieram chłodny prysznic.	– Ja w każdym razie wybiera chłodny prysznic.
- My tu o wzniosłych rzeczach mówimy.	- My tu o wzniosłych rzeczach mówią.
- My tu o wzniosłych rzeczach mówimy.	- My tu o wzniosłych rzeczach mówią.
Co ja pieprzę?	Co ja pieprzy?
- Ja już sobie znajdę!	- Ja już sobie znajdzie!
Ja klękam, uklęknijcie ze mną...	Ja klęka, uklęknijcie ze mną...
– My nikomu nie kradniemy nazwy, bo Samoobrona jest tak samo nasza, jak i Leppera – mówi radny Mazanek, przewodniczący Komitetu Naczelnego nowej formacji.	– My nikomu nie kradną nazwy, bo Samoobrona jest tak samo nasza, jak i Leppera – mówi radny Mazanek, przewodniczący Komitetu Naczelnego nowej formacji.
Szedł tak jak my teraz idziemy.	Szedł tak jak my teraz idą.
My, grubi, musimy się bronić.	My, grubi, muszą się bronić.
Jeśli ja nie przebierając w słowach opowiem, co myślę o panu Niesiołowskim, to mogę wylądować w więzieniu.	Jeśli ja nie przebierając w słowach opowie, co myślę o panu Niesiołowskim, to mogę wylądować w więzieniu.
Kiedy ja grzeję mleko, ty zawsze musisz zrobić awanturę.	Kiedy ja grzeje mleko, ty zawsze musisz zrobić awanturę.
- Ja nie dam rady pieszo do Brańska chodzić - popłakuje .	- Ja nie da rady pieszo do Brańska chodzić - popłakuje .
– My zrobimy wszystko.	– My zrobią wszystko.
- My nie knujemy - oświadczył em .	- My nie knują - oświadczył em .
My tę opinię już znamy.	My tę opinię już znają.
- Ja pana znam.	- Ja pana zna.
My natomiast uważamy, mając na uwadze doświadczenia pastora, że takie referendum powinno koniecznie się odbyć.	My natomiast uważają, mając na uwadze doświadczenia pastora, że takie referendum powinno koniecznie się odbyć.
To i tak nie jest zawód pozbawiony stresu i ryzyka, a na mercedesy to my nie zarabiamy - tłumaczy kobieta.	To i tak nie jest zawód pozbawiony stresu i ryzyka, a na mercedesy to my nie zarabiają - tłumaczy kobieta.
Ja na chłopców nie patrzę.	Ja na chłopców nie patrzy.
Ciągle też musimy udzielać obszernych wyjaśnień, gdy w sytuacjach towarzyskich mówimy: "Ja nie piję alkoholu".	Ciągle też musimy udzielać obszernych wyjaśnień, gdy w sytuacjach towarzyskich mówimy: "Ja nie pije alkoholu".
ja tak nie znoszę.	ja tak nie znosi.
– Panuje tutaj taka rodzinna atmosfera – starsza pani patrzy z uśmiechem w naszą stronę, a my odwzajemniamy miły uśmiech.	– Panuje tutaj taka rodzinna atmosfera – starsza pani patrzy z uśmiechem w naszą stronę, a my odwzajemniają miły uśmiech.
Powiedział, że my nie dostajemy prezentów.	Powiedział, że my nie dostają prezentów.
Wtedy opiekun tych studni, Zarząd Gospodarki Komunalnej chloruje wodę, a my ponownie badamy, czy tym razem nadaje się już do picia.	Wtedy opiekun tych studni, Zarząd Gospodarki Komunalnej chloruje wodę, a my ponownie badają, czy tym razem nadaje się już do picia.
Ja np. raz na ok 10 dni gotuję rosołek i robię z niego ok. 10 obiadków (3 x rosołek z kluseczkami, 3 x pomidorowa z mięsem, 3 x sos koperkowy z miesem, do którego potem babcia dogotowuje ziemniaki).	Ja np. raz na ok 10 dni gotuje rosołek i robię z niego ok. 10 obiadków (3 x rosołek z kluseczkami, 3 x pomidorowa z mięsem, 3 x sos koperkowy z miesem, do którego potem babcia dogotowuje ziemniaki).
Ja się przebiorę.	Ja się przebierze.
- Więc ja - rzekł zahlmeister - nie mam nic przeciwko temu, o ile pan leutnant się zgodzi.	- Więc ja - rzekł zahlmeister - nie ma nic przeciwko temu, o ile pan leutnant się zgodzi.
ja tylko w pracy patrzę.	ja tylko w pracy patrzy.
- My naprawdę istniejemy tylko po to, by służyć.	- My naprawdę istnieją tylko po to, by służyć.
Ja też zaraz skończę tu przyjmować.	Ja też zaraz skończy tu przyjmować.
Ja rewelacji nie szukam, bo ich nie ma, ale w każdym człowieku jest inność.	Ja rewelacji nie szuka, bo ich nie ma, ale w każdym człowieku jest inność.
Ja kończę swoją prezydenturę.	Ja kończy swoją prezydenturę.
"A my potrafimy rozpoznać, co drzemie w człowieku.	"A my potrafią rozpoznać, co drzemie w człowieku.
W takim razie ja też postawię warunek...	W takim razie ja też postawi warunek...
Natomiast ja sądzę, że to byłoby z wielką szkodą dla Polski.	Natomiast ja sądzi, że to byłoby z wielką szkodą dla Polski.
Bo my za to płacimy.	Bo my za to płacą.
Klaudio, rozumiem cię, ale wystarczy, że my dwoje zostaniemy.	Klaudio, rozumiem cię, ale wystarczy, że my dwoje zostaną.
Czy my wszyscy zasługujemy na życie w państwie rządzonym przez państwa Kaczyńskich?	Czy my wszyscy zasługują na życie w państwie rządzonym przez państwa Kaczyńskich?
Jest tu Stitch, a ja nigdy nie ruszam do bitwy bez mojego plastiku.	Jest tu Stitch, a ja nigdy nie rusza do bitwy bez mojego plastiku.
Pisarz amerykański: To nie jest pańska sprawa, szanowny panie, komu ja kradnę powieści.	Pisarz amerykański: To nie jest pańska sprawa, szanowny panie, komu ja kradnie powieści.
A tak w ogóle to jak jeszcze jutro będzie siedział w tej brei to psy spuszczę i kijem skórę wygarbuję , bo my tu żadnego podmiotu nie chcemy.	A tak w ogóle to jak jeszcze jutro będzie siedział w tej brei to psy spuszczę i kijem skórę wygarbuję , bo my tu żadnego podmiotu nie chcą.
Wiesz, my czasem chorujemy, ba, starzejemy się, i - teraz uwaga - ponieważ nie jesteśmy nieśmiertelni (zaskoczony, co?) po zazwyczaj dość długim życiu.... umieramy!	Wiesz, my czasem chorują, ba, starzejemy się, i - teraz uwaga - ponieważ nie jesteśmy nieśmiertelni (zaskoczony, co?) po zazwyczaj dość długim życiu.... umieramy!
Ja chyba niedługo umrę.	Ja chyba niedługo umrze.
- Ja je produkuję - wyjaśnia Edward Sosna.	- Ja je produkuje - wyjaśnia Edward Sosna.
A ja oddaję za sześćdziesiąt pięć.	A ja oddaje za sześćdziesiąt pięć.
My możemy jedynie dywagować, czy mieszkańcy wolą pewność co do mediów ze starym znanym "wrogiem", czy może lepszą przyszłość, ale bez pewności.	My mogą jedynie dywagować, czy mieszkańcy wolą pewność co do mediów ze starym znanym "wrogiem", czy może lepszą przyszłość, ale bez pewności.
- Ja każdemu poradzę.	- Ja każdemu poradzi.
Ja nawet premiera Oleksego lubię".	Ja nawet premiera Oleksego lubi".
O "wzniosłych i filantropijnych celach" masonerji, mogą nam urzędowo i nieurzędowo blagować ile chcą, - my widzimy i "środki" i "skutki" - i to nam - wystarcza.	O "wzniosłych i filantropijnych celach" masonerji, mogą nam urzędowo i nieurzędowo blagować ile chcą, - my widzą i "środki" i "skutki" - i to nam - wystarcza.
Hmmm ja mam ochotę na kebaba.	Hmmm ja ma ochotę na kebaba.
Pomijając to co mówią twoje źródła, my słyszymy, że Nezmoroz jest dogmatykiem.	Pomijając to co mówią twoje źródła, my słyszą, że Nezmoroz jest dogmatykiem.
- Ja bardzo proszę.	- Ja bardzo prosi.
– Ja też muszę niedługo wyjść.	– Ja też musi niedługo wyjść.
Jeśli ktoś napisze wiersz agitujący do tego, by wstępować w szeregi kół wędkarskich lub jeść pączki tylko z nadzieniem różanym - to ja takiego pisania nie lubię (mam nadzieję, że pączki nie stały się już sprawą polityczną).	Jeśli ktoś napisze wiersz agitujący do tego, by wstępować w szeregi kół wędkarskich lub jeść pączki tylko z nadzieniem różanym - to ja takiego pisania nie lubi (mam nadzieję, że pączki nie stały się już sprawą polityczną).
– Ja w każdym razie wybieram chłodny prysznic.	– Ja w każdym razie wybiera chłodny prysznic.
Ja siadam do komputera!	Ja siada do komputera!
Ja gram na puzonie, a Łukasz na trąbce.	Ja gra na puzonie, a Łukasz na trąbce.
Ja w tę religię wierzę.	Ja w tę religię wierzy.
Ja nie ukrywam żadnych sekretów przed tobą.	Ja nie ukrywa żadnych sekretów przed tobą.
Pytanie podejmują tłumy, wołanie przemienia się w skandowany grzmot: „My – chcemy – Londynu!!!”	Pytanie podejmują tłumy, wołanie przemienia się w skandowany grzmot: „My – chcą – Londynu!!!”
Ja ci pomogę.	Ja ci pomoże.
A my nic nie robimy.	A my nic nie robią.
– My mieszkamy na samej górze.	– My mieszkają na samej górze.
Ja nie potrafię skupić się w tych warunkach na wierszu jako takim - to tak, jakby jeść zupę cebulową prosto z doniczki - ciągle myślę o tej doniczce.	Ja nie potrafi skupić się w tych warunkach na wierszu jako takim - to tak, jakby jeść zupę cebulową prosto z doniczki - ciągle myślę o tej doniczce.
- I ja go kocham.	- I ja go kocha.
Ja pani daję, bo pani jest z Polski!	Ja pani daje, bo pani jest z Polski!
- Przecież ja tu mieszkam...	- Przecież ja tu mieszka...
Świetnie, ale my chcemy całej waszej forsy.	Świetnie, ale my chcą całej waszej forsy.
Ja nie uczęszczam do spowiedzi.	Ja nie uczęszcza do spowiedzi.
Może ja piszę sonety prorocze?	Może ja pisze sonety prorocze?
Ty mnie już widziałeś.	Ty mnie już widziałbędziecie.
Odkrycie, którego dokonała, nie powinno było jej do tego stopnia porazić, a jednak tak się stało: czuła, że coś się zawala, zapada, że do jej wszystkich ciężarów na sercu dokłada się jeszcze jeden, wcale nie mniejszy, ciężar jakiegoś zawodu i smutku, i świadomości, że z jej przyjaźni z Teresą także będą nici.	Odkrycie, którego dokonała, nie powinno były jej do tego stopnia porazić, a jednak tak się stało: czuła, że coś się zawala, zapada, że do jej wszystkich ciężarów na sercu dokłada się jeszcze jeden, wcale nie mniejszy, ciężar jakiegoś zawodu i smutku, i świadomości, że z jej przyjaźni z Teresą także będą nici.
Wyborca, który nie będzie głosował na AWS, w zamian będzie na nią płacił.	Wyborca, który nie będzie głosował na AWS, w zamian będą na nią płacił.
Wartość otrzymanych akcji zależeć będzie, jak dotychczas, od wartości przedsiębiorstwa.	Wartość otrzymanych akcji zależeć będą, jak dotychczas, od wartości przedsiębiorstwa.
- Chociaż nowe prawo dewizowe zrównało pod względem formalnoprawnym walutę polską z walutami wymienialnymi w rozliczeniach wynikających z obrotu dewizowego z zagranicą, uznanie złotego za walutę w pełni wymienialną będzie zależało od siły polskiej gospodarki.	- Chociaż nowe prawo dewizowe zrównało pod względem formalnoprawnym walutę polską z walutami wymienialnymi w rozliczeniach wynikających z obrotu dewizowego z zagranicą, uznanie złotego za walutę w pełni wymienialną będą zależało od siły polskiej gospodarki.
Osoba, która wykupi bloczek opłaty targowej jako rezerwację, będzie opłacać dzienną stawkę pomniejszoną o jednostkową przedpłatę.	Osoba, która wykupi bloczek opłaty targowej jako rezerwację, będą opłacać dzienną stawkę pomniejszoną o jednostkową przedpłatę.
Ustawa, jeżeli zostanie uchwalona w tym kształcie, nie będzie dotyczyła roszczeń Sybiraków, gdyż nie są one skutkiem decyzji nacjonalizacyjnych.	Ustawa, jeżeli zostanie uchwalona w tym kształcie, nie będą dotyczyła roszczeń Sybiraków, gdyż nie są one skutkiem decyzji nacjonalizacyjnych.
Obniżka pensji o 40 procent dotyczyć będzie nie wszystkich piłkarzy, tylko tych, którzy mają najwyższe uposażenia.	Obniżka pensji o 40 procent dotyczyć będą nie wszystkich piłkarzy, tylko tych, którzy mają najwyższe uposażenia.
Park, o którym mowa, podobnie jak Wielkopolski Park Narodowy dla Poznania będzie miał ogromne znaczenie dla pobliskiej Warszawy jako teren wycieczek turystycznych i wczasów świątecznych.	Park, o którym mowa, podobnie jak Wielkopolski Park Narodowy dla Poznania będą miał ogromne znaczenie dla pobliskiej Warszawy jako teren wycieczek turystycznych i wczasów świątecznych.
Ostatecznie tempo dążenia Chorwacji w kierunku Unii Europejskiej będzie zależało od umiejętności tego państwa w spełnianiu wszystkich niezbędnych warunków w oparciu o jego zalety.	Ostatecznie tempo dążenia Chorwacji w kierunku Unii Europejskiej będą zależało od umiejętności tego państwa w spełnianiu wszystkich niezbędnych warunków w oparciu o jego zalety.
