sent_correct	sent_wrong
طفلان عراقيان يغادران الكويت بعد تلقي هما العلاج في مستشفياتها مستشفياتها	طفلان عراقيان يغادرون الكويت بعد تلقي هما العلاج في مستشفياتها مستشفياتها
و ذكر معتز رسلان رجل الأعمال و رئيس مجلس الأعمال المصري الكندي أن هناك بنكين مصريين يستعدان ل العمل في جنوب السودان، معتبرا أن الفرصة جيدة ل اقتحام السودان و أن البنوك س تعدم دور المستثمرين المصريين من خلال توفير التمويل اللازم ل استثمارات هم الجديدة.	و ذكر معتز رسلان رجل الأعمال و رئيس مجلس الأعمال المصري الكندي أن هناك بنكين مصريين يستعدون ل العمل في جنوب السودان، معتبرا أن الفرصة جيدة ل اقتحام السودان و أن البنوك س تعدم دور المستثمرين المصريين من خلال توفير التمويل اللازم ل استثمارات هم الجديدة.
و تواصل فرق البحث الايرانية عمل ها الآن في منطقتي زيد وغزيل في الأراضي العراقية، و لم يتوصل الطرفان بعد الى اقفال ملف الأسرى و المفقودين ، على رغم أن هما قطعا شوطاً كبيراً، اذ تبادلا 97 في المئة من مجموع أسرى هما .	و تواصل فرق البحث الايرانية عمل ها الآن في منطقتي زيد وغزيل في الأراضي العراقية، و لم يتوصل الطرفان بعد الى اقفال ملف الأسرى و المفقودين ، على رغم أن هما قطعوا شوطاً كبيراً، اذ تبادلا 97 في المئة من مجموع أسرى هما .
و أكد بابادوبولوس " ان قرارى مجلس الامن رقمى 541 و 550 يعتبران اعلان , جمهورية شمال قبرص التركية , باطل قانونا و يطالبان ب إلغاء ه ، و يدعوان الدول الى عدم الاعتراف ب ه " .	و أكد بابادوبولوس " ان قرارى مجلس الامن رقمى 541 و 550 يعتبرون اعلان , جمهورية شمال قبرص التركية , باطل قانونا و يطالبان ب إلغاء ه ، و يدعوان الدول الى عدم الاعتراف ب ه " .
دمشق 15-7 (اف ب)- ذكرت صحيفة "تشرين" السورية اليوم السبت ان مستثمرين سوري و سعودي يعتزمان اطلاق مشروع سياحي "مهم" ب قيمة 40 مليون دولار في مدينة اللاذقية السورية الواقعة على ساحل المتوسط.	دمشق 15-7 (اف ب)- ذكرت صحيفة "تشرين" السورية اليوم السبت ان مستثمرين سوري و سعودي يعتزمون اطلاق مشروع سياحي "مهم" ب قيمة 40 مليون دولار في مدينة اللاذقية السورية الواقعة على ساحل المتوسط.
و شدد على أهمية تلك الاتفاقيات التي تهدف إلى إيجاد نوع من التعاون بين المؤسسات الرقابية، مشيراً إلى أن الجانبين المصري و الإيطالي يطبقان نفس المعايير الدولية الخاصة ب المنظمة الدولية ل هيئات سوق المال.	و شدد على أهمية تلك الاتفاقيات التي تهدف إلى إيجاد نوع من التعاون بين المؤسسات الرقابية، مشيراً إلى أن الجانبين المصري و الإيطالي يطبقون نفس المعايير الدولية الخاصة ب المنظمة الدولية ل هيئات سوق المال.
على مارتن أن ينتهي من الكتابين المتبقيين من سلسلته الشهيرة, واللذين يحملان عنوانين مبدئيين هما: "رياح الشتاء" و"حلم الربيع".	على مارتن أن ينتهي من الكتابين المتبقيين من سلسلته الشهيرة, واللذين يحملون عنوانين مبدئيين هما: "رياح الشتاء" و"حلم الربيع".
كما يوضح الفيلم فإن الزوجين لوفينغ ـريتشارد بالتحديدـ شاركا في معارضة السيرورة التاريخية.	كما يوضح الفيلم فإن الزوجين لوفينغ ـريتشارد بالتحديدـ شاركوا في معارضة السيرورة التاريخية.
الا ان البلدين استأنفا علاقات هما الثقافية و الرياضية منذ انتخاب الرئيس الاصلاحي محمد خاتمي في 1997.	الا ان البلدين استأنفوا علاقات هما الثقافية و الرياضية منذ انتخاب الرئيس الاصلاحي محمد خاتمي في 1997.
و قال إن الجانبين اتفقا على خطوات محددة س يتم تنفيذ ها قريباً جداً تتمثل في إقامة معارضة متخصصة ل المنتجات المصرية في العراق و البحث في تنفيذ مشاريع مشتركة ل إعمار العراق.	و قال إن الجانبين اتفقوا على خطوات محددة س يتم تنفيذ ها قريباً جداً تتمثل في إقامة معارضة متخصصة ل المنتجات المصرية في العراق و البحث في تنفيذ مشاريع مشتركة ل إعمار العراق.
و أضاف أن هذه الموضوعات ليست ذات أهمية طويلة المدى و أن ها مشكلات صغيرة، مؤكداً أن الجانبين السعودي و المصري يخططان إلى ما هو أكثر أهمية ك الاستثمارات المشتركة.	و أضاف أن هذه الموضوعات ليست ذات أهمية طويلة المدى و أن ها مشكلات صغيرة، مؤكداً أن الجانبين السعودي و المصري يخططون إلى ما هو أكثر أهمية ك الاستثمارات المشتركة.
و كان من المقرر ان يشارك في الدورة ايضا فريقا الرياضي اللبناني و الخليج السعودي لٰكن هما اعتذرا في وقت متأخر من مساء اليوم الثلاثاء.	و كان من المقرر ان يشارك في الدورة ايضا فريقا الرياضي اللبناني و الخليج السعودي لٰكن هما اعتذروا في وقت متأخر من مساء اليوم الثلاثاء.
يذكر ان المنتخبين شاركا في بطولة كأس العالم الاخيرة التي اقيمت في مصر الصيف الماضي.	يذكر ان المنتخبين شاركوا في بطولة كأس العالم الاخيرة التي اقيمت في مصر الصيف الماضي.
و حذر مصدر رسمي في تصريح لـ»الحياة« من عدم الإسراع في التفاوض مع البنوك، مشيراً إلى أن ذلك يعني مزيداً من الخطر، ف الشركة تتحمل فوائد كبيرة إضافة إلى أجور سنوية تقدر بـ350 مليون جنيه، و هٰذان البندان يمثلان نحو 700 مليون في حين أن إجمالي إنتاج ها نحو بليون جنيه.	و حذر مصدر رسمي في تصريح لـ»الحياة« من عدم الإسراع في التفاوض مع البنوك، مشيراً إلى أن ذلك يعني مزيداً من الخطر، ف الشركة تتحمل فوائد كبيرة إضافة إلى أجور سنوية تقدر بـ350 مليون جنيه، و هٰذان البندان يمثلون نحو 700 مليون في حين أن إجمالي إنتاج ها نحو بليون جنيه.
تبلغ قيصر شخصياً بتصرفات بومبي من قبل كوريو, الذي كانت ولايته قد انتهت في ذلك الوقت.	تبلغ قيصر شخصياً بتصرفات بومبي من قبل كوريو, الذي كان ولايته قد انتهت في ذلك الوقت.
في ذلك الوقت, لم تكن تعيش هناك سوى أربعين عائلة تقريباً مع الكثير من الأراضي الزراعية الجيدة والمراعي من أجل الماشية.	في ذلك الوقت, لم يكن تعيش هناك سوى أربعين عائلة تقريباً مع الكثير من الأراضي الزراعية الجيدة والمراعي من أجل الماشية.
النجاح الذي لقيته سيارات رامبلر صغيرة الحجم التي كانت تصنعها شركة أميريكان موتورز دفع شركتي جنرال موتورز وفورد لطرح سياراتها صغيرة الحجم عام 1960.	النجاح الذي لقيته سيارات رامبلر صغيرة الحجم التي كان تصنعها شركة أميريكان موتورز دفع شركتي جنرال موتورز وفورد لطرح سياراتها صغيرة الحجم عام 1960.
خبر الغش الذي كانت تقوم به الشركة ـوالذي استمر على مدى سنواتـ كلف فولكسفاغن عشرات مليارات اليوروات من قيمتها وكلف المدير التنفيذي مارتن فينتركورن عمله.	خبر الغش الذي كان تقوم به الشركة ـوالذي استمر على مدى سنواتـ كلف فولكسفاغن عشرات مليارات اليوروات من قيمتها وكلف المدير التنفيذي مارتن فينتركورن عمله.
1995 - وزير الخارجية السعودي الامير سعود الفيصل يعلن تطبيع العلاقات الدبلوماسية بين السعودية و الأردن بعد قطيعة دامت خمس سنوات.	1995 - وزير الخارجية السعودي الامير سعود الفيصل يعلنون تطبيع العلاقات الدبلوماسية بين السعودية و الأردن بعد قطيعة دامت خمس سنوات.
و على صعيد العلاقة الأمنية مع القوات الأمريكية، أشارت مصادر في مجلس الحكم إلى أن بعض أعضاء ه طالب ب أن يكون دور هذه القوات ثانوياً و يقتصر على تأمين الإمدادات اللوجستية ل عمليات واسعة س تشن ها قوات وزارة الداخلية على الجماعات التي "تمارس الإرهاب"، في حين شدّد الأمريكيون على رغبة هم ب الإشراف على خطط الداخلية.	و على صعيد العلاقة الأمنية مع القوات الأمريكية، أشارت مصادر في مجلس الحكم إلى أن بعض أعضاء ه طالبوا ب أن يكون دور هذه القوات ثانوياً و يقتصر على تأمين الإمدادات اللوجستية ل عمليات واسعة س تشن ها قوات وزارة الداخلية على الجماعات التي "تمارس الإرهاب"، في حين شدّد الأمريكيون على رغبة هم ب الإشراف على خطط الداخلية.
اللورد هاليفاكس, الرئيس الملكي للمجلس, زار ألمانيا سراً في تشرين الثاني والتقى بهتلر وغيره من المسؤولين الألمان.	اللورد هاليفاكس, الرئيس الملكي للمجلس, زاروا ألمانيا سراً في تشرين الثاني والتقى بهتلر وغيره من المسؤولين الألمان.
المأزق في العراق لا يحتاج إلى دليل.	المأزق في العراق لا يحتاجون إلى دليل.
الا ان اتحاد الصناعة الهندى قال ان قيمة العقود الباطن التى س تحصل علي ها الهند س تكون أقل ب كثير من ما يقدر ه اتحاد الصناعة و التجارة الهندى.	الا ان اتحاد الصناعة الهندى قالوا ان قيمة العقود الباطن التى س تحصل علي ها الهند س تكون أقل ب كثير من ما يقدر ه اتحاد الصناعة و التجارة الهندى.
احد قادة المعارضة يؤكد السعى ل إنشاء حكومة موقتة بالعراق بالعراق	احد قادة المعارضة يؤكدون السعى ل إنشاء حكومة موقتة بالعراق بالعراق
حيث قالت إن تقريراً ل المخابرات التركية يشير إلى قيام إسرائيليين ب شراء أراض غنية ب النفط من الأكراد، في منطقة الموصل.	حيث قالت إن تقريراً ل المخابرات التركية يشيرون إلى قيام إسرائيليين ب شراء أراض غنية ب النفط من الأكراد، في منطقة الموصل.
بينما أعلن الجهاز المركزي ل التعبئة العامة و الإحصاء أن قيمة ما تنفق ه الأسر سنوياً على التعليم و الدروس الخصوصية يصل إلى 6.4 مليارات جنيه تمثل إجمالي الإنفاق على التعليم من ملابس و مواصلات و دروس خصوصية.	بينما أعلن الجهاز المركزي ل التعبئة العامة و الإحصاء أن قيمة ما تنفق ه الأسر سنوياً على التعليم و الدروس الخصوصية يصلون إلى 6.4 مليارات جنيه تمثل إجمالي الإنفاق على التعليم من ملابس و مواصلات و دروس خصوصية.
و تابع أن وعد الحكومة ب تعطيل القرار 506 الخاص ب توريد 75% من حصيلة المصدرين ب النقد الأجنبي ل البنوك حال استقرار سعر الصرف س يضع نظام الصرف الحالي في اختبار جديد ل إثبات قدرة ه على الصمود.	و تابع أن وعد الحكومة ب تعطيل القرار 506 الخاص ب توريد 75% من حصيلة المصدرين ب النقد الأجنبي ل البنوك حالوا استقرار سعر الصرف س يضع نظام الصرف الحالي في اختبار جديد ل إثبات قدرة ه على الصمود.
بيان ل عشائر بني تميم يرفض مبايعة حازم السهيل	بيان ل عشائر بني تميم يرفضون مبايعة حازم السهيل
و قال الخبراء الاقتصاديون ان السعر المحدد من قبل الاوبك و البالغ 25 دولارا ل البرميل الواحد يخدم المنتجين و المستهلكين على السواء .	و قال الخبراء الاقتصاديون ان السعر المحدد من قبل الاوبك و البالغ 25 دولارا ل البرميل الواحد يخدمون المنتجين و المستهلكين على السواء .
و قال خبراء في النفط "ان الزعيم الليبي معمر القذافي الذي تتركز ثروات بلاد ه في النفط و الغاز يرى أن ل الدولار الأميركي جإذبية أكبر من الجنيه الاسترليني".	و قال خبراء في النفط "ان الزعيم الليبي معمر القذافي الذي تتركز ثروات بلاد ه في النفط و الغاز يرون أن ل الدولار الأميركي جإذبية أكبر من الجنيه الاسترليني".
كشف تقرير حديث في مصر أخيراً أن عدد مخالفات السيارات و المركبات و الحافلات على الطرق في مصر بلغ عام 2003 مليون و539 ألف مخالفة.	كشف تقرير حديث في مصر أخيراً أن عدد مخالفات السيارات و المركبات و الحافلات على الطرق في مصر بلغوا عام 2003 مليون و539 ألف مخالفة.
و أضاف الشرقاوي أن مصر تسعى ل زيادة حجم التعامل مع دول الاتحاد الأوروبي عن طريق فتح الأسواق الأوروبية أمام المنتجات المصرية و أيضا زيادة الاستثمارات الأوروبية في مصر خاصة أن حجم الاستثمارات ل الدول الثلاث بلغ حتى نهاية العام الماضي حوالي مليار يورو فقط.	و أضاف الشرقاوي أن مصر تسعى ل زيادة حجم التعامل مع دول الاتحاد الأوروبي عن طريق فتح الأسواق الأوروبية أمام المنتجات المصرية و أيضا زيادة الاستثمارات الأوروبية في مصر خاصة أن حجم الاستثمارات ل الدول الثلاث بلغوا حتى نهاية العام الماضي حوالي مليار يورو فقط.
و حول ما إذا كانت فايزر العالمية س تتدخل ل دعم فيزر مصر كما فعلت في سنوات ماضية قال الحكيم إن الشركة العالمية قدمت خلال عام 2002 حوالي 60 مليون جنيه لفايزر مصر ل تدعيم المركز المالي، و استمر ذلك الدعم خلال الفترة الماضية، غير أن الوضع الحالي ل الشركة زاد سوءاً ف لم تعد الشركة تحقق أية أرباح.	و حول ما إذا كانت فايزر العالمية س تتدخل ل دعم فيزر مصر كما فعلت في سنوات ماضية قال الحكيم إن الشركة العالمية قدمت خلال عام 2002 حوالي 60 مليون جنيه لفايزر مصر ل تدعيم المركز المالي، و استمر ذلك الدعم خلال الفترة الماضية، غير أن الوضع الحالي ل الشركة زادوا سوءاً ف لم تعد الشركة تحقق أية أرباح.
و أشارت إحصائيات برلمانية حول موازنة البرلمان إلى أن البند الصحي و العلاجي ل نواب البرلمان يحمّل موازنة البرلمان الخاصة نصف مليون جنيه مصري كل دورة برلمانية ب خلاف بند الأدوية و مصاريف العيادة الطبية في البرلمان و التي تضم جميع التخصصات.	و أشارت إحصائيات برلمانية حول موازنة البرلمان إلى أن البند الصحي و العلاجي ل نواب البرلمان يحمّلون موازنة البرلمان الخاصة نصف مليون جنيه مصري كل دورة برلمانية ب خلاف بند الأدوية و مصاريف العيادة الطبية في البرلمان و التي تضم جميع التخصصات.
و قال في اجتماع حضر ه أعضاء مجلس إدارة الاتحاد و رؤساء النقابات العامة يوم 27/10 الحالي إن بنك الاستثمار القومي (الذي تملك ه الحكومة) استولى على أموال التأمينات، دون اتفاق أو وجود قرار جمهوري ب ذٰلك ، و إنما ب تعليمات شفوية"!!	و قال في اجتماع حضر ه أعضاء مجلس إدارة الاتحاد و رؤساء النقابات العامة يوم 27/10 الحالي إن بنك الاستثمار القومي (الذي تملك ه الحكومة) استولوا على أموال التأمينات، دون اتفاق أو وجود قرار جمهوري ب ذٰلك ، و إنما ب تعليمات شفوية"!!
و أوضح أن الحوار مع الإسلاميين إذا حدث يؤكد ديموقراطية نظام الحكم و في حالة استبعاد هم من الحوار يعني استمرار النظرة الاستبدادية من النظام تجاه الإسلاميين.	و أوضح أن الحوار مع الإسلاميين إذا حدث يؤكدون ديموقراطية نظام الحكم و في حالة استبعاد هم من الحوار يعني استمرار النظرة الاستبدادية من النظام تجاه الإسلاميين.
أظهرت إحصاءات صدرت عن صندوق الأمم المتحدة ل السكان أن إجمالي سكان الدول العربية بات يمثل خمسة في المائة من إجمالي سكان العالم.	أظهرت إحصاءات صدرت عن صندوق الأمم المتحدة ل السكان أن إجمالي سكان الدول العربية باتوا يمثل خمسة في المائة من إجمالي سكان العالم.
و علمنا ان طاقم الخافرة ادخل المشاركين في هذه الرحلة البحرية غير الشرعية الى ميناء الصيد البحري بقليبية قبل ان يسلموا لاحقا الى فرقة الأبحاث العدلية ل الحرس الوطني ب نابل ل مواصلة التحريات و اتخاذ الاجراءات المتبعة في هذا الشأن ضد هم .	و علمنا ان طاقم الخافرة أدخلوا المشاركين في هذه الرحلة البحرية غير الشرعية الى ميناء الصيد البحري بقليبية قبل ان يسلموا لاحقا الى فرقة الأبحاث العدلية ل الحرس الوطني ب نابل ل مواصلة التحريات و اتخاذ الاجراءات المتبعة في هذا الشأن ضد هم .
و رغم المحاولات المتكررة من جانب مجلس الأعمال المصري الكوري و اتحاد الصناعات و الغرفة الصناعية ل تسويق القرض إلا أن الإقبال علي ه من خلال رجال الصناعة ما زال ضعيفاً جداً.	و رغم المحاولات المتكررة من جانب مجلس الأعمال المصري الكوري و اتحاد الصناعات و الغرفة الصناعية ل تسويق القرض إلا أن الإقبال علي ه من خلال رجال الصناعة ما زالوا ضعيفاً جداً.
يقع الجزء الأكبر من دلتا الدانوب في رومانيا (مقاطعة تولتشيا), في حين أن الجزء الشمالي عند الضفة اليسرى من فرع كيليا فيقع في أوكرانيا (أوديسا أوبلاست).	يقع الجزء الأكبر من دلتا الدانوب في رومانيا (مقاطعة تولتشيا), في حين أن الجزء الشمالي عند الضفة اليسرى من فرع كيليا فيقعون في أوكرانيا (أوديسا أوبلاست).
و قالت المصادر إن الجامعة الجديدة لا تطلب أي شهادات دراسية و هي على غرار "الجامعة المفتوحة" التي تمنح شهادات ها عبر الدراسة عن بعد.	و قالت المصادر إن الجامعة الجديدة لا يطلبن أي شهادات دراسية و هي على غرار "الجامعة المفتوحة" التي تمنح شهادات ها عبر الدراسة عن بعد.
و أشار أيضاً إلى ان تنفيذ مرحلة جديدة في اتفاقية منطقة التجارة العربية الكبرى بدأ منذ ايام قليلة ماضية، متيحاً ب ذٰلك تخفيض الرسوم الجمركية ب نسبة عشرة في المئة سنوياً عن التجارة البينية العربية، و نوه الى أن ه تم قطع نصف الطريق نحو تحقيق منطقة التجارة العربية الكبرى.	و أشار أيضاً إلى ان تنفيذ مرحلة جديدة في اتفاقية منطقة التجارة العربية الكبرى بدأوا منذ ايام قليلة ماضية، متيحاً ب ذٰلك تخفيض الرسوم الجمركية ب نسبة عشرة في المئة سنوياً عن التجارة البينية العربية، و نوه الى أن ه تم قطع نصف الطريق نحو تحقيق منطقة التجارة العربية الكبرى.
و أشار المصدر نفس ه الى ان احد الجنود الاسرائيليين ترك بندقية ه اثناء العراك و تم تسليم ها في ما بعد عبر لجنة الارتباط الفلسطينية الاسرائيلية المشتركة ل الجانب الاسرائيلي، و أوضح ان "لجنة الارتباط المشتركة تحقق في الحادث حاليا بعد ان هدأت الامور".	و أشار المصدر نفس ه الى ان احد الجنود الاسرائيليين تركوا بندقية ه اثناء العراك و تم تسليم ها في ما بعد عبر لجنة الارتباط الفلسطينية الاسرائيلية المشتركة ل الجانب الاسرائيلي، و أوضح ان "لجنة الارتباط المشتركة تحقق في الحادث حاليا بعد ان هدأت الامور".
و قال أردوغان إن زعيم القبارصة الأتراك رؤوف دنكتاش " قام ب خطوات نؤيد ها " ، مضيفا قول ه " إن نا نرى نتائج إيماءة ه الأخيرة ، و علي نا جميعا أن نرحب ب ها ".	و قال أردوغان إن زعيم القبارصة الأتراك رؤوف دنكتاش " قاموا ب خطوات نؤيد ها " ، مضيفا قول ه " إن نا نرى نتائج إيماءة ه الأخيرة ، و علي نا جميعا أن نرحب ب ها ".
و أوضح أن الكيان القانوني الوحيد الممثل ل الصيارفة يعاني التجمد بعد رفض وزير التموين استمرار الشركات في العمل نتيجة تراجع أعضاء ها من 120 إلى 59 شركة.	و أوضح أن الكيان القانوني الوحيد الممثل ل الصيارفة يعانون التجمد بعد رفض وزير التموين استمرار الشركات في العمل نتيجة تراجع أعضاء ها من 120 إلى 59 شركة.
الا ان صحيفة "سيغودنيا" ذكرت ب أن "طاقم الغواصة كي-429 التابع ل أسطول المحيط الهادئ عجز عن الصعود من عمق ستين مترا في العام 1983".	الا ان صحيفة "سيغودنيا" ذكرت ب أن "طاقم الغواصة كي-429 التابع ل أسطول المحيط الهادئ عجزوا عن الصعود من عمق ستين مترا في العام 1983".
خبير من منظمة الصحة العالمية يزور قرية الحجر الصحى الصينية	خبير من منظمة الصحة العالمية يزورون قرية الحجر الصحى الصينية
السفير الإسرائيلي في القاهرة أكد مؤخرا صحة هذه المباحثات و أن إسرائيل س تقدم التقنية المطلوبة ل هٰذه المشروعات و تشارك مصر ب الاستثمار و العمالة الرخيصة و أن المحادثات مستمرة بين رجال الأعمال في البلدين منذ شهرين ب ضوء أخضر من السلطات المصرية "على حد تعبير" السفير الإسرائيلي.	السفير الإسرائيلي في القاهرة أكدوا مؤخرا صحة هذه المباحثات و أن إسرائيل س تقدم التقنية المطلوبة ل هٰذه المشروعات و تشارك مصر ب الاستثمار و العمالة الرخيصة و أن المحادثات مستمرة بين رجال الأعمال في البلدين منذ شهرين ب ضوء أخضر من السلطات المصرية "على حد تعبير" السفير الإسرائيلي.
و على رغم أن الدستور المصري يحدد آليات انتقال السلطة في حال وفاة الرئيس أو عجز ه عن أداء مهمات ه ، ف إن عدم وجود نائب طوال فترة حكم مبارك ظل يثير تساؤلات و بعض القلق أيضاً.	و على رغم أن الدستور المصري يحدد آليات انتقال السلطة في حال وفاة الرئيس أو عجز ه عن أداء مهمات ه ، ف إن عدم وجود نائب طوال فترة حكم مبارك ظلوا يثير تساؤلات و بعض القلق أيضاً.
التيار "الإصلاحي" في الحزب الحاكم يحقق تقدماً	التيار "الإصلاحي" في الحزب الحاكم يحققون تقدماً
و ذكر تقرير أصدر ه الجهاز المركزي ل التعبئة العامة و الإحصاء أن نصيب المواطن المصري من إنتاج الحبوب يصل إلى 280 كجم سنويا و من النشويات 20 كجم و من البقوليات 7 كجم و من الخضر 134 كجم و من الفاكهة 101 كجم.	و ذكر تقرير أصدر ه الجهاز المركزي ل التعبئة العامة و الإحصاء أن نصيب المواطن المصري من إنتاج الحبوب يصلون إلى 280 كجم سنويا و من النشويات 20 كجم و من البقوليات 7 كجم و من الخضر 134 كجم و من الفاكهة 101 كجم.
و أكد أن القانون الجديد ألغى التصنيفات الفرعية ل البنوك و حصر ها في تصنيفين فقط هما البنوك العامة و الخاصة بدلاً من وجود تصنيفات متعددة ب دون هدف و لا فرق بين ها إلا في نظام الملكية حيث كانت هناك بنوك عامة و خاصة و استثمارية و مشتركة .	و أكد أن القانون الجديد الغوا التصنيفات الفرعية ل البنوك و حصر ها في تصنيفين فقط هما البنوك العامة و الخاصة بدلاً من وجود تصنيفات متعددة ب دون هدف و لا فرق بين ها إلا في نظام الملكية حيث كانت هناك بنوك عامة و خاصة و استثمارية و مشتركة .
ما بدأ كتصوير روتيني بالموجات الفوق صوتية انتهى بأمرٍ شديد التعقيد عندما أبلغت الأم الحامل مارغريت بويمر من بلانو, تكساس أن جنينها الذي لم يولد بعد يعاني من حالة نادرة ويحتاج إلى عملية جراحية ليعيش.	ما بدأ كتصوير روتيني بالموجات الفوق صوتية انتهى بأمرٍ شديد التعقيد عندما أبلغت الأم الحامل مارغريت بويمر من بلانو, تكساس أن جنينها الذي لم يولد بعد يعانون من حالة نادرة ويحتاج إلى عملية جراحية ليعيش.
أعلن مسؤولون في دبي يوم 20/9 الحالي أن إنشاء بورصة ل الماس و الذهب و السلع في الإمارة يبدأ عمل ها في النصف الأول من العام المقبل.	أعلن مسؤولون في دبي يوم 20/9 الحالي أن إنشاء بورصة ل الماس و الذهب و السلع في الإمارة يبدأون عمل ها في النصف الأول من العام المقبل.
فريق كندى ل فترة ما بعد الحرب يتوجه الى العراق الأسبوع القادم	فريق كندى ل فترة ما بعد الحرب يتوجهون الى العراق الأسبوع القادم
و أشارت الوثيقة الثانية التي ارسلت ب واسطة البعثة السلوفينية الى الامم المتحدة الى ان بعض المؤسسات اليوغوسلافية لا سيما الجيش و الشرطة "لا تتردد في افتعال نزاعات داخلية و حتى حرب اهلية".	و أشارت الوثيقة الثانية التي ارسلت ب واسطة البعثة السلوفينية الى الامم المتحدة الى ان بعض المؤسسات اليوغوسلافية لا سيما الجيش و الشرطة "لا يترددن في افتعال نزاعات داخلية و حتى حرب اهلية".
و أوضح ان رئيس الوزراء "لم يكن يملك الحق في التخلي عن القدس التي ورث ها الشعب اليهودي" مضيفا "ف هو لا يتمتع ب ائتلاف حكومي و لا ب غالبية في البرلمان و لا حتى دعم السكان".	و أوضح ان رئيس الوزراء "لم يكونوا يملك الحق في التخلي عن القدس التي ورث ها الشعب اليهودي" مضيفا "ف هو لا يتمتع ب ائتلاف حكومي و لا ب غالبية في البرلمان و لا حتى دعم السكان".
و قال الدكتور غالي إن مصر سبق ل ها أن أجرت مشاورات مماثلة مع دول أخرى في الصيف الماضي ب شأن نفس الموضوع و ذٰلك من خلال منظمة التجارة العالمية أيضا.	و قال الدكتور غالي إن مصر سبقوا ل ها أن أجرت مشاورات مماثلة مع دول أخرى في الصيف الماضي ب شأن نفس الموضوع و ذٰلك من خلال منظمة التجارة العالمية أيضا.
من جهة اخرى ذكر التلفزيون الايراني الرسمي امس ان وفدا مهما من الوكالة الدولية ل الطاقة الذرية وصل الى ايران في اطار التحضير ل التقرير الذي س يرفع ه المدير العام ل الوكالة محمد البرادعي في 25 نوفمبر الى مجلس الحكام في الوكالة.	من جهة اخرى ذكر التلفزيون الايراني الرسمي امس ان وفدا مهما من الوكالة الدولية ل الطاقة الذرية وصلوا الى ايران في اطار التحضير ل التقرير الذي س يرفع ه المدير العام ل الوكالة محمد البرادعي في 25 نوفمبر الى مجلس الحكام في الوكالة.
