sent_correct	sent_wrong
Иногда я с ней не гуляю месяцами	Иногда я с ней не гуляет месяцами
А вот вы, господа, докажите, что мы ее НЕ соблюдаем!	А вот вы, господа, докажите, что мы ее НЕ соблюдают!
Кто имеет шанс выжить на планете после того, как она окончательно приобретет тот вид, который мы ей старательно придаем?	Кто имеет шанс выжить на планете после того, как она окончательно приобретет тот вид, который мы ей старательно придают?
А зависимость от пути объективно обуславливает модификацию траектории: мы, может, и не хотим поворота, но вынуждены завернуть под воздействием обстоятельств.	А зависимость от пути объективно обуславливает модификацию траектории: мы, может, и не хотят поворота, но вынуждены завернуть под воздействием обстоятельств.
Т.е. мы вам что-то пообещаем к неопределенному периоду времени.	Т.е. мы вам что-то пообещают к неопределенному периоду времени.
У меня сразу же рождается замысел, что я - в то время уже режиссер Малого театра - встречу его на высшем уровне, по-королевски.	У меня сразу же рождается замысел, что я - в то время уже режиссер Малого театра - встретит его на высшем уровне, по-королевски.
- Нет, разрешите, я вам все-таки объясню, - не унималась Ефимова.	- Нет, разрешите, я вам все-таки объяснит, - не унималась Ефимова.
- А если Семен Петрович умер, а не в обмороке, то я на его похороны не приду, - заплакала Ирина Васильевна, но как-то смиренно.	- А если Семен Петрович умер, а не в обмороке, то я на его похороны не придет, - заплакала Ирина Васильевна, но как-то смиренно.
Это единственное, в чем я с Вами не соглашусь.	Это единственное, в чем я с Вами не согласится.
- Я вас не ругаю: я кота хвалю, - пояснил Николай Иванович.	- Я вас не ругает: я кота хвалю, - пояснил Николай Иванович.
Тем не менее у нас обострятся проблемы, связанные с вступлением в ВТО, - мы в него не вступим.	Тем не менее у нас обострятся проблемы, связанные с вступлением в ВТО, - мы в него не вступят.
- Мы их не делим.	- Мы их не делят.
Ничем мы ему уже не поможем, ибо человек болен неизлечимой болезнью.	Ничем мы ему уже не помогут, ибо человек болен неизлечимой болезнью.
- Когда произошли события на Кавказе, первое, что заявил министр торговли США Гутиерас, а потом и Кондолиза Райс, "ах вы себя неправильно ведете, мы вас не пустим в ВТО".	- Когда произошли события на Кавказе, первое, что заявил министр торговли США Гутиерас, а потом и Кондолиза Райс, "ах вы себя неправильно ведете, мы вас не пустят в ВТО".
магазин хороший всем рекомендую.	магазин хороший всем рекомендует.
Мы вас очень — очень любим, Нам без вас никак нельзя!"	Мы вас очень — очень любят, Нам без вас никак нельзя!"
- Я тебя не оставлю.	- Я тебя не оставит.
- Ну, хорошо, хочешь, я тебе тоннели покажу? - спрашивает наконец Мариам и сворачивает с одной ничем не примечательной улицы, застроенной обычными городскими многоэтажками, на другую точно такую же.	- Ну, хорошо, хочешь, я тебе тоннели покажет? - спрашивает наконец Мариам и сворачивает с одной ничем не примечательной улицы, застроенной обычными городскими многоэтажками, на другую точно такую же.
- Я тебя не оставлю.	- Я тебя не оставит.
В этом смысл и данной статьи, в которой я, в продолжение начатого в "НГ" разговора о социокультурной специфике российского пути развития, постараюсь изложить свою гипотезу о природе устойчивости некоторых стереотипов нашего поведения, которые лишь кажутся традиционными, и о механизмах динамики действительных, а не мнимых традиций под влиянием глобальных вызовов.	В этом смысл и данной статьи, в которой я, в продолжение начатого в "НГ" разговора о социокультурной специфике российского пути развития, постарается изложить свою гипотезу о природе устойчивости некоторых стереотипов нашего поведения, которые лишь кажутся традиционными, и о механизмах динамики действительных, а не мнимых традиций под влиянием глобальных вызовов.
Давай сыграем, я тебе свою биту дам.	Давай сыграем, я тебе свою биту даст.
Если по каким-либо причинам мы изымаем орган, но у нас не получается его трансплантировать, мы его не выкидываем, а захораниваем - мы с почтением относимся к органам умерших.	Если по каким-либо причинам мы изымаем орган, но у нас не получается его трансплантировать, мы его не выкидывают, а захораниваем - мы с почтением относимся к органам умерших.
Очень может быть, что Ньютон, например, был не очень хорошим человеком, но мы, что называется, любим его не только за это.	Очень может быть, что Ньютон, например, был не очень хорошим человеком, но мы, что называется, любят его не только за это.
Если работа по очистке рынка от нежизнеспособных банков продолжится, мы ее однозначно поддержим.	Если работа по очистке рынка от нежизнеспособных банков продолжится, мы ее однозначно поддержат.
Я по привычке ("В убежище, что ли?") сую ноги в валенки, но кричат: "Не вставай!"	Я по привычке ("В убежище, что ли?") сует ноги в валенки, но кричат: "Не вставай!"
Скорее всего, бюрократическая: если я их сюда допущу, то они потом что-нибудь скажут, а мне потом мой начальник скажет, что я сделал ошибку, и я на всякий случай не допущу.	Скорее всего, бюрократическая: если я их сюда допустит, то они потом что-нибудь скажут, а мне потом мой начальник скажет, что я сделал ошибку, и я на всякий случай не допущу.
«Надеюсь я никогда больше не встречу эту торговку».	«Надеюсь я никогда больше не встретит эту торговку».
Уже некоторое время нравится парень, но встречаться я с ним не хочу, потому что на данный момент вообще не хочу ни с кем отношений.	Уже некоторое время нравится парень, но встречаться я с ним не хочет, потому что на данный момент вообще не хочу ни с кем отношений.
Она сегодня ему говорит: "Я тебя очень люблю, ты - единственная радость в моей жизни", а на следующий день уже : "Знаешь, мне кажется, я все-таки люблю не тебя, а кого-то другого".	Она сегодня ему говорит: "Я тебя очень любит, ты - единственная радость в моей жизни", а на следующий день уже : "Знаешь, мне кажется, я все-таки люблю не тебя, а кого-то другого".
- А я тебя снегом тру-тру, совсем было уши отморозил.	- А я тебя снегом трет-тру, совсем было уши отморозил.
А я им как дам!	А я им как даст!
Я вам ее покажу.	Я вам ее покажет.
С тех пор я ее вообще не вижу на улице, раньше она хоть около падика сидела, а теперь вообще ее нет И сам прикол у них электричество нету, синяки может и смартфоны смотрят, а вот ей в 4 стенах да в темноте Мне просто скучно, и вспомнила я про нее Че там вообще может происходить?	С тех пор я ее вообще не видит на улице, раньше она хоть около падика сидела, а теперь вообще ее нет И сам прикол у них электричество нету, синяки может и смартфоны смотрят, а вот ей в 4 стенах да в темноте Мне просто скучно, и вспомнила я про нее Че там вообще может происходить?
И все они боятся что МЫ их заразим.	И все они боятся что МЫ их заразят.
Что из всего этого вышло, мы отлично понимаем.	Что из всего этого вышло, мы отлично понимают.
Я хочу побывать в Нью-Йорке один, мне 16 лет, лето 2021, я забронировал хостел в букинге и мне сказали что, если вам нету 18 лет мы вас не заселим в хостел.	Я хочу побывать в Нью-Йорке один, мне 16 лет, лето 2021, я забронировал хостел в букинге и мне сказали что, если вам нету 18 лет мы вас не заселят в хостел.
Рискуя прослыть интеллигентом, признаюсь, что я их тоже не смотрю.	Рискуя прослыть интеллигентом, признаюсь, что я их тоже не смотрит.
- А я тебя снегом тру-тру, совсем было уши отморозил.	- А я тебя снегом трёт-тру, совсем было уши отморозил.
я вам правду расскажу я хожу и не хожу я не это и не то я пальто	я вам правду расскажет я хожу и не хожу я не это и не то я пальто
Прошу отметить ещё, что зажигалка весьма новая, сомневаюсь, что тут дело в том, что колёсико надо менять	Прошу отметить ещё, что зажигалка весьма новая, сомневается, что тут дело в том, что колёсико надо менять
И мы с вами все понимаем, просто живем в неудачное время, когда сказать "нет" - это попасть в список изгоев, маргиналов или просто идиотов.	И мы с вами все понимают, просто живем в неудачное время, когда сказать "нет" - это попасть в список изгоев, маргиналов или просто идиотов.
И мы к нему быстро идем.	И мы к нему быстро идут.
За исключением тех, которые мы закроем, а мы, наверное, в каждом субъекте Федерации по одной-две школы совсем закроем из-за аварийного состояния.	За исключением тех, которые мы закроем, а мы, наверное, в каждом субъекте Федерации по одной-две школы совсем закроют из-за аварийного состояния.
Да, мы, белые - не столько белые, сколько бледные - выглядим смешно: точнее, смотря на нас, хочется плакать, но уж лучше смеяться.	Да, мы, белые - не столько белые, сколько бледные - выглядят смешно: точнее, смотря на нас, хочется плакать, но уж лучше смеяться.
- Я тебя не оставлю.	- Я тебя не оставит.
Прежде чем я переключу на следующий слайд, я вам просто скажу словами.	Прежде чем я переключу на следующий слайд, я вам просто скажет словами.
На этой более или менее оптимистической ноте мы в этот раз и закончим.	На этой более или менее оптимистической ноте мы в этот раз и закончат.
Именно к таким работам я отношу книгу Л. Симкина "Коротким будет приговор".	Именно к таким работам я относит книгу Л. Симкина "Коротким будет приговор".
Не буду комментировать позицию Павла Алексеевича Астахова, потому что я ее не понимаю.	Не буду комментировать позицию Павла Алексеевича Астахова, потому что я ее не понимает.
Мы третий раз за 100 лет наступаем на одни и те же "грабли".	Мы третий раз за 100 лет наступают на одни и те же "грабли".
Я в деревне жила, я их насквозь вижу!	Я в деревне жила, я их насквозь видит!
Мы правильно вкладываем хотя бы эти малые средства?	Мы правильно вкладывают хотя бы эти малые средства?
Хотя я, как член Центрального совета партии, участвую в разработке законопроектов, сотрудничаю с коллегами".	Хотя я, как член Центрального совета партии, участвует в разработке законопроектов, сотрудничаю с коллегами".
"Мы вместе с Флетчером исследуем в спектакле саму возможность союза мужчины и женщины", - сказал Самгин.	"Мы вместе с Флетчером исследуют в спектакле саму возможность союза мужчины и женщины", - сказал Самгин.
Вы все — беспомощней нервных дам, бестактнее во сто раз, И мне не будет покоя там, куда я уйду от вас!	Вы все — беспомощней нервных дам, бестактнее во сто раз, И мне не будет покоя там, куда я уйдет от вас!
Ну я о женской красоте обычно не по жопе сужу, а по лицу.	Ну я о женской красоте обычно не по жопе судит, а по лицу.
В печали ль, в радости ль, во хмелю, в потемках земельных недр, Я вас всей кровью своей люблю, сады мои — метр на метр!	В печали ль, в радости ль, во хмелю, в потемках земельных недр, Я вас всей кровью своей любит, сады мои — метр на метр!
А мы с нашим движением к равнодоходности внутреннего рынка и экспорта становимся второстепенным игроком.	А мы с нашим движением к равнодоходности внутреннего рынка и экспорта становятся второстепенным игроком.
Сформулируем так: "Я такой-то, говорящий по-русски, верующий или неверующий, не безразличный к судьбе страны, хочу поговорить о христианстве с отцом Илларионом.	Сформулируем так: "Я такой-то, говорящий по-русски, верующий или неверующий, не безразличный к судьбе страны, хочет поговорить о христианстве с отцом Илларионом.
Однажды ты спросишь, что я люблю больше: тебя или Лепса, ты уйдешь красиво, так и не узнав, что я тебя не люблю и это главный мой плюс.	Однажды ты спросишь, что я люблю больше: тебя или Лепса, ты уйдешь красиво, так и не узнав, что я тебя не любит и это главный мой плюс.
А я его не люблю что делать?	А я его не любит что делать?
А у меня тяга к сладкому, вот хочу и все.	А у меня тяга к сладкому, вот хочет и все.
Нет, он был хорошим другом и отличным актером, но как объяснить человеку, что я его не люблю, я не знала и до сих пор не знаю - это же так страшно, обидеть человека.	Нет, он был хорошим другом и отличным актером, но как объяснить человеку, что я его не любит, я не знала и до сих пор не знаю - это же так страшно, обидеть человека.
Сегодня с парнем сидели дурачились, дразнили друг друга как-то по-детски и он сказал "за это я тебя и люблю".	Сегодня с парнем сидели дурачились, дразнили друг друга как-то по-детски и он сказал "за это я тебя и любит".
И я, проживший этот день в эвакуации в Казани, прекрасно его помню.	И я, проживший этот день в эвакуации в Казани, прекрасно его помнит.
"Мы в исламской земле, в Ираке, даем итальянскому правительству 72 часа на то, чтобы убраться из Ирака, иначе наши эскадроны предпримут кое-что еще в ближайшие дни",— говорится в заявлении экстремистов, размещенном на одном из исламистских интернет-сайтов и подписанном "Организация исламский джихад".	"Мы в исламской земле, в Ираке, дают итальянскому правительству 72 часа на то, чтобы убраться из Ирака, иначе наши эскадроны предпримут кое-что еще в ближайшие дни",— говорится в заявлении экстремистов, размещенном на одном из исламистских интернет-сайтов и подписанном "Организация исламский джихад".
Мы, таким образом, сами толкаем толковых врачей к незаконной деятельности, а бестолковых - к еще большему невежеству.	Мы, таким образом, сами толкают толковых врачей к незаконной деятельности, а бестолковых - к еще большему невежеству.
Значит ли это, что мы, по сути дела, ничем не отличаемся от других периферийных держав - например, испанской или турецкой, которые тоже долгое время были гигантскими империями?	Значит ли это, что мы, по сути дела, ничем не отличаются от других периферийных держав - например, испанской или турецкой, которые тоже долгое время были гигантскими империями?
За что мы все, исследователи, работающие в этой и смежной областях, выражаем физикам свою бесконечную признательность.	За что мы все, исследователи, работающие в этой и смежной областях, выражают физикам свою бесконечную признательность.
Я, впрочем, и сейчас не разбираюсь, знаю только, что приличные люди пьют шабли.	Я, впрочем, и сейчас не разбирается, знаю только, что приличные люди пьют шабли.
Я - и как госслужащий, и как общественник - могу только бесконечно повторять: "Простите, простите, простите, что все так медленно".	Я - и как госслужащий, и как общественник - может только бесконечно повторять: "Простите, простите, простите, что все так медленно".
Мы все результаты - и ЕГЭ, и наших экзаменов - пересчитываем в единую шкалу, и тот, кто набрал больше баллов, поступает.	Мы все результаты - и ЕГЭ, и наших экзаменов - пересчитывают в единую шкалу, и тот, кто набрал больше баллов, поступает.
По-разному можно относиться к судам, но я в любом случае уважаю их решение как законопослушный гражданин.	По-разному можно относиться к судам, но я в любом случае уважает их решение как законопослушный гражданин.
Мы и их вовлечем, просто этой категории избирателей, для того, чтобы осознать свой интерес, нужно больше времени.	Мы и их вовлекут, просто этой категории избирателей, для того, чтобы осознать свой интерес, нужно больше времени.
Чекист посоветовал мне сейчас ни к кому не обращаться, так как неизвестно еще, как оно обернется, а прийти часикам к четырем утра, зайти со двора, спросить его: он как раз этой ночью будет дежурить, и мы этот вопрос, скорее всего, решим.	Чекист посоветовал мне сейчас ни к кому не обращаться, так как неизвестно еще, как оно обернется, а прийти часикам к четырем утра, зайти со двора, спросить его: он как раз этой ночью будет дежурить, и мы этот вопрос, скорее всего, решат.
Мы сознательно выстраиваем такую стратегию.	Мы сознательно выстраивают такую стратегию.
Но вдруг небесный глас к покою Нисшел от высоты И рек:« Не в гневе создан мною, Не в вечну жертву гроба ты; Нет -- не страшись!	Но вдруг небесный глас к покою Нисшел от высоты И рек:« Не в гневе создана мною, Не в вечну жертву гроба ты; Нет -- не страшись!
В Книге рекордов Гиннесса зарегистрирован самый большой кекс в мире -- размером 25х1,5 метра.	В Книге рекордов Гиннесса зарегистрирована самый большой кекс в мире -- размером 25х1,5 метра.
странно боги как же так где рука а где рога ведь на мне надет пиджак я желаю пирога	странно боги как же так где рука а где рога ведь на мне надета пиджак я желаю пирога
ниже по течению на расстоянии в 5,5 км расположен город Копычинцы,	ниже по течению на расстоянии в 5,5 км расположена город Копычинцы,
При смене поколения радикально был переработан дизайн автомобиля.	При смене поколения радикально был переработана дизайн автомобиля.
ниже по течению на расстоянии в 5,5 км расположен город Копычинцы,	ниже по течению на расстоянии в 5,5 км расположенная город Копычинцы,
В городе, имеющим множество архитектурных памятников XVIII -- XIX веков, развит туризм.	В городе, имеющим множество архитектурных памятников XVIII -- XIX веков, развитая туризм.
В городе, имеющим множество архитектурных памятников XVIII -- XIX веков, развит туризм.	В городе, имеющим множество архитектурных памятников XVIII -- XIX веков, развита туризм.
Река Вязьма, некогда чистая (непосредственно перед городом воду можно было спокойно пить), после строительства птицефабрики ``Лесная&#39;&#39; и свинокомплекса ``Боровое&#39;&#39; в районах верхнего течения была отравлена и загрязнена.	Река Вязьма, некогда чистая (непосредственно перед городом воду можно было спокойно пить), после строительства птицефабрики ``Лесная&#39;&#39; и свинокомплекса ``Боровое&#39;&#39; в районах верхнего течения были отравлена и загрязнена.
Он совершенно правильно предположил, что полёт такого тела будет представлять собой суперпозицию (наложение) двух "простых движений": равномерного горизонтального движения по инерции и равноускоренного вертикального падения.	Он совершенно правильно предположил, что полёт такого тела будут представлять собой суперпозицию (наложение) двух "простых движений": равномерного горизонтального движения по инерции и равноускоренного вертикального падения.
Курс лечения до июля будет стоить 80 тысяч рублей.	Курс лечения до июля будут стоить 80 тысяч рублей.
Первый урожай, выращенный москвичами на этой земле, был потрясающим.	Первый урожай, выращенный москвичами на этой земле, были потрясающим.
При этом будут достигнуты равные условия для конкуренции, и тот самый малый бизнес, который сейчас не платит ни НДС, ни ЕСН, вообще ничего не платит в нашем секторе, будет платить.	При этом будут достигнуты равные условия для конкуренции, и тот самый малый бизнес, который сейчас не платит ни НДС, ни ЕСН, вообще ничего не платит в нашем секторе, будут платить.
И напряжение с каждым днем нарастает, ибо выдвижение кандидатов в депутаты по избирательным округам будет проходить в течение всего лишь одного месяца - с 26 декабря по 24 января.	И напряжение с каждым днем нарастает, ибо выдвижение кандидатов в депутаты по избирательным округам будут проходить в течение всего лишь одного месяца - с 26 декабря по 24 января.
Сочетание в единой системе таких возможностей, то есть концентрации информации и быстрой ее передачи по запросам абонентов, будет способствовать объединению научного, технического, социального опыта, сделает его общедоступным.	Сочетание в единой системе таких возможностей, то есть концентрации информации и быстрой ее передачи по запросам абонентов, будут способствовать объединению научного, технического, социального опыта, сделает его общедоступным.
При наличии готовности к инвестированию и финансовых ресурсов для него капиталооснащенность труда (в терминах модели роста Нобелевского лауреата Р.Солоу), как минимум, снижаться не будет, поддерживая экономический рост.	При наличии готовности к инвестированию и финансовых ресурсов для него капиталооснащенность труда (в терминах модели роста Нобелевского лауреата Р.Солоу), как минимум, снижаться не будут, поддерживая экономический рост.
По словам Юрия Горлина, замглавы Института социального анализа и прогнозирования, повышение нужно, иначе соотношение средних зарплат и пенсий неминуемо будет падать.	По словам Юрия Горлина, замглавы Института социального анализа и прогнозирования, повышение нужно, иначе соотношение средних зарплат и пенсий неминуемо будут падать.
Шпага нас теперь занимать не будет, а вот одноглазие, тем более связанное с Люцифером, достойно внимания.	Шпага нас теперь занимать не будут, а вот одноглазие, тем более связанное с Люцифером, достойно внимания.
Но первые меры могут появиться уже после послания, сказал он, тем более что правительство в нынешнем составе будет работать еще почти два месяца после выборов.	Но первые меры могут появиться уже после послания, сказал он, тем более что правительство в нынешнем составе будут работать еще почти два месяца после выборов.
Разработка предпроектной и проектной документации по помещениям будет вестись за счет бюджета Москвы.	Разработка предпроектной и проектной документации по помещениям будут вестись за счет бюджета Москвы.
Цепочка, составляющая полный цикл этой деятельности, будет выглядеть следующим образом:	Цепочка, составляющая полный цикл этой деятельности, будут выглядеть следующим образом:
Отвлекаясь от литературной формулировки Гайдара "бесконечно долго", полагаю, что фактор научно-технического прогресса еще длительное время будет играть все возрастающую роль в экономическом росте, снимая традиционные в смысле теорий экономического роста ресурсные ограничения.	Отвлекаясь от литературной формулировки Гайдара "бесконечно долго", полагаю, что фактор научно-технического прогресса еще длительное время будут играть все возрастающую роль в экономическом росте, снимая традиционные в смысле теорий экономического роста ресурсные ограничения.
