sent_id	sent_correct	sent_wrong	swap_head	feature_vals
n01150051	«Архитектура не поможет умершим, но она может сохранить их воспоминания среди живых», — говорит он.	«Архитектура не поможет умершим, но она может сохранить их воспоминания среди живых», — говорят он.	говорят	SG -> PL
w01026037	Большая часть дельты Дуная находится в Румынии (уезд Тулча), в то время как его северная часть, расположенная на левом берегу Килийского гирла, находится в Украине (Одесская область).	Большая часть дельты Дуная находится в Румынии (уезд Тулча), в то время как его северная часть, расположенная на левом берегу Килийского гирла, находятся в Украине (Одесская область).	находятся	SG -> PL
w01035081	Сельскохозяйственная земля действительно может пострадать от разрушения ландшафта.	Сельскохозяйственная земля действительно могут пострадать от разрушения ландшафта.	могут	SG -> PL
w01105057	Она была настолько успешной, что военные использовали ее много лет после войны, а в некоторых странах она использовалась и в 1980-х годах.	Она была настолько успешной, что военные использовал ее много лет после войны, а в некоторых странах она использовалась и в 1980-х годах.	использовал	PL -> SG
w01084102	Эта связь с Западом в течение XVI века привела к периоду значительного экономического роста, поскольку появились прибыльные торговые маршруты.	Эта связь с Западом в течение XVI века привела к периоду значительного экономического роста, поскольку появился прибыльные торговые маршруты.	появился	PL -> SG
w01092032	Промышленная революция создала спрос на металлические детали, используемые в станках.	Промышленная революция создали спрос на металлические детали, используемые в станках.	создали	SG -> PL
w01010044	Разные германские и главные славянские племена перешли через Моравию во время Великого переселения народов, прежде чем славяне стали отдельной народностью в 6 веке н. э.	Разные германские и главные славянские племена перешли через Моравию во время Великого переселения народов, прежде чем славяне стал отдельной народностью в 6 веке н. э.	стал	PL -> SG
n01084008	Т. е. теоретически семейная пара может открыть четыре счета «Теско» и получить 3% от 12000 фунтов стерлингов, т. е. 360 фунтов стерлингов.	Т. е. теоретически семейная пара могут открыть четыре счета «Теско» и получить 3% от 12000 фунтов стерлингов, т. е. 360 фунтов стерлингов.	могут	SG -> PL
n01105013	Но теперь везде царит бардак, а он, похоже, продолжает искать ответы на вопросы.	Но теперь везде царит бардак, а он, похоже, продолжают искать ответы на вопросы.	продолжают	SG -> PL
n01051004	Обычное ультразвуковое обследование привело к сложной ситуации, когда будущей матери, Маргарет Боемер из Плано, штат Техас, сказали, что у ее еще не родившегося ребенка обнаружено редкое заболевание и что необходимо хирургическое вмешательство, чтобы он выжил.	Обычное ультразвуковое обследование привело к сложной ситуации, когда будущей матери, Маргарет Боемер из Плано, штат Техас, сказали, что у ее еще не родившегося ребенка обнаружено редкое заболевание и что необходимо хирургическое вмешательство, чтобы он выжили.	выжили	SG -> PL
n01080042	Мне хотелось посмотреть его с ними, но в конце концов они решили, что им лучше посмотреть его без меня.	Мне хотелось посмотреть его с ними, но в конце концов они решил, что им лучше посмотреть его без меня.	решил	PL -> SG
n03004003	В четверг 3 ноября мэр города Сан-Годан (в регионе Верхняя Гаронна) принял решение прервать действие соглашения по городскому развитию, заключенного с правительством, сформированным в 2014 году.	В четверг 3 ноября мэр города Сан-Годан (в регионе Верхняя Гаронна) приняли решение прервать действие соглашения по городскому развитию, заключенного с правительством, сформированным в 2014 году.	приняли	SG -> PL
n01082014	«Все больше людей берут кредиты… Хотя сейчас заимствование управляемо, внезапное изменение обстоятельств может привести к проблемам с долгами».	«Все больше людей берут кредиты… Хотя сейчас заимствование управляемо, внезапное изменение обстоятельств могут привести к проблемам с долгами».	могут	SG -> PL
n01069006	Либерал-демократы, которые представляли богатые пригороды до 2010 года, надеются вернуть свои позиции благодаря кандидату Саре Олни.	Либерал-демократы, которые представляло богатые пригороды до 2010 года, надеются вернуть свои позиции благодаря кандидату Саре Олни.	представляло	PL -> SG
w01001049	Этот устав позволил создать организацию торговцев, руководимую жителями города для обложения налогом людей, проходящих через городок.	Этот устав позволили создать организацию торговцев, руководимую жителями города для обложения налогом людей, проходящих через городок.	позволили	SG -> PL
w05006058	С другой стороны, во внешней истории есть отсылки к истории людей, говорящих на испанском, исторической динамике их языка и его социальному использованию.	С другой стороны, во внешней истории будет отсылки к истории людей, говорящих на испанском, исторической динамике их языка и его социальному использованию.	будет	PL -> SG
w05010026	Но когда Сенат окончательно ответил ему, запретив баллотироваться на должность консула и дав ему выбор между отводом войск и тем, чтобы стать врагом республики, он понял: что бы он ни выбрал, он сдастся безоружным своим политическим противникам.	Но когда Сенат окончательно ответил ему, запретив баллотироваться на должность консула и дав ему выбор между отводом войск и тем, чтобы стать врагом республики, он понял: что бы он ни выбрал, он сдадутся безоружным своим политическим противникам.	сдадутся	SG -> PL
w01144063	Республиканцы получили места в Сенате впервые с 1952 года и заработали 34 места в Палате представителей, но демократы сохранили за собой большинство.	Республиканцы получили места в Сенате впервые с 1952 года и заработали 34 места в Палате представителей, но демократы сохранил за собой большинство.	сохранил	PL -> SG
w03010098	Весной 1948 года, в надежде адаптировать Тинтина для кино, бельгийский художник написал письмо Уолту Диснею, тщетно прося у него поддержки.	Весной 1948 года, в надежде адаптировать Тинтина для кино, бельгийский художник написали письмо Уолту Диснею, тщетно прося у него поддержки.	написали	SG -> PL
n01090004	Я смотрела на фотографии мотокросса, и чем больше я смотрела, тем чаще я встречала лицо этой женщины, а сами фото выглядели словно из 1970-х.	Я смотрела на фотографии мотокросса, и чем больше я смотрела, тем чаще я встречали лицо этой женщины, а сами фото выглядели словно из 1970-х.	встречали	SG -> PL
w01045002	Название «Карибский» происходит от Карибов, одной из доминирующих индейских групп в регионе в момент контакта с европейцами в конце XV века.	Название «Карибский» происходят от Карибов, одной из доминирующих индейских групп в регионе в момент контакта с европейцами в конце XV века.	происходят	SG -> PL
n01022010	«Мы идем в правильном направлении: Парижские соглашения замедлят изменение климата, так же как и недавние поправки по сокращению выбросов парниковых газов гидрофторуглеродов (ГФУ), принятые в Кигали», — сказал Эрик Солхейм, глава ЮНЕП.	«Мы идем в правильном направлении: Парижские соглашения замедлит изменение климата, так же как и недавние поправки по сокращению выбросов парниковых газов гидрофторуглеродов (ГФУ), принятые в Кигали», — сказал Эрик Солхейм, глава ЮНЕП.	замедлит	PL -> SG
w04009042	Этот человек сказал ему, что грядет война между двумя вселенными, как предсказали они с Уолтером; именно по этой причине Оливию и других тренировали в детстве.	Этот человек сказал ему, что грядет война между двумя вселенными, как предсказал они с Уолтером; именно по этой причине Оливию и других тренировали в детстве.	предсказал	PL -> SG
w01132042	Паттерны, полученные из данных по районам Петен и Ушактун, позволили сделать вывод о культурном развитии долин майя.	Паттерны, полученные из данных по районам Петен и Ушактун, позволил сделать вывод о культурном развитии долин майя.	позволил	PL -> SG
n01049022	«Марихуана помогает при боли в спине, марихуана помогает при тошноте, этот продукт заставляет вас спать по ночам», — говорит Дитрих из штаб-квартиры компании в Денвере, штат Колорадо, где марихуана продается на законных основаниях.	«Марихуана помогает при боли в спине, марихуана помогает при тошноте, этот продукт заставляет вас спать по ночам», — говорит Дитрих из штаб-квартиры компании в Денвере, штат Колорадо, где марихуана продаются на законных основаниях.	продаются	SG -> PL
n01053041	«Ее голос буквально обошел весь мир», — сказала Лейв.	«Ее голос буквально обошли весь мир», — сказала Лейв.	обошли	SG -> PL
n01133022	Представитель Харлей-Дэвидсон заявила, что сроки, упомянутые в СМИ (2017 или 2020 год), не точны.	Представитель Харлей-Дэвидсон заявили, что сроки, упомянутые в СМИ (2017 или 2020 год), не точны.	заявили	SG -> PL
w02013033	Суэцкий кризис 1956 года определил границы старых колониальных держав, Англии и Франции, в меняющемся мире.	Суэцкий кризис 1956 года определили границы старых колониальных держав, Англии и Франции, в меняющемся мире.	определили	SG -> PL
w03005014	Первые греческие тексты начали появляться с 9 века до н. э.	Первые греческие тексты начал появляться с 9 века до н. э.	начал	PL -> SG
n01107006	Все это также сделало «Фольксваген» привлекательной целью для огромных судебных исков, на которые пришлось потратить более 16 миллиардов евро из резервов компании.	Все это также сделали «Фольксваген» привлекательной целью для огромных судебных исков, на которые пришлось потратить более 16 миллиардов евро из резервов компании.	сделали	SG -> PL
w01125034	Вилкиз был переизбран и изгнан еще дважды, до того как Палата общин не вынесла решение, что его кандидатура недействительна, после чего победителем был провозглашен обладатель второго места.	Вилкиз был переизбран и изгнан еще дважды, до того как Палата общин не вынесли решение, что его кандидатура недействительна, после чего победителем был провозглашен обладатель второго места.	вынесли	SG -> PL
n01085011	Удивительно, но даже от кислотных дождей может быть польза.	Удивительно, но даже от кислотных дождей могут быть польза.	могут	SG -> PL
w01053062	Последняя дата могла выпасть на пятницу, только если бы исключительный високосный месяц был введен в том году, однако Ньютон поддерживал эту концепцию.	Последняя дата могли выпасть на пятницу, только если бы исключительный високосный месяц был введен в том году, однако Ньютон поддерживал эту концепцию.	могли	SG -> PL
w01025084	Это отступление стало неожиданностью для австро-прусской армии, и почти вся датская армия смогла удачно завершить эвакуацию.	Это отступление стало неожиданностью для австро-прусской армии, и почти вся датская армия смогли удачно завершить эвакуацию.	смогли	SG -> PL
n02031071	Если увольняется турецкий рабочий, то этим занимается турецкий производственный совет.	Если увольняется турецкий рабочий, то этим занимаются турецкий производственный совет.	занимаются	SG -> PL
n01073004	Кто может остановить Австралию?	Кто могут остановить Австралию?	могут	SG -> PL
n01006011	Свидетель рассказал в полиции, что потерпевший напал на подозреваемого в апреле.	Свидетель рассказал в полиции, что потерпевший напали на подозреваемого в апреле.	напали	SG -> PL
n01112014	В главном докладе за январь говорится, что к 2050 году в мировом океане будет больше пластика, чем рыбы, если не будут приняты радикальные меры, чтобы остановить попадание мусора в моря.	В главном докладе за январь говорится, что к 2050 году в мировом океане будут больше пластика, чем рыбы, если не будут приняты радикальные меры, чтобы остановить попадание мусора в моря.	будут	SG -> PL
n01035013	Полиция в Британской Колумбии сказала, что ранее у Кляйна, похоже, не было судимости, и сообщила туманные сведения о его последнем местонахождении.	Полиция в Британской Колумбии сказали, что ранее у Кляйна, похоже, не было судимости, и сообщила туманные сведения о его последнем местонахождении.	сказали	SG -> PL
n01108005	Розничные и оптовые компании продолжили расширяться, так как спрос со стороны покупателей не остывал; фирмы, предоставляющие потребительские услуги, также продолжили расти.	Розничные и оптовые компании продолжили расширяться, так как спрос со стороны покупателей не остывал; фирмы, предоставляющие потребительские услуги, также продолжила расти.	продолжила	PL -> SG
w01072079	К III веку император Каракалла создал новое подразделение, которое просуществовало недолго.	К III веку император Каракалла создал новое подразделение, которое просуществовали недолго.	просуществовали	SG -> PL
w01007087	Настоящий проект рекультивации земель включает в себя план расширения района Фонвьей.	Настоящий проект рекультивации земель включают в себя план расширения района Фонвьей.	включают	SG -> PL
n01043014	Его годовой бюджет составляет более 1,4 миллиарда долларов США, и в нем работает более 6000 человек.	Его годовой бюджет составляют более 1,4 миллиарда долларов США, и в нем работает более 6000 человек.	составляют	SG -> PL
w01056103	Он заложил основы для интеграции, где можно было бы применять экономические и судебные механизмы государства по всему Средиземноморью, как это было когда-то сделано от Лация и до Италии.	Он заложили основы для интеграции, где можно было бы применять экономические и судебные механизмы государства по всему Средиземноморью, как это было когда-то сделано от Лация и до Италии.	заложили	SG -> PL
n01035025	«Мы не думаем, что подозреваемый имеет какое-либо отношение к этой школе или к двум девочкам, или же конкретно к району Эбботсфорд», — сказала она.	«Мы не думаем, что подозреваемый имеет какое-либо отношение к этой школе или к двум девочкам, или же конкретно к району Эбботсфорд», — сказали она.	сказали	SG -> PL
w01099012	Объяснение происхождения музыки зависит от определения музыки.	Объяснение происхождения музыки зависят от определения музыки.	зависят	SG -> PL
n01074030	Вам придется принять этот вызов, и мне лучше, чтобы кто-то бежал на меня, чем обегал меня вокруг.	Вам придется принять этот вызов, и мне лучше, чтобы кто-то бежали на меня, чем обегал меня вокруг.	бежали	SG -> PL
n01002017	Но в отступлении от риторики прошлого о сокращении иммиграции кандидат Республиканской партии заявил, что в качестве президента он позволил бы въезд «огромного количества» легальных мигрантов на основе «системы заслуг».	Но в отступлении от риторики прошлого о сокращении иммиграции кандидат Республиканской партии заявили, что в качестве президента он позволил бы въезд «огромного количества» легальных мигрантов на основе «системы заслуг».	заявили	SG -> PL
w01150044	Великие Державы не выполнили требований о признании Албании.	Великие Державы не выполнила требований о признании Албании.	выполнила	PL -> SG
n01027041	Я спросил ее впоследствии, поняла ли она, почему люди могут голосовать за Трампа.	Я спросил ее впоследствии, поняла ли она, почему люди может голосовать за Трампа.	может	PL -> SG
n03007003	Статья включала время, потраченное на дорогу до домов клиентов в рабочее время.	Статья включали время, потраченное на дорогу до домов клиентов в рабочее время.	включали	SG -> PL
n04007015	Как было заявлено, решение является прерогативой ЕЦБ и было бы неуместно, если бы Банк выступал от его имени, исключив возможность изучения других вариантов.	Как было заявлено, решение являются прерогативой ЕЦБ и было бы неуместно, если бы Банк выступал от его имени, исключив возможность изучения других вариантов.	являются	SG -> PL
n02011018	Представитель не исключил возможность того, что будут и другие расследования.	Представитель не исключил возможность того, что будет и другие расследования.	будет	PL -> SG
n05002004	Впервые за шесть лет уровень безработицы упал ниже 20%, и уже сейчас работу имеют на 600 000 человек больше, чем год назад.	Впервые за шесть лет уровень безработицы упали ниже 20%, и уже сейчас работу имеют на 600 000 человек больше, чем год назад.	упали	SG -> PL
w01079049	В 1538 году Испанская инквизиция предостерегала своих членов от полного доверия «Молоту ведьм».	В 1538 году Испанская инквизиция предостерегали своих членов от полного доверия «Молоту ведьм».	предостерегали	SG -> PL
w01125037	Джордж был поражен тем, что он считал упадком их нравов.	Джордж был поражен тем, что он считали упадком их нравов.	считали	SG -> PL
n01061041	Поскольку истерия президентских выборов 2016 года усиливается, внимание Карел поглощает более тревожная угроза, чем всякая ерунда.	Поскольку истерия президентских выборов 2016 года усиливается, внимание Карел поглощают более тревожная угроза, чем всякая ерунда.	поглощают	SG -> PL
n01002032	«Мне вовсе не хочется оказывать на вас какое-либо давление, но судьба республики зависит от вас», – сказал он толпе, собравшейся на спортивной площадке в Университете Северной Каролины.	«Мне вовсе не хочется оказывать на вас какое-либо давление, но судьба республики зависит от вас», – сказали он толпе, собравшейся на спортивной площадке в Университете Северной Каролины.	сказали	SG -> PL
n01022016	Инвестиции в эту область в 2015 году выросли на 6% и достигли 221 миллиарда долларов США.	Инвестиции в эту область в 2015 году выросла на 6% и достигли 221 миллиарда долларов США.	выросла	PL -> SG
w01150045	В начале Лондонской конференции в декабре 1912 года послы всех шести великих держав отвергли план создания независимой Албании.	В начале Лондонской конференции в декабре 1912 года послы всех шести великих держав отверг план создания независимой Албании.	отверг	PL -> SG
n04006014	Последние цифры относятся к 24 октября прошлого года и говорят нам, что наше дизельное топливо стоит 1335 евро за литр по сравнению со средней по еврозоне стоимостью, составляющей 1165 евро.	Последние цифры относятся к 24 октября прошлого года и говорят нам, что наше дизельное топливо стоят 1335 евро за литр по сравнению со средней по еврозоне стоимостью, составляющей 1165 евро.	стоят	SG -> PL
n01053008	«Некоторые люди это поняли, и Боно был одним из них», — сказала Лейв в недавнем интервью.	«Некоторые люди это понял, и Боно был одним из них», — сказала Лейв в недавнем интервью.	понял	PL -> SG
w01009017	В то время как идентификация воздушной массы была первоначально использована в прогнозировании погоды в 1950-е гг., климатологи начали устанавливать синоптическую климатологию на основании этого понятия в 1973 году.	В то время как идентификация воздушной массы была первоначально использована в прогнозировании погоды в 1950-е гг., климатологи начал устанавливать синоптическую климатологию на основании этого понятия в 1973 году.	начал	PL -> SG
n05008018	Досрочное голосование показывает, что на этот раз явка среди латиноамериканцев будет больше, но не ясно, повлияет ли это увеличение на результат.	Досрочное голосование показывает, что на этот раз явка среди латиноамериканцев будет больше, но не ясно, повлияют ли это увеличение на результат.	повлияют	SG -> PL
w01142013	Когда их дочь Сесилия вышла замуж за Ричарда Плантагенета, 3-го герцога Йоркского, и родила нескольких наследников, включая Эдварда IV и Ричарда III, Джоан стала бабушкой двух королей Англии из династии Йорков.	Когда их дочь Сесилия вышли замуж за Ричарда Плантагенета, 3-го герцога Йоркского, и родила нескольких наследников, включая Эдварда IV и Ричарда III, Джоан стала бабушкой двух королей Англии из династии Йорков.	вышли	SG -> PL
n01106008	Ежегодное исследование также выявило рост опасений по поводу новых финансовых тягот.	Ежегодное исследование также выявили рост опасений по поводу новых финансовых тягот.	выявили	SG -> PL
n01109008	Тарифы будут меняться ежемесячно, а цена, как ожидается, будет расти в зимний период по мере увеличения уровня потребления.	Тарифы будут меняться ежемесячно, а цена, как ожидается, будут расти в зимний период по мере увеличения уровня потребления.	будут	SG -> PL
n01024013	Результаты этого эксперимента обеспечивают дальнейшее подтверждение возможности доставлять ракетой семена рокет-салата на Международную космическую станцию и хранить их там в течение шести месяцев без какого-либо существенного воздействия на их способность к прорастанию и росту на Земле.	Результаты этого эксперимента обеспечивает дальнейшее подтверждение возможности доставлять ракетой семена рокет-салата на Международную космическую станцию и хранить их там в течение шести месяцев без какого-либо существенного воздействия на их способность к прорастанию и росту на Земле.	обеспечивает	PL -> SG
w01032139	Глобальное потепление вызвало изменение в структуре дождливых сезонов.	Глобальное потепление вызвали изменение в структуре дождливых сезонов.	вызвали	SG -> PL
n01021012	Анализ показал, что исторические объемы данных были использованы в разрушительных целях.	Анализ показали, что исторические объемы данных были использованы в разрушительных целях.	показали	SG -> PL
n01101012	Правительство Гонконга, возглавляемое пропекинскими политиками, утверждает, что двое пронезависимых законодателей не должны вступить в должность.	Правительство Гонконга, возглавляемое пропекинскими политиками, утверждают, что двое пронезависимых законодателей не должны вступить в должность.	утверждают	SG -> PL
w01100049	В 1856 году началась Вторая опиумная война; китайцы снова были побеждены и принуждены к заключению Тяньцзиньского договора 1858 года и Пекинской конвенции 1860 года.	В 1856 году начались Вторая опиумная война; китайцы снова были побеждены и принуждены к заключению Тяньцзиньского договора 1858 года и Пекинской конвенции 1860 года.	начались	SG -> PL
w01091045	Помимо того, что они являются непосредственным источником пищи, некоторые животные могут давать кожу, шерсть, шкуры и удобрения.	Помимо того, что они являются непосредственным источником пищи, некоторые животные может давать кожу, шерсть, шкуры и удобрения.	может	PL -> SG
w02009025	Об этом стало известно в Париже, что, вместе с высокими ценами на хлеб и недостатком продуктов, продолжало создавать напряженную обстановку в столице.	Об этом стало известно в Париже, что, вместе с высокими ценами на хлеб и недостатком продуктов, продолжали создавать напряженную обстановку в столице.	продолжали	SG -> PL
w01086037	К 1563 году население Венеции сократилось примерно до 168000 человек.	К 1563 году население Венеции сократились примерно до 168000 человек.	сократились	SG -> PL
w01051080	Действительно, первый научный доклад о сражении, написанный Джеймсом Генри Брестедом в 1903 году, высоко оценил источники, позволившие довольно точно реконструировать эту битву.	Действительно, первый научный доклад о сражении, написанный Джеймсом Генри Брестедом в 1903 году, высоко оценили источники, позволившие довольно точно реконструировать эту битву.	оценили	SG -> PL
n02082017	Загрязняющие вещества негативно влияют не только на несформировавшиеся до конца легкие детей, но и на развитие мозга ребенка в долгосрочной перспективе.	Загрязняющие вещества негативно влияет не только на несформировавшиеся до конца легкие детей, но и на развитие мозга ребенка в долгосрочной перспективе.	влияет	PL -> SG
n01057014	Обломки образовали кольцо вокруг экватора земли и в конечном итоге соединились, таким образом образовав луну.	Обломки образовал кольцо вокруг экватора земли и в конечном итоге соединились, таким образом образовав луну.	образовал	PL -> SG
w01080131	Македонская армия продвинулась до Фермопильского ущелья, которое делит Грецию на две части, но не пыталась взять его, потому что его хорошо охраняли объединенные силы афинян, спартанцев и ахейцев.	Македонская армия продвинулась до Фермопильского ущелья, которое делит Грецию на две части, но не пыталась взять его, потому что его хорошо охраняла объединенные силы афинян, спартанцев и ахейцев.	охраняла	PL -> SG
w01048027	В 1350-е гг. король Конмин был наконец свободен для реформирования правительства Корё, когда династия Юань начала разрушаться.	В 1350-е гг. король Конмин был наконец свободен для реформирования правительства Корё, когда династия Юань начали разрушаться.	начали	SG -> PL
w01125035	Правительство Графтона распалось в 1770 году, что позволило тори вернуться к власти под предводительством лорда Норта.	Правительство Графтона распалось в 1770 году, что позволили тори вернуться к власти под предводительством лорда Норта.	позволили	SG -> PL
n01045035	Судья в процессе по делу Даффи о мошенничестве и злоупотреблении доверием в конечном счете принял решение, что таковые имели место в пределах правил Сената, сняв при этом с Даффи все обвинения.	Судья в процессе по делу Даффи о мошенничестве и злоупотреблении доверием в конечном счете приняли решение, что таковые имели место в пределах правил Сената, сняв при этом с Даффи все обвинения.	приняли	SG -> PL
n01150031	Когда в Индии люди умирают от старости, это считается праздником.	Когда в Индии люди умирает от старости, это считается праздником.	умирает	PL -> SG
n01134005	В США фьючерсные сделки с акциями поднялись более чем на 1%, так же как и на европейских рынках.	В США фьючерсные сделки с акциями поднялась более чем на 1%, так же как и на европейских рынках.	поднялась	PL -> SG
w01038044	Многочисленные коренные народы оккупировали Аляску за тысячи лет до прихода европейских народов в этот регион.	Многочисленные коренные народы оккупировал Аляску за тысячи лет до прихода европейских народов в этот регион.	оккупировал	PL -> SG
w01043065	В то же время дополнительный контроль бассейна Нила способствовал развитию острова Гезира и побережья города.	В то же время дополнительный контроль бассейна Нила способствовали развитию острова Гезира и побережья города.	способствовали	SG -> PL
n02024008	Шведское исследование показало, что птицы практически никогда не опускаются на землю после двухмесячного периода размножения.	Шведское исследование показали, что птицы практически никогда не опускаются на землю после двухмесячного периода размножения.	показали	SG -> PL
n05007014	Возможно, поэтому зрачки его застилают слезы, когда слоги времени открывают его добычу и отдают его тайну успокоенным водам.	Возможно, поэтому зрачки его застилают слезы, когда слоги времени открывает его добычу и отдают его тайну успокоенным водам.	открывает	PL -> SG
w01061050	Изучали также медицину, особенно на юге Италии, где исламская медицина оказала свое влияние на школу в Салерно.	Изучали также медицину, особенно на юге Италии, где исламская медицина оказали свое влияние на школу в Салерно.	оказали	SG -> PL
w01075037	В частности, вероятность появления конфликта снизилась на 3% при зачислении в среднюю школу юношей на 10% больше от среднего показателя, в то время как увеличение темпов роста на 1% по сравнению со средним значением привело к снижению вероятности гражданской войны примерно на 1%.	В частности, вероятность появления конфликта снизились на 3% при зачислении в среднюю школу юношей на 10% больше от среднего показателя, в то время как увеличение темпов роста на 1% по сравнению со средним значением привело к снижению вероятности гражданской войны примерно на 1%.	снизились	SG -> PL
w02001041	Театральный фестиваль под открытым небом, проведенный впервые для широкой публики в 1925 году, до сих пор собирает людей из всех уголков страны на ступенях крыльца церкви Святого Михаила.	Театральный фестиваль под открытым небом, проведенный впервые для широкой публики в 1925 году, до сих пор собирают людей из всех уголков страны на ступенях крыльца церкви Святого Михаила.	собирают	SG -> PL
w01150047	После того как стало очевидным, что Оттоманская империя потеряет всю Македонию и свою территориальную связь с Албанией, великие державы поняли, что им нужно поменять решение.	После того как стало очевидным, что Оттоманская империя потеряет всю Македонию и свою территориальную связь с Албанией, великие державы поняла, что им нужно поменять решение.	поняла	PL -> SG
n01075028	Было похоже, будто он перекидывал мяч вперед-назад под тремя опрокинутыми чашками.	Было похоже, будто он перекидывали мяч вперед-назад под тремя опрокинутыми чашками.	перекидывали	SG -> PL
w01028069	Национальная реакция на события в Канзасе показала, насколько глубоким стал раскол страны.	Национальная реакция на события в Канзасе показала, насколько глубоким стали раскол страны.	стали	SG -> PL
w01041046	Тем не менее в Таиланде урбанизация также привела к массовому увеличению проблем, таких как ожирение.	Тем не менее в Таиланде урбанизация также привели к массовому увеличению проблем, таких как ожирение.	привели	SG -> PL
n01069014	Между тем бывшая жена члена правительства начала свою кампанию, чтобы получить должность.	Между тем бывшая жена члена правительства начали свою кампанию, чтобы получить должность.	начали	SG -> PL
