sent_correct	sent_wrong
Ben, kendi hesabıma, bir denizin kenarında elimde bir rakı bardağı ve yanımda Isabelle Adjani ile oturduğumda mutlu oluyorum.	Ben, kendi hesabıma, bir denizin kenarında elimde bir rakı bardağı ve yanımda Isabelle Adjani ile oturduğumda mutlu oluyor.
Ben de börekleri haliyle pencereden dışarıya altımızda ki zemin katında yatan adi mahpusların gezindikleri yere savurup attım."	Ben de börekleri haliyle pencereden dışarıya altımızda ki zemin katında yatan adi mahpusların gezindikleri yere savurup attı."
Ben , serin bir esinti bulmak umuduyla ta babafingonun başına tırmandım .	Ben , serin bir esinti bulmak umuduyla ta babafingonun başına tırmandı .
" Biz herkesten daha hızlı bir şekilde ürünler geliştirmeye devam ediyoruz . "	" Biz herkesten daha hızlı bir şekilde ürünler geliştirmeye devam ediyorlar . "
Ben sana bu sabah söylediydim.	Ben sana bu sabah söylemişti.
Biz yoğun bir tempoyla çalışırız, umarım bize ayak uydurmakta güçlük çekmezsiniz.	Biz yoğun bir tempoyla çalışırlar, umarım bize ayak uydurmakta güçlük çekmezsiniz.
" Biz yok olan bir türüz " diyerek düşüncelere dalıyor .	" Biz yok olan bir türüdür " diyerek düşüncelere dalıyor .
Ben onu bir an önce eve getirmek istemiştim ama veteriner İki ay dolmadan annesinden ayırmayın.	Ben onu bir an önce eve getirmek istemişti ama veteriner İki ay dolmadan annesinden ayırmayın.
Ben şaşırdım.	Ben şaşırdı.
— Tabii. Ben yaptım.	— Tabii. Ben yaptı.
Biz biliriz , başkası bilmez !	Biz bilirler , başkası bilmez !
Ben de istedim pilav.	Ben de istedi pilav.
Biz de uğultularla denizin ardı sıra / Başka bir deniz gibi dağdan aktık bayıra	Biz de uğultularla denizin ardı sıra / Başka bir deniz gibi dağdan akıyorlardı bayıra
Bay Steidtmann diyor ki : " Ben çift kutuplu bir Noel arıyorum . "	Bay Steidtmann diyor ki : " Ben çift kutuplu bir Noel arıyor . "
Ben İstanbul'a gidiyorum , benimle gelir misiniz ?	Ben İstanbul'a gitmektedir , benimle gelir misiniz ?
Ben , bir hayalet kadar zayıf , on altı yaşında , çarliston pantolonlu , şık fesli bir mektepli efendiydim .	Ben , bir hayalet kadar zayıf , on altı yaşında , çarliston pantolonlu , şık fesli bir mektepli efendiydi .
Ben Erol Simavi ve Mehmet Ali Yılmaz'dan izin isteyip, kalktım, Özal'ın dairesinin bulunduğu kata çıktım.	Ben Erol Simavi ve Mehmet Ali Yılmaz'dan izin isteyip, kalktı, Özal'ın dairesinin bulunduğu kata çıktım.
Biz , alaturka 10 sularında mektepten çıkardık .	Biz , alaturka 10 sularında mektepten çıktılar .
Biz bu farkın muaşeretten üsluba , insan ve zevke kadar derinleştiğine inanıyoruz .	Biz bu farkın muaşeretten üsluba , insan ve zevke kadar derinleştiğine inanıyorlar .
Biz horladık diyemem fakat evimizin havası artık ona yabancı gelmeye başlamıştı .	Biz horlar diyemem fakat evimizin havası artık ona yabancı gelmeye başlamıştı .
" Biz niş bir pazar bulduk , “ diye böbürleniyor Bay Mills .	" Biz niş bir pazar buldular , “ diye böbürleniyor Bay Mills .
Ben Erbakan'ın yanında onun yanlışlarına ortak olsaydım kırk defa bakan olurdum, elli defa genel başkan olurdum.	Ben Erbakan'ın yanında onun yanlışlarına ortak olsaydım kırk defa bakan olurdu, elli defa genel başkan olurdum.
Biz artık ilkel insan anlayışımızı değiştirmek zorununu duyuyoruz .	Biz artık ilkel insan anlayışımızı değiştirmek zorununu duyuyorlar .
Biz sadece alacaklılar üzerinde tatmin eden ve sonunda sağlıklı bir Revco bırakan bir plan istiyoruz . ''	Biz sadece alacaklılar üzerinde tatmin eden ve sonunda sağlıklı bir Revco bırakan bir plan istiyorlar . ''
Ben Erbakan'ın yanında onun yanlışlarına ortak olsaydım kırk defa bakan olurdum, elli defa genel başkan olurdum.	Ben Erbakan'ın yanında onun yanlışlarına ortak olsaydım kırk defa bakan olmuş, elli defa genel başkan olurdum.
Biz de oradan almışız.	Biz de oradan aldılar.
Biz ancak Cumhuriyet devrinde elli yıldan fazla bir barış devri geçirmişiz .	Biz ancak Cumhuriyet devrinde elli yıldan fazla bir barış devri geçirmişler .
Biz onu bildiğimiz için iyi davranıyoruz, adam da seni iyi biliyor.	Biz onu bildiğimiz için iyi davranışlar, adam da seni iyi biliyor.
Ben de sahneye çıktım " dedi.	Ben de sahneye çıktı " dedi.
Ben sana bu sabah söyledimdi.	Ben sana bu sabah söylemişti.
Ben âdeta bu ne idiği belirsiz herife gittikçe ısınıyorum .	Ben âdeta bu ne idiği belirsiz herife gittikçe ısınıyor .
Ben dün gece siz yattıktan sonra evden kaçtım.	Ben dün gece siz yattıktan sonra evden kaçtı.
Biz Kudüs'te kirada oturuyoruz .	Biz Kudüs'te kirada oturuyorlar .
Biz psikolojiyi boşuna mı okuyoruz ; ileride profilci olacağız .	Biz psikolojiyi boşuna mı okuyorlar ; ileride profilci olacağız .
Peki kim bu küçük ve basit sebepleri devleştirerek aramıza sokup duruyor?	Peki kim bu küçük ve basit sebepleri devleştirerek aramıza sokup duruyorlar?
Herkesin afişi görmüş olması gerek.	Herkesin afişi görmüş olmaları gerek.
Milli Futbol Takımımız, bu tarihi maçta Güney Kore'yi 3-2 yenerek dünyanın en iyi üçüncü futbol takımı olmayı başar dı .	Milli Futbol Takımımız, bu tarihi maçta Güney Kore'yi 3-2 yenerek dünyanın en iyi üçüncü futbol takımı olmayı başar diler .
Öte taraftan bir tümen de takibe devam eden Türk cengâverlerini arkadan çembere almak için hazır bekliyor du .	Öte taraftan bir tümen de takibe devam eden Türk cengâverlerini arkadan çembere almak için hazır bekliyor diler .
Bunun için de vücudun muayyen ve optimum bir ısı derecesinde ısınmış olması lazım dır .	Bunun için de vücudun muayyen ve optimum bir ısı derecesinde ısınmış olmaları lazım dır .
Özel Din Adamları Mahkemesi, Kabil'i "ülkenin milli güvenliği aleyhine girişimde bulunmak, rejime karşı propaganda yapmak, dini lider ve bazı yetkililere hakaret etmek" suçlamasıyla 3 yıl 4 ay hapis ve para cezasına çarptır dı .	Özel Din Adamları Mahkemesi, Kabil'i "ülkenin milli güvenliği aleyhine girişimde bulunmak, rejime karşı propaganda yapmak, dini lider ve bazı yetkililere hakaret etmek" suçlamasıyla 3 yıl 4 ay hapis ve para cezasına çarptır diler .
İngiltere'de yayımlanan Financial Times gazetesi, Sarkozy'nin "AB'nin artık sınırlarını kesinleştirmesi ve Türkiye'yi de bu sınırın dışında bırakması gerektiği" yönünde ki sözlerini eleştir di ve Türkiye'nin üyeliğinin AB'yi de derin biçimde değiştireceğini belirtti.	İngiltere'de yayımlanan Financial Times gazetesi, Sarkozy'nin "AB'nin artık sınırlarını kesinleştirmesi ve Türkiye'yi de bu sınırın dışında bırakması gerektiği" yönünde ki sözlerini eleştir diler ve Türkiye'nin üyeliğinin AB'yi de derin biçimde değiştireceğini belirtti.
Onda fassallık yalnız sanatlaşmış değildir , geçim yolu da odur .	Onda fassallık yalnız sanatlaşmış değillerdir , geçim yolu da odur .
Tek tük homurdanmalar dışında, "yine ahkâm kesmeye başladı" diyen dışında, herkes susmuş tu .	Tek tük homurdanmalar dışında, "yine ahkâm kesmeye başladı" diyen dışında, herkes susmuş diler .
Birçoğu daha önce başka erkek arkadaşı olmuş olsa bile flört döneminde cinsel yakınlıkları sınırlı tutmuşlar ve ahlaki ya da dini gerekçelerle cinsel birleşme denemesinde bulunmamışlardır.	Birçoğu daha önce başka erkek arkadaşı olmuş olsalar bile flört döneminde cinsel yakınlıkları sınırlı tutmuşlar ve ahlaki ya da dini gerekçelerle cinsel birleşme denemesinde bulunmamışlardır.
Kırmızı satılmış olursa maviyi alırım.	Kırmızı satılmış olursalar maviyi alırım.
Çünkü böyle bir örgütün varlığı öğrenci gençlik içinde demokrasiyi, farklı fikirlerin bir arada yaşamasını ve tartışarak gelişmesini de kurumlaştır dı inancında yım .	Çünkü böyle bir örgütün varlığı öğrenci gençlik içinde demokrasiyi, farklı fikirlerin bir arada yaşamasını ve tartışarak gelişmesini de kurumlaştır diler inancında yım .
Casus skandalı, Irak savaşı öncesinde Saddam Hüseyin rejiminin Nijer üzerinden uranyum almak istediği iddiasını araştırmakla görevlendirilen eski büyükelçi Joseph Wilson'in, araştırmasının ardından iddianın asılsız olduğunu kamuoyuna duyurmasıyla başlamış tı .	Casus skandalı, Irak savaşı öncesinde Saddam Hüseyin rejiminin Nijer üzerinden uranyum almak istediği iddiasını araştırmakla görevlendirilen eski büyükelçi Joseph Wilson'in, araştırmasının ardından iddianın asılsız olduğunu kamuoyuna duyurmasıyla başlamış diler .
Maliye Bakanı, Tes-İş Başkanlar Kurulu toplantısında yaptığı konuşmada, enerjide ki özelleştirme işlemlerini kötü bir uygulama olarak değerlendir di .	Maliye Bakanı, Tes-İş Başkanlar Kurulu toplantısında yaptığı konuşmada, enerjide ki özelleştirme işlemlerini kötü bir uygulama olarak değerlendir diler .
Barroso için konu kapanmış olmayabilir.	Barroso için konu kapanmış olabilirler.
En iyisi de, bir sınıfta KÜRSÜYE ÇIKARAK söyleşmek ti .	En iyisi de, bir sınıfta KÜRSÜYE ÇIKARAK söyleşmek idiler .
Yukarda belirttiğim gibi, babam, sinirlendiği zamanlar kimi sözcüklerde tutulur du ama ne Falih Rıfkı Atay'ın ne de bir başkasının yanında kesinlikle "tir tir" titremez di .	Yukarda belirttiğim gibi, babam, sinirlendiği zamanlar kimi sözcüklerde tutulur diler ama ne Falih Rıfkı Atay'ın ne de bir başkasının yanında kesinlikle "tir tir" titremez di .
Bu ayakkabı türü yumuşak derili, kısa ökçeli makosenlere benzer di .	Bu ayakkabı türü yumuşak derili, kısa ökçeli makosenlere benzer diler .
Böyle suları demir ve manganezden kurtarmak için en basit usul, suları havalandırmak tır .	Böyle suları demir ve manganezden kurtarmak için en basit usul, suları havalandırmak lerdir .
Bence anne babalar da tam olarak bilmiyor du niye olduğunu.	Bence anne babalar da tam olarak bilmiyor diler niye olduğunu.
Bir toplumun bir bölümü çalışır ken öteki bölümü çalışmaz sa o toplum felce uğramış demektir.	Bir toplumun bir bölümü çalışır lar öteki bölümü çalışmaz sa o toplum felce uğramış demektir.
O, hiç değişmeyen toplum olaylarının tabii akışı içinde, her çağda yaşayıp durdu.	O, hiç değişmeyen toplum olaylarının tabii akışı içinde, her çağda yaşayıp durmuşlardı.
Para insanlara ulaşmak istediği her şeye ulaşma imkanı sağlar ken ; aynı zamanda insanların duygu ve düşüncelerinde de değişimlere neden olmaktadır.	Para insanlara ulaşmak istediği her şeye ulaşma imkanı sağlar lar ; aynı zamanda insanların duygu ve düşüncelerinde de değişimlere neden olmaktadır.
Çantamda mini müzik setim bile olmuş tu .	Çantamda mini müzik setim bile olmuş diler .
Bu merak, müsait şartlar bulsa ydı , pekâlâ araştırıcılığa ve yapıcılığa dönebilir di .	Bu merak, müsait şartlar bulsa ydı , pekâlâ araştırıcılığa ve yapıcılığa dönebilir diler .
Kongre öğle zamanı bitmiş olsa katılanların çoğu aynı gün eve dönebilir.	Kongre öğle zamanı bitmiş olurlarsa katılanların çoğu aynı gün eve dönebilir.
Üstelik, yirmi dokuz yaşında ki genç yazar, Doğu yolculuğundan, özellikle Mısır'dan, hayatı boyunca kendisinde kalacak pek çok hayali hafızasına artık almış tı .	Üstelik, yirmi dokuz yaşında ki genç yazar, Doğu yolculuğundan, özellikle Mısır'dan, hayatı boyunca kendisinde kalacak pek çok hayali hafızasına artık almış diler .
İsrail'in Lübnan'da ki birçok hedefi vurmasına neden olan son gelişmelerin ardından, Hizbullah örgütü, dün de Güney Lübnan'da ki bir İsrail karakoluna saldır dı .	İsrail'in Lübnan'da ki birçok hedefi vurmasına neden olan son gelişmelerin ardından, Hizbullah örgütü, dün de Güney Lübnan'da ki bir İsrail karakoluna saldır diler .
Sorgu ekibine yakın bir kaynak, Muhammed'in Ladin'in önce "hayatta olduğunu" sonra "öldüğünü" söylediğini aktar dı .	Sorgu ekibine yakın bir kaynak, Muhammed'in Ladin'in önce "hayatta olduğunu" sonra "öldüğünü" söylediğini aktar diler .
Bu gece bize yetmez di .	Bu gece bize yetmez diler .
Burton'un, çocukluktan hayranı olduğu Roald Dahl'ın dünyasıyla örtüşen yaratıcılığı, yaklaşık on yıl önceki James and the Giant Peach-James ve Dev Şeftali'yle ilk ürününü vermiş ti .	Burton'un, çocukluktan hayranı olduğu Roald Dahl'ın dünyasıyla örtüşen yaratıcılığı, yaklaşık on yıl önceki James and the Giant Peach-James ve Dev Şeftali'yle ilk ürününü vermiş diler .
Ailemin yanına geri döndüğümde ayağımda ki kundura kardeşlerime çok ilginç gelmiş ti , bana bir kere olsun giyebilmek için yalvarırlar dı .	Ailemin yanına geri döndüğümde ayağımda ki kundura kardeşlerime çok ilginç gelmiş diler , bana bir kere olsun giyebilmek için yalvarırlar dı .
Üç haftanın sonunda eve döndüğümde benim her zaman ki yatağım, bana cennet yatağı gibi gelmiş ti .	Üç haftanın sonunda eve döndüğümde benim her zaman ki yatağım, bana cennet yatağı gibi gelmiş ydılar .
Çok gürültü var, yukarıda birisi matkap kullanıyor olmalı.	Çok gürültü var, yukarıda birisi matkap kullanıyor olmalılar.
Ağarmış birkaç tel saçı yüzüne hoş bir mana katmış, onu daha yakışıklı göstermiş ti .	Ağarmış birkaç tel saçı yüzüne hoş bir mana katmış, onu daha yakışıklı göstermiş diler .
Avrupa Merkez Bankası bankalararası borçlanma faizini son olarak 6 Kasım'da yarım puan indirerek yüzde 3.25'e çekmiş ti .	Avrupa Merkez Bankası bankalararası borçlanma faizini son olarak 6 Kasım'da yarım puan indirerek yüzde 3.25'e çekmiş diler .
Sahne çok güzel düzenlenmiş ti .	Sahne çok güzel düzenlenmiş diler .
Tabi ki benim amacım kimsenin yapmadığını anlatmak değil.	Tabi ki benim amacım kimsenin yapmadığını anlatmak deği̇ller.
Merkür bu yılda 3 kez geri gidiyor olacak.	Merkür bu yılda 3 kez geri gidiyor olacaklar.
Yaşam onca acıların anlatılması güç duyguları, sevda yüklü sabahlarda kucaklaştırıyor du .	Yaşam onca acıların anlatılması güç duyguları, sevda yüklü sabahlarda kucaklaştırıyor diler .
Aklı hâlâ kod adını nasıl olup da öğrendiklerinde ydi .	Aklı hâlâ kod adını nasıl olup da öğrendiklerinde ydılar .
Kadıköy'de ki rövanş maçında, binlerce Rum seyirci tribünleri doldurmuş tu .	Kadıköy'de ki rövanş maçında, binlerce Rum seyirci tribünleri doldurmuş diler .
Sizin görmüş olduğunuz filmi ben yarın göreceğim.	Sizin görmüş oldunuz filmi ben yarın göreceğim.
Hindistan'da insanlar yaşlılıktan öldüğünde bunun bir kutlama olması gerekiyor.	Hindistan'da insanlar yaşlılıktan öldüğünde bunun bir kutlama olmaları gerekiyor.
Cumhuriyet daha 1 yaşında yken böyle bir ikilemle karşılaşmış tı .	Cumhuriyet daha 1 yaşında yken böyle bir ikilemle karşılaşmış diler .
Toplantının devam etmekte olduğunu söylediler.	Toplantının devam etmekte olmuşuz söylediler.
Artık arabası bozulmuş tu .	Artık arabası bozulmuş diler .
Hâlbuki komşumuzun oğlu, annemin verdiği o eski çantayı, kıymetli bir eşyayı taşır gibi kucağından indirmiyor du .	Hâlbuki komşumuzun oğlu, annemin verdiği o eski çantayı, kıymetli bir eşyayı taşır gibi kucağından indirmiyor diler .
Zirvede ki konuşmaların tonu ağır dı .	Zirvede ki konuşmaların tonu ağır diler .
Engizisyonun temelini dayadığı inanca göre, kişi suçsuz ise ateş onu yakamaz dı .	Engizisyonun temelini dayadığı inanca göre, kişi suçsuz ise ateş onu yakamaz diler .
Öğretmeni, babasıyla görüşmek için bir hafta sonra köylerine geleceğini yazmış tı .	Öğretmeni, babasıyla görüşmek için bir hafta sonra köylerine geleceğini yazmış diler .
Birinci Dünya Harbi'nden beri dünyanın temellerini sarsan totaliter rejimlerin hiçbiri lehinde beyanatta bulunmuş değildir .	Birinci Dünya Harbi'nden beri dünyanın temellerini sarsan totaliter rejimlerin hiçbiri lehinde beyanatta bulunmuş değillerdir .
Yenilebilecek kalitede ki tuz, önceleri devlet tarafından çıkarılıyor muş .	Yenilebilecek kalitede ki tuz, önceleri devlet tarafından çıkarılıyor ydiler .
Kongre öğle zamanı bitmiş olsaydı katılanların çoğu aynı gün eve dönebilirdi.	Kongre öğle zamanı bitmiş olmuşlarsa katılanların çoğu aynı gün eve dönebilirdi.
Olumlu yanıt alır sa adayın koluna girilir, loca içinde kuzeyden batıya doğru üç kez dolaştırılır, sonra kadının eli, yanmakta olan ispirto alevinin üzerinde şöyle bir gezdirilir di .	Olumlu yanıt alır sa adayın koluna girilir, loca içinde kuzeyden batıya doğru üç kez dolaştırılır, sonra kadının eli, yanmakta olan ispirto alevinin üzerinde şöyle bir gezdirilir diler .
* Şair, sizin yaşadığınız ilden de söz edecek olsaydı, sizce hangi özelliğini söyler di ?	* Şair, sizin yaşadığınız ilden de söz edecek olsaydı, sizce hangi özelliğini söyler idiler ?
Bu bağlamda yerli bir filmin çıkmış olması ticari bir kaygı gibi görünüyor.	Bu bağlamda yerli bir filmin çıkmış olmaları ticari bir kaygı gibi görünüyor.
Annem, bebeği oraya iki kolu öne uzanmış olarak oturtmuş tu .	Annem, bebeği oraya iki kolu öne uzanmış olarak oturtmuş diler .
