Sentence	Tokens
قال إيريك سولهايم, رئيس برنامج الأمم المتحدة للبيئة: "نحن نسير على الدرب الصحيح. اتفاق باريس سيبطئ من التغير المناخي, كما أن تعديل كيغالي سيخفض من انبعاثات مركبات الكربون الهيدروكلورية فلورية".	53
ارتفعت الاستثمارات في هذا المجال ارتفعت بنسبة 6% عام 2015 لتصبح 221 مليار دولار أمريكي.	17
من الرائع أنهم توصلوا إلى اتفاق باريس, لكن إسهاماتهم في الوقت الحالي بعيدة كل البعد عن هدف الوصول إلى ارتفاع بمقدار درجة ونصف مئوية.	29
أجريت قبالة السواحل المكسيكية ما بين شهري نيسان وحزيران.	19
سيضع هذا قيوداً جديدة على طبيعة التغيرات المناخية التي ضربت كوكب الأرض وجلعت الكثير من الكائنات الحية ـلا الدينصورات فقطـ تنقرض.	34
من المرجح أن هذه المادة النيزكية غنية بعنصر الإيريديوم.	17
فقط 70% من النباتات التي زرعت من البذور الأرضية كانت حية بعد 17 يوماً, وهذه نسبة أكبر قليلاً من النباتات التي زرعت من البذور الفضائية والتي بلغت 66%.	34
تقدم النتائج المستخلصة من هذه التجربة تأكيداً إضافياً على أنه يمكن نقل البذور الصاروخية وتخزينها في المحطة الفضائية الدولية لمدة ستة أشهر من دون أن يكون لذلك أي تأثيرات كبيرة على قدرتها على الإنبات والنمو على الأرض.	54
جمعت الجمعية الملكية للبستنة تعليقات أرسلت من قبل تلاميذ ومدرسين شاركوا في التجربة.	23
وتقول: "لا يزال عامل القرف مخيماً على فكرة شراء وارتداء أجزاءً من جسد شخصٍ آخر".	24
وتشرح تارلو: "عادةً ما يتم في الصين وضع الشعر في أحواضٍ كيميائية لإزالة أي أثرٍ للقشور الجلدية".	31
تقول تارلو: "على مر التاريخ, كان لسوق الشعر دوماً بعداً سياسياً".	21
ويقول التقرير: "نطبق اليوم عقوبات باستخدام ضوءٍ قوي".	15
وقد طبقت شرطة مرور شينجن عقوبات غير تقليدية قبل ذلك.	16
من يكونون؟	3
الكثير من النقاش عند الجانب الديمقراطي يدور حول هوية الذكر الأبيض.	13
سألتها بعد ذلك إن كانت تفهم السبب الذي قد يدعو الناس للتصويت لصالح ترامب.	20
لا يمكن للجميع أن يترفعوا عن الأمر.	10
يقول بال: "لحسن الحظ, قال أحدهم في سوني أستراليا: 'بالمناسبة, هل لاحظتم هذا؟'".	26
تصدر سيغال عنواين الصحف عندما وصف تحرك روسيا في شبه جزيرة القرم عندما ضمتها عام 2014 بالمعقول جداً.	26
عازف جيتارٍ موهوب, وقد عزف في حفلٍ هناك في ذات العام.	20
قام سيغال التي كانت جدته من مدينة فلاديفوستوك في أقصى شمال روسيا بزياراتٍ متكررة لروسيا خلال السنوات الأخيرة, وزار كامشاتكا وسخالين في أيلول الماضي.	42
حصل سيغال في وقتٍ سابق من هذا العام على الجنسية الصربية بعد أن عرض تأسيس مدرسة فنون قتالية في العاصمة بلغراد.	28
وقال متحدثٌ باسم الشرطة لوكالة أسوشييتد برس أنه حدث "تبادل للألفاظ" تبعته مشاجرة, لكن لم تسجل إصابات.	34
يقال أن كوارون, الذي فاز فيلمه الأخير "غرافيتي" بعدة جوائز أوسكار, لم يكن في موقع التصوير وقت الحادثة.	32
بحسب إدارة شرطة المدينة أن شجاراً نشب بعدما وصل "مجموعة كبيرة من الناس... عرفوا عن أنفسهم بأنهم من السلطات المحلية" إلى موقع التصوير يوم الثلاثاء.	34
يدرس الباحثون إمكانية صنع موانع حمل هرمونية خاصة بالذكور منذ نحو 20 عاماً.	20
وأضاف: "إنها خطوة واحدة في طريقٍ طويلٍ للعثور على التركيبة الصحيحة لموانع الحمل الهرمونية الخاصة بالذكور.	29
غير أن هناك العديد من أعضاء الهيئة التشريعية ممن يحملون معتقدات دينية راسخة ويعارضون أي تشريعٍ جديد.	26
يقول الباحثون أن تحليل الحمض النووي الريبي منقوص الأكسجين الخاص بالورم قد يساعد على تفسير الأسباب الكامنة وراء أنواعٍ أخرى من السرطان.	31
ويظهر التحليل وجود صلة مباشرة بين عدد السجائر التي يدخنها المرء في حياته وعدد الطفرات التي أصابت الحمض النووي الريبي منقوص الأكسجين الخاص بالورم.	38
ومع ذلك, لم يتمكنوا من العثور على ذات النسق في أنسجة مثل المثانة, والتي لم تتعرض بشكل مباشر.	25
تلقت الآنسة بيو العلاج في مستشفيي بابوورث وآدنبروك في كامبريدجشير.	27
لكن الفحص أظهر أن الورم في رئة الآنسة بيو اليمنى يكبر, فكان عليها أن تترك التجربة.	25
إذا ما أصبح ترامب رئيساً, سيظل على الحكومة هنا العمل معه لدفع جدول الأعمال المشترك أياً كان لضمان أن الشركات والمصالح الكندية ممثلة في واشنطن.	35
وسوف يوجه ترودو تلك الدعوة إلى الرئيس الخامس والأربعين للولايات المتحدة بصرف النظر عنمن سيكون.	22
بالرغم من نشر صورة هذا الصباح, تقول شرطة بريتيش كولومبيا أن لديهم أسئلة أكثر مما لديهم أجوبة بشأن رجلٍ متشرد اتهم بطعن فتاة مراهقة حتى الموت في مدرستها مدرسة آبوستفورد الثانوية.	47
قالت شرطة بريتيش كولومبيا في وقتٍ سابق أنه لا يبدو أن لدى كلاين تاريخاً إجرامياً ونشرت تفاصيل مبهمة عن أماكن وجوده في الفترة الأخيرة.	33
قالت: "لا نعتقد أن للمشتبه به علاقةً بهذه المدرسة أو بالفتاتين أو بمنطقة آبوستفورد بالتحديد".	27
قال أيضاً أن كلاين كان كتوماً وغير متعاون وغير راغب بأن يخرج من زنزانته الموجودة تحت المحكمة لحضور جلسة محاكمته.	32
تقول الجمعية التي تمثل وكلاء العقارات في أونتاريو أن هناك الكثير مما يجب فعله لحماية الزبائن ومعاقبة الوكلاء الذين انخرطوا في سلوكٍ منافٍ للأخلاق.	42
كما أنه يرغب أن يرى سلطاتٍ وصلاحياتٍ أكبر لمجلس العقارات في أونتاريو (ريكو) والذي ينظم عمل الوكلاء في المقاطعة.	33
في الوقت الحالي, فإن أكبر غرامة يمكن لمجلس (ريكو) أن يفرضها على أحد الوكلاء لا تزيد عن 25000 دولار.	30
لكن الطبقة الوسطى المتنامية في الصين بدأت برفع الصوت عالياً بشكلٍ غير معتاد في شكواها بشأن الأجواء السامة في المدن مثل بكين, والتي تبرز يوماً بعد يوم من خلال الضباب الدخاني الخانق للرئة.	50
وقال غويلبيو: "نشهد العديد والعديد من الدول, وخصوصاً الدول الكبيرة الجديدة المسببة للانبعاثات مثل البرازيل وجنوب أفريقيا والهند والصين, تشارك في لعب أدوارٍ في تقليل الانبعاثات".	43
يمكنه الانتظار حتى نهاية فترته الأولى من أجل استغلال بندٍ في اتفاقية قمة باريس للانسحاب منها.	22
في الوقت نفسه, تسعى كلينتون وحلفاؤها إلى إبقاء الأضواء مسلطة على ترامب, وعلى تصريحاته التي تحط من قدر النساء والأقليات, وشخصيته التي تجعله غير مؤهل للمنصب.	48
ليس هذا ما نحتاجه لبلادنا يا قوم.	11
ظهرت زوجة ترامب, ميلانيا ترامب, لأول مرة في الحملة منذ مؤتمر الحزب الجمهوري في تموز.	24
يقابل الطلاب أمثال راي مستشارين نفسيين في المدرسة من أجل الحديث عنما حدث, لكنها تقول أن السلوى الأكبر تأتي من رؤية أصدقائها.	31
قالت ميليس خلال مقابلة يوم الخميس مع قناة سي بي سي نيوز: "وهذه كارثة بالنسبة للمرضى المتألمين".	26
قالت ميليس: "لا يملك الأطباء تلك الأدوات, لديهم فقط كراس للوصفات الطبية وحقنة".	22
بدأ مدير التحقيق المستقل الخاص بشرطة أوتاريو جيري مكنيلي تحقيقه هذا الأسبوع بعد أن طرحت "أسئلة مقلقة" عن كيفية تعامل ضباط الشرطة مع السكان الأصليين.	40
يمر التحقيق أيضاً على المنشورات التحريضية في فيسبوك منذ شهر أيلول والتي يزعم أنها تصدر عن ضباطٍ شرطة في المدينة الواقعة شمال أونتاريو.	34
تلقى المديرون التنفيذيون أيضاً ما يسمى الدفع المرتبط بالأداء لقاء النجاح أو تجاوز التوقعات بحيث يتشاركون فيما بينهم مبلغاً وقدره 1,5 مليون دولار, أو ما يقدر ب15000 دولار كمعدل لكلٍ منهم.	49
تفوق ميزانيتها السنوية 1,4 مليار دولار, ويعمل فيها أكثر من 6000 موظف.	18
أعلنت الحكومة الفدرالية استباقياً عن الدفع المرتبط بالأداء ومستويات المكافآت لكل وزارة, لكن آخر منشور على الإنترنت يعود إلى 2013-2014, أي منذ عامين.	36
بلغ مجموع الدفع المرتبط بالأداء والمكافآت لذلك العام 1,5 مليون دولار, وهو ذات مجموع 2015-2016.	23
وقال غوميري الذي قاد لجنة التحقيق الخاصة بفضيحة الرعاية الاتحادية بين عامي 2004 و2006 أن هيئات كهذه ضرورية للمساعدة في استعادة ثقة الجمهور في سيادة القانون.	34
وقد أدى ذلك خلال اليومين الماضيين إلى اكتشاف أن ستة صحفيين آخرين من كيبيك كانوا هدفاً لعمليات مراقبة قادتها الشرطة المحلية.	29
وكتب في دليل الإرشادات: "لا يجب أن يكون هنا معاملة تفضيلية للحكومة أو أي مظهر من مظاهر المعاملة التفضيلية للأفراد أو المنظمات بسبب تقديمهم لتبرعات مالية للسياسيين أو للأحزاب السياسية".	48
حكم القاضي في قضية دافي الخاصة بالاحتيال وخيانة الأمانة بأن أفعاله كانت ضمن قوانين المجلس عندما دفع كل التهم عن دافي.	29
باتت هواتفنا المحمولة أكثر من مجرد هواتف هذه الأيام.	13
علقت إحدى مشتركات نظام الإنترنت غير المحدود من شركة ساسكتل قائلةً: "هذا مذهل".	25
أشار أيضاً أن شركة روجرز طرحت مؤخراً تطبيقاً جديداً يساعد العملاء على مراقبة مدى استخدامهم للإنترنت.	25
هذا ما يجعلنا نعود من أجل المزيد.	10
وتتزامن هذه التقديرات مع النسب المئوية للشقق الجديدة التي تدخل سوق الإيجارات عند انتهائها, مما يدل على الدور المهم الذي يلعبه المستثمرون (المحليون) في خطة النمو في سوق العقارات.	45
يقول ديتريش من مقر الشركة في دنفر, كولورادو حيث يباع الحشيش بشكلٍ قانوني: "تساعد هذه السلالة على التخفيف من آلام الظهر, كما تساعد على التخفيف من الغثيان, ويجعلك هذا المنتج تنام في الليل".	57
لكن من دون إطارٍ تشريعي ومع الفكرة العميقة عن الحشيش كعلاج شعبي لتعديل المزاج, تركت الشركات في حيرة من أمرها.	33
الحديد عنصرٌ أساسي يحتاجه الجسم لإنتاج خضاب الدم وهو البروتين الموجود في كريات الدم الحمراء والمسؤول عن نقل الأكسجين إلى أنسجة الجسم.	33
فترة الانتظار الحالية هي ثمانية أسابيع.	8
تقول منظمة خدمات الدم الكندية (سي بي إس): "من الممكن للمرء أن يكون لديه مستويات طبيعية من خضاب الدم, لكن مع نقصٍ عام في الحديد".	36
إرشادات الحديد الجديدة تعني أن هناك حاجةً للمزيد من المتبرعين.	17
ما بدأ كتصوير روتيني بالموجات الفوق صوتية انتهى بأمرٍ شديد التعقيد عندما أبلغت الأم الحامل مارغريت بويمر من بلانو, تكساس أن جنينها الذي لم يولد بعد يعاني من حالة نادرة ويحتاج إلى عملية جراحية ليعيش.	59
الورم المسخي في العجزية العصعصية هو ورمٌ ينشأ قبل الولادة وينمو من عصعص الجنين.	27
هذا أكثر الأورام شيوعاً عند الأجنة, ويظهر في واحدٍ من كل 35000 مولود.	23
كانت في الـ84 من عمرها.	7
وصفها بأنها امرأة "مذهلة" و"محبة ورائعة" تركت بصمتها في عالم الأدب من خلال قصصها.	25
قالت ليف في مقابلة أجريت معها مؤخراً: "بعض الرجال يتمتعون بذلك وبونو أحد أولئك الرجال".	22
لم تتجاوز العشرين من عمرها فحسب, وها هي صوتٌ قويٌ ضد البلطجة ومع مساعدة الفتيات على تبني معاييرهن الخاصة للجمال.	29
قالت ليف: "دار صوتها حول العالم حرفياً".	14
ما أن نشرت الصور الرمنسية للحفلة, عجت مواقع التواصل الاجتماعي بالتعليقات, التي لم تكن إيجابية.	24
يرى الكثيرون بما فيهم مجموعات السكان الأصليين أنهم يستهينون بثقافة الأمم الأولى في كندا.	21
هدف هذه الجلسات للجنة الإذاعة والتلفزيون والاتصالات الكندية هو تطويق ردود الجمهور والجهات المعنية في القطاع.	24
وهذا لا ينطبق فقط على المحتوى الترفيهي, بل أيضاً على التعليم, والأبحاث العلمية, وـربما هذا الأهمـ على الخطاب السياسي.	29
على كل حال, الإنترنت ليس رفاهية, بل ضرورة.	12
وشكل الحطام حلقةً حول خط الاستواء الأرضي وتجمع في نهاية المطاف بفعل الجاذبية ليشكل القمر.	25
ومع ذلك, ظلت هناك أسئلة بلا إجابة.	10
في بلدة هيلزبورو, الواقعة على تخوم مدينة تشابل هيل, ألقى أحدهم قنبلة حارقة على مقر الحزب الجمهوري الشهر الماضي.	30
بعد أن مررت ولاية كارولينا الشمالية مشروع قانون تقييد حرية التصويت عام 2013, دار كامبل على الكنائس ليعلم الناس كيفية التعامل مع الصعوبات التي تواجه تسجيلهم.	37
يمكنه كشف تأثيرات الانتخابات حوله مع انفجار النزاع والتقاطع الغريب بين الأفكار الجديدة والقديمة.	22
التعارض بين البيانات الاقتصادية والخطاب السياسي أمرٌ مألوف, أو ينبغي أن يكون كذلك.	20
يحذر الاقتصاديون في الجمهوريين من أخذ هذه البيانات كدليلٍ على أن سياسة حزبهم الاقتصادية سيئة.	23
لا أعرف كيف كان نمو الناتج المحلي الإجمالي خلال إدارتي الرئيسين واشنطن ولينكولن, لكن كان للتطورات المؤسسية خلال تلك الفترتين تأثيراتٌ طويلة الأمد.	39
أوجه الاختلاف بين سولا وترامب, وبين روما والولايات المتحدة, أكثر من أوجه التشابه, لكن هذا لا يمنع من وجود تشابه.	30
وقد اعترفت قائلةً: "عليكم بالنظر إلى ما أقرت به بأننا نحتاج إلى شيءٍ مختلف ـيمكننا أن نقوم بعملٍ أفضلـ وإلى أنها أعربت عن أسفها".	38
لكن عندما أصبحت الانتقادات الموجهة إلى كلينتون كسيدة أولى لاذعة أكثر, غدت كاريل أكثر تعاطفاً.	27
شرح جون دي دومينيكو الذي يمثل شخصية دونالد ترامب قائلاً لمجلة سليت: "عندما ألعب دوره, أشعر بالقوة".	32
مع اشتداد هستيريا انتخابات عام 2016, يشغل بال كاريل تهديداً أكثر إزعاجاً من هذا الهراء.	26
هم عادةً فنانون يرغبون بفعل عدة أشياء.	11
ثم ينتهي الإعلان.	4
كان منتجو موسيقى ميامي بيس غير مهتمين بالمؤخرات المهتزة, وهذا قلقهم الأساسي.	25
في مقابلة أجريت مؤخراً, شرح زاي وزايون تسجيل نسختهما من أغنية "ناك إف يو باك" على جهاز حاسوب محمول منزلي.	31
لكن التحديات, والأغاني التي تحدثها, تضيف جهازاً عصبياً مترابط ويمكن تتبعه إلى حلقات الفيديو القصيرة الخاصة بالرقصات.	29
يؤكد إحياؤها استئناف التحدي الكبير, تحدٍ فني أو غير ذلك: إزعاج ونمو وارتباطٌ ذو مغزى.	29
رأى أفلاطون أن تسليم السلطة إلى أوصياء متعلمين كما يجب أكثر أماناً.	22
مثل الكثيرين منمن أعرفهم, قضيت الأشهر الأخيرة ساهراً حتى أوقاتٍ متأخرة أقرأ استطلاعات الرأي برعب.	28
يرفض كابلان التصويت بأثر رجعي, وينقل عن باحثين يصفان الأمر بأنه "لا يزيد عقلانية عن قتل الفرعون عندما لا يفيض نهر النيل".	36
لكن لم يكن لديها شيءٌ آخر خلاق فيها أو في سلوكها تجاه الآخرين.	17
عام 2010, أصدرت المؤسسة نسخة منضدة ومطبوعة من رواية "تسيتيلز تراوم", مزيلةً العوائق من أمام أولئك الذين عجزوا عن قراءة النسخة الأشبه بمسودة والمطبوعة عن طريق التصوير.	49
من خلال محادثة وودز عبر البريد الإلكتروني, حاولت أن لأول مرة أن أكشف عن أصول الكلمات.	22
ذكرت زوجته أليس: "كان يهمل صحته بشكلٍ كامل".	15
كل خريطة في المعرض تروي قصتها الخاصة, وليست كلها واقعية.	14
كما عرضت لأول مرة خرائط خاصة بوزارة الدفاع البريطانية التي تخيلت معارك الحرب الباردة والتي كانت تستخدم في امتحانات الكلية الحربية.	30
تقع الدائرة في مقاطعة نورث كيستيفين, حيث دعم 62% من المقترعين الخروج من الاتحاد الأوروبي.	23
مهارته في الحصول على إجابات من أجل دافعي الضرائب ستفتقد بشدة.	17
سيخوض كريستيان وولمار الذي ألف عدة كتب عن تاريخ السكك الحديدية غمار المنافسة في 1 كانون الأول.	25
يأمل حزب الديمقراطيين الأحرار الذي كان يمثل الحي الراقي حتى عام 2010 أن ينتزع المقعد مجدداً من خلال مرشحته سارة أولني.	33
في الوقت نفسه, أطلقت الزوجة المنفصلة عن مسؤولٍ حكومي حملتها الانتخابية للفوز بالمقعد.	22
كان لطيفاً إلى أقصى حد, وتقبل الأمر كالرجال, غضبي يتجاوز الحدود.	18
أكثر من 330 فرداً من الطاقم موجودون على متن السفينة.	15
أشار فيغا أنه بسبب أعمارهم الصغيرة, لن يكون الكثيرون منهم ملمين بتاريخها.	20
يقتل الناس هناك.	5
ستتوقف محطة الكهرباء التي تعمل بالفحم في باداربور جنوب شرق دلهي عن العمل لمدة 10 أيام, إلى جانب المولدات التي تعمل بالديزل في المدينة.	36
قضى أربع سنوات في إذاعة بي بي سي وورلد سيرفيس في مبنى بوش هاوس.	21
عمل لصالح بي بي سي لعقدٍ من الزمان.	11
حوى أحد منشوراتهم الفيسبوكية الحزينة على عبارة من شأنها أن تسعد كريس: "لم أعرف شخصاً أفريقياً أكثر منك".	33
من بوسعه إيقاف منتخب أستراليا هذا؟	7
هل بات حقهم الإلهي بارتداء عباءة أفضل فريقٍ في العالم غير مضمون؟	18
أمامهم عائقٌ واحدٌ للخلاص, التغلب إلى إنجلترا.	16
بات منتخب جنوب أفريقيا في نقطة اللاعودة وعلينا أن نكون قادرين على مجاراة رغبتهم.	22
لديه تلك الشراسة في اللعب, لكن يديه لطيفتان أيضاً.	14
لدينا فريقٌ رائع وإنها فرصةٌ بالنسبة إلينا لننطلق بسفينتنا.	17
عليك أن تقف في وجه ذلك وأنا أفضل أن يجري باتجاهي بدلاً من أن يلتف حولي.	20
بدا كما لو أنه ينقل الكرة ذهاباً وإياباً تحت ثلاثة أكواب مقلوبة.	19
كان المنتخب الأسترالي, الذي تمرس خلال مبارياته الأخيرة في بطولة الرغبي, أقوى وأسرع.	23
فوز دونالد ترامب سيثير قلق العالم مباشرة ويجعله أكثر اضطراباً مما هو عليه الآن.	22
السيدة كلينتون معروفة بطبيعتها المتشددة, لكن هذا سيخفف من قبل الرأي العام في الولايات المتحدة الذي أنهكته الحروب.	31
إنه يتحدث مؤيداً التعذيب.	7
أنا أيضاً أعاني مع كلمات المرور.	8
ثم هناك قصص يزعم أنها حقيقية تنشر برفقة سلسلة من الصور ذات المغزى التي تضم نصوصاً متحركة تحتها.	26
بالطبع, أنا أدرك تماماً أن علينا فصل ألمانيا المعاصرة عن النظام النازي.	16
في الركن تقف فتاةٌ ترتدي غطاء رأس وبنطال جينز وتبدو شديدة التواضع وأظن أن هذا أمر مساعدٌ آخر.	29
يتواصل الفنانون مع الناس بقلوبهم, إنها المرة الوحيدة التي نلتقي فيها في مكانٍ واحد وننحي خلافاتنا جانباً.	29
تتضمن جوائزه الأكثر غرابة جائزة السفير العالمي لهيئة الصحة والمستشفيات في مدينة نيويورك, ومقعد في كلية هارفرد للأعمال.	29
يمكنني فعل ذلك في حياتي اليومية.	7
أردت مشاهدته معهم, لكنهم قرروا في نهاية المطاف أنهم يريدون مشاهدته من دوني.	20
لا يمكننا أن نسمح للرئاسة أن تؤول إلى دونالد ترامب, إلى شخصٍ بهذه العنصرية وبهذا التمييز ضد النساء وغير مؤهل بتاتاً ليكون القائد الأعلى.	36
أعدادٌ متزايدة من الناس يتوجهون إلى الائتمان... فيما قد يكون من الممكن السيطرة على هذا الاقتراض الآن, فإن أي تغيير مفاجئ في الظروف قد يقود إلى مشاكل متعلقة بالديون.	42
وسببها هو أنها لا توفر الحماية الكافية للعمال الأمريكيين الذين قد تتأذى وظائفهم ومعيشتهم.	25
في هذا السياق, فإن شجب التجارة منطقي.	10
نظرياً, يمكن لزوجين أن يفتحا أربع حسابات "تسكو" وأن يكسبا 3% على 12000 جنيه إسترليني, أي 360 جنيه إسترليني.	36
في الوقت نفسه, فإن عملاء مصرف أسكتلندا يكسبون 3% على الأرصدة التي تبلغ ما بين 3000 و5000 جنيه إسترليني, عندما يضيفون خيال "الامتياز" المجاني إلى حساباتهم.	46
بهذا يمكنك من الناحية النظرية الوصول إلى أموالك وقتما تشاء.	15
تنطبق نسبة ال3% أيضاً على حاملي بطاقات "نكتار" الذين يتطلعون لاقتراض مبالغ ما بين 15001 جنيه إسترليني و19999 جنيه إسترليني خلال فترة تتراوح ما بين سنتين وثلاث سنوات.	46
الكبريت مادة مغذية مهمة للنباتات من أجل نموٍ صحي, لكن التربة في المملكة المتحدة تفتقر بشكلٍ طبيعيٍ إلى هذا المعدن المهم.	32
بالانتقال إلى عام 2016 ويلقى هذا المزيد من الاهتمام.	13
قد يثير الأمر الاستغراب, حتى غيوم الأمطار الحمضية لها فوائد.	17
