Language	Vocab_Size	Metric	Sentence	Value	Char_Count	Byte_Count	Token_Count
EN	32768	bpb	41	2.6723972887944436	62	62	24
EN	32768	bpb	42	1.764962495433776	108	108	36
EN	32768	bpb	43	1.6422379115525372	110	110	29
EN	32768	bpb	44	1.4332145316566811	99	99	28
EN	32768	bpb	45	1.39964917367132	119	119	33
EN	32768	bpb	46	1.3617169134199256	102	102	27
EN	32768	bpb	47	1.3680633988572488	78	78	22
EN	32768	bpb	48	1.4822704227132026	85	85	19
EN	32768	bpb	49	1.062307112008017	125	125	27
EN	32768	bpb	50	1.3962392000134105	51	51	15
EN	32768	bpb	51	1.3736381106790854	123	123	31
EN	32768	bpb	52	1.0316117200475652	114	114	26
EN	32768	bpb	53	1.07120303889513	126	126	27
EN	32768	bpb	54	0.8297529533540443	196	198	40
EN	32768	bpb	55	1.2037810745092268	167	167	40
EN	32768	bpb	56	1.1573157438348625	171	171	40
EN	32768	bpb	57	1.3449957323205377	167	167	37
EN	32768	bpb	58	1.1453338811596927	119	119	22
EN	32768	bpb	59	1.203942395999661	50	50	13
EN	32768	bpb	60	1.0158560531578562	109	109	28
EN	32768	bpb	61	1.2337109951296923	94	94	21
EN	32768	bpb	62	1.0670356826290808	128	128	34
EN	32768	bpb	63	1.2596665300318854	157	157	36
EN	32768	bpb	64	1.6523522888359372	113	113	26
EN	32768	bpb	65	2.720183934737511	84	84	30
EN	32768	bpb	66	2.1582580807811804	93	93	29
EN	32768	bpb	67	2.1497481338760043	83	83	27
EN	32768	bpb	68	1.083607721052029	96	96	27
EN	32768	bpb	69	1.158004644259801	133	133	32
EN	32768	bpb	70	1.3170599335292223	88	88	23
EN	32768	bpb	71	1.4750473915272846	185	185	50
EN	32768	bpb	72	1.1858354560147413	168	168	42
EN	32768	bpb	73	1.3865508391499797	212	212	56
EN	32768	bpb	74	1.2986245603016178	156	156	40
EN	32768	bpb	75	1.3240512337452433	138	138	33
EN	32768	bpb	76	1.1689499679629185	161	161	35
EN	32768	bpb	77	1.322872205620632	102	102	23
EN	32768	bpb	78	0.941455044602325	49	49	13
EN	32768	bpb	79	1.2685228445014902	138	138	30
EN	32768	bpb	80	1.509076074207917	99	99	23
EN	32768	bpb	81	1.459325228170261	75	75	20
EN	32768	bpb	82	1.2167393350908275	91	91	23
EN	32768	bpb	83	1.5738985042549518	124	124	34
EN	32768	bpb	84	1.6172518363458062	49	49	15
EN	32768	bpb	85	1.8341260019990464	101	101	24
EN	32768	bpb	86	1.5951722324998072	144	144	43
EN	32768	bpb	87	1.479535100564984	128	128	28
EN	32768	bpb	88	1.228797973778264	104	104	25
EN	32768	bpb	89	1.179763536666469	110	110	29
EN	32768	bpb	90	1.5081586946438614	101	101	33
EN	32768	bpb	91	1.1473733468189595	99	99	22
EN	32768	bpb	92	1.2121237384597452	113	113	31
EN	32768	bpb	93	1.3092789182993885	50	50	12
EN	32768	bpb	94	1.0695690042713824	117	117	30
EN	32768	bpb	95	1.229432848529494	87	87	22
EN	32768	bpb	96	1.2096911623839062	107	107	25
EN	32768	bpb	97	1.8215238260889564	103	103	34
EN	32768	bpb	98	1.2244497050770249	101	101	25
EN	32768	bpb	99	1.4345774597682388	104	104	26
EN	32768	bpb	100	1.5421402065393444	61	61	18
EN	32768	bpb	101	1.1848102553434647	158	158	44
EN	32768	bpb	102	1.1604337907840323	130	130	35
EN	32768	bpb	103	0.9637232947347548	56	56	13
EN	32768	bpb	104	1.0031939394613678	81	81	20
EN	32768	bpb	105	0.9499450988689822	85	85	20
EN	32768	bpb	106	1.3032522879085902	56	56	14
EN	32768	bpb	107	1.1348962976658865	169	169	39
EN	32768	bpb	108	1.69339621484349	181	181	56
EN	32768	bpb	109	1.7181314476211826	67	67	18
EN	32768	bpb	110	1.9827117825053728	82	82	27
EN	32768	bpb	111	0.9650123043249876	57	57	16
EN	32768	bpb	112	1.0884943538523169	58	58	14
EN	32768	bpb	113	1.2541122118065144	68	68	19
EN	32768	bpb	114	0.9882042201591152	175	175	32
EN	32768	bpb	115	1.1907239374190588	122	122	32
EN	32768	bpb	116	0.9569307151751828	142	142	32
EN	32768	bpb	117	1.4896558095698709	108	109	30
EN	32768	bpb	118	1.2800474363323373	54	54	14
EN	32768	bpb	119	1.685752265553844	137	137	37
EN	32768	bpb	120	1.8882739095986705	135	136	46
EN	32768	bpb	121	1.5051433471884823	154	154	40
EN	32768	bpb	122	0.9060849316208448	81	81	18
EN	32768	bpb	123	1.2385118216960769	51	51	16
EN	32768	bpb	124	0.9082641546024884	88	88	23
EN	32768	bpb	125	1.0856627858378174	129	129	30
EN	32768	bpb	126	1.105614548642686	46	46	11
EN	32768	bpb	127	1.1450787385975203	140	140	31
EN	32768	bpb	128	1.0673201153129106	90	90	24
EN	32768	bpb	129	1.1005482837135696	84	84	18
EN	32768	bpb	130	1.196598790645866	95	97	24
EN	32768	bpb	131	0.9601689504181226	176	176	33
EN	32768	bpb	132	0.9375597349839806	144	144	32
EN	32768	bpb	133	1.092242666879018	73	73	18
EN	32768	bpb	134	2.027488410919251	61	61	26
EN	32768	bpb	135	1.2448490958862977	80	80	20
EN	32768	bpb	136	2.2294588237943436	48	48	17
EN	32768	bpb	137	1.1881722115321776	95	95	22
EN	32768	bpb	138	1.2315506709445074	84	84	18
EN	32768	bpb	139	1.0305739590735148	100	100	27
EN	32768	bpb	140	1.199163735878451	121	121	30
EN	32768	bpb	141	1.1634624255547632	151	151	38
EN	32768	bpb	142	1.0633798354502015	95	95	22
EN	32768	bpb	143	1.525493243960658	76	76	24
EN	32768	bpb	144	1.2195848316741411	79	79	24
EN	32768	bpb	145	0.9171491445147304	150	150	35
EN	32768	bpb	146	0.9117574048413756	107	107	24
EN	32768	bpb	147	1.1743194174215226	101	101	23
EN	32768	bpb	148	0.9959791898143384	89	89	21
EN	32768	bpb	149	1.376974999308057	69	69	19
EN	32768	bpb	150	1.3343325222865547	121	121	31
EN	32768	bpb	151	1.6700933295499798	138	138	38
EN	32768	bpb	152	1.890195938826802	121	121	36
EN	32768	bpb	153	2.071116633350451	104	104	27
EN	32768	bpb	154	1.47451320715979	118	118	24
EN	32768	bpb	155	1.5327891058187104	116	116	28
EN	32768	bpb	156	1.2156065604359554	165	165	42
EN	32768	bpb	157	1.2186904695176917	78	78	20
EN	32768	bpb	158	1.5468651181486344	103	103	32
EN	32768	bpb	159	1.360362871255055	88	88	21
EN	32768	bpb	160	1.330769982490363	64	64	16
EN	32768	bpb	161	1.3692162769311655	276	276	68
EN	32768	bpb	162	1.3073857739445391	161	161	38
EN	32768	bpb	163	1.1373814411525354	101	101	24
EN	32768	bpb	164	1.1823669216871209	55	55	10
EN	32768	bpb	165	1.137318156364601	189	189	45
EN	32768	bpb	166	1.1936769105321552	153	153	32
EN	32768	bpb	167	2.1620287338686524	108	108	32
EN	32768	bpb	168	1.5397368324321732	153	153	34
EN	32768	bpb	169	1.6935095403656513	91	91	24
EN	32768	bpb	170	1.7197759769983056	110	110	31
EN	32768	bpb	171	2.087361029029667	63	63	17
EN	32768	bpb	172	1.68819797866389	61	61	13
EN	32768	bpb	173	1.1544652416421006	103	103	19
EN	32768	bpb	174	1.3788224199219996	128	128	36
EN	32768	bpb	175	1.496843922194827	69	69	15
EN	32768	bpb	176	1.7788241758974908	125	125	37
EN	32768	bpb	177	1.697005822180139	80	80	26
EN	32768	bpb	178	2.1341993455493267	48	48	18
EN	32768	bpb	179	1.2081987602293345	71	71	21
EN	32768	bpb	180	1.2825646448950585	102	102	27
EN	32768	bpb	181	1.6088510004735523	58	58	18
EN	32768	bpb	182	0.8789281565066015	123	123	27
EN	32768	bpb	183	1.546816181167802	100	100	35
EN	32768	bpb	184	1.461748304516801	133	133	41
EN	32768	bpb	185	1.0588179654109542	119	119	27
EN	32768	bpb	186	1.445093542207469	57	57	18
EN	32768	bpb	187	1.1724608827015408	112	112	26
EN	32768	bpb	188	1.9669177816960155	79	79	29
EN	32768	bpb	189	1.723470436568061	112	112	34
EN	32768	bpb	190	1.3463867412547448	102	102	26
EN	32768	bpb	191	1.43881493475502	135	135	38
EN	32768	bpb	192	1.5774532973875552	145	145	39
EN	32768	bpb	193	1.310251889390118	211	211	53
EN	32768	bpb	194	1.7347459901891895	64	64	21
EN	32768	bpb	195	1.10279678489095	85	85	19
EN	32768	bpb	196	1.3056257992896974	164	164	47
EN	32768	bpb	197	1.362200815335016	279	279	63
EN	32768	bpb	198	0.8693453582475007	93	93	21
EN	32768	bpb	199	1.309568221258641	85	85	21
EN	32768	bpb	200	1.8815404340099997	160	160	41
EN	32768	bpb	201	2.253560141159205	139	139	36
EN	32768	bpb	202	2.041499549037862	122	122	34
EN	32768	bpb	203	2.433307287703657	170	170	51
EN	32768	bpb	204	1.220141413035726	131	131	31
EN	32768	bpb	205	1.4124717228978618	139	139	39
EN	32768	bpb	206	1.1059651076943469	89	89	23
EN	32768	bpb	207	1.2217444890461635	153	153	27
EN	32768	bpb	208	1.5179020779049848	89	89	24
EN	32768	bpb	209	1.245220560100639	77	77	14
EN	32768	bpb	210	1.1681090821490203	69	69	17
EN	32768	bpb	211	0.9786750536424056	124	124	22
EN	32768	bpb	212	1.519205545226212	64	64	16
EN	32768	bpb	213	1.9464934838484371	69	69	26
EN	32768	bpb	214	1.5720682607940717	105	105	28
EN	32768	bpb	215	1.140744907429157	128	128	30
EN	32768	bpb	216	1.7443301703998284	60	60	18
EN	32768	bpb	217	1.427103076122495	99	99	22
EN	32768	bpb	218	1.1624943443036737	97	99	25
EN	32768	bpb	219	1.1630464572631225	104	104	24
EN	32768	bpb	220	1.018541381659553	64	64	11
EN	32768	bpb	221	1.0855128411749664	75	75	18
EN	32768	bpb	222	1.6063411457032344	101	101	26
EN	32768	bpb	223	1.636615294667469	85	85	22
EN	32768	bpb	224	1.592700888711268	56	56	14
EN	32768	bpb	225	1.3550056910572863	64	64	16
EN	32768	bpb	226	1.3765529679035204	104	104	23
EN	32768	bpb	227	1.9802963859168592	74	74	23
EN	32768	bpb	228	1.914506612022938	87	87	26
EN	32768	bpb	229	1.429972807868374	74	74	19
EN	32768	bpb	230	1.6424071916188865	47	47	20
EN	32768	bpb	231	2.087680005041429	82	82	27
EN	32768	bpb	232	2.605462323850935	140	140	51
EN	32768	bpb	233	2.387247738722829	47	47	18
EN	32768	bpb	234	2.234740556385156	137	137	48
EN	32768	bpb	235	2.7771250202009905	88	88	34
EN	32768	bpb	236	1.5185514527026016	149	149	41
EN	32768	bpb	237	1.4216022432867992	133	133	30
EN	32768	bpb	238	1.0848831729577189	91	91	20
EN	32768	bpb	239	1.817848242153872	75	75	23
EN	32768	bpb	240	1.737301921551327	129	129	37
EN	32768	bpb	241	1.5719616463675037	110	110	28
EN	32768	bpb	242	1.4764004653937504	85	87	25
EN	32768	bpb	243	1.3776051874189517	65	65	20
EN	32768	bpb	244	1.4409189691741973	105	105	27
EN	32768	bpb	245	0.9082263686761743	59	59	16
EN	32768	bpb	246	2.132470084563851	93	93	27
EN	32768	bpb	247	1.4602609438960334	231	231	66
EN	32768	bpb	248	1.448739495242285	131	131	36
EN	32768	bpb	249	1.5193015054717718	96	96	28
EN	32768	bpb	250	1.3870381637939302	127	127	34
EN	32768	bpb	251	0.9126043357825456	93	93	20
EN	32768	bpb	252	1.1498164092233196	120	120	29
EN	32768	bpb	253	0.988071482635592	49	49	10
EN	32768	bpb	254	1.0640038599808412	65	65	15
EN	32768	bpb	255	1.1416020329908294	119	119	29
EN	32768	bpb	256	1.5486839259706582	100	100	27
EN	32768	bpb	257	1.3753069879945494	106	106	23
EN	32768	bpb	258	1.4578017768029596	85	85	23
EN	32768	bpb	259	1.3918084119768612	111	111	29
EN	32768	bpb	260	1.0107577000104642	94	94	27
EN	32768	bpb	261	1.593681355124899	87	87	21
EN	32768	bpb	262	0.9927903480697324	52	52	16
EN	32768	bpb	263	1.1174941687855684	44	44	15
EN	32768	bpb	264	0.9771783166533476	107	107	30
EN	32768	bpb	265	1.4254087206854409	150	150	42
EN	32768	bpb	266	1.451574747202667	115	115	31
EN	32768	bpb	267	1.91995593455295	125	125	36
EN	32768	bpb	268	1.3358365669129415	78	78	22
EN	32768	bpb	269	2.245106374601622	83	83	28
EN	32768	bpb	270	1.8685056368782151	108	108	28
EN	32768	bpb	271	1.893529510137126	140	140	40
EN	32768	bpb	272	1.7122851463949094	57	57	17
EN	32768	bpb	273	1.7301540285940311	79	79	20
EN	32768	bpb	274	1.9373904570828857	110	110	34
EN	32768	bpb	275	2.09437676115695	233	234	75
EN	32768	bpb	276	1.947671653100921	120	120	38
EN	32768	bpb	277	1.276383806190968	61	61	15
EN	32768	bpb	278	1.6202590062166444	112	112	29
EN	32768	bpb	279	2.724386241770197	83	83	33
EN	32768	bpb	280	1.6570329736273337	87	87	23
EN	32768	bpb	281	1.0552917000841089	77	77	20
EN	32768	bpb	282	0.7522709571765551	51	51	12
EN	32768	bpb	283	1.438332460174117	101	101	23
EN	32768	bpb	284	1.8845619916179055	65	65	18
EN	32768	bpb	285	1.6434125331179126	61	61	14
EN	32768	bpb	286	1.7626180343069422	69	69	19
EN	32768	bpb	287	1.1403577958393871	114	114	25
EN	32768	bpb	288	1.1015110736609333	133	133	24
EN	32768	bpb	289	1.6092219434460016	127	127	36
EN	32768	bpb	290	1.1832781347402157	127	127	28
EN	32768	bpb	291	1.468965638559489	120	120	30
EN	32768	bpb	292	1.267348007200464	110	110	22
EN	32768	bpb	293	1.200316848095706	135	135	30
EN	32768	bpb	294	1.2243486557655876	128	128	28
EN	32768	bpb	295	1.3423513965987253	158	158	38
EN	32768	bpb	296	1.3553930489047683	180	180	40
EN	32768	bpb	297	1.276688363186405	74	74	19
EN	32768	bpb	298	2.0967048265693204	34	34	13
EN	32768	bpb	299	1.1051067834435913	129	129	28
EN	32768	bpb	300	1.2097838646548864	86	86	20
EN	32768	bpb	301	1.3110495449248196	83	83	18
EN	32768	bpb	302	1.4765871144567633	120	120	31
EN	32768	bpb	303	1.120917102536873	102	102	28
EN	32768	bpb	304	1.5072192625294707	114	114	31
EN	32768	bpb	305	1.6049185381609512	78	78	17
EN	32768	bpb	306	2.2635822390186657	66	66	30
EN	32768	bpb	307	1.150912983708661	90	90	18
EN	32768	bpb	308	1.1472102558015698	70	70	15
EN	32768	bpb	309	1.2263940447390356	109	109	23
EN	32768	bpb	310	1.8757564576125767	44	44	14
EN	32768	bpb	311	1.360123393008404	68	68	17
EN	32768	bpb	312	1.2413502658078763	92	92	21
EN	32768	bpb	313	1.6081388792196782	89	89	26
EN	32768	bpb	314	1.299723728877915	65	67	18
EN	32768	bpb	315	1.2138575122699793	84	84	23
EN	32768	bpb	316	1.461818664981088	88	88	21
EN	32768	bpb	317	1.3636794603617142	90	90	24
EN	32768	bpb	318	1.5698576370757171	90	90	21
EN	32768	bpb	319	1.8706411188646612	37	37	11
EN	32768	bpb	320	1.9027100568753608	134	134	40
EN	32768	bpb	321	2.1020224070895006	128	128	46
EN	32768	bpb	322	1.366471386578882	116	116	31
EN	32768	bpb	323	1.06203798284268	161	161	35
EN	32768	bpb	324	1.411737756071078	89	89	24
EN	32768	bpb	325	0.9265371463631138	158	158	37
EN	32768	bpb	326	1.360176639300364	144	144	41
EN	32768	bpb	327	1.1494732793651663	80	80	21
EN	32768	bpb	328	1.1935648399146213	144	144	33
EN	32768	bpb	329	1.142733516475189	117	117	24
EN	32768	bpb	330	1.2924368338180838	113	113	26
EN	32768	bpb	331	1.124707472112847	108	108	27
EN	32768	bpb	332	1.5458692217611314	94	94	26
EN	32768	bpb	333	1.584075917822248	54	54	15
EN	32768	bpb	334	1.2357805719651718	43	43	13
EN	32768	bpb	335	1.4387545743923948	124	124	33
EN	32768	bpb	336	1.0250668855205682	178	178	37
EN	32768	bpb	337	1.5817909167222983	133	133	37
EN	32768	bpb	338	1.14797895084241	121	121	26
EN	32768	bpb	339	1.2668146368327258	112	113	30
EN	32768	bpb	340	1.697275673640689	280	280	72
EN	32768	bpb	341	1.5231803439299905	64	64	19
EN	32768	bpb	342	1.4284693494191067	88	88	28
EN	32768	bpb	343	1.527817539878235	153	153	43
EN	32768	bpb	344	1.6151801159954242	68	68	20
EN	32768	bpb	345	1.6140506579617393	78	78	21
EN	32768	bpb	346	1.698548785789697	76	76	26
EN	32768	bpb	347	1.5620742536924248	111	111	32
EN	32768	bpb	348	1.672675745067539	76	76	23
EN	32768	bpb	349	1.376662671534401	88	88	24
EN	32768	bpb	350	1.5733842266238682	104	104	29
EN	32768	bpb	351	1.520044657126788	91	91	27
EN	32768	bpb	352	1.2352303651813996	155	155	35
EN	32768	bpb	353	0.9516501761454722	66	66	17
EN	32768	bpb	354	1.3647811086323332	72	72	17
EN	32768	bpb	355	1.2072482679269552	125	127	31
EN	32768	bpb	356	1.343600653258465	69	69	19
EN	32768	bpb	357	1.0591991874530595	125	125	29
EN	32768	bpb	358	1.1451831583332377	64	64	16
EN	32768	bpb	359	1.6463589853114229	90	90	25
EN	32768	bpb	360	1.3493905419575276	123	123	35
EN	32768	bpb	361	1.2984533053626304	104	104	26
EN	32768	bpb	362	1.7543319910562207	58	58	16
EN	32768	bpb	363	1.4703094925523008	83	83	24
EN	32768	bpb	364	1.0372428560089677	85	85	19
EN	32768	bpb	365	1.7193812052033932	134	134	36
EN	32768	bpb	366	1.6180098544095631	118	118	31
EN	32768	bpb	367	1.732972346512087	105	105	40
EN	32768	bpb	368	1.8932054478984188	91	91	33
EN	32768	bpb	369	1.552114277919557	143	143	43
EN	32768	bpb	370	1.8273792657111965	104	104	32
EN	32768	bpb	371	1.458383360839815	146	146	41
EN	32768	bpb	372	1.0147576668278084	264	264	67
EN	32768	bpb	373	1.0722715230787234	168	168	34
EN	32768	bpb	374	1.0260014815773402	80	80	19
EN	32768	bpb	375	0.9557398106391596	111	111	28
EN	32768	bpb	376	0.9738415098567684	119	119	29
EN	32768	bpb	377	1.1094005059257197	136	136	30
EN	32768	bpb	378	1.536981291206313	99	99	29
EN	32768	bpb	379	1.383611311169198	67	67	19
EN	32768	bpb	380	1.1977391841742169	115	115	28
EN	32768	bpb	381	1.8452905361178265	77	77	26
EN	32768	bpb	382	1.3730977518700207	149	149	45
EN	32768	bpb	383	1.5362478850935752	126	126	41
EN	32768	bpb	384	1.3762089066846137	91	91	26
EN	32768	bpb	385	1.5143798266253052	156	156	47
EN	32768	bpb	386	1.1797116755281531	178	178	44
EN	32768	bpb	387	1.406478898063399	96	96	23
EN	32768	bpb	388	1.386946543966164	99	99	29
EN	32768	bpb	389	1.2715404899999092	81	81	20
EN	32768	bpb	390	1.0341228579397417	113	113	26
EN	32768	bpb	391	1.2914007474686944	86	86	22
EN	32768	bpb	392	1.5146693169748464	83	83	25
EN	32768	bpb	393	1.383609156656045	45	45	12
EN	32768	bpb	394	1.2323526819579471	58	58	16
EN	32768	bpb	395	1.4719122179848745	51	51	15
EN	32768	bpb	396	1.547148152454054	105	105	26
EN	32768	bpb	397	1.212965340209122	69	69	18
EN	32768	bpb	398	1.6722594403680258	157	157	43
EN	32768	bpb	399	1.2320793727717088	72	72	19
EN	32768	bpb	400	1.3366104954453366	133	133	33
EN	32768	bpb	401	0.922751667697953	114	114	26
EN	32768	bpb	402	0.8995068238474878	96	96	27
EN	32768	bpb	403	1.148106877880655	160	160	42
EN	32768	bpb	404	1.7036364311041516	143	145	45
EN	32768	bpb	405	1.3919443692391558	51	51	16
EN	32768	bpb	406	1.4932023962161285	90	90	26
EN	32768	bpb	407	1.2126460628429514	131	131	36
EN	32768	bpb	408	1.3421664493309553	85	85	24
EN	32768	bpb	409	1.1602783072620912	100	100	20
EN	32768	bpb	410	1.2354195350282835	107	107	26
EN	32768	bpb	411	1.4817396157254463	175	175	47
EN	32768	bpb	412	1.3125966823592234	162	162	35
EN	32768	bpb	413	1.2559932676441592	105	105	20
EN	32768	bpb	414	1.3117327640035563	146	150	30
EN	32768	bpb	415	1.1049250958098145	159	159	40
EN	32768	bpb	416	1.1879530191120058	61	61	14
EN	32768	bpb	417	1.0837536693863703	157	157	29
EN	32768	bpb	418	1.0150364756381671	136	136	30
EN	32768	bpb	419	1.352080664561086	123	123	39
EN	32768	bpb	420	1.11026062894248	105	105	22
EN	32768	bpb	421	1.5771543124666152	94	94	28
EN	32768	bpb	422	1.813755635982513	101	101	30
EN	32768	bpb	423	1.801524619366369	122	124	33
EN	32768	bpb	424	1.384385588527561	188	188	39
EN	32768	bpb	425	1.4313088162317236	136	138	40
EN	32768	bpb	426	1.3301511512365367	173	173	52
EN	32768	bpb	427	1.7388467690132627	104	104	34
EN	32768	bpb	428	1.066222148496901	115	115	29
EN	32768	bpb	429	1.608671637583906	81	81	21
EN	32768	bpb	430	1.3637835145384072	124	124	32
EN	32768	bpb	431	1.5002083472337049	105	105	22
EN	32768	bpb	432	1.8537840688997056	70	70	22
EN	32768	bpb	433	1.7960267582766338	103	103	31
EN	32768	bpb	434	1.8194717815156225	94	94	24
EN	32768	bpb	435	1.6783243837189832	115	115	30
EN	32768	bpb	436	1.2082676527495255	140	140	32
EN	32768	bpb	437	0.9199426667460728	100	100	23
EN	32768	bpb	438	0.9920187059714284	111	111	21
EN	32768	bpb	439	2.0440143214524333	56	56	16
EN	32768	bpb	440	0.9295034840306208	149	149	32
EN	32768	bpb	441	1.105150089347492	144	144	34
EN	32768	bpb	442	1.2152663352717863	74	74	16
EN	32768	bpb	443	0.9368401072847908	193	193	32
EN	32768	bpb	444	1.429206056237207	114	114	24
EN	32768	bpb	445	1.2876021489979124	106	106	21
EN	32768	bpb	446	1.1763420955617463	91	91	23
EN	32768	bpb	447	1.0253427102451478	107	107	26
EN	32768	bpb	448	1.0945850448323564	89	89	27
EN	32768	bpb	449	1.422808569616829	139	139	41
EN	32768	bpb	450	1.4439428426279464	120	120	31
EN	32768	bpb	451	1.4925450712543702	159	159	42
EN	32768	bpb	452	1.3497707659553315	78	78	17
EN	32768	bpb	453	1.3413928082151	137	141	40
EN	32768	bpb	454	1.2731051389517356	171	171	45
EN	32768	bpb	455	1.2889062502955295	107	107	21
EN	32768	bpb	456	1.8433160180714003	94	94	26
EN	32768	bpb	457	1.2710009769143027	110	110	23
EN	32768	bpb	458	1.7433218389568488	148	158	46
EN	32768	bpb	459	1.4219051031018863	89	91	23
EN	32768	bpb	460	1.0903753233575826	96	96	29
EN	32768	bpb	461	1.340702594448779	90	90	29
EN	32768	bpb	462	1.1547884912430222	137	137	34
EN	32768	bpb	463	1.1499459931301332	75	75	22
EN	32768	bpb	464	1.3831500507646717	112	112	31
EN	32768	bpb	465	1.3663088453419818	172	172	54
EN	32768	bpb	466	1.2542054113023664	137	137	40
EN	32768	bpb	467	1.9497400656363584	85	85	28
EN	32768	bpb	468	1.3812988821672008	129	129	39
EN	32768	bpb	469	1.5867917368102729	78	78	23
EN	32768	bpb	470	1.6014780019484811	120	120	32
EN	32768	bpb	471	1.558531220278053	224	224	65
EN	32768	bpb	472	1.215645761301675	109	109	25
EN	32768	bpb	473	1.570533201114909	70	70	17
EN	32768	bpb	474	1.4021531216972052	95	95	29
EN	32768	bpb	475	1.040717660939793	105	105	25
EN	32768	bpb	476	1.1158550457379215	181	181	43
EN	32768	bpb	477	1.1143762984917844	125	125	29
EN	32768	bpb	478	1.0849276554392184	84	84	20
EN	32768	bpb	479	1.460299341566388	137	139	40
EN	32768	bpb	480	1.2706690962601777	112	112	30
EN	32768	bpb	481	1.1123624574837876	240	240	50
EN	32768	bpb	482	1.1803015299374566	248	248	50
EN	32768	bpb	483	1.0275143256133397	77	77	18
EN	32768	bpb	484	0.9362022670324696	141	141	33
EN	32768	bpb	485	1.1532906957956968	142	142	31
EN	32768	bpb	486	1.4572729356915286	97	97	28
EN	32768	bpb	487	1.2769676573810729	197	197	45
EN	32768	bpb	488	1.144095286601064	128	128	31
EN	32768	bpb	489	1.7415662911902154	84	84	30
EN	32768	bpb	490	1.32847649049116	164	164	41
EN	32768	bpb	491	1.111405803251651	89	89	24
EN	32768	bpb	492	1.3125075288137038	74	74	23
EN	32768	bpb	493	1.239132827926559	70	70	18
EN	32768	bpb	494	1.5972868060965248	84	84	24
EN	32768	bpb	495	1.2973198378020123	167	167	45
EN	32768	bpb	496	0.8515836071192948	128	128	29
EN	32768	bpb	497	1.189211995214185	158	158	35
EN	32768	bpb	498	0.890292911831013	103	103	22
EN	32768	bpb	499	1.017652192362298	119	119	25
EN	32768	bpb	500	0.9821725869063316	93	93	25
EN	32768	bpb	501	1.1307417254718837	136	136	31
EN	32768	bpb	502	1.6081834800966637	129	129	33
EN	32768	bpb	503	1.0140623982048136	205	205	48
EN	32768	bpb	504	1.3330750650103962	209	209	51
EN	32768	bpb	505	1.2121377450292186	89	89	18
EN	32768	bpb	506	1.1385892536524704	87	87	25
EN	32768	bpb	507	1.477675866372941	182	182	43
EN	32768	bpb	508	1.3302361483420848	95	95	22
EN	32768	bpb	509	1.009956328410332	171	171	39
EN	32768	bpb	510	1.6172442982941029	117	117	37
EN	32768	bpb	511	1.4189776466459452	148	148	36
EN	32768	bpb	512	0.9602150700441524	101	101	26
EN	32768	bpb	513	0.9915623544363484	95	95	25
EN	32768	bpb	514	1.1713945473155694	61	61	15
EN	32768	bpb	515	1.1123881885365083	103	103	23
EN	32768	bpb	516	1.1185173985600123	98	98	22
EN	32768	bpb	517	0.8915088931380901	67	67	11
EN	32768	bpb	518	1.1547926215002948	107	107	21
EN	32768	bpb	519	1.0161185100904435	105	113	27
