lang,tokenization,vocab_size,eval_data,metric_type,mean_value
ZH,bpe,32768,ZH,bpb,1.4703161825525712
ZH,bpe,49152,ZH,bpb,1.4693386172530962
ZH,bpe,65536,ZH,bpb,1.4745084033269915
ZH,bpe,81920,ZH,bpb,1.4756126017681928
ZH,bpe,8192,ZH,bpb,1.4847841704105502
AR,bpe,32768,AR,cpb,1.9054711594404616
AR,bpe,49152,AR,cpb,1.8886934907566997
AR,bpe,65536,AR,cpb,1.8802231422320732
AR,bpe,81920,AR,cpb,1.8673226435940076
AR,bpe,8192,AR,cpb,1.9532172291146361
DE,bpe,32768,DE,cpb,1.2869842145388648
DE,bpe,49152,DE,cpb,1.2773386255941102
DE,bpe,65536,DE,cpb,1.2649383523588746
DE,bpe,81920,DE,cpb,1.257352430928997
DE,bpe,8192,DE,cpb,1.3225287597391122
EN,bpe,32768,EN,cpb,1.3512954841374423
EN,bpe,49152,EN,cpb,1.3391346684573193
EN,bpe,65536,EN,cpb,1.3329429196316243
EN,bpe,81920,EN,cpb,1.324198563821576
EN,bpe,8192,EN,cpb,1.396213508569654
FI,bpe,32768,FI,cpb,1.4224197526239482
FI,bpe,49152,FI,cpb,1.4073112664337102
FI,bpe,65536,FI,cpb,1.398885619326679
FI,bpe,81920,FI,cpb,1.396883582077896
FI,bpe,8192,FI,cpb,1.4706512482663872
FR,bpe,32768,FR,cpb,1.357238778902545
FR,bpe,49152,FR,cpb,1.3449011075655566
FR,bpe,65536,FR,cpb,1.3329902046822977
FR,bpe,81920,FR,cpb,1.3251983479714116
FR,bpe,8192,FR,cpb,1.4181606865397487
KO,bpe,32768,KO,cpb,3.3635931134993333
KO,bpe,49152,KO,cpb,3.3040497101735635
KO,bpe,65536,KO,cpb,3.3009361950316394
KO,bpe,81920,KO,cpb,3.3016593432412447
KO,bpe,8192,KO,cpb,3.425249512756869
PL,bpe,32768,PL,cpb,1.6264379923664967
PL,bpe,49152,PL,cpb,1.6089242740531633
PL,bpe,65536,PL,cpb,1.6039990687928443
PL,bpe,81920,PL,cpb,1.573318413258969
PL,bpe,8192,PL,cpb,1.702669815707263
RU,bpe,32768,RU,cpb,1.6987703786010098
RU,bpe,49152,RU,cpb,1.669754115161516
RU,bpe,65536,RU,cpb,1.656843735906727
RU,bpe,81920,RU,cpb,1.6382642247403962
RU,bpe,8192,RU,cpb,1.7595836414374775
TR,bpe,32768,TR,cpb,1.4698266931973862
TR,bpe,49152,TR,cpb,1.4590361212148106
TR,bpe,65536,TR,cpb,1.4516439599477748
TR,bpe,81920,TR,cpb,1.4429722739404738
TR,bpe,8192,TR,cpb,1.5236181890772342
ZH,bpe,32768,ZH,cpb,4.200417509220461
ZH,bpe,49152,ZH,cpb,4.19817899457043
ZH,bpe,65536,ZH,cpb,4.21280089260518
ZH,bpe,81920,ZH,cpb,4.216076063565558
ZH,bpe,8192,ZH,cpb,4.244047147930735
AR,bpe,32768,AR,mrr,0.3008746960104118
AR,bpe,49152,AR,mrr,0.293337804025003
AR,bpe,65536,AR,mrr,0.2906867241008586
AR,bpe,81920,AR,mrr,0.29230380399530687
AR,bpe,8192,AR,mrr,0.33751959903956397
DE,bpe,32768,DE,mrr,0.3927720913656534
DE,bpe,49152,DE,mrr,0.3912772905490133
DE,bpe,65536,DE,mrr,0.39119990739441174
DE,bpe,81920,DE,mrr,0.3910921985589677
DE,bpe,8192,DE,mrr,0.42003152584137854
EN,bpe,32768,EN,mrr,0.41247347053576805
EN,bpe,49152,EN,mrr,0.41228213896429194
EN,bpe,65536,EN,mrr,0.4105135060573178
EN,bpe,81920,EN,mrr,0.4127940823851054
EN,bpe,8192,EN,mrr,0.4247110346157924
FI,bpe,32768,FI,mrr,0.37812064808275164
FI,bpe,49152,FI,mrr,0.3701335332345512
FI,bpe,65536,FI,mrr,0.36621874604265414
FI,bpe,81920,FI,mrr,0.36253843833987887
FI,bpe,8192,FI,mrr,0.41850401169731966
FR,bpe,32768,FR,mrr,0.4225334123511391
FR,bpe,49152,FR,mrr,0.4207134194370437
FR,bpe,65536,FR,mrr,0.41961216685644337
FR,bpe,81920,FR,mrr,0.41602556575935484
FR,bpe,8192,FR,mrr,0.44594099825856315
KO,bpe,32768,KO,mrr,0.1849111641087688
KO,bpe,49152,KO,mrr,0.17378803171096718
KO,bpe,65536,KO,mrr,0.1669285772483723
KO,bpe,81920,KO,mrr,0.1617641134402632
KO,bpe,8192,KO,mrr,0.24110381277079365
PL,bpe,32768,PL,mrr,0.35467554494360964
PL,bpe,49152,PL,mrr,0.34807977946656515
PL,bpe,65536,PL,mrr,0.3429053681922297
PL,bpe,81920,PL,mrr,0.34363441027510483
PL,bpe,8192,PL,mrr,0.3956656030841847
RU,bpe,32768,RU,mrr,0.35003315639491667
RU,bpe,49152,RU,mrr,0.3446195592902746
RU,bpe,65536,RU,mrr,0.34068869891879994
RU,bpe,81920,RU,mrr,0.34066174216958384
RU,bpe,8192,RU,mrr,0.3887304818259776
TR,bpe,32768,TR,mrr,0.3516163115451274
TR,bpe,49152,TR,mrr,0.34770883197079944
TR,bpe,65536,TR,mrr,0.3452828179397517
TR,bpe,81920,TR,mrr,0.3446424092916323
TR,bpe,8192,TR,mrr,0.3853335101375405
ZH,bpe,32768,ZH,mrr,0.15009515234937787
ZH,bpe,49152,ZH,mrr,0.12705928049290652
ZH,bpe,65536,ZH,mrr,0.11079712526702155
ZH,bpe,81920,ZH,mrr,0.101741101361439
ZH,bpe,8192,ZH,mrr,0.24281333347657882
AR,bpe,32768,AR,ppl,177.39713852959983
AR,bpe,49152,AR,ppl,208.34542922809467
AR,bpe,65536,AR,ppl,231.80369843360822
AR,bpe,81920,AR,ppl,246.11692837344557
AR,bpe,8192,AR,ppl,87.12468936172664
DE,bpe,32768,DE,ppl,65.77829364447132
DE,bpe,49152,DE,ppl,72.05623980292582
DE,bpe,65536,DE,ppl,75.43084235493396
DE,bpe,81920,DE,ppl,77.4285938226722
DE,bpe,8192,DE,ppl,41.831520913242926
EN,bpe,32768,EN,ppl,54.1458780011375
EN,bpe,49152,EN,ppl,56.57601621967468
EN,bpe,65536,EN,ppl,58.156021265315346
EN,bpe,81920,EN,ppl,58.52973435941894
EN,bpe,8192,EN,ppl,41.74578333262205
FI,bpe,32768,FI,ppl,108.78593181225435
FI,bpe,49152,FI,ppl,131.25425974542142
FI,bpe,65536,FI,ppl,148.47774007076055
FI,bpe,81920,FI,ppl,165.49313142902432
FI,bpe,8192,FI,ppl,52.223564321305396
FR,bpe,32768,FR,ppl,46.28327958711605
FR,bpe,49152,FR,ppl,49.540933986779656
FR,bpe,65536,FR,ppl,50.89133528683634
FR,bpe,81920,FR,ppl,52.26880399119003
FR,bpe,8192,FR,ppl,33.26997199369359
KO,bpe,32768,KO,ppl,632.968347450118
KO,bpe,49152,KO,ppl,812.6874930461471
KO,bpe,65536,KO,ppl,1036.5204455950873
KO,bpe,81920,KO,ppl,1248.3791793793318
KO,bpe,8192,KO,ppl,188.24052618291313
PL,bpe,32768,PL,ppl,120.05252226272432
PL,bpe,49152,PL,ppl,142.45717953998326
PL,bpe,65536,PL,ppl,161.78328739418157
PL,bpe,81920,PL,ppl,165.6300947112546
PL,bpe,8192,PL,ppl,61.414804815600206
RU,bpe,32768,RU,ppl,124.00780082644036
RU,bpe,49152,RU,ppl,141.1541995847626
RU,bpe,65536,RU,ppl,159.23399901707734
RU,bpe,81920,RU,ppl,166.9380170419235
RU,bpe,8192,RU,ppl,65.22585916506475
TR,bpe,32768,TR,ppl,132.1224654809149
TR,bpe,49152,TR,ppl,160.25062215244066
TR,bpe,65536,TR,ppl,181.84906265441586
TR,bpe,81920,TR,ppl,197.8251586352925
TR,bpe,8192,TR,ppl,61.27503478913668
ZH,bpe,32768,ZH,ppl,895.3650857430999
ZH,bpe,49152,ZH,ppl,1388.8279721640374
ZH,bpe,65536,ZH,ppl,1969.427096104446
ZH,bpe,81920,ZH,ppl,2540.1466385073077
ZH,bpe,8192,ZH,ppl,212.51703950649016
AR,bpe,32768,AR,sent-nll,43.31752414841652
AR,bpe,49152,AR,sent-nll,43.040616718292235
AR,bpe,65536,AR,sent-nll,42.91641775912046
AR,bpe,81920,AR,sent-nll,42.68949655529261
AR,bpe,8192,AR,sent-nll,44.07814505369663
DE,bpe,32768,DE,sent-nll,36.878300738680366
DE,bpe,49152,DE,sent-nll,36.69747326021194
DE,bpe,65536,DE,sent-nll,36.44234906874895
DE,bpe,81920,DE,sent-nll,36.25918105778694
DE,bpe,8192,DE,sent-nll,37.67389456418753
EN,bpe,32768,EN,sent-nll,38.812262846755985
EN,bpe,49152,EN,sent-nll,38.505892382872105
EN,bpe,65536,EN,sent-nll,38.338558393287656
EN,bpe,81920,EN,sent-nll,38.06662418905496
EN,bpe,8192,EN,sent-nll,39.83697143232823
FI,bpe,32768,FI,sent-nll,36.151753711640836
FI,bpe,49152,FI,sent-nll,35.91028954229355
FI,bpe,65536,FI,sent-nll,35.81579126327038
FI,bpe,81920,FI,sent-nll,35.76987583971024
FI,bpe,8192,FI,sent-nll,36.88821217006445
FR,bpe,32768,FR,sent-nll,36.223567693924906
FR,bpe,49152,FR,sent-nll,35.95969863357544
FR,bpe,65536,FR,sent-nll,35.69764568576813
FR,bpe,81920,FR,sent-nll,35.49838737159968
FR,bpe,8192,FR,sent-nll,37.52741989644766
KO,bpe,32768,KO,sent-nll,42.731975160074235
KO,bpe,49152,KO,sent-nll,42.30028143105507
KO,bpe,65536,KO,sent-nll,42.31899400869608
KO,bpe,81920,KO,sent-nll,42.299434325623515
KO,bpe,8192,KO,sent-nll,43.14925843505859
PL,bpe,32768,PL,sent-nll,38.88626988531351
PL,bpe,49152,PL,sent-nll,38.55810093780756
PL,bpe,65536,PL,sent-nll,38.49797867473364
PL,bpe,81920,PL,sent-nll,37.99666211855411
PL,bpe,8192,PL,sent-nll,40.06543362658024
RU,bpe,32768,RU,sent-nll,41.45539702632427
RU,bpe,49152,RU,sent-nll,40.90904884272814
RU,bpe,65536,RU,sent-nll,40.69800754572153
RU,bpe,81920,RU,sent-nll,40.29982872116566
RU,bpe,8192,RU,sent-nll,42.564679190146926
TR,bpe,32768,TR,sent-nll,38.15152839360237
TR,bpe,49152,TR,sent-nll,37.99124161492586
TR,bpe,65536,TR,sent-nll,37.8822340985179
TR,bpe,81920,TR,sent-nll,37.726007652175426
TR,bpe,8192,TR,sent-nll,38.96278162189722
ZH,bpe,32768,ZH,sent-nll,39.26336255326271
ZH,bpe,49152,ZH,sent-nll,39.436800721490386
ZH,bpe,65536,ZH,sent-nll,39.66846287889481
ZH,bpe,81920,ZH,sent-nll,39.760293304109574
ZH,bpe,8192,ZH,sent-nll,39.15076711974144
AR,bpe,32768,AR,token-nll,5.178390939698037
AR,bpe,49152,AR,token-nll,5.3391974196777126
AR,bpe,65536,AR,token-nll,5.445890886057091
AR,bpe,81920,AR,token-nll,5.5058067415955065
AR,bpe,8192,AR,token-nll,4.467340303642213
DE,bpe,32768,DE,token-nll,4.18628990008501
DE,bpe,49152,DE,token-nll,4.277446922483645
DE,bpe,65536,DE,token-nll,4.323216241176033
DE,bpe,81920,DE,token-nll,4.349356141606995
DE,bpe,8192,DE,token-nll,3.7336501441821457
EN,bpe,32768,EN,token-nll,3.9916818486869334
EN,bpe,49152,EN,token-nll,4.0355851537033915
EN,bpe,65536,EN,token-nll,4.063129420728981
EN,bpe,81920,EN,token-nll,4.069534904755652
EN,bpe,8192,EN,token-nll,3.731598448175192
FI,bpe,32768,FI,token-nll,4.689382022865272
FI,bpe,49152,FI,token-nll,4.877136356148285
FI,bpe,65536,FI,token-nll,5.000435048493452
FI,bpe,81920,FI,token-nll,5.108929692016458
FI,bpe,8192,FI,token-nll,3.9555338168073293
FR,bpe,32768,FR,token-nll,3.834780763840583
FR,bpe,49152,FR,token-nll,3.9027992770683886
FR,bpe,65536,FR,token-nll,3.929692678944592
FR,bpe,81920,FR,token-nll,3.9563997111006994
FR,bpe,8192,FR,token-nll,3.5046552482414404
KO,bpe,32768,KO,token-nll,6.450420416865684
KO,bpe,49152,KO,token-nll,6.700346648254925
KO,bpe,65536,KO,token-nll,6.943624657291598
KO,bpe,81920,KO,token-nll,7.1296013324133725
KO,bpe,8192,KO,token-nll,5.237720539692044
PL,bpe,32768,PL,token-nll,4.78792933254838
PL,bpe,49152,PL,token-nll,4.959041460094942
PL,bpe,65536,PL,token-nll,5.0862577075352995
PL,bpe,81920,PL,token-nll,5.109756956788174
PL,bpe,8192,PL,token-nll,4.117650926863402
RU,bpe,32768,RU,token-nll,4.820344473516941
RU,bpe,49152,RU,token-nll,4.949852906894252
RU,bpe,65536,RU,token-nll,5.070374812274295
RU,bpe,81920,RU,token-nll,5.117622588083944
RU,bpe,8192,RU,token-nll,4.177856003263592
TR,bpe,32768,TR,token-nll,4.883729261269721
TR,bpe,49152,TR,token-nll,5.076738978179768
TR,bpe,65536,TR,token-nll,5.203177016921038
TR,bpe,81920,TR,token-nll,5.287383603392029
TR,bpe,8192,TR,token-nll,4.115372497168184
ZH,bpe,32768,ZH,token-nll,6.797231552130718
ZH,bpe,49152,ZH,token-nll,7.2362154849504
ZH,bpe,65536,ZH,token-nll,7.5854979652772165
ZH,bpe,81920,ZH,token-nll,7.8399770900419625
ZH,bpe,8192,ZH,token-nll,5.359022171062648
