Sentence	Tokens
تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.	141
نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.	184
تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.	213
لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.	182
وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.	97
وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.	132
خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.	270
وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.	88
تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.	63
تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.	165
تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.	139
في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.	143
تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.	82
وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.	99
لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.	196
يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.	103
يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.	55
نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم "محور النورة"، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.	255
تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.	218
أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.	115
لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.	149
وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.	56
وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.	72
وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.	133
تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.	92
كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.	75
وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.	54
وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.	106
يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.	62
تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.	162
سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.	80
لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.	88
قال ميلر عندما طلب منه إبداء رأيه،: "يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله".	123
صرح هو قائلاً، " سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 ".	157
لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.	80
هو حث البلاد النامية "على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً"	97
وأضاف أنه "مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم."	108
قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.	71
يحذر من أنه لا أحد يمكنه ضمان أن أي مسار عمل في هذه اللحظة في العراق سيؤدي إلى وقف الحرب الطائفية أو العنف المتزايد أو الانحدار نحو الفوضى.	142
كما يبدأ هذا التقرير بدعوة لإجراء نقاش مفتوح، وتشكيل اتفاق جماعي في الرأي في الولايات المتحدة بشأن السياسة تجاه الشرق الأوسط.	132
ينتقد التقرير بشدة كل جوانب السياسة الحالية تقريباً للسلطة التنفيذية تجاه العراق، كما يحثّ على تغيير فوري في الاتجاه.	122
أول ما تم ذكره بين ال78 توصية الخاصة بها هو أنه يجب اتخاذ مبادرة دبلوماسية قبل نهاية هذا العام لتأمين حدود العراق ضد التدخلات العدوانية ولإعادة تأسيس العلاقات الدبلوماسية مع جيرانها.	174
لقد أعلنت كريستينا فرنانديز دي كيرشنر عضوة مجلس الشيوخ الحالية وسيدة الأرجنتين الأولى ترشحها للرئاسة الأمس مساءً في لابلاتا، وهي مدينة تبعد 50 كيلومتراً (أو 31 ميلاً) عن بوينس آيرس	179
أعلنت السيدة كيرشنر عزمها الترشح للرئاسة في المسرح الأرجنتيني، وهو نفس الموقع الذي استخدمته لبدأ حملتها الانتخابية عام ٢٠٠٥ لمجلس الشيوخ بصفتها عضواً في وفد مقاطعة بوينس آيرس.	184
أثير النقاش بسبب الجدل حول الإنفاق على الإغاثة وإعادة الإعمار في أعقاب إعصار كاترينا؛ والذي وصفه بعض المحافظين الماليين بطريقة فكاهية بأنه "صفقة نيو أورليانز الجديدة لبوش".	181
النقد الليبرالي لمجهود إعادة الإعمار قد ركز على منح عقود إعادة الإعمار للمطلعين في واشنطن.	91
ذهب أكثر من 4 ملايين شخص إلى روما لحضور الجنازة.	52
كان عدد الحاضرين كبيراً لدرجة أنه لم يكن من الممكن للجميع الوصول إلى الجنازة في ساحة القديس بطرس.	98
رُكّبت عدة شاشات تلفزيونية كبيرة في أماكن مختلفة في روما للسماح للجمهور بمشاهدة مراسم الجنازة.	101
في عدد كبير من المدن الأخرى الإيطالية وفي بقية أنحاء العالم، لا سيما في بولندا، جرت تجهيزات مماثلة شهدها عدد كبير من الناس.	120
انتقد المؤرخون سياسات مكتب التحقيقات الفدرالي السابقة لتركيزه موارده على القضايا سهلة الحل، وبالأخص حالات السيارات المسروقة، وذلك بهدف تعزيز معدل نجاح المكتب.	160
بدأ الكونجرس في تمويل مبادرة الفحش في السنة المالية 2005 وحدد أن مكتب التحقيقات الفدرالي يجب أن يخصص 10 عملاء للمواد الإباحية للبالغين.	127
حقق روبن أوثابا أعلى نتيجة في الجولات، 70 ركضةً في 41 كرة فقط بتسجيل 11 من الأربع واثنين من الـستات.	101
أدى ضاربا الكرة المتمركزين في الوسط، ساشين تيندولكار وراهول درافيد، جيدًا وأقاما شراكة أكسبت للفريق مائة نقطة.	120
لكن من بعد خسارة القائد للتسديد في البُويبة، حققت الهند فقط 36 جولة بخسارة 7 تسديدات نحو البُويبة لتنهي الأشواط.	111
وصل الرئيس الأمريكي "جورج دبليو بوش" إلى سنغافورة صباح يوم 16 نوفمبر، في مبدأ جولةٍ تَسْتغرق أسبوعاً في آسيا.	118
كان في استقباله نائب رئيس الوزراء السنغافوري وونغ كان سينغ وناقش قضايا التجارة والإرهاب مع رئيس وزراء سنغافورة لي هسين لونج.	129
بعد أسبوعٍ من الخسائر في انتخابات التجديد النصفي، أخبر (بوش) جمهوره عن توسيع التجارة في قارة آسيا.	98
وافق رئيس الوزراء ستيفن هاربر على إرسال "قانون الهواء النقي" الذي أعدته الحكومة إلى لجنة جامعة للأحزاب للمراجعة قبل قراءته الثانية بعد اجتماع مدته 25 دقيقة يوم الثلاثاء مع زعيم الحزب الوطني الديمقراطي جاك ليتون في مكتب رئيس الوزراء.	231
طلب لايتون إجراء تغييرات على قانون حماية البيئة للمحافظين خلال اجتماعه مع رئيس الوزراء، وطلب "إعادة صياغة كاملة وشاملة" لقانون حماية البيئة الخاص بحزب المحافظين.	168
ومنذ أن تدخّلت الحكومة الفيدرالية لاستلام تمويل مشفى ميرسي في دافنبورت في تسمانيا، انتقدت حكومة الولاية وبعض النواب الفيدراليين هذا العمل كحيلة في مقدمة الانتخابات الفيدرالية التي من المقرر أن تجرى في تشرين الثاني.	209
لكن رئيس الوزراء جون هوارد قال أن الإجراء كان فقط من أجل حماية مرافق المستشفى من تخفيض تصنيفها من قِبَل حكومة تسمانيا بمنح 45 مليون دولار أسترالي إضافي.	159
ووفقًا لآخر تقرير عام، فإن قراءات مستوى سطح البحر تُشير إلى حدوث تسونامي، وقد سُجّل نشاط تسونامي مؤكّد بالقرب من باغو باغو ونيو.	146
ولم ترد تقارير عن وقوع أضرار أو إصابات كبيرة في تونغا، لكن الكهرباء انقطعت بشكل مؤقت، مما منع سلطات تونغا من تلقي تحذير تسونامي الصادر من PTWC.	151
تم إغلاق أربع عشرة مدرسة في هاواي تقع على، أو بالقرب من، الخطوط الساحليّة طوال يوم الأربعاء، على الرغم من رفع التحذيرات.	124
رحّب الرئيسُ الأمريكيُّ جورج دبليو بوش بالإعلان.	54
جوردون جوندرو المتحدث الرسمي لبوش دعا تعهد كوريا الشمالية بأنه "خطوة مهمة باتجاه هدف تحقيق نزع السلاح النووي من شبه الجزيرة الكورية."	131
تشكلت في المحيط الأطلسي اليوم عاشر عاصفة مُسماة لموسم الأعاصير الأطلسية، العاصفة شبه الاستوائية جيري.	99
يقول المركز الوطني للأعاصير (المركز الوطني للأعاصير) وإنه في هذه المرحلة لا يشكل إعصار "جيري" أي تهديد للأرض.	115
قدر سلاح المهندسين الأمريكيين أن 6 بوصات من الأمطار يمكن أن تخترق السدود الترابية المتضررة سابقاً.	96
يقع حاليًا الجناح التاسع والذي شهد فيضاناً يصل ارتفاعه إلى 20 قدماً خلال إعصار كاترينا، في ارتفاع لمنسوب المياه حيث غمرت السد القريب.	132
ينسكِب الماء من فوق السدّ في جزء بعرض 100 قدم.	44
أعرب آدم كويردين، مدير مجلس العموم، عن إحباطه من عمليات الشطب عندما تحدث إلى ويكي نيوز الشهر الماضي.	101
"لقد كذب ويلز علينا بشكل أساسي منذ البداية. أولاً بالتصرف كما لو كان هذا لأسباب قانونية. ثم من خلال التظاهر بأنه كان يستمع إلينا، وحتى حذفه الفني."	153
أدى انزعاج المجتمع إلى الجهود الجارية لصياغة سياسة بشأن المحتوى الجنسي للموقع الذي يستضيف ملايين الوسائط المرخصة بشكل مفتوح.	130
وتم الشغل المنجز نظرياً في معظمه، ولكن البرنامج كُتب لمحاكاة الملاحظات التي لٌوحظت عن مجرة القوس.	101
كان التأثير الذي بحث عنه الفريق قد تسببه قوىً مدّية جذريّة بين المادة المعتمة بالمجرّة والمادة المعتمة بمجرّة درب التبّانة.	123
تمامًا مثلما يجذب القمر الأرض فيتسبب في حدوث المد والجزر، تجذب مجرة درب التبانة مجرة الرامي.	92
تمّكن العلماء من استنتاج أن المادة الداكنة تؤثر على المادة الداكنة الأخرى بنفس الطريقة التي تؤثر بها المادة الطبيعية.	112
توضح تلك النظرية أن معظم المادة المظلمة حول مجرةٍ ما تقع حولها فيما يشبه الهالة، ويكونها جسيمات صغيرة في أعداد كبيرة.	117
يتصاعد من المصنع دخاناً أبيض، وهذا ما أظهرته تقارير تلفزيونية.	68
تحث السلطات المحلية القانطين بالقرب من المصنع على البقاء في منازلهم، وغلق مكيفات الهواء، وعدم شرب مياه الصنبور.	107
ووفقًا للوكالة النّوويّة اليابانية، تمّ رصد سيزيوم مشعّ وأيودين في المحطّة.	82
وتتكهن السلطات بأن ذلك يشير إلى أن الحاويات التي تحتوي على وقود اليورانيوم في الموقع ربما تكون قد انفجرت وتسربت.	114
اكتشفَ د. توني مول مرضَ السّل شديد المقاومةِ للأدويةِ أو ما بعرف ب (XDR-TB) في منطقةِ كوازولوناتال في جنوب إفريقيا.	115
لقد قال في مقابلة أن شكل البكتيريا المتغير الجديد "مثير للقلق ومروّع للغاية بسبب معدل الوفيات المرتفع جداً."	106
يعتقد د. مول أن بعض المرضى من بينهم اثنين من العاملين بالمستشفى يحتمل أن يكونوا قد أصيبوا بالفيروس داخل المستشفى.	116
خلال عام واحد، قد يصيب الشخص المُصاب ما بين 10 إلى 15 من المختلطين القرباء.	71
مع ذلك، فإن النسبة المئوية لمرض السلّ شديد المقاومة للأدوية في إجمالي مجموعة المصابين بالسلّ ما تزال مُنخفضة؛ حيث يُصاب 6000 من إجمالي 330000 شخص في أي لحظة محددة بجنوب إفريقيا.	179
كان هناك قمران يزن كلاً منهما ما يزيد عن 1000 رطل، ويسيران بسرعة ما يقرب من 17500 ميل/الساعة، اصطدما فوق الأرض بارتفاع 491 ميلاً.	124
يقول العلماء إن الانفجار الناجم عن الاصطدام كان مهولاً.	51
ما زالوا يحاولون تحديد حجم التصادم وكيف ستتأثر الأرض.	57
تقوم القيادة الإستراتيجية الأمريكية لمكتب وزارة الدفاع الأمريكية بتعقب الأنقاض.	80
ستُنشر نتيجة التحليل البياني على موقع إلكتروني متاح للعامة.	60
بحسب السلطات في أوهايو فإن طبيبةً قد عملت في مستشفى الأطفال في بيتسبرغ في ولاية بنسلفانيا، ستتهمُ بجريمةِ القتل المتعمد بعد أن عُثِرَ على أمها ميتة في صندوق سيارتها يوم الأربعاء.	185
تم العثور على الدكتور مالار بالاسوبرامانيان -29 عاماً- في بلو آش، أوهايو، وهي ضاحية على بعد حوالي 15 ميلاً شمال سينسيناتي ملقاة على الأرض بجانب الطريق في قميص وملابس داخلية في حالة شديدة تحت تأثير الأدوية على ما يبدو.	214
وجهتْ الضباط إلى سيارتها السوداء من طراز Oldsmobile Intrigue التي كانت تقع على بعد 500 قدم.	72
وهناك وجدوا جثة ساروجا بالاسوبرامانيان، 53 عاماً، مغطاة ببطانيات ملطخة بالدماء.	84
وقالت الشرطة إن الجثة بدت وكأنها كانت هناك منذ يوم تقريباً.	63
تم الإعلان عن أول حالات المرض هذا الموسم في نهاية شهر تموز.	56
يتم نقل المرض من خلال الخنازير، والذي ينتقل بعد ذلك إلى البشر من خلال البعوض.	73
حضّ انتشار الوباء الحكومة الهندية على أن تتخذ إجراءات كنشر من يصطاد الخنازير في المناطق المصابة بشدة وكذلك أن توزع آلاف من ستائر البعوض وأن ترش مبيدات حشرية.	164
ووعدت الحكومة بتوفير عدة ملايين من قنينات لقاح التهاب الدماغ، مما سيساعد في استعداد الوكالات الصحية للعام القادم.	106
تم تأجيل خطط توصيل اللقاحات إلى المناطق الأكثر تضرراً على مر التاريخ هذا العام بسبب نقص التمويل وتحديد أولوية منخفضة للمرض بالنسبة للأمراض الأخرى.	155
في سنة 1956 انتقل سلانيا إلى السويد حيث بدأ العمل مع مكتب البريد السويدي بعد ثلاث سنوات، ثم أصبح المسؤول عن تصميم ونقش القطع النقدية.	128
أصدر أكثر من 1,000 طابع للسويد و28 دولة أخرى.	45
تتميز أعماله بجودة وتفاصيل مميزة لدرجة جعلته أحد "الأسماء المعروفة" القليلة للغاية بين هواة جمع الطوابع. تخصص البعض في جمع أعماله فقط.	137
كان طابعه رقم 1000 "الأعمال العظيمة التي قام بها الملوك السويديون" من قبل ديفيد كلوكر إهرنشترال في سنة 2000، والتي تم إدراجها في موسوعة غينيس للأرقام القياسية العالمية.	151
كان يعمل أيضاً في نقش الأوراق النقدية للعديد من البلدان، ومن الأمثلة الحديثة على عمله صور رئيس الوزراء على واجهة الأوراق النقدية الجديدة من فئة 5 دولارات و 100 دولار.	161
بعد وقوع الحادث، نُقل "جبسون" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة.	82
لم يُصب سائق الشاحنة البالغ من العمر 64 عاماً في حادث التحطم.	58
أُبعدت العربة من مكان الحادثة في الساعة 12:00 تقريباً بتوقيت جرينتش في نفس يوم وقوعها.	85
وصرح شخصٌ يعمل في مرآبٍ قريب من مكان وقوع الحادث: "كان هناك أطفالٌ ينتظرون عبور الشارع وكلهم كانوا يصرخون ويبكون".	123
فرّ جميعهم عائدين من حيث وقعت الحادثة.	40
تشمل الموضوعات الأخرى المدرجة على جدول أعمال بالي الحفاظ على الغابات المتبقية في العالم، وتبادل التكنولوجيات لمساعدة الدول النامية على النمو بطرق أقل تلويثاً	152
وتأمل الأمم المتحدة أيضاً في وضع اللمسات الأخيرة على صندوق لمساعدة البلدان المتضررة من ظاهرة الاحتباس الحراري على التعامل مع الأضرار.	125
يمكن استغلال الأموال في تشيد منازل مقاومة للفيضانات، وإدارة المياه بشكل أفضل، وتنويع المحاصيل.	97
كتب فلوك أن محاولات البعض للطغيان على النساء ليتوقفوا عن الحديث عن صحة النساء باءت بالفشل.	94
لقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.	140
عندما توقف القتال بعد نقل الجرحى إلى المستشفى، بقي حوالي 40 من السجناء الباقين في الفناء ورفضوا العودة إلى زنازينهم.	115
يحاول المتفاوضون تصحيح الوضع، ولكن مطالب السجناء غير واضحة.	61
بين الساعة 10:00 إلى 11:00 مساءً بتوقيت الجبل، أُضرِمَ حريقٌ من قبل النزلاء في الفناء.	81
سرعان ما دخل ضباط مجهزون بعدة الشغب الساحة وحاصروا النزلاء بالغاز المسيل للدموع.	76
وقد أخمدت فرق الإنقاذ النار في نهاية المطاف بحلول الساعة 11:35 مساء.	64
بعد بناء السد عام 1963، توقفت الفيضانات الموسمية التي من شأنها أن تنشر الرواسب في جميع أنحاء النهر.	90
مثلت تلك الرواسب ضرورة لتكوين مياه ضحلة وشواطئ، وهو ما شكّل موطناً للحياة البرية.	84
ونتيجة لذلك، انقرض نوعان من الأسماك، وأصبح نوعان آخران معرضين للخطر، بما في ذلك الشوب الأحدب.	105
رغم أن منسوب المياه سيرتفع بضعة أقدام فحسب بعد الفيضان، إلا أن المسؤولين يأملون أن يكون ذلك كافياً لاستعادة قضبان الرمال المتآكلة في اتجاه مجرى النهر.	155
لم يصدر تحذير عن تسونامي، ووفقا لوكالة جاكرتا للجيوفيزياء، لن يصدر تحذير عن تسونامي لأن الزلزال لم يستوف متطلبات 6.5 درجة.	136
على الرغم من عدم وجود خطر حدوث تسونامي، بدأ السكان في الذعر وبدأوا في مغادرة أعمالهم و منازلهم.	93
على الرغم من أن وينفري كانت متأثرةً في وداعها، إلا أنها أوضحت لجمهورها أنها ستعود.	86
"هذا لن يكون وداعاً. هذا هو إغلاق فصل وبداية فصل جديد."	60
أشارت النتائج النهائية للانتخابات الرئاسية والبرلمانية في ناميبيا إلى إعادة انتخاب الرئيس الحالي هيفيكيبنيي بوهامبا بفارق كبير.	127
كما احتفظ الحزب الحاكم، وهو المنظمة الشعبية لجنوب غرب أفريقيا (سوابو)، بالأغلبية في الانتخابات البرلمانية.	108
وقد توغلت قوات التحالف والقوات الأفغانية في المنطقة لتأمين الموقع وأرسلت طائرات التحالف الأخرى للمساعدة.	105
وقع حادث التحطم في أعالي التضاريس الجبلية، ويُعتقد أنه كان نتيجةً لنيران عدائية.	83
تُواجَه جهود البحث عن موقع التحطم بسوء الأحوال الجوية والتضاريس القاسية.	70
أعربت منظمة "مانجولا" الخيرية الطبية ومنظمة أطباء بلا حدود ومنظمة الصحة العالمية، إن هذا هو أسوأ تفشٍ مسجل في البلاد.	118
قال المتحدث باسم منظمة أطباء بلا حدود "ريتشارد فيرمان": "تتجه أنغولا نحو تفشي هو الأسوأ على الإطلاق ولا يزال الوضع سيئاً للغاية في أنغولا".	146
بدأت الألعاب في تمام الساعة 10:00 صباحاً مع طقس رائع، وبغض النظر عن رذاذ منتصف الصباح الذي سرعان ما اختفى، فقد كان يوماً مثالياً لسباعيات الرجبي.	145
استهلت دولة جنوب أفريقيا -مصنفة البطولة الأولى- المنافسة كما ينبغي بتحقيقها فوز سهل بنتيجة 26 - 00 على زامبيا المصنفة الخامسة في البطولة.	138
على الرغم من أن الأداء الباهت الذي ظهر به الفريق في المباراة ضد أخواتهن الجنوبيات، إلا أن جنوب أفريقيا قد استمرت في التحسن مع تقدم البطولة.	133
لقد جعل دفاع الفريق المنضبط ومهاراته في التعامل مع الكرة وعمله الجماعيُّ الممتاز، فريق متميز وكان من الواضح أن هذا هو الفريق الذي يجب التغلب عليه.	141
صرّح المسؤولون عن مدينة أمستردام ومتحف آن فرانك أن الشّجرة مصابة بالفطريات وتشكّل خطراً على الصحة العامة حيث يقولون إنها كانت على وشك السقوط.	153
كان من المقرر إعدامها يوم الثلاثاء، ولكن أنقذها حكم مستعجل من المحكمة.	71
جميع مداخل الكهف، التي سُمّيت "الأخوات السبعة"، يبلغ قطرها على الأقل من 100 إلى 250 متراً (من 328 إلى 820 قدماً).	104
تظهر صور الأشعة تحت الحمراء أن التغيرات في درجات الحرارة بين الليل والنهار تبين أنها كهوف محتملة.	94
"إنهم أبرد من السطح المحيط نهاراً وأكثر دفئاً منه في الليل."	62
إن سلوكهم الحراري ليس ثابتًا مثل الكهوف الكبيرة على الأرض التي غالبًا ما تحافظ على درجة حرارة ثابتة إلى حدٍ ما ، لكنه يتفق مع كونها ثقوباً عميقة في الأرض، "كما قال جلين كوشينغ من هيئة المساحة الجيولوجية الأمريكية (يو إس جي إس) ومن جامعة شمال أريزونا التي تقع في فلاغستاف، أريزونا.	290
في فرنسا، كان التصويت بشكل تقليدي هو عبارة عن تجربة ذات تكنولوجيا منخفضة: حيث يعزل الناخبون أنفسهم في كشك، ويضعون ورقة مطبوعة بشكل مسبق مشيرة إلى مرشحهم المفضل في ظرف.	185
بعد تحقق المسؤولين من هوية الناخب، يضع الظرف في صندوق الاقتراع ويوقع على قائمة المصوتين.	89
يقنن القانون الانتخابي الفرنسي الإجراءات بصرامة غير محببة.	57
ومنذ عام 1988، يجب أن تكون صناديق الاقتراع شفافة بحيث يمكن للناخبين والمراقبين أن يشهدوا عدم وجود مظاريف في بداية التصويت، وأنه لا تتم إضافة مغلفات إلا مغلفات الناخبين المسجلين والمأذون لهم حسب الأصول والمفوضين.	218
يمكن للمرشحين أن يرسلوا ممثلين ليشهدوا على كل جزء من العملية. وفي المساء، يتم عد الأصوات من قبل المتطوعين تحت إشراف مكثف باتباع إجراءات محددة.	149
أصبح Eee PC من ASUS الذي أُطلق في وقت سابق في جميع أنحاء العالم لعوامل توفير التكاليف والقدرة الوظيفية، موضوعاً مثيراً في شهر تكنولوجيا المعلومات في تايبيه لعام 2007.	159
لكن سوق المستهلكين لأجهزة الحاسوب المحمولة سيتنوع ويتغير جذرياً بعد أن حازت شركة أسوس في 2007 على جائزة تايوان للاستدامة المقدمة من القسم التنفيذي يوان من حكومة جمهورية الصين.	174
وصف موقع المحطّة الإلكتروني العمل بأنه "مسرح إذاعي على الطريقة القديمة، بانعطاف غريب الأطوار، جديد وصارخ!"	113
في أيامه الأولى، أُذيع البرنامج حصراً على موقع راديو الإنترنت الموجود منذ فترة طويلة "توجي نت راديو"، وهو الموقع الذي يركز على الراديو الحواري.	145
في أواخر عام 2015، أنشأت "توجي نت" راديو "أسترو نت " كمحطة إذاعية تابعة.	74
