lang,tokenization,vocab_size,eval_data,metric_type,mean_value
ZH,bpe,65536,ZH,bpb,2.0647244860741814
ZH,bpe,81920,ZH,bpb,2.0755276065048656
ZH,bpe,8192,ZH,bpb,2.015674928046747
ZH,superbpe,32768,ZH,bpb,2.065052125600994
ZH,superbpe,49152,ZH,bpb,2.098315009247618
ZH,superbpe,65536,ZH,bpb,2.118869580723932
ZH,superbpe,81920,ZH,bpb,2.130826214686346
ZH,superbpe,8192,ZH,bpb,2.041508993371017
ZH,unigram,32768,ZH,bpb,6.9596922135757415
ZH,unigram,49152,ZH,bpb,7.883277791025603
ZH,unigram,65536,ZH,bpb,7.945620648283772
ZH,unigram,81920,ZH,bpb,7.658438707214906
ZH,unigram,8192,ZH,bpb,5.890754420075522
AR,bpe,32768,AR,cpb,2.165505564975875
AR,bpe,49152,AR,cpb,2.166191985694155
AR,bpe,65536,AR,cpb,2.16321536556615
AR,bpe,81920,AR,cpb,2.163378904618743
AR,bpe,8192,AR,cpb,2.178979123807974
DE,bpe,32768,DE,cpb,1.6009375359443587
DE,bpe,49152,DE,cpb,1.6013622441581927
DE,bpe,65536,DE,cpb,1.5990002605216456
DE,bpe,81920,DE,cpb,1.5943135593877211
DE,bpe,8192,DE,cpb,1.6086664454609325
DE,superbpe,32768,DE,cpb,1.8182820098644434
DE,superbpe,49152,DE,cpb,1.8515612618593518
DE,superbpe,65536,DE,cpb,1.8691838699172665
DE,superbpe,81920,DE,cpb,1.8858705760913776
DE,superbpe,8192,DE,cpb,1.7418588052438262
DE,unigram,32768,DE,cpb,10.364323332058962
DE,unigram,49152,DE,cpb,9.9783815611636
DE,unigram,65536,DE,cpb,9.933384527913821
DE,unigram,81920,DE,cpb,9.609859839497455
DE,unigram,8192,DE,cpb,10.979797509894421
EN,bpe,32768,EN,cpb,1.7091913886544279
EN,bpe,49152,EN,cpb,1.6981454940789693
EN,bpe,65536,EN,cpb,1.6878260480489278
EN,bpe,81920,EN,cpb,1.6786315503904186
EN,bpe,8192,EN,cpb,1.7362054341816815
EN,superbpe,32768,EN,cpb,1.9696084048139892
EN,superbpe,49152,EN,cpb,2.0205521573013656
EN,superbpe,8192,EN,cpb,1.922298626168242
EN,unigram,32768,EN,cpb,8.348520254004134
EN,unigram,49152,EN,cpb,7.979888226115698
EN,unigram,8192,EN,cpb,8.695597812651371
FI,bpe,32768,FI,cpb,1.7764554685067724
FI,bpe,49152,FI,cpb,1.7848880165946162
FI,bpe,65536,FI,cpb,1.7871327028606099
FI,bpe,81920,FI,cpb,1.793315580099621
FI,bpe,8192,FI,cpb,1.7563002559049965
FI,superbpe,32768,FI,cpb,1.8826813223612004
FI,superbpe,49152,FI,cpb,1.9088741018835065
FI,superbpe,65536,FI,cpb,1.9268340369078034
FI,superbpe,81920,FI,cpb,1.9509441868492603
FI,superbpe,8192,FI,cpb,1.8299194720704148
FI,unigram,32768,FI,cpb,10.260016626907762
FI,unigram,49152,FI,cpb,11.494959483284989
FI,unigram,65536,FI,cpb,11.27915756380153
FI,unigram,81920,FI,cpb,11.14282520598269
FI,unigram,8192,FI,cpb,11.355554168520305
FR,bpe,32768,FR,cpb,1.5348296932150782
FR,bpe,49152,FR,cpb,1.5387986160190466
FR,bpe,65536,FR,cpb,1.528094340506098
FR,bpe,81920,FR,cpb,1.5179971813493631
FR,bpe,8192,FR,cpb,1.5515086472014643
FR,superbpe,32768,FR,cpb,1.960337097167381
FR,superbpe,49152,FR,cpb,2.0241504276888924
FR,superbpe,65536,FR,cpb,2.0544194519410253
FR,superbpe,8192,FR,cpb,1.8516286772687647
FR,unigram,32768,FR,cpb,9.911485096644508
FR,unigram,49152,FR,cpb,9.808722689889633
FR,unigram,65536,FR,cpb,9.580204012109478
FR,unigram,8192,FR,cpb,9.37218374867006
KO,bpe,32768,KO,cpb,3.7417930937479147
KO,bpe,49152,KO,cpb,3.7372664717434945
KO,bpe,65536,KO,cpb,3.758574519285375
KO,bpe,81920,KO,cpb,3.76417234032422
KO,bpe,8192,KO,cpb,3.727203550261648
PL,bpe,32768,PL,cpb,1.8106734456432154
PL,bpe,49152,PL,cpb,1.8146959624657297
PL,bpe,65536,PL,cpb,1.8211783512416888
PL,bpe,81920,PL,cpb,1.8232648896899544
PL,bpe,8192,PL,cpb,1.8072657959541654
RU,bpe,32768,RU,cpb,1.7445037949134652
RU,bpe,49152,RU,cpb,1.7428578249552138
RU,bpe,65536,RU,cpb,1.7531232700362922
RU,bpe,81920,RU,cpb,1.7513466313770016
RU,bpe,8192,RU,cpb,1.7444487371817428
RU,superbpe,32768,RU,cpb,1.8946125563873464
RU,superbpe,49152,RU,cpb,1.9146029070170563
RU,superbpe,65536,RU,cpb,1.9355530339948042
RU,superbpe,81920,RU,cpb,1.9639218239450051
RU,superbpe,8192,RU,cpb,1.8350860265105775
RU,unigram,32768,RU,cpb,20.303719287613255
RU,unigram,49152,RU,cpb,18.560885332762325
RU,unigram,65536,RU,cpb,19.534355331830056
RU,unigram,81920,RU,cpb,20.11079742100826
RU,unigram,8192,RU,cpb,17.829251736305917
TR,bpe,32768,TR,cpb,1.7328504654268768
TR,bpe,49152,TR,cpb,1.7387776892938676
TR,bpe,65536,TR,cpb,1.738655055541068
TR,bpe,81920,TR,cpb,1.7398979336201246
TR,bpe,8192,TR,cpb,1.7298619853534702
TR,superbpe,32768,TR,cpb,1.8673434567139642
TR,superbpe,49152,TR,cpb,1.8882817528682705
TR,superbpe,65536,TR,cpb,1.910504526400083
TR,superbpe,81920,TR,cpb,1.9243498421655445
TR,superbpe,8192,TR,cpb,1.8239864500281924
ZH,bpe,32768,ZH,cpb,5.700365661570739
ZH,bpe,49152,ZH,cpb,5.7544997564379194
ZH,bpe,65536,ZH,cpb,5.797307815812542
ZH,bpe,81920,ZH,cpb,5.828753202492862
ZH,bpe,8192,ZH,cpb,5.659289150995088
ZH,superbpe,32768,ZH,cpb,5.79924923524583
ZH,superbpe,49152,ZH,cpb,5.89400936595995
ZH,superbpe,65536,ZH,cpb,5.952234365595501
ZH,superbpe,81920,ZH,cpb,5.986159154863274
ZH,superbpe,8192,ZH,cpb,5.73278488014035
ZH,unigram,32768,ZH,cpb,19.459576459094677
ZH,unigram,49152,ZH,cpb,22.115020043131267
ZH,unigram,65536,ZH,cpb,22.280340667056205
ZH,unigram,81920,ZH,cpb,21.45999005865609
ZH,unigram,8192,ZH,cpb,16.451384099039743
AR,bpe,32768,AR,ppl,404.3956162319169
AR,bpe,49152,AR,ppl,552.3033881120685
AR,bpe,65536,AR,ppl,669.4303751108698
AR,bpe,81920,AR,ppl,763.0127619835827
AR,bpe,8192,AR,ppl,127.44320960976553
DE,bpe,32768,DE,ppl,221.0457940136896
DE,bpe,49152,DE,ppl,296.6865554673867
DE,bpe,65536,DE,ppl,353.24911732259625
DE,bpe,81920,DE,ppl,389.55887224941057
DE,bpe,8192,DE,ppl,71.92226225436275
DE,superbpe,32768,DE,ppl,412.4594285589512
DE,superbpe,49152,DE,ppl,645.3339296102281
DE,superbpe,65536,DE,ppl,844.0748789656
DE,superbpe,81920,DE,ppl,1044.1707992927961
DE,superbpe,8192,DE,ppl,95.25799899897848
DE,unigram,32768,DE,ppl,1194.042118528735
DE,unigram,49152,DE,ppl,916.8257414495043
DE,unigram,65536,DE,ppl,888.5141992248628
DE,unigram,81920,DE,ppl,712.2384309937925
DE,unigram,8192,DE,ppl,1823.948458649666
EN,bpe,32768,EN,ppl,286.6240364661103
EN,bpe,49152,EN,ppl,338.14239419689585
EN,bpe,65536,EN,ppl,363.39743027840103
EN,bpe,81920,EN,ppl,377.99831717292295
EN,bpe,8192,EN,ppl,113.26096785228344
EN,superbpe,32768,EN,ppl,639.7635451609735
EN,superbpe,49152,EN,ppl,955.366025570034
EN,superbpe,8192,EN,ppl,178.42759424202083
EN,unigram,32768,EN,ppl,345.1130304460496
EN,unigram,49152,EN,ppl,266.6284727676285
EN,unigram,65536,EN,ppl,182.191664193282
EN,unigram,8192,EN,ppl,440.13212993342756
FI,bpe,32768,FI,ppl,343.03561974342625
FI,bpe,49152,FI,ppl,520.6167652471672
FI,bpe,65536,FI,ppl,698.2734183222614
FI,bpe,81920,FI,ppl,885.9150715573651
FI,bpe,8192,FI,ppl,88.95625005368684
FI,superbpe,32768,FI,ppl,467.61014448955035
FI,superbpe,49152,FI,ppl,779.8612008608894
FI,superbpe,65536,FI,ppl,1131.858719767842
FI,superbpe,81920,FI,ppl,1549.1210395640412
FI,superbpe,8192,FI,ppl,104.83014244921488
FI,unigram,32768,FI,ppl,970.3353377108399
FI,unigram,49152,FI,ppl,2188.246735523993
FI,unigram,65536,FI,ppl,1892.3402769413424
FI,unigram,81920,FI,ppl,1727.8432569612985
FI,unigram,8192,FI,ppl,2015.7487317792627
FR,bpe,32768,FR,ppl,107.01942445277339
FR,bpe,49152,FR,ppl,129.32651294278662
FR,bpe,65536,FR,ppl,139.75629409029196
FR,bpe,81920,FR,ppl,145.1445618806802
FR,bpe,8192,FR,ppl,48.49283905484167
FR,superbpe,32768,FR,ppl,365.79453419827195
FR,superbpe,49152,FR,ppl,563.5044056398289
FR,superbpe,65536,FR,ppl,709.1356194403799
FR,superbpe,8192,FR,ppl,99.98224823690761
FR,unigram,32768,FR,ppl,729.2336375187051
FR,unigram,49152,FR,ppl,682.0096681174712
FR,unigram,65536,FR,ppl,585.2856238281311
FR,unigram,8192,FR,ppl,513.9524377616427
KO,bpe,32768,KO,ppl,483.045064200442
KO,bpe,49152,KO,ppl,692.8417031814049
KO,bpe,65536,KO,ppl,933.3584922858431
KO,bpe,81920,KO,ppl,1141.277426476474
KO,bpe,8192,KO,ppl,132.51913665861832
PL,bpe,32768,PL,ppl,252.69446352846919
PL,bpe,49152,PL,ppl,372.0248900251477
PL,bpe,65536,PL,ppl,498.5438755965124
PL,bpe,81920,PL,ppl,596.8658653823211
PL,bpe,8192,PL,ppl,70.8490789790163
RU,bpe,32768,RU,ppl,206.96091031671895
RU,bpe,49152,RU,ppl,293.26511117102893
RU,bpe,65536,RU,ppl,378.24035934564046
RU,bpe,81920,RU,ppl,443.6805019560128
RU,bpe,8192,RU,ppl,64.38657236846996
RU,superbpe,32768,RU,ppl,325.79320226367594
RU,superbpe,49152,RU,ppl,505.7333583247322
RU,superbpe,65536,RU,ppl,701.4069246834732
RU,superbpe,81920,RU,ppl,927.2438000641373
RU,superbpe,8192,RU,ppl,78.94963825249484
RU,unigram,32768,RU,ppl,2396574.479546062
RU,unigram,49152,RU,ppl,680275.4517785986
RU,unigram,65536,RU,ppl,1375672.0909272176
RU,unigram,81920,RU,ppl,2081962.4719500926
RU,unigram,8192,RU,ppl,400875.3095027406
TR,bpe,32768,TR,ppl,307.954109699669
TR,bpe,49152,TR,ppl,428.11853937290863
TR,bpe,65536,TR,ppl,541.7875143049363
TR,bpe,81920,TR,ppl,644.6389711991503
TR,bpe,8192,TR,ppl,92.12510125957488
TR,superbpe,32768,TR,ppl,441.2942989144728
TR,superbpe,49152,TR,ppl,668.2729655581738
TR,superbpe,65536,TR,ppl,916.163395211638
TR,superbpe,81920,TR,ppl,1161.143388997299
TR,superbpe,8192,TR,ppl,108.58560860956464
ZH,bpe,32768,ZH,ppl,708.6749978795891
ZH,bpe,49152,ZH,ppl,1077.7084180835586
ZH,bpe,65536,ZH,ppl,1447.0507836032702
ZH,bpe,81920,ZH,ppl,1774.5574777710672
ZH,bpe,8192,ZH,ppl,184.23619688442577
ZH,superbpe,32768,ZH,ppl,783.0966328117672
ZH,superbpe,49152,ZH,ppl,1266.5291584294446
ZH,superbpe,65536,ZH,ppl,1726.745539415065
ZH,superbpe,81920,ZH,ppl,2126.8024903457713
ZH,superbpe,8192,ZH,ppl,201.80680665526606
ZH,unigram,32768,ZH,ppl,179491.8415266003
ZH,unigram,49152,ZH,ppl,923685.8929820984
ZH,unigram,65536,ZH,ppl,1020052.1843039973
ZH,unigram,81920,ZH,ppl,600666.1135347123
ZH,unigram,8192,ZH,ppl,27840.9820175069
AR,bpe,32768,AR,sent-nll,170.71478331041902
AR,bpe,49152,AR,sent-nll,170.6988228583053
AR,bpe,65536,AR,sent-nll,170.55894201452082
AR,bpe,81920,AR,sent-nll,170.75551123864093
AR,bpe,8192,AR,sent-nll,171.65677489405093
DE,bpe,32768,DE,sent-nll,167.15833646977842
DE,bpe,49152,DE,sent-nll,167.32010647619194
DE,bpe,65536,DE,sent-nll,167.003721093943
DE,bpe,81920,DE,sent-nll,166.50776437148747
DE,bpe,8192,DE,sent-nll,167.78605068719435
DE,superbpe,32768,DE,sent-nll,190.44012944594672
DE,superbpe,49152,DE,sent-nll,194.08925292049
DE,superbpe,65536,DE,sent-nll,195.91907639183074
DE,superbpe,81920,DE,sent-nll,197.69955438681743
DE,superbpe,8192,DE,sent-nll,182.09142853808498
DE,unigram,32768,DE,sent-nll,763.2039681385628
DE,unigram,49152,DE,sent-nll,734.5481888691899
DE,unigram,65536,DE,sent-nll,731.2171136758074
DE,unigram,81920,DE,sent-nll,707.8311908405288
DE,unigram,8192,DE,sent-nll,808.7589090822242
EN,bpe,32768,EN,sent-nll,153.62295643425742
EN,bpe,49152,EN,sent-nll,152.79976112003854
EN,bpe,65536,EN,sent-nll,151.89372986955604
EN,bpe,81920,EN,sent-nll,151.05226840520564
EN,bpe,8192,EN,sent-nll,156.1427508832909
EN,superbpe,32768,EN,sent-nll,177.02625190599161
EN,superbpe,49152,EN,sent-nll,181.61432538013685
EN,superbpe,8192,EN,sent-nll,172.83924580751201
EN,unigram,32768,EN,sent-nll,574.1753837977474
EN,unigram,49152,EN,sent-nll,549.1459073454967
EN,unigram,8192,EN,sent-nll,597.436128714339
FI,bpe,32768,FI,sent-nll,168.98148430383253
FI,bpe,49152,FI,sent-nll,169.7861862521869
FI,bpe,65536,FI,sent-nll,170.14853442422014
FI,bpe,81920,FI,sent-nll,170.83016309248129
FI,bpe,8192,FI,sent-nll,166.99591652489462
FI,superbpe,32768,FI,sent-nll,179.59581761115155
FI,superbpe,49152,FI,sent-nll,182.2637063203593
FI,superbpe,65536,FI,sent-nll,184.02351588599765
FI,superbpe,81920,FI,sent-nll,186.48492927702048
FI,superbpe,8192,FI,sent-nll,174.62168457574052
FI,unigram,32768,FI,sent-nll,725.1249800067645
FI,unigram,49152,FI,sent-nll,811.1848968385236
FI,unigram,65536,FI,sent-nll,796.1435959706664
FI,unigram,81920,FI,sent-nll,786.6986845114485
FI,unigram,8192,FI,sent-nll,802.920587109954
FR,bpe,32768,FR,sent-nll,164.1064752382723
FR,bpe,49152,FR,sent-nll,164.574950497141
FR,bpe,65536,FR,sent-nll,163.49436818375418
FR,bpe,81920,FR,sent-nll,162.52836060052803
FR,bpe,8192,FR,sent-nll,165.87105840373889
FR,superbpe,32768,FR,sent-nll,209.7861319379844
FR,superbpe,49152,FR,sent-nll,216.67041095914576
FR,superbpe,65536,FR,sent-nll,219.92442354948625
FR,superbpe,8192,FR,sent-nll,198.08338094794232
FR,unigram,32768,FR,sent-nll,719.024513335096
FR,unigram,49152,FR,sent-nll,711.7269907412322
FR,unigram,65536,FR,sent-nll,695.2472782662735
FR,unigram,8192,FR,sent-nll,680.8876503201813
KO,bpe,32768,KO,sent-nll,169.33005575323293
KO,bpe,49152,KO,sent-nll,169.17274382745796
KO,bpe,65536,KO,sent-nll,170.12911833887514
KO,bpe,81920,KO,sent-nll,170.38500092246315
KO,bpe,8192,KO,sent-nll,168.4391284648609
PL,bpe,32768,PL,sent-nll,171.59038140745503
PL,bpe,49152,PL,sent-nll,172.01995340731776
PL,bpe,65536,PL,sent-nll,172.67111545683366
PL,bpe,81920,PL,sent-nll,172.88750948924792
PL,bpe,8192,PL,sent-nll,170.98432504706705
RU,bpe,32768,RU,sent-nll,167.38887983254293
RU,bpe,49152,RU,sent-nll,167.37289764947099
RU,bpe,65536,RU,sent-nll,168.46828302375883
RU,bpe,81920,RU,sent-nll,168.43044238787866
RU,bpe,8192,RU,sent-nll,167.31332509790957
RU,superbpe,32768,RU,sent-nll,183.02742746601933
RU,superbpe,49152,RU,sent-nll,184.92318670928714
RU,superbpe,65536,RU,sent-nll,187.08358047319496
RU,superbpe,81920,RU,sent-nll,189.90165342172614
RU,superbpe,8192,RU,sent-nll,176.94337384974062
RU,unigram,32768,RU,sent-nll,347.78300989475173
RU,unigram,49152,RU,sent-nll,316.90029893279547
RU,unigram,65536,RU,sent-nll,333.70308820249534
RU,unigram,81920,RU,sent-nll,344.9262447168704
RU,unigram,8192,RU,sent-nll,304.3104363920189
TR,bpe,32768,TR,sent-nll,159.92154477990192
TR,bpe,49152,TR,sent-nll,160.50674882896334
TR,bpe,65536,TR,sent-nll,160.55888749299785
TR,bpe,81920,TR,sent-nll,160.74166124140322
TR,bpe,8192,TR,sent-nll,159.52891990224364
TR,superbpe,32768,TR,sent-nll,172.6013139377941
TR,superbpe,49152,TR,sent-nll,174.5331550756462
TR,superbpe,65536,TR,sent-nll,176.52642145269945
TR,superbpe,81920,TR,sent-nll,177.92329538669512
TR,superbpe,8192,TR,sent-nll,168.30213898066947
ZH,bpe,32768,ZH,sent-nll,168.6649854871124
ZH,bpe,49152,ZH,sent-nll,170.4177065498744
ZH,bpe,65536,ZH,sent-nll,171.83328243677795
ZH,bpe,81920,ZH,sent-nll,172.63793738368943
ZH,bpe,8192,ZH,sent-nll,167.35848999400383
ZH,superbpe,32768,ZH,sent-nll,171.49472269427636
ZH,superbpe,49152,ZH,sent-nll,174.33002179036498
ZH,superbpe,65536,ZH,sent-nll,176.1620960537153
ZH,superbpe,81920,ZH,sent-nll,177.1958597243539
ZH,superbpe,8192,ZH,sent-nll,169.29147369399843
ZH,unigram,32768,ZH,sent-nll,302.26453799221355
ZH,unigram,49152,ZH,sent-nll,342.09453394667435
ZH,unigram,65536,ZH,sent-nll,344.1719671520791
ZH,unigram,81920,ZH,sent-nll,333.0858866348568
ZH,unigram,8192,ZH,sent-nll,256.59257805488795
AR,bpe,32768,AR,token-nll,6.002393646909314
AR,bpe,49152,AR,token-nll,6.314097511438513
AR,bpe,65536,AR,token-nll,6.506427164369892
AR,bpe,81920,AR,token-nll,6.637274757204319
AR,bpe,8192,AR,token-nll,4.847670850546463
DE,bpe,32768,DE,token-nll,5.398369892783787
DE,bpe,49152,DE,token-nll,5.692676212712239
DE,bpe,65536,DE,token-nll,5.867173522828596
DE,bpe,81920,DE,token-nll,5.9650150021545505
DE,bpe,8192,DE,token-nll,4.275585844818311
DE,superbpe,32768,DE,token-nll,6.022137845928961
DE,superbpe,49152,DE,token-nll,6.469767903150777
DE,superbpe,65536,DE,token-nll,6.7382412098142
DE,superbpe,81920,DE,token-nll,6.950978355916592
DE,superbpe,8192,DE,token-nll,4.556588989472672
DE,unigram,32768,DE,token-nll,7.085099568480088
DE,unigram,49152,DE,token-nll,6.820917423063587
DE,unigram,65536,DE,token-nll,6.78955062858672
DE,unigram,81920,DE,token-nll,6.568412730345142
DE,unigram,8192,DE,token-nll,7.508758912915769
EN,bpe,32768,EN,token-nll,5.658171379519074
EN,bpe,49152,EN,token-nll,5.823467091373775
EN,bpe,65536,EN,token-nll,5.895497084606307
EN,bpe,81920,EN,token-nll,5.934889743686194
EN,bpe,8192,EN,token-nll,4.7296946060516145
EN,superbpe,32768,EN,token-nll,6.461098647400324
EN,superbpe,49152,EN,token-nll,6.862094539898657
EN,superbpe,8192,EN,token-nll,5.184182884429283
EN,unigram,32768,EN,token-nll,5.843871987855482
EN,unigram,49152,EN,token-nll,5.585856201620441
EN,unigram,65536,EN,token-nll,5.205059232919113
EN,unigram,8192,EN,token-nll,6.087074977135941
FI,bpe,32768,FI,token-nll,5.837834289422619
FI,bpe,49152,FI,token-nll,6.255014195743756
FI,bpe,65536,FI,token-nll,6.548610742855449
FI,bpe,81920,FI,token-nll,6.786621089980536
FI,bpe,8192,FI,token-nll,4.488144676440318
FI,superbpe,32768,FI,token-nll,6.147634924164874
FI,superbpe,49152,FI,token-nll,6.659115956234838
FI,superbpe,65536,FI,token-nll,7.031616445115432
FI,superbpe,81920,FI,token-nll,7.345442977818576
FI,superbpe,8192,FI,token-nll,4.652341349322805
FI,unigram,32768,FI,token-nll,6.877641720734095
FI,unigram,49152,FI,token-nll,7.690855924791027
FI,unigram,65536,FI,token-nll,7.545569583832511
FI,unigram,81920,FI,token-nll,7.454629237472775
FI,unigram,8192,FI,token-nll,7.6087459844091665
FR,bpe,32768,FR,token-nll,4.673010354927877
FR,bpe,49152,FR,token-nll,4.862340314586172
FR,bpe,65536,FR,token-nll,4.939900149234199
FR,bpe,81920,FR,token-nll,4.977730224255046
FR,bpe,8192,FR,token-nll,3.881416138688566
FR,superbpe,32768,FR,token-nll,5.9020717937955745
FR,superbpe,49152,FR,token-nll,6.334175151798565
FR,superbpe,65536,FR,token-nll,6.564046790948498
FR,superbpe,8192,FR,token-nll,4.604992652599048
FR,unigram,32768,FR,token-nll,6.591994171086037
FR,unigram,49152,FR,token-nll,6.525043833868306
FR,unigram,65536,FR,token-nll,6.372099973938682
FR,unigram,8192,FR,token-nll,6.242130727636013
KO,bpe,32768,KO,token-nll,6.1801099499223735
KO,bpe,49152,KO,token-nll,6.540801550559847
KO,bpe,65536,KO,token-nll,6.838789363152425
KO,bpe,81920,KO,token-nll,7.039903463582276
KO,bpe,8192,KO,token-nll,4.886727062609827
PL,bpe,32768,PL,token-nll,5.532181104888087
PL,bpe,49152,PL,token-nll,5.918960760704613
PL,bpe,65536,PL,token-nll,6.21169160076752
PL,bpe,81920,PL,token-nll,6.391692407046382
PL,bpe,8192,PL,token-nll,4.2605519664617395
RU,bpe,32768,RU,token-nll,5.332529936383364
RU,bpe,49152,RU,token-nll,5.681077016200944
RU,bpe,65536,RU,token-nll,5.935529864823866
RU,bpe,81920,RU,token-nll,6.0951047132137735
RU,bpe,8192,RU,token-nll,4.164905107775224
RU,superbpe,32768,RU,token-nll,5.786262831197897
RU,superbpe,49152,RU,token-nll,6.226009570562792
RU,superbpe,65536,RU,token-nll,6.553088210316986
RU,superbpe,81920,RU,token-nll,6.832216529978123
RU,superbpe,8192,RU,token-nll,4.368810158708821
RU,unigram,32768,RU,token-nll,14.689550975565854
RU,unigram,49152,RU,token-nll,13.430253071276095
RU,unigram,65536,RU,token-nll,14.13445296306384
RU,unigram,81920,RU,token-nll,14.548821502994643
RU,unigram,8192,RU,token-nll,12.901405709063111
TR,bpe,32768,TR,token-nll,5.7299507773912
TR,bpe,49152,TR,token-nll,6.059400118386793
TR,bpe,65536,TR,token-nll,6.294873884544071
TR,bpe,81920,TR,token-nll,6.4686904255109345
TR,bpe,8192,TR,token-nll,4.523147449663034
TR,superbpe,32768,TR,token-nll,6.0897119973488
