lang,tokenization,vocab_size,eval_data,metric_type,mean_value
RU,bpe,32768,RU,mrr,0.3049596934111597
RU,bpe,49152,RU,mrr,0.28446478753210697
RU,bpe,65536,RU,mrr,0.26753922555858084
RU,bpe,81920,RU,mrr,0.25924240099234175
RU,bpe,8192,RU,mrr,0.3880971520497736
TR,bpe,32768,TR,mrr,0.2664336099281239
TR,bpe,49152,TR,mrr,0.2519231044691865
TR,bpe,65536,TR,mrr,0.24378118139034807
TR,bpe,81920,TR,mrr,0.23934092310113272
TR,bpe,8192,TR,mrr,0.3414779055689896
ZH,bpe,32768,ZH,mrr,0.175485306948176
ZH,bpe,49152,ZH,mrr,0.15539801950085222
ZH,bpe,65536,ZH,mrr,0.13687041441955625
ZH,bpe,81920,ZH,mrr,0.1289043434420733
ZH,bpe,8192,ZH,mrr,0.2630323167684326
AR,bpe,32768,AR,ppl,547.0299891175572
AR,bpe,49152,AR,ppl,746.5462823475943
AR,bpe,65536,AR,ppl,923.3485177461022
AR,bpe,81920,AR,ppl,1080.240153152942
AR,bpe,8192,AR,ppl,165.43687551456688
DE,bpe,32768,DE,ppl,227.94707228952365
DE,bpe,49152,DE,ppl,303.9461331136853
DE,bpe,65536,DE,ppl,369.0012286560857
DE,bpe,81920,DE,ppl,410.7520678182516
DE,bpe,8192,DE,ppl,75.76775410722479
EN,bpe,32768,EN,ppl,286.88107830274186
EN,bpe,49152,EN,ppl,339.4733686744333
EN,bpe,65536,EN,ppl,369.20259839991553
EN,bpe,81920,EN,ppl,383.80436239365366
EN,bpe,8192,EN,ppl,110.86184679704517
FI,bpe,32768,FI,ppl,327.3348866773584
FI,bpe,49152,FI,ppl,484.152677005027
FI,bpe,65536,FI,ppl,654.0626629503698
FI,bpe,81920,FI,ppl,847.3580881483936
FI,bpe,8192,FI,ppl,90.0493845039887
FR,bpe,32768,FR,ppl,114.59506694508065
FR,bpe,49152,FR,ppl,138.3233536796566
FR,bpe,65536,FR,ppl,151.80517090066223
FR,bpe,81920,FR,ppl,159.30778585335244
FR,bpe,8192,FR,ppl,51.06059499592185
KO,bpe,32768,KO,ppl,665.8006912462541
KO,bpe,49152,KO,ppl,948.8455554272487
KO,bpe,65536,KO,ppl,1225.1592910472252
KO,bpe,81920,KO,ppl,1514.687083257896
KO,bpe,8192,KO,ppl,158.29763313691046
PL,bpe,32768,PL,ppl,267.3844574200417
PL,bpe,49152,PL,ppl,394.7891971908811
PL,bpe,65536,PL,ppl,526.1193113405718
PL,bpe,81920,PL,ppl,639.4178741633001
PL,bpe,8192,PL,ppl,73.29091359274723
RU,bpe,32768,RU,ppl,203.6715636248701
RU,bpe,49152,RU,ppl,285.4725342090535
RU,bpe,65536,RU,ppl,374.36896604462254
RU,bpe,81920,RU,ppl,428.7264020624496
RU,bpe,8192,RU,ppl,66.22025554005641
TR,bpe,32768,TR,ppl,278.4916175068081
TR,bpe,49152,TR,ppl,387.70190748579824
TR,bpe,65536,TR,ppl,485.4747850466067
TR,bpe,81920,TR,ppl,559.9013327708379
TR,bpe,8192,TR,ppl,85.8934804375157
ZH,bpe,32768,ZH,ppl,688.4670014674944
ZH,bpe,49152,ZH,ppl,1034.358398056299
ZH,bpe,65536,ZH,ppl,1392.904640034248
ZH,bpe,81920,ZH,ppl,1688.9952288532231
ZH,bpe,8192,ZH,ppl,192.61609288243685
AR,bpe,32768,AR,sent-nll,146.7302924928665
AR,bpe,49152,AR,sent-nll,146.38114583301544
AR,bpe,65536,AR,sent-nll,146.2483229227066
AR,bpe,81920,AR,sent-nll,146.53615023803712
AR,bpe,8192,AR,sent-nll,147.81773003673553
DE,bpe,32768,DE,sent-nll,141.82157056522368
DE,bpe,49152,DE,sent-nll,142.15314246559143
DE,bpe,65536,DE,sent-nll,142.32418266010285
DE,bpe,81920,DE,sent-nll,141.894168759346
DE,bpe,8192,DE,sent-nll,142.6658500022888
EN,bpe,32768,EN,sent-nll,132.0241874780655
EN,bpe,49152,EN,sent-nll,131.82184809970855
EN,bpe,65536,EN,sent-nll,131.17478430366515
EN,bpe,81920,EN,sent-nll,130.4562762298584
EN,bpe,8192,EN,sent-nll,133.95735175323486
FI,bpe,32768,FI,sent-nll,144.15466452789306
FI,bpe,49152,FI,sent-nll,144.81989822387695
FI,bpe,65536,FI,sent-nll,145.71295735263826
FI,bpe,81920,FI,sent-nll,145.96543687343598
FI,bpe,8192,FI,sent-nll,143.24762161159515
FR,bpe,32768,FR,sent-nll,135.13478192043306
FR,bpe,49152,FR,sent-nll,135.16873214149476
FR,bpe,65536,FR,sent-nll,134.56079264068603
FR,bpe,81920,FR,sent-nll,134.00339778518676
FR,bpe,8192,FR,sent-nll,136.74053403663635
KO,bpe,32768,KO,sent-nll,152.9310631341934
KO,bpe,49152,KO,sent-nll,152.60028305530548
KO,bpe,65536,KO,sent-nll,152.29847959995269
KO,bpe,81920,KO,sent-nll,152.66127791309356
KO,bpe,8192,KO,sent-nll,152.666717048645
PL,bpe,32768,PL,sent-nll,143.708792140007
PL,bpe,49152,PL,sent-nll,144.37678368902206
PL,bpe,65536,PL,sent-nll,144.85322332000732
PL,bpe,81920,PL,sent-nll,145.03822095394133
PL,bpe,8192,PL,sent-nll,143.11305105781554
RU,bpe,32768,RU,sent-nll,140.85713404750825
RU,bpe,49152,RU,sent-nll,140.54220545482636
RU,bpe,65536,RU,sent-nll,141.7196582813263
RU,bpe,81920,RU,sent-nll,141.28316090011597
RU,bpe,8192,RU,sent-nll,141.40448386955262
TR,bpe,32768,TR,sent-nll,132.71115767097473
TR,bpe,49152,TR,sent-nll,133.0736100025177
TR,bpe,65536,TR,sent-nll,133.03005288410188
TR,bpe,81920,TR,sent-nll,132.889320479393
TR,bpe,8192,TR,sent-nll,132.1585077972412
ZH,bpe,32768,ZH,sent-nll,140.52854466438293
ZH,bpe,49152,ZH,sent-nll,141.62233675384522
ZH,bpe,65536,ZH,sent-nll,142.19242255687715
ZH,bpe,81920,ZH,sent-nll,142.7099928302765
ZH,bpe,8192,ZH,sent-nll,139.81092799663543
AR,bpe,32768,AR,token-nll,6.304503625631332
AR,bpe,49152,AR,token-nll,6.615457614183426
AR,bpe,65536,AR,token-nll,6.8280067555904385
AR,bpe,81920,AR,token-nll,6.984938659429551
AR,bpe,8192,AR,token-nll,5.108589705228805
DE,bpe,32768,DE,token-nll,5.429113462924957
DE,bpe,49152,DE,token-nll,5.71685049200058
DE,bpe,65536,DE,token-nll,5.910799973726273
DE,bpe,81920,DE,token-nll,6.017989791154862
DE,bpe,8192,DE,token-nll,4.32767279458046
EN,bpe,32768,EN,token-nll,5.659067768573761
EN,bpe,49152,EN,token-nll,5.82739550113678
EN,bpe,65536,EN,token-nll,5.911345540523529
EN,bpe,81920,EN,token-nll,5.950132949829102
EN,bpe,8192,EN,token-nll,4.708284802675247
FI,bpe,32768,FI,token-nll,5.790983765125275
FI,bpe,49152,FI,token-nll,6.182400305330753
FI,bpe,65536,FI,token-nll,6.483203161776066
FI,bpe,81920,FI,token-nll,6.742123377621174
FI,bpe,8192,FI,token-nll,4.500358236551285
FR,bpe,32768,FR,token-nll,4.741404757499695
FR,bpe,49152,FR,token-nll,4.929594086885452
FR,bpe,65536,FR,token-nll,5.022597928285599
FR,bpe,81920,FR,token-nll,5.070838091135025
FR,bpe,8192,FR,token-nll,3.933013064622879
KO,bpe,32768,KO,token-nll,6.500990363359452
KO,bpe,49152,KO,token-nll,6.855246040821076
KO,bpe,65536,KO,token-nll,7.1108261480331425
KO,bpe,81920,KO,token-nll,7.322964150905609
KO,bpe,8192,KO,token-nll,5.064477015018463
PL,bpe,32768,PL,token-nll,5.5886875381469725
PL,bpe,49152,PL,token-nll,5.978351944446564
PL,bpe,65536,PL,token-nll,6.265528014659882
PL,bpe,81920,PL,token-nll,6.460558190822601
PL,bpe,8192,PL,token-nll,4.2944366393089295
RU,bpe,32768,RU,token-nll,5.316508714199066
RU,bpe,49152,RU,token-nll,5.6541458220481875
RU,bpe,65536,RU,token-nll,5.925241851329804
RU,bpe,81920,RU,token-nll,6.060818958044052
RU,bpe,8192,RU,token-nll,4.192986391067505
TR,bpe,32768,TR,token-nll,5.629387960195541
TR,bpe,49152,TR,token-nll,5.9602367646694185
TR,bpe,65536,TR,token-nll,6.185127350330353
TR,bpe,81920,TR,token-nll,6.327760576725006
TR,bpe,8192,TR,token-nll,4.453107928991318
ZH,bpe,32768,ZH,token-nll,6.534467388868332
ZH,bpe,49152,ZH,token-nll,6.941536608219146
ZH,bpe,65536,ZH,token-nll,7.239146514892578
ZH,bpe,81920,ZH,token-nll,7.431889091968537
ZH,bpe,8192,ZH,token-nll,5.260699051856995
